Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,AltTitle.uniform,Subject,Name.photographer,Name.architect,Name.repository,Name.creator,Relation.isPartOf,Alt ID.local,Date.creation,Format.medium,Format.dimensions,Title,Format.extent,Date.normalized,Description.latitude,Description.longitude,Description.note,Description.caption,Opac url,Coverage.geographic,Description.adminnote,Description.contents,Finding Aid URL,Description.abstract,Bucketeer State,IIIF Access URL
Lee (S. Charles) Papers,ark:/21198/zz0025fd3b,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025fd3b_1862256_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Linda Vista Theatre (Tepeyac or Mexico City, Mexico)",motion picture theaters|~|Landmarks|~|Entertainment,Hoffman-Luckhaus,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040211,1942,,,"Linda Vista Theatre, Mexico City, auditorium, proscenium",1 photographic print,1942,19.2952458,-99.009948,Simple curving lines and a sumptuously draped curtain suggest an understated elegance. The wall pilasters conceal indirect lights. Large round translucent glass discs in the ceiling diffuse the light over the space.,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025fd3b
Lee (S. Charles) Papers,ark:/21198/zz0025fd4v,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025fd4v_1862289_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Linda Vista Theatre (Tepeyac or Mexico City, Mexico)",motion picture theaters|~|Landmarks|~|International,Hoffman-Luckhaus,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040207,1942,,,"Linda Vista Theatre, Mexico City, restaurant patio",1 photographic print,1942,19.2952458,-99.009948,"The large sunken patio next to the auditorium was an extension of the restaurant inside. Here people could eat, drink and socialize and also watch people on the street, a favorite pastime in Mexico.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025fd4v
Lee (S. Charles) Papers,ark:/21198/zz0025fd5c,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025fd5c_1862265_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Linda Vista Theatre (Tepeyac or Mexico City, Mexico)",motion picture theaters|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040212,1942,,,"Linda Vista Theatre, Mexico City, construction",1 photographic print,1942,19.2952458,-99.009948,"Construction photos reveal the immense effort involved in constructing this very large building. Unlike counterparts in the United States that were being built of poured concrete using derricks and heavy machinery, this building in Mexico City in the 1940s was painstakingly constructed of brick that was then surfaced with stucco",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025fd5c
Lee (S. Charles) Papers,ark:/21198/zz0025fd6w,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025fd6w_1862259_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Linda Vista Theatre (Tepeyac or Mexico City, Mexico)",motion picture theaters|~|Landmarks|~|International,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040213,1942,,,"Linda Vista Theatre, Mexico City, construction",1 photographic print,1942,19.2952458,-99.009948,"The dome of the box office was also constructed of brick, using a technique probably brought to Spain by the Arabs.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025fd6w
Lee (S. Charles) Papers,ark:/21198/zz0025fd7d,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025fd7d_1862268_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Linda Vista Theatre (Tepeyac or Mexico City, Mexico)",motion picture theaters|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040214,1942,,,"Linda Vista Theatre, Mexico City, construction",1 photographic print,1942,19.2952458,-99.009948,The outline of the building takes shape. An arcade and a sinuous curved wall form a courtyard beside the auditorium wall.,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025fd7d
Lee (S. Charles) Papers,ark:/21198/zz0025fd8x,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025fd8x_1862292_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Linda Vista Theatre (Tepeyac or Mexico City, Mexico)",motion picture theaters|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040208,1942,,,"Linda Vista Theatre, Mexico City, ticket booth, detail",1 photographic print,1942,19.2952458,-99.009948,"The box office ticket window is framed by cast stone detailing suggesting a theatre curtain drawn open. Below the window is a small sign giving the name of the architect and the date, a detail usually omitted on buildings in the United States.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025fd8x
Lee (S. Charles) Papers,ark:/21198/zz0025ff29,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025ff29_1862490_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Miami Theatre (Miami, Fla.)",motion picture theaters|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040804,1946-47,,,"Miami Theatre, Miami, rendering, candy counter",1 photographic print,1946/1947,25.733062,-80.3342029,"The design for the refreshment or candy counter includes and overhanging canopy with scalloped edges, a curved counter with a diamond-patterned base, and porthole windows in the wall above. A mural with ocean motifs was part of the original concept. The final design evolved into a cleaner Streamline Moderne design in both the foyer candy counter (40810) and the mezzanine drink bar (40815).",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ff29
Lee (S. Charles) Papers,ark:/21198/zz0025ff3t,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025ff3t_1862442_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Miami Theatre (Miami, Fla.)",motion picture theaters|~|Landmarks|~|Entertainment,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040821,1946-47,,,"Miami Theatre, Miami, auditorium, rear",1 photographic print,1946/1947,25.733062,-80.3342029,The photograph shows that the auditorium design was extremely simple. It was the bands of indirect lighting running up the walls and across the ceiling as well as vertically along the side walls and underneath the rear ceilings that created the effect. (40819),,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ff3t
Lee (S. Charles) Papers,ark:/21198/zz0025ff4b,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025ff4b_1862436_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Miami Theatre (Miami, Fla.)",motion picture theaters|~|Landmarks|~|Entertainment,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040819,1946-47,,,"Miami Theatre, Miami, auditorium, front",1 photographic print,1946/1947,25.733062,-80.3342029,"The simple lines of the long narrow auditorium, its shape dictated by the urban lot, all lead the eye toward the proscenium,, which is framed by bands of indirect lighting and flanked by large scale designs in relief. A sumptuous curtain hung in swags fills the upper portion of the proscenium, scaling the immense arch down to cinema size.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ff4b
Lee (S. Charles) Papers,ark:/21198/zz0025ff5v,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025ff5v_1862457_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Miami Theatre (Miami, Fla.)",motion picture theaters|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040806,1946-47,,,"Miami Theatre, Miami, façade",1 photographic print,1946/1947,25.733062,-80.3342029,"The Miami Theatre in downtown Miami, Florida, was Leeýs last major motion picture theatre in the grand tradition of the movie palaces of the 1920s and 1930s. After 1950, smaller neighborhood theatres and drive-ins became more popular with the development of the suburbs. The Miami, however, was one of Leeýs largest and most all-encompassing designs executed in the United States. The complex included not only a motion picture theatre, which included a legitimate stage but also a restaurant and a candy store, all in a downtown urban setting. In the design, which was largely executed as shown in the renderings, Lee married Baroque and Rococo elements with Streamline Moderne features, producing an unusually eclectic design. The renderings show murals with sea-life motifs, suggesting that Lee drew inspiration from seashell and wave forms for many aspects of the design, which may account for the Baroque and Rococo-appearing design elements. Although demolished, the theatre is one of the most extensively documented in the S. Charles Lee Collection at UCLA.The design of the façade, with its diamond-patterned panels and ornate cartouche is echoed in the interior. On the left is Huylerýs, a candy shop and restaurant that was part of the theatre complex. The narrow site and the height of the building to the rear reflect the two-tier balcony and the long narrow plan of the auditorium, a scheme that Lee had used in his first major theatre, the Tower Theatre in Los Angeles.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ff5v
Lee (S. Charles) Papers,ark:/21198/zz0025ff6c,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025ff6c_1862433_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Miami Theatre (Miami, Fla.)",motion picture theaters|~|Landmarks|~|Entertainment,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,1946-47,,,"Miami Theatre, Miami, auditorium, balcony",1 photographic print,1946/1947,25.733062,-80.3342029,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ff6c
Lee (S. Charles) Papers,ark:/21198/zz0025ff7w,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025ff7w_1862499_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Miami Theatre (Miami, Fla.)",motion picture theaters|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040803,1946-47,,,"Miami Theatre, Miami, rendering, foyer stair",1 drawing,1946/1947,25.733062,-80.3342029,"See 40816,40817. The curving lines and delicate tracery of the stair railing contrast with the heavily embellished stairway arch. Porthole windows, typical of the Streamline Moderne style, open up the staircase walls. A mural with sea-life motifs decorates the curved wall to the right of the staircase. The recessed lighting panels in the ceiling and the diamond-patterned mirrored walls echo similar features in the foyer.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ff7w
Lee (S. Charles) Papers,ark:/21198/zz0025ff8d,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025ff8d_1862511_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Miami Theatre (Miami, Fla.)",motion picture theaters|~|Landmarks|~|Entertainment,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040814,1946-1947,,,"Miami Theatre, Miami, stair to mezzanine",1 photographic print,1946/1947,25.733062,-80.3342029,"The stair to the mezzanine and lower balcony was set off to the side of the foyer and was simply executed, probably because of the constraints of space on the ground floor.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ff8d
Lee (S. Charles) Papers,ark:/21198/zz0025ff9x,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025ff9x_1862472_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Miami Theatre (Miami, Fla.)",motion picture theaters|~|Landmarks|~|Entertainment,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040812,1946-47,,,"Miami Theatre, Miami, foyer: mural and seat",1 photographic print,1946/1947,25.733062,-80.3342029,"All the elements in the rendering (40802) were realized in the building, although the spaces are necessarily compressed and the elements appear crowded. The scale and drama of each feature, the lighting panels, the entrance arch, the mezzanine walls and railing, the mural, and the giant cartouche above. Mirrored walls above the banquettes to the left and the right, with the mirrors set in a diamond pattern, enhance the complexity of the space, while at the same time enlarging it.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ff9x
Lee (S. Charles) Papers,ark:/21198/zz0025ffbf,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025ffbf_1862460_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Miami Theatre (Miami, Fla.)",Landmarks|~|Arts,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040807,1946-47,,,"Miami Theatre, Miami, façade detail",1 photographic print,1946/1947,25.733062,-80.3342029,The scale of the cartouche is indicated by the life-size cardboard figure posed beside it.,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ffbf
Lee (S. Charles) Papers,ark:/21198/zz0025ffcz,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025ffcz_1862505_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Miami Theatre (Miami, Fla.)",motion picture theaters|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040817,1946-47,,,"Miami Theatre, Miami, stair to balcony",1 photographic print,1946/1947,25.733062,-80.3342029,This view of the mezzanine staircase corresponds more closely to the perspective in the rendering (40803). The urn at the right,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ffcz
Lee (S. Charles) Papers,ark:/21198/zz0025ffdg,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025ffdg_1862502_master.tif,,still image,Architectural drawings,copyrighted,,,"Miami Theatre (Miami, Fla.)",motion picture theaters|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040805,1946-47,,,"Miami Theatre, Miami, section, auditorium",1 drawing,1946/1947,25.733062,-80.3342029,"The auditorium section shows the two-tier balcony (40818, 40821) the recessed niche with a sculpture (40820), the wall decoration flanking the proscenium (40819) and the diamond pattern on the side walls of the auditorium.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ffdg
Lee (S. Charles) Papers,ark:/21198/zz0025fff0,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025fff0_1862463_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Miami Theatre (Miami, Fla.)",motion picture theaters|~|Landmarks|~|Lifestyle,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040811,1946-1947,,,"Miami Theatre, Miami, foyer",1 photographic print,1946/1947,25.733062,-80.3342029,"The curved shapes, the treatment of the staircase, the poster cases, and the recessed lighting panels correspond closely to the rendering (40801). A focal point of the space is the mural of the Western hemisphere framed by the national flags and figures representing its peoples.(40813) Banquettes with mirrored walls above them, flank the auditorium entrance.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025fff0
Lee (S. Charles) Papers,ark:/21198/zz0025ffgh,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025ffgh_1862481_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Miami Theatre (Miami, Fla.)",Landmarks|~|Arts,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040813,1946-47,,,"Miami Theatre, Miami, mural",1 photographic print,1946/1947,25.733062,-80.3342029,The focal point of the foyer is the mural at the auditorium entrance. The peoples and the flags of the countries of the Americas are ranged around a map of the continents. Even fruits and pets are included. It is clear that the theatre intended to attract Miamiýs Latin American community as well as English speakers.,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ffgh
Lee (S. Charles) Papers,ark:/21198/zz0025ffh1,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025ffh1_1862520_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Miami Theatre (Miami, Fla.)",motion picture theaters|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040808,1946-1947,,,"Miami Theatre, Miami, ticket booth",1 photographic print,1946/1947,25.733062,-80.3342029,"The recessed lobby draws the moviegoer into the space with neon tube strips on the ceiling focussing on the entrance and with the walls of floor to ceiling glass. The glass walls allow a view of the interior which glows at night. The box office with its curvilinear shape, also illuminated, and its sleek walls, plays to the fantasy of the moviegoers.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ffh1
Lee (S. Charles) Papers,ark:/21198/zz0025ffjj,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025ffjj_1862445_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Miami Theatre (Miami, Fla.)",motion picture theaters|~|Landmarks|~|Arts,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040820,1946-47,,1 photographic print,"Miami Theatre, Miami, auditorium, sculpture detail",,1946/1947,25.733062,-80.3342029,"The larger than life-size sculpture of hunter with a bow and his dog is sleek and heroic, in the style of Prometheus at Rockefeller Center or the work of Carl Milles.(40819,40819)",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ffjj
Lee (S. Charles) Papers,ark:/21198/zz0025ffk2,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025ffk2_1862496_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Miami Theatre (Miami, Fla.)",motion picture theaters|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040802,1946-47,,,"Miami Theatre, Miami, rendering, foyer",1 drawing,1946/1947,25.733062,-80.3342029,"The grand entrance to the auditorium, the curved lines of the mezzanine, the delicate tracery of the metal railing and the signature recessed lighting panels were realized for the most part in the building. See 40812",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ffk2
Lee (S. Charles) Papers,ark:/21198/zz0025ffmk,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025ffmk_1862514_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Miami Theatre (Miami, Fla.)",motion picture theaters|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040816,1946-1947,,,"Miami Theatre, Miami, stair to mezzanine",1 photographic print,1946/1947,25.733062,-80.3342029,"Executed almost exactly as shown in the rendering (40803), the final forms of the staircase arch and ceiling panels are better integrated than in the rendering. The bending mirrored walls increase the complexity of the space.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ffmk
Lee (S. Charles) Papers,ark:/21198/zz0025ffn3,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025ffn3_1862466_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Miami Theatre (Miami, Fla.)",motion picture theaters|~|Landmarks,"Lee, S. Charles, 1899-1990","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040810,1946-47,,,"Miami Theatre, Miami, foyer entrance",1 photographic print,1946/1947,25.733062,-80.3342029,"Curving lines, recessed lighting and mirrored surfaces create an expanding space in the foyer entrance area. The wavy wall with a surface of vertical ribs adds a sleeker streamlined look to the space.(see 40804)",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ffn3
Lee (S. Charles) Papers,ark:/21198/zz0025ffpm,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025ffpm_1862484_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Miami Theatre (Miami, Fla.)",motion picture theaters|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040809,1946-1947,,,"Miami Theatre, Miami, poster case",1 photographic print,1946/1947,25.733062,-80.3342029,"Set right on the sidewalk, the poster cases are large and sleek. They provide a glimpse of the show within to every passerby. Titles in both English and Spanish reflect Miamiýs Latin American population, which is also depicted in the mural in the foyer. (40812,40813).",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ffpm
Lee (S. Charles) Papers,ark:/21198/zz0025ffq4,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025ffq4_1862478_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Miami Theatre (Miami, Fla.)",motion picture theaters|~|Landmarks,"Lee, S. Charles, 1899-1990","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040815,1946-47,,,"Miami Theatre, Miami, mezzanine bar",1 photographic print,1946/1947,25.733062,-80.3342029,"The mezzanine drink bar and adjacent spaces has a simpler, more streamlined look than the downstairs foyer. Mirrored walls set at oblique angles create a more complex and confusing space.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ffq4
Lee (S. Charles) Papers,ark:/21198/zz0025fghh,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025fghh_1862475_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Miami Theatre (Miami, Fla.)",motion picture theaters|~|Landmarks,"Lee, S. Charles, 1899-1990","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040827,1946-47,,,"Miami Theatre, Miami, lounge entry",1 photographic print,1946/1947,25.733062,-80.3342029,"A hallway space, not a room, the lounge features a curved banquette and a set of drinking fountains set in a mirrored niche. A curvilinear ceiling panel conceals the indirect lighting.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025fghh
Lee (S. Charles) Papers,ark:/21198/zz0025fgj1,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025fgj1_1862454_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Miami Theatre (Miami, Fla.)",restaurants|~|motion picture theaters|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040823,1946-47,,,"Miami Theatre, Miami, entrance to Huyler's restaurant from theater",1 photographic print,1946/1947,25.733062,-80.3342029,Glass walls and a glass door invite the customers into Huylerýs the adjacent restaurant and candy store,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025fgj1
Lee (S. Charles) Papers,ark:/21198/zz0025fgkj,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025fgkj_1862427_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Miami Theatre (Miami, Fla.)",Culture,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040825,1946-47,,,"Miami Theatre, Miami, Huyler's sweet shop",1 photographic print,1946/1947,25.733062,-80.3342029,"Simple lines, recessed wall cabinets illuminated by indirect lighting, the butt-jointed glass display case and the recessed ceiling lighting were all new and fashionable design features of the Moderne of the 1930s and 1940s.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025fgkj
Lee (S. Charles) Papers,ark:/21198/zz0025fgm2,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025fgm2_1862487_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Miami Theatre (Miami, Fla.)",motion picture theaters|~|Landmarks|~|Media,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040829,1946-47,,,"Miami Theatre, Miami, projection room",1 photographic print,1946/1947,25.733062,-80.3342029,The projection room is state of the art for 1946.,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025fgm2
