Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Rights.copyrightStatus,Rights.permission,Coverage.geographic,Name.producer,Name.publisher,Subject,Rights.servicesContact,Language,Type.genre,Name.repository,Name.surveyor,Name.cartographer,Name.subject,Name.sponsor,Name.compiler,Name.lithographer,Name.artist,Format.dimensions,AltIdentifier.local,Title,AltIdentifier.oclc,Date,Format.extent,Description.note,AltIdentifier.callNo,Relation.isPartOf,Publisher.placeOfOrigin,Publisher.publisherName,AltTitle.caption,AltTitle.translated,AltTitle.other,AltIdentifier.collection,Description.abstract
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz0015wx6k,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz0015wx6k_495584_master.tif,,,,still image|~|still image|~|cartographic|~|cartographic,pd|~|pd,,Mexico--Maps--Early works to 1800|~|Mexico--Maps--Early works to 1800|~|California--Discovery and exploration--Maps--Early works to 1800 |~|California--Discovery and exploration--Maps--Early works to 1800,,,,,fre|~|fre,maps|~|maps,"University of California, Los Angeles. $b Library Special Collections|~|University of California, Los Angeles. $b Library Special Collections",,"Fer, Nicolas de, 1646-1720|~|Fer, Nicolas de, 1646-1720",,,,,,23 x 34 cm. on sheet 30.5 x 44.5 cm.|~|23 x 34 cm. on sheet 30.5 x 44.5 cm.,uclamss_294_b65_1-2|~|uclamss_294_b65_1-1|~|clusc_1_1_00017529a|~|clusc_1_1_00017530a|~|uclamss_294_b65_1-2|~|uclamss_294_b65_1-1|~|clusc_1_1_00017529a|~|clusc_1_1_00017530a,De Californie et du nouveau Mexique|~|De Californie et du nouveau Mexique,233720962|~|233720962,1700|~|1700,1 map (and 1 l.)|~|1 map (and 1 l.),"scale: 1:13,000,000|~|Disbound map bound with 1 leaf providing description of early California explorations.|~|California is shown as an island.  314 villages, towns and tribes are located.|~|Digitization took place as part of the California Cultures Project.|~|scale: 1:13,000,000|~|Disbound map bound with 1 leaf providing description of early California explorations.|~|California is shown as an island.  314 villages, towns and tribes are located.|~|Digitization took place as part of the California Cultures Project.",G4360 1700|~|G4360 1700,http://calcultures.cdlib.org|~|http://calcultures.cdlib.org,"Paris, France|~|Paris, France",,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz0015wx73,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz0015wx73_497883_master.tif,,,,still image|~|still image|~|cartographic|~|cartographic,copyrighted|~|copyrighted,,California--Historical geography--Maps|~|California--Historical geography--Maps,,Automobile Club of Southern California|~|Automobile Club of Southern California,California--Historical geography--Maps|~|California--Historical geography--Maps,,eng|~|eng,maps|~|maps,"University of California, Los Angeles. $b Library Special Collections|~|University of California, Los Angeles. $b Library Special Collections",,"Butler, Lowell |~|Butler, Lowell ",,,"Webb, William, 1919- |~|Webb, William, 1919- |~|Hanna, Phil Townsend, 1896-1957|~|Hanna, Phil Townsend, 1896-1957",,,106 x 74 cm. folded to 26.5 x 18.5 cm.|~|106 x 74 cm. folded to 26.5 x 18.5 cm.,clusc_1_1_00017499a|~|uclamss_294_b61_3-verso|~|clusc_1_1_00017500a|~|uclamss_294_b61_3-recto|~|clusc_1_1_00017499a|~|uclamss_294_b61_3-verso|~|clusc_1_1_00017500a|~|uclamss_294_b61_3-recto,Map of the marked historical sites of California : compiled from the official registrations of the California State Department of Natural Resources [verso]|~|Map of the marked historical sites of California : compiled from the official registrations of the California State Department of Natural Resources [verso],233714321|~|233714321,circa 1952|~|circa 1952,1 map : col.|~|1 map : col.,"December 1952 Westways, Vol. 44 No. 12|~|scale: 1 : 1,300,00|~|With insets of principal urban and historical districts.  Sites are numbered to correspond with descriptive list on verso.  ""A note of explanation"" on verso, when folded.|~|Digitization took place as part of the California Cultures Project.|~|December 1952 Westways, Vol. 44 No. 12|~|scale: 1 : 1,300,00|~|With insets of principal urban and historical districts.  Sites are numbered to correspond with descriptive list on verso.  ""A note of explanation"" on verso, when folded.|~|Digitization took place as part of the California Cultures Project.",,http://calcultures.cdlib.org|~|http://calcultures.cdlib.org,"Los Angeles, Calif.|~|Los Angeles, Calif.",Automobile Club of Southern California|~|Automobile Club of Southern California,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz0015wxqb,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz0015wxqb_497952_master.tif,,,,still image|~|still image|~|cartographic|~|cartographic,pd|~|pd,,"Bear Valley (San Bernardino, Calif.)--Maps|~|Bear Valley (San Bernardino, Calif.)--Maps",,,Real property--California--Los Angeles County--Maps|~|Real property--California--Los Angeles County--Maps|~|Real property--California--San Diego County--Maps|~|Real property--California--San Diego County--Maps,,eng|~|eng,cadastral maps|~|cadastral maps,"University of California, Los Angeles. $b Library Special Collections|~|University of California, Los Angeles. $b Library Special Collections",,"Brown, F. E.|~|Brown, F. E.",,,,,,52 x 42.5 cm. on sheet 61 x 47 cm.|~|52 x 42.5 cm. on sheet 61 x 47 cm.,uclamss_294_b99_2-verso|~|clusc_1_1_00017551a|~|uclamss_294_b99_2-recto|~|clusc_1_1_00017550a|~|uclamss_294_b99_2-verso|~|clusc_1_1_00017551a|~|uclamss_294_b99_2-recto|~|clusc_1_1_00017550a,"Map of a portion of San Bernardino and San Diego counties, showing the Bear Valley reservoir, its watershed, also the valleys where its waters are to be used, including the Alessandro and Perris irrigation districts|~|Map of a portion of San Bernardino and San Diego counties, showing the Bear Valley reservoir, its watershed, also the valleys where its waters are to be used, including the Alessandro and Perris irrigation districts",,circa 1890|~|circa 1890,1 map|~|1 map,"Two ancillary maps on verso: ""Map of Southern California showing the real Orange Belt of California in the interior valleys of San Bernardino County and the relation of those valleys to the coast including railroad connections"" ""Map of the Alessandro tract, Bear Valley Irrigation Co.""|~|scale: 1:190,080|~|""Los Angeles Lithographic Co.""|~|Digitization took place as part of the California Cultures Project.|~|Two ancillary maps on verso: ""Map of Southern California showing the real Orange Belt of California in the interior valleys of San Bernardino County and the relation of those valleys to the coast including railroad connections"" ""Map of the Alessandro tract, Bear Valley Irrigation Co.""|~|scale: 1:190,080|~|""Los Angeles Lithographic Co.""|~|Digitization took place as part of the California Cultures Project.",G4363 S14 C4 189O|~|G4363 S14 C4 189O,http://calcultures.cdlib.org|~|http://calcultures.cdlib.org,"Los Angeles, Calif.|~|Los Angeles, Calif.",Bear Valley Irrigation Company|~|Bear Valley Irrigation Company,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz0015wxsc,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz0015wxsc-1-master.tif,,,,still image|~|cartographic,pd,,California--Maps|~|Nevada--Maps,,,Cities and towns--California|~|Cities and towns--Nevada,,eng,maps,"University of California, Los Angeles. $b Library Special Collections",,,,,,,,81.5 x 66.8 cm. on sheet 86.5 x 71 cm.,uclamss_294_b59_2|~|clusc_1_1_00017691a,Weber's township and county map of the states of California and Nevada compiled from the latest data available,,circa 1902,1 map : col.,"Relief shown by hachures and spot heights.  ""Explanation"" of symbols for state capitals, county seats, towns and post offices, railroads, wagon trails.|~|scale: 1:350,000|~|Map includes islands in the San Francisco Bay and off the Southern California coast.  Indexed cover title: Complete indexed map of California and Nevada.|~|Digitization took place as part of the California Cultures Project.",G4360 F2 1902,http://calcultures.cdlib.org,San Francisco and Los Angeles,C.F. Weber & Co.,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz0015wxtw,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz0015wxtw-1-master.tif,,,,still image|~|cartographic,pd,,"Southwest, New--Maps|~|Yucatán (Mexico : State)--Maps|~|Mexico--Maps",,,"Cities and towns--Mexico|~|Roads--Mexico--Maps|~|Cities and towns--Southwest, New",,eng,maps,"University of California, Los Angeles. $b Library Special Collections",,,,,"Stealey, George",,,"top map is 42 x 57.5 cm., bottom map is 37 x 57 cm. on sheet 83 x 60.5 cm.",clusc_1_1_00017692a|~|uclamss_294_b205_2,"Map of Mexico, including Yucatan and Upper California, exhibiting the chief cities and towns, the principal travelling routes, etc.; and, Map of the principal roads from Vera Cruz and Alvarado to the city of Mexico, including the Valley of Mexico, mountians, plains, volcanoes, lakes, etc.",,circa 1847,2 maps on 1 sheet : col.,"Bottom half of Map of the principal roads... has a profile of the road between Mexico City and Vera Cruz, including distances. Also lists elevations and geology of different points in the country|~|Relief shown by hachures.  Map of Mexico includes inset ""Battlefield of Monterey""|~|Digitization took place as part of the California Cultures Project.",,http://calcultures.cdlib.org,"Philadelphia, PA.","Mitchell, S. Augustus (Samuel Augustus), 1792-1868",,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz0015x09j,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz0015x09j-1-master.tif,,,,still image|~|cartographic,pd,,California--Maps|~|Nevada--Maps,,,Railroads--California--Maps|~|Railroads--Nevada--Maps,,eng,maps,"University of California, Los Angeles. $b Library Special Collections",,,,,Board of Railroad Commissioners of the State of California,,,85.8 x 68 cm. on sheet 106.3 x 71.2 cm.,uclamss_294_b57_6|~|clusc_1_1_00017693a,"Commissioners official railway map of California, completed to January 1st, 1900",233719693,circa 1900,1 map : col.,"Lists the names of commisioners: E.B. Edson, 1st District C.S. Laumeister, 2nd District N. Blackstock, 3rd District Wm.T. Sesnon, Secretary|~|Relief shown by shading. Index to all railroad/railway lines in California.  Includes Channel Islands, Catalina Islands and San Clemente Island. Also includes the ""crook of the elbow"" of Nevada where the Virginia and Truckee RR and Carson and Colorado RR run.|~|Scale not given|~|Digitization took place as part of the California Cultures Project.",G4360 1900,http://calcultures.cdlib.org,"San Francisco, Calif.",H.S. Crocker Co.,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz0015x0fm,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz0015x0fm_500405_master.tif,,,,still image|~|cartographic,pd,,Sacramento River Valley (Calif.)--Maps,,,Real property--California--Sacramento River Valley,,eng,plats (maps),"University of California, Los Angeles. $b Library Special Collections",,,,,Sacramento Valley Irrigation Company,,,76 x 48.5 cm. on sheet 86.5 x 55.5 cm.,clusc_1_1_00017694a|~|uclamss_294_b88_2,"California, now or never! The new glory of the Golden State, map of the Sacramento Valley Irrigation Project, California",233717858,"September 21, 1909",1 map,"Along the right hand third of the sheet is text of information on the land that is available for sale|~|Scale: 1:130,000|~|Digitization took place as part of the California Cultures Project.",G4362 S22,http://calcultures.cdlib.org,"Chicago, Ill.",H.L. Hollister & Company,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz0015x0r8,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz0015x0r8-1-master.tif,,,,still image|~|cartographic,pd,,North America--Maps--Early works to 1800,,,,,fre,maps,"University of California, Los Angeles. $b Library Special Collections",,"Sanson, Nicolas, 1600-1667",,"Jaillot, Alexis Hubert, 1632?-1712",,,,52.5 x 85.4 cm. on sheet 63.8 x 98.8 cm.,clusc_1_1_00017695a|~|uclamss_294_b49_2,"Amérique septentrionale divisée en ses principales parties, ou sont distingués les vns des autres les estats suivant quils appartiennent presentement aux François, Castillans, Anglois, Suedois, Danois, Hollandois, tirée des relations de toutes ces nations",233728297,circa 1695,1 map : col.,"Alternate title in upper margin: L'Amerique Septentrionale divisée en ses principales parties, açuoir les terres Arctiques, le Canada ou Nouvelle France, le Mexique ou Nouvells Espagne, le Nouve au Mexique, les isles de Terre Neuve, de Californie, et Antilles ...|~|""Presentée a Monseigneur le Davphin, par ... Hubert Iallot""|~|Scale: 1 : 16,000,000|~|Relief shown pictorially.  Published by Chez Pierre Mortier et compagnie.|~|Digitization took place as part of the California Cultures Project.",G3300 1700,http://calcultures.cdlib.org,Amsterdam,"Mortier, Pierre",,,"Amérique septentrionale divisée en ses principales parties, sçauoir les terres Arcticques, le Canada ou Nouvelle France, le Mexique ou Nouvelle Espagne, le Nouveau Mexique, les isles de Terre Neuve, de Californie, et Antilles ou sont distingués les uns des autres, les estats, comme ils sont possedés presentement par les François, Castillans, Anglois, Suedois, Danois, et par les estats généraux des provinces unies ou Hollandois",,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz0015x1gm,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz0015x1gm-1-master.tif,,,,still image|~|cartographic,pd,,"Pasadena (Calif.)--Aerial views|~|Pasadena (Calif.)--Buildings, structures, etc.--Pictorial works.",,,,,eng,bird's-eye views,"University of California, Los Angeles. $b Library Special Collections",,,,,,W.W. Elliot & Co.,,36.3 x 63.3 cm. on sheet 66.5 x 88.8 cm.,clusc_1_1_00017696a|~|uclamss_294_b60_4,"Pasadena, Los Angeles County, Cal.",,circa 1885,1 view,"Bird's eye view of Pasadena facing NE.|~|Perspective map not drawn to scale.|~|At center bottom below map is stamped in red: ""W.P. Lukens, agent for the sale of Pasadena property, improved and unimproved. Choice houses and lots for sale. Pasadena, Cal.""Initials ""CD"" in lower left corner.|~|Relief shown pictorially.  Insets of illustrations of important commercial and residential properties border the entire map.  Index to points of interest.|~|Digitization took place as part of the California Cultures Project.",,http://calcultures.cdlib.org,"Oakland, Calif.",,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz0015x26z,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz0015x26z-1-master.tif,,,,still image|~|cartographic,pd,,Delta Region (Calif.)--Maps,,,Land reclamation--California--Delta Region|~|Real property--California--Delta Region,,eng,maps,"University of California, Los Angeles. $b Library Special Collections",,,,,"Gibbes, J. T.",Britton & Rey,,84 x 52.5 on sheet 91.5 x 59 cm.,uclamss_294_b132_1|~|clusc_1_1_00017698a,Map showing the lands of the Tide Land Reclamation Company,,1869,1 map : col.,"Property of the Tide Land Reclamation Co. designated by red color.  Includes parts of Contra Costa, Sacramento, San Joaquin, Solano and Yolo counties.|~|""Lith Britton & Rey""|~|scale: 2 miles to 1 inch|~|Digitization took place as part of the California Cultures Project.",,http://calcultures.cdlib.org,"San Francisco, Calif.",Tide Land Reclamation Company,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz0015x2sr,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz0015x2sr_498017_master.tif,,,,still image|~|still image|~|cartographic|~|cartographic,pd|~|pd,,,,,Railroads--West (U.S.)--Maps|~|Railroads--West (U.S.)--Maps,,eng|~|eng,maps|~|maps,"University of California, Los Angeles. $b Library Special Collections|~|University of California, Los Angeles. $b Library Special Collections",,,Union Pacific Railroad Company--Maps|~|Union Pacific Railroad Company--Maps,,,,,56.5 x 91.5 cm on sheet 65.5 x 95.5 cm.|~|56.5 x 91.5 cm on sheet 65.5 x 95.5 cm.,uclamss_294_b55_2-back|~|clusc_1_1_00017700a|~|clusc_1_1_00017701a|~|uclamss_294_b55_2-front|~|uclamss_294_b55_2-back|~|clusc_1_1_00017700a|~|clusc_1_1_00017701a|~|uclamss_294_b55_2-front,"New transcontinental map of the Pacific R.R. and routes of overland travel to Colorado, Nebraska, the Black Hills, Utah, Idaho, Nevada, Montana, California and the Pacific Coast|~|New transcontinental map of the Pacific R.R. and routes of overland travel to Colorado, Nebraska, the Black Hills, Utah, Idaho, Nevada, Montana, California and the Pacific Coast",,1877|~|1877,1 map : col.|~|1 map : col.,"Map of the western United States showing relief by hachures, drainage, cities and towns, stage routes, railroads completed and projected. Main lines in heavy black.  Verso of map includes trans-continental time tables, rates of fares, hotel and publisher's advertisements.   Map originally folded to 22 x 16.3 cm.|~|""Entered according to Act of Congress in the year 1877 by H.T. Williams in the Office of the Librarian of Congress at Washington""|~|scale: 1:3,500,000|~|Digitization took place as part of the California Cultures Project.|~|Map of the western United States showing relief by hachures, drainage, cities and towns, stage routes, railroads completed and projected. Main lines in heavy black.  Verso of map includes trans-continental time tables, rates of fares, hotel and publisher's advertisements.   Map originally folded to 22 x 16.3 cm.|~|""Entered according to Act of Congress in the year 1877 by H.T. Williams in the Office of the Librarian of Congress at Washington""|~|scale: 1:3,500,000|~|Digitization took place as part of the California Cultures Project.",G4050 1877|~|G4050 1877,http://calcultures.cdlib.org|~|http://calcultures.cdlib.org,New York|~|New York,"Williams, Henry T.|~|Williams, Henry T.",,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz0015x3n5,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz0015x3n5-1-master.tif,,,,still image|~|cartographic,pd,,"Los Angeles (Calif.)--Aerial views|~|Wilmington (Los Angeles, Calif.)--Aerial views|~|Santa Monica (Calif.)--Aerial views",,,,,eng,maps,"University of California, Los Angeles. $b Library Special Collections",,,,,,A.L. Bancroft & Company,"Glover, E. S.",50.5 x 84.5 cm. on sheet 65.5 x 93 cm.,clusc_1_1_00017702a|~|uclamss_294_b60_5,"Bird's-eye-view of Los Angeles, California",233735993,1877,1 view,"2nd title: Bird's eye view of Wilmington, Los Angeles Co. Cal. looking north from Wilmington Harbor to the Sierra Madre Mountains, thirty miles distant. Ocean terminus of the Southern Pacific R.R. twenty three miles from Los Angeles|~|3rd title: Bird's eye view of Santa Monica, Los Angeles Co. Cal. looking south to the Pacific Ocean and Santa Monica Mountains to the right. Sea port and pleasure resort, seventeen miles from Los Angeles.|~|""Entered according to Act of Congress in the year 1876 by E.S. Glover in the Office of Librarian of Congress""|~|Perspective map not drawn to scale|~|Relief shown pictorially.  Three bird's-eye-views on one sheet: Los Angeles, Wilmington and Santa Monica.  ""Looking south to the Pacific Ocean twenty miles distant""|~|Digitization took place as part of the California Cultures Project.",,http://calcultures.cdlib.org,"San Francisco, Calif.",,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz0015z3d0,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz0015z3d0-1-master.tif,,,,still image|~|cartographic,pd,,Rancho San Jose de Buenos Ayres (Calif.)--Maps|~|Rancho Azusa de Dalton (Calif.)--Maps,,,Real property--California--Rancho San Jose--Maps|~|Real property--California--Rancho Azusa de Dalton--Maps,,eng,cadastral maps,"University of California, Los Angeles. $b Library Special Collections",,,,,"Thompson, G. H. (George H.)",,,64.5 x 110.5 cm.,uclamss_294_b12_1|~|clusc_1_1_00017704a,Map of the exterior boundaries and official locations of Ranchos San Jose addition to San Jose and Azusa,,April 1877,1 map,"Rancho San Jose comprised what is now the present day city of Pomona and environs.  Rancho Azusa de Dalton (not to be confused with Rancho Azusa de Duarte to the west), extended from as far east as what is now Pomona and as far west as what is now Arcadia.|~|Scale not given|~|Manuscript map on linen.  Boundaries are over colored in blue, brown, green, pink and yellow tint.  Relief shown by hachures.  ""Compiled from maps and exhibits on file in the Office of the Surveyor General of California and from surveys made by Hancock, Thompson & Wheeler, U.S. Deputy Surveyor.""|~|UCLA copy: Ex libris W.W. Robinson. Cf. Robinson #71|~|Digitization took place as part of the California Cultures Project.",G4364 L875 1877c,http://calcultures.cdlib.org,,,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz0015z5vp,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz0015z5vp-1-master.tif,,,,still image|~|cartographic,pd,,San Gabriel River Watershed (Calif.)--Maps,,,Real property--California--San Gabriel River Watershed--Maps|~|Flood control--California--San Gabriel River Watershed--Maps,,eng,maps,"University of California, Los Angeles. $b Library Special Collections",,United States. Army. Corps of Engineers. Los Angeles District,,,,,,68.5 x 99 cm. on sheet 71 x 106 cm.,clusc_1_1_00017705a|~|uclamss_294_b132_2,"Los Angeles County drainage area, California : San Gabriel River improvement : Whittier Narrows flood control basin : base map of land to be acquired",,1948,1 map,"Location of project 10 miles E of Los Angeles 4 miles NW of Whittier ""Recommended by Rojer A. Smith (signature), Chief, Relocation Branch.""  ""Approved by Harold E. Spickard (signature), Chief, Real Estate Division.""|~|Blue line print.  Properties falling within boundaries of the proposed flood control basin are outlined.  Legend along right hand side of sheet.  Inset ""vicinity map"" of project.  Inset ""state index"" map of project.  ""Preliminary subject to review""--stamped|~|scale: [1 : 12,000]. 1 in. to 1,000 ft.|~|Shows ranchos, tracts, streets|~|Digitization took place as part of the California Cultures Project.",,http://calcultures.cdlib.org,,,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz0015z6x6,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz0015z6x6-1-master.tif,,,,still image|~|cartographic,pd,,California--Maps|~|Cuba--Maps|~|Mexico--Maps|~|Central America--Maps|~|United States--Maps,,,California -- Maps,,eng,maps,"University of California, Los Angeles. $b Library Special Collections",,"Gibbes, Charles Drayton ",,,,,,86.5 x 75 cm. on sheet 100.5 x 88 cm.,clusc_1_1_00017706a|~|uclamss_249_b59_3,New map of California by Charles Drayton Gibbes from his own and other recent surveys and explorations,233715680,1852,1 map : col.,"Map indicates Utah and New Mexcio directly to the east of California.  Includes inset of ""Map of the United States of America, Mexico, Central America, Cuba & c.|~|44 longitude west from Washington longitude west 119 degrees from Greenwich.|~|""Entered according to act of Congress in the year 1852 by Sherman & Smith in the clerk's office of the District Court of the southern district of New York""|~|scale: 1 : 11,900|~|Digitization took place as part of the California Cultures Project.",,http://calcultures.cdlib.org,"New York, N.Y. and Stockton, Calif.",Sherman & Smith,,,"Map of the United States of America, Mexico, Central America, Cuba &c",,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz0015zqdp,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz0015zqdp-1-master.tif,,,,still image|~|cartographic,pd,,,,,"Street-railroads--California, Southern|~|Electric railroads--California, Southern",,eng,maps,"University of California, Los Angeles. $b Library Special Collections",,"Smith, O. A.",Pacific Electric Railway Company--Maps,,,,,51 x 106 cm. on sheet 55.5 x 111.5 cm.,uclamss_294_b91_3|~|clusc_1_1_00017707a,Relief map of territory served by lines of [the] Pacific Electric Railway in Southern California; largest electric railway system in the world,,circa 1920,1 map : col.,"""Mount Lowe trip and resort, great mountain trip and all year resort Orange Empire trolley trip through the Kingdom of Orange""|~|Railway lines are overprinted in red.  Includes Santa Catalina Island.|~|Scale not given|~|Copyrighted 1920 by O.A. Smith|~|Digitization took place as part of the California Cultures Project.",G4363 L8 1920,http://calcultures.cdlib.org,,Pacific Electric Railway Company,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz0015zqf6,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz0015zqf6-1-master.tif,,,,still image|~|cartographic,pd,,"Los Angeles (Calif.)--Maps|~|North Hollywood (Los Angeles, Calif.)--Maps",,,Real property--California--San Fernando Valley,,eng,cadastral maps,"University of California, Los Angeles. $b Library Special Collections",,,Lankershim Ranch Land and Water Company--Maps,,,Schmidt Label & Lithographic Co ,,88.5 x 49.5 cm. on sheet 107.5 x 71.5 cm.,clusc_1_1_00017708a|~|uclamss_294_b93_2,"Map showing subdivision of lands belonging to the Lankershim Ranch Land and Water Co. : being the east 1200 acres of the south half of Ranch Ex Mission of San Fernando, Los Angeles County, California",,1887,1 map,"scale: 1:12,672|~|""Office: 44 North Spring St., Los Angeles, Cal.""  Names of officers and board of directors are listed.|~|In 1887, the Lankershim Ranch Land and Water Company of San Fernando Valley, California purchased a 12,000 acre ranch from J. B. Lankershim aned I. N. Van Nuys. The property, running from Whitsett Avenue on the west, to the Burbank city limits on the East, and from the skyline of the Hollywood Hills on the south|~|Relief shown by hachures.  Inset of pictorial bird's-eye-view of the Lankershim Ranch.  Inset ""location"" map of the Lankershim Ranch.|~|Digitization took place as part of the California Cultures Project.",G4363 L8 1887,http://calcultures.cdlib.org,"San Francisco, Calif.",Lankershim Land and Water Company,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz0015zqh7,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz0015zqh7-1-master.tif,,,,still image|~|cartographic,unknown,,Los Angeles (Calif.),,,Ranches--California--Los Angeles County|~|Real property--California--Los Angeles County--Maps,,eng,maps,"University of California, Los Angeles. $b Library Special Collections",,,,,,,,106 x 68 cm. on sheet 107 x 74 cm.,uclamss_294_b94_2|~|clusc_1_1_00017709a,City of Los Angeles : city limits as at end of year 1875,233743890,circa 1920,1 map,"""Area = 18690 acres = 29.21 sq. miles""|~|scale not given|~|""Southern Extension Aug. 29, 1859, 766' Ac. 1.20 sq. mi.""|~|Relief shown by hachures.  Blue line print.  Map on linen sheet which has been cropped.  Includes ranches south to San Pedro Bay.|~|Digitization took place as part of the California Cultures Project.",G4363 L8 1920a,http://calcultures.cdlib.org,,Los Angeles (Calif.). Dept. of Water and Power,,,,,
"Maps of Los Angeles, California, the United States and the World",ark:/21198/zz0015zqjr,ark:/21198/zz0002h48z,2,Completed,Work,Masters/maps/yrlscmaps/masters/21198-zz0015zqjr_498065_master.tif,,,,still image|~|still image|~|cartographic|~|cartographic,pd|~|pd,,El Cajon Region (Calif.) -- Maps|~|El Cajon Region (Calif.) -- Maps,,,Land companies -- California -- El Cajon Region|~|Land companies -- California -- El Cajon Region|~|Real property--California--El Cajon Region--Maps|~|Real property--California--El Cajon Region--Maps,,,cadastral maps|~|cadastral maps,"University of California, Los Angeles. $b Library Special Collections|~|University of California, Los Angeles. $b Library Special Collections",,,,,,,,19.5 x 24.3 cm. on sheet 21.5 x 28 cm.|~|19.5 x 24.3 cm. on sheet 21.5 x 28 cm.,clusc_1_1_00017712a|~|clusc_1_1_00017711a|~|uclamss_294_b105_1-back|~|uclamss_294_b105_1-front|~|clusc_1_1_00017712a|~|clusc_1_1_00017711a|~|uclamss_294_b105_1-back|~|uclamss_294_b105_1-front,El Cajon Rancho and surrounding region|~|El Cajon Rancho and surrounding region,233744499|~|233744499,1885|~|1885,1 map : col|~|1 map : col,"scale not given|~|Map is printed on verso of stationary of the El Cajon Valley Company. The map shows roads, rivers and proposed railroad lines.|~|Digitization took place as part of the California Cultures Project.|~|scale not given|~|Map is printed on verso of stationary of the El Cajon Valley Company. The map shows roads, rivers and proposed railroad lines.|~|Digitization took place as part of the California Cultures Project.",G4364 E 37 1885a|~|G4364 E 37 1885a,http://calcultures.cdlib.org|~|http://calcultures.cdlib.org,"San Francisco, Calif.|~|San Francisco, Calif.",El Cajon Valley Company|~|Schmidt Label & Lithographic Co.|~|El Cajon Valley Company|~|Schmidt Label & Lithographic Co.,,,,,
