Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,Duplicate,Delete in Title,Type.genre,Name.photographer,Type.typeOfResource,AltIdentifier.local,Title,Subject,Name.subject,Description.note,Summary,Date.creation,Coverage.geographic,Description.latitude,Description.longitude,Relation.isPartOf,Format.extent,AltTitle.other,Name.repository,Rights.servicesContact,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Borcherdt (Donn) Collection,ark:/21198/zz002jz34s,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz34s_2367798_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams201.tif|~|DB-201,"Chile (La Tirana, Pozo Almonte, Tarapacá Region) - Fiesta de la Tirana, between 1966-1967",Festivals--Chile--La Tirana|~|Drums (musical instruments)--Chile--La Tirana,"Fiesta de la Tirana (La Tirana, Chile)","Crowd at La Fiesta de La Tirana, with a singing young man, and a young man playing a snare drum.|~|La Fiesta de La Tirana is a religious festival in the village of La Tirana held every July with ten days of dance performances and music.   .",,between 1966-1967,La Tirana (Chile),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz34s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz34s/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz359,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz359_2367984_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams239.tif|~|DB-239,"Mexico (Zona Centro, Guadalajara, Jalisco) - Valentín Gómez Farías monument with Catedral de la Asunción de María Santísima (Catedral de Guadalajara) in background, between 1960-1964",Statues--Mexico--Guadalajara|~|Cathedrals--Mexico--Guadalajara,"Catedral de Guadalajara (Mexico)|~|Gómez Farías, Valentín, 1781-1858",,,between 1960-1964,Guadalajara (Mexico),20.677595,-103.346666,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz359,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz359/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz36t,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz36t_2367801_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams202.tif|~|DB-202,"Chile (San Pedro de Atacama) - El torero, between 1966-1967",Bullfighters--Chile--San Pedro de Atacama|~|Bulls--Chile--San Pedro de Atacama,,"Bullfighter beside a draped box and a small bull, in a street with spectators.",,between 1966-1967,San Pedro de Atacama (Chile),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz36t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz36t/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz37b,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz37b_2367987_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams240.tif|~|DB-240,"Mexico (Jalisco) - Country road, between 1960-1964",Rural areas--Mexico|~|Roads--Mexico,,,,between 1960-1964,Jalisco (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz37b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz37b/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz38v,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz38v_2367921_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams228.tif|~|DB-228,"Mexico (Riviera Nayarit?) - Beach, home, between 1960-1964",Beaches--Mexico|~|Dwellings--Mexico,,Beach houses on the sand.,,between 1960-1964,Nayarit (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz38v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz38v/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz39c,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz39c_2367896_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams220.tif|~|DB-220,"Mexico (Riviera Nayarit?) - Beach, between 1960-1964",Beaches--Mexico,,"Five people at a beach, with two more swimming.",,between 1960-1964,Nayarit (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz39c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz39c/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz3bw,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz3bw_2367902_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams222.tif|~|DB-222,"Mexico (Chalma) - Village with ""Autobus Mexico Tenango Del Valle Chalma S.A."", between 1960-1964",Buses--Mexico--Chalma,,,,between 1960-1964,"Chalma (Mexico, Mexico)",,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz3bw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz3bw/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz3cd,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz3cd_2367810_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams205.tif|~|DB-205,"Chile (San Pedro de Atacama) - Fiesta San Pedro, between 1966-1967",Festivals--Chile--San Pedro de Atacama|~|Parades & processions--Chile--San Pedro de Atacama|~|Guitars--Chile--San Pedro de Atacama|~|Musicians--Chile--San Pedro de Atacama,"Fiesta de San Pedro (San Pedro de Atacama, Chile)","Procession during the Fiesta de San Pedro, with a few men in hooded white garments, one playing a guitar, and 2 burgundy colored banners with ""San Pedro"" embroidered on one, and a statue of St. Peter.",,between 1966-1967,San Pedro de Atacama (Chile),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz3cd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz3cd/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz3dx,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz3dx_2367807_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams204.tif|~|DB-204,Chile (Quesos Tilama) - Cactus,Cactus--Chile--Tilama|~|Valleys--Chile--Tilama,,View of a valley with a cactus in the foreground.,,between 1966-1967,"Tilama (Coquimbo, Chile)",,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz3dx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz3dx/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz3ff,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz3ff_2367990_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams241.tif|~|DB-241,"Mexico (Jalisco) - Verdant vista, between 1960-1964",Mountains--Mexico|~|Rural areas--Mexico,,,,between 1960-1964,Jalisco (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz3ff,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz3ff/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz3gz,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz3gz_2367993_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams242.tif|~|DB-242,"Mexico (Jalisco) - Village street, between 1960-1964",Dwellings--Mexico|~|Streets--Mexico,,Road lined with houses in a small town in the state of Jalisco.,,between 1960-1964,Jalisco (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz3gz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz3gz/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz3hg,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz3hg_2367911_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams226.tif|~|DB-226,"Mexico (Riviera Nayarit?) - Beach, home, between 1960-1964",Beaches--Mexico|~|Dwellings--Mexico,,Beach houses on the sand.,,between 1960-1964,Nayarit (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz3hg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz3hg/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz3j0,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz3j0_2367908_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams224.tif|~|DB-224,"Mexico (Riviera Nayarit?) - Beach, between 1960-1964",Beaches--Mexico,,Beach within a bay.,,between 1960-1964,Nayarit (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz3j0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz3j0/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz3kh,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz3kh_2367804_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams203.tif|~|DB-203,"Chile - Landscape, between 1966-1967",Meadows--Chile|~|Hills--Chile,,Green field with scrubby hill beyond.,,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz3kh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz3kh/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz3m1,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz3m1_2367795_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams200.tif|~|DB-200,"Chile (La Tirana, Pozo Almonte, Tarapacá Region) - Fiesta de la Tirana, between 1966-1967",Festivals--Chile--La Tirana|~|Parades & processions--Chile--La Tirana,"Fiesta de la Tirana (La Tirana, Chile)",Crowd at La Fiesta de La Tirana. A large wreath with flags is carried on a platform |~|La Fiesta de La Tirana is a religious festival in the village of La Tirana held every July with ten days of dance performances and music.   .,,between 1966-1967,La Tirana (Chile),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz3m1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz3m1/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz3nj,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz3nj_2367813_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams206.tif|~|DB-206,"Chile (Tilama) - Casa Inguilinos, between 1966-1967",Farmhouses--Chile--Tilama|~|Tenant farmers--Chile--Tilama|~|Thatched roofs--Chile--Tilama,,"House of a tenant farmer with a thatched roof and a front seating area supported by upright branches. Three men are seated inside and one outside, along with a sleeping dog. A cactus is visible on the far right.",,between 1966-1967,"Tilama (Coquimbo, Chile)",,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz3nj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz3nj/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz3p2,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz3p2_2367996_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams243.tif|~|DB-243,"Mexico (Jalisco) - Country road at sunset, between 1960-1964",Rural areas--Mexico|~|Roads--Mexico|~|Sunrises & sunsets--Mexico,,,,between 1960-1964,Jalisco (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz3p2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz3p2/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz3qk,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz3qk_2367905_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams223.tif|~|DB-223,"Mexico (Riviera Nayarit?) - Beach, between 1960-1964",Beaches--Mexico,,Beach with beach buildings and hills in the distance.,,between 1960-1964,Nayarit (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz3qk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz3qk/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz3r3,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz3r3_2367899_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams221.tif|~|DB-221,"Mexico (Chalma) - Valley, between 1960-1964",Valleys--Mexico--Chalma|~|Dwellings--Mexico--Chalma,,,,between 1960-1964,"Chalma (Mexico, Mexico)",,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz3r3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz3r3/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz3sm,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz3sm_2367914_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams227.tif|~|DB-227,"Mexico - Two men, between 1960-1964",Men--Mexico,,,,between 1960-1964,Mexico,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz3sm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz3sm/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz3t4,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz3t4_2368002_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams245.tif|~|DB-245,"Mexico (Jalisco) - Young man leaning against rock formation with cacti, between 1960-1964",Rock formations--Mexico|~|Men--Mexico,,,,between 1960-1964,Jalisco (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz3t4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz3t4/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz3vn,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz3vn_2368005_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams246.tif|~|DB-246,"Mexico (Guadalajara, Jalisco) - Downtown street with cars, between 1960-1964",Commercial streets--Mexico--Guadalajara,,,,between 1960-1964,Guadalajara (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz3vn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz3vn/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz3w5,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz3w5_2367999_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams244.tif|~|DB-244,"Mexico (Jalisco) - Young man on hill with small town in, between 1960-1964",Rural areas--Mexico|~|Cactus--Mexico|~|Men--Mexico,,,,between 1960-1964,Jalisco (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz3w5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz3w5/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz3xp,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz3xp_2367963_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams232.tif|~|DB-232,"Mexico (Riviera Nayarit?) - Beach, woman and young man, between 1960-1964",Beaches--Mexico|~|Women--Mexico|~|Men--Mexico,,,,between 1960-1964,Nayarit (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz3xp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz3xp/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz3z6,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz3z6_2367887_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams219.tif|~|DB-219,"Mexico (Chalma) - Street level near Santuario del Señor de Chalma and ex-monastery, between 1960-1964",Streets--Mexico--Chamla,Santuario del Señor de Chalma,,,between 1960-1964,"Chalma (Mexico, Mexico)",18.930875,-99.434853,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz3z6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz3z6/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz406,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz406_2367954_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams229.tif|~|DB-229,"Mexico (Riviera Nayarit?) - Beach, home, between 1960-1964",Beaches--Mexico|~|Dwellings--Mexico,,Beach houses on the sand.,,between 1960-1964,Nayarit (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz406,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz406/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz41q,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz41q_2367786_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams197.tif|~|DB-197,"Chile (La Tirana, Pozo Almonte, Tarapacá Region) - Fiesta de la Tirana, between 1966-1967",Festivals--Chile--La Tirana|~|Drums (musical instruments)--Chile--La Tirana,"Fiesta de la Tirana (La Tirana, Chile)","Crowd at La Fiesta de La Tirana, with four young men bowing towards a drummer playing a snare drum.|~|La Fiesta de La Tirana is a religious festival in the village of La Tirana held every July with ten days of dance performances and music.   .",,between 1966-1967,La Tirana (Chile),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz41q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz41q/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz427,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz427_2367957_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams230.tif|~|DB-230,"Mexico (Riviera Nayarit?) - Beach, cafeteria, between 1960-1964",Beaches--Mexico|~|Snack bars--Mexico,,Snack bar at a beach.,,between 1960-1964,Nayarit (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz427,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz427/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz43r,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz43r_2367820_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams207.tif|~|DB-207,"Chile (Tilama) - Corrales, between 1966-1967",Corrals--Chile--Tilama,,A corral enclosed by a low brick wall.,,between 1966-1967,"Tilama (Coquimbo, Chile)",,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz43r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz43r/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz448,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz448_2367874_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams216.tif|~|DB-216,"Mexico (Chalma, Malinalco) - Real Convento y Santuario de Nuestro Señor Jesucristo y San Miguel de las Cuevas de, between 1960-1964",Churches--Mexico--Chalma,Santuario del Señor de Chalma,,,between 1960-1964,"Chalma (Mexico, Mexico)",18.932468,-99.434676,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz448,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz448/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz45s,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz45s_2367960_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams231.tif|~|DB-231,"Mexico (Riviera Nayarit?) - Beach, Donn Borcherdt and woman, between 1960-1964",Beaches--Mexico|~|Women--Mexico,"Borcherdt, Donn",Donn Borcherdt and a woman at a beach.,,between 1960-1964,Nayarit (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz45s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz45s/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz626,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz626_2368017_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams250.tif|~|DB-250,"Mexico - Elder man and woman standing in front of small dwelling, between 1960-1964",Older people--Mexico,,,,between 1960-1964,Mexico,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz626,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz626/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz63q,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz63q_2368011_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams248.tif|~|DB-248,"Mexico (Jalisco) - Young man on hill with small town in distance, between 1960-1964",Rural areas--Mexico|~|Cactus--Mexico|~|Men--Mexico,,,,between 1960-1964,Jalisco (Mexico),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz63q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz63q/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jz647,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jz647_2368014_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams249.tif|~|DB-249,"Mexico (Jocotepec, Jalisco) - Laguna de Chapala from Carr Jocopetec-Chapala (Rt. 23), between 1960-1964","Chapala, Lake (Mexico)|~|Lakes--Mexico--Jocotepec|~|Carr Jocopetec-Chapala (Jalisco, Mexico)",,,,between 1960-1964,"Jocotepec (Jalisco, Mexico)",,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz647,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz647/manifest
