Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Type.typeOfResource,Type.genre,Subject,Rights.copyrightStatus,Rights.publicationStatus,Name.subject,Name.fashionDesigner,Rights.rightsHolderContact,Rights.servicesContact,Relation.isPartOf,Name.repository,Name.creator,Name.photographer,Rights.permission,Language,Date.normalized,Description.note,Format.extent,Alt ID.local,Date.creation,Title,Format.dimensions,Description.fundingNote,Note,Format.medium,Description.caption,Coverage.geographic,Description.contents,Publisher.publisherName,AltTitle.other,Opac url,Alt ID.url,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzktd,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0225.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,coats (garments)|~|hats,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,"Richee, Eugene, $d 1896-1972",N,zxx,1933-09,"Peggy Hamilton modeling a coat of ""kashmire"" (cashmere) broadcloth, trimmed with silver fox; and a hat of antelope felt with high crown, visor brim and burnt goose feather trim|~|A different photograph of Peggy Hamilton  modeling this coat and hat appears in her Los Angeles Times feature ""Fashions,"" October 1, 1933, pg. F4|~|Eugene Richee was a studio photographer who worked for Paramount Pictures from 1925 to 1935 and later worked for MGM and Warner Brothers.",1 photographic negative,uclamss_1373_0225,September 1933,"Peggy Hamilton modeling a coat and hat, 1933",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text from negative sleeve: FPL-104 [Famous Players Lasky; later Paramount]. September 1933|~|Handwritten on edge of negative: FPL - 104 [Famous Players Lasky; later Paramount],,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzktd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzktd/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzkvx,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0226.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,fur|~|coats (garments)|~|hats,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,"Richee, Eugene, $d 1896-1972",N,zxx,1933-09,"This photograph appears in Peggy Hamilton's  Los Angeles Times feature ""Fashions,""  October 1, 1933, pg. F4.|~|Eugene Richee was a studio photographer who worked for Paramount Pictures from 1925 to 1935 and later worked for MGM and Warner Brothers.|~|Peggy Hamilton modeling a coat of ""kashmire"" (cashmere) broadcloth, trimmed with silver fox; a fur stole; and a hat of antelope felt with high crown, visor brim and burnt goose feather trim",1 photographic negative,uclamss_1373_0226,September 1933,"Peggy Hamilton modeling a coat, fur stole and hat, 1933",,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Handwritten on edge of negative: FPL-97 [Famous Players Lasky; later Paramount]|~|Text from negative sleeve: FPL-97 [Famous Players Lasky; later Paramount],,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzkvx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzkvx/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzkwf,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0227.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,coats (garments)|~|hats|~|fur stoles,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,"Richee, Eugene, $d 1896-1972",N,zxx,1933-09,"A different photograph of Peggy Hamilton modeling this coat and hat appears in her Los Angeles Times feature ""Fashions,"" October 1, 1933, pg. F4|~|Peggy Hamilton modeling a coat of ""kashmire"" (cashmere) broadcloth, trimmed with silver fox; a fur stole; and a hat of antelope felt with high crown, visor brim and burnt goose feather trim|~|Eugene Richee was a studio photographer who worked for Paramount Pictures from 1925 to 1935 and later worked for MGM and Warner Brothers.",1 photographic negative,uclamss_1373_0227,September 1933,"Peggy Hamilton modeling a coat, fur stole and hat, 1933",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text from negative sleeve: FPL-117 [Famous Players Lasky; later Paramount]. September 1933|~|Handwritten on edge of negative: FPL-117 [Famous Players Lasky; later Paramount],,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzkwf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzkwf/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzkxz,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0228.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,capes (outerwear)|~|hats|~|fur stoles,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,"Richee, Eugene, $d 1896-1972",N,zxx,1933-12,"Peggy Hamilton modeling a coat of ""kashmire"" (cashmere) broadcloth, trimmed with silver fox; a fur stole; and a hat of antelope felt with high crown, visor brim and burnt goose feather trim|~|A different photograph of Peggy Hamilton modeling this coat and hat appears her Los Angeles Times feature ""Fashions,"" October 1, 1933, pg. F4|~|Eugene Richee was a studio photographer who worked for Paramount Pictures from 1925 to 1935 and later worked for MGM and Warner Brothers.",1 photographic negative,uclamss_1373_0228,September 1933,"Peggy Hamilton modeling a coat, fur stole and hat, 1933",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Handwritten on edge of negative: FPL-116 [Famous Players Lasky; later Paramount]|~|Text from negative sleeve: FPL-116 [Famous Players Lasky; later Paramount]. September 1933,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzkxz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzkxz/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzkzg,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0229.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,coats (garments)|~|hats,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,"Richee, Eugene, $d 1896-1972",N,zxx,1933-09,"A different photograph of Peggy Hamilton modeling this coat and hat appears her Los Angeles Times feature ""Fashions,"" October 1, 1933, pg. F4|~|Peggy Hamilton modeling a coat of ""kashmire"" (cashmere) broadcloth, trimmed with silver fox; and a hat of antelope felt with high crown, visor brim and burnt goose feather trim|~|Eugene Richee was a studio photographer who worked for Paramount Pictures from 1925 to 1935 and later worked for MGM and Warner Brothers.",1 photographic negative,uclamss_1373_0229,September 1933,"Peggy Hamilton modeling a coat and hat, 1933",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Handwritten on edge of negative: FPL-112 [Famous Players Lasky; later Paramount]|~|Text from negative sleeve: FPL - 112 [Famous Players Lasky; later Paramount]. September 1933,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzkzg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzkzg/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzm0g,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0230.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,coats (garments)|~|hats|~|fur stoles,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,"Richee, Eugene, $d 1896-1972",N,zxx,1933-12,"Peggy Hamilton Adams modeling a coat of ""kashmire"" (cashmere) broadcloth, trimmed with silver fox; a fur stole; and a hat of antelope felt with high crown, visor brim and burnt goose feather trim|~|A different photograph of Peggy Hamilton modeling this coat and hat appears her Los Angeles Times feature ""Fashions,"" October 1, 1933, pg. F4|~|Eugene Richee was a studio photographer who worked for Paramount Pictures from 1925 to 1935 and later worked for MGM and Warner Brothers.",1 photographic negative,uclamss_1373_0230,September 1933,"Peggy Hamilton modeling a coat, fur stole and hat, 1933",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text from negative sleeve: FPL-115 [Famous Players Lasky; later Paramount]. September 1933|~|Handwritten on edge of negative: FPL-115 [Famous Players Lasky; later Paramount],,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzm0g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzm0g/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzm10,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0231.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,coats (garments)|~|hats,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,"Richee, Eugene, $d 1896-1972",N,zxx,1933-09,"A different photograph of Peggy Hamilton modeling this coat and hat appears in her Los Angeles Times feature ""Fashions,"" October 1, 1933, pg. F4|~|Peggy Hamilton modeling a coat of ""kashmire"" (cashmere) broadcloth, trimmed with silver fox; and a hat of antelope felt with high crown, visor brim and burnt goose feather trim|~|Eugene Richee was a studio photographer who worked for Paramount Pictures from 1925 to 1935 and later worked for MGM and Warner Brothers.",1 photographic negative,uclamss_1373_0231,September 1933,"Peggy Hamilton modeling a coat and hat, 1933",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text from negative sleeve: FPL - 108 [Famous Players Lasky; later Paramount]. September 1933|~|Handwritten on edge of negative: FPL - 108 [Famous Players Lasky; later Paramount],,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzm10,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzm10/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzm2h,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0232.tif,,,,private,still image,Black-and-white photographs|~|cellulose nitrate film,"dresses (garments)|~|hats|~|brooches (pins (jewelry),",copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1933,"Peggy Hamilton modeling a striped cap trimmed with a bow brooch, and a matching striped dress",1 photographic negative|~|8 x 10 inches,uclamss_1373_0232,[circa 1933],"Peggy Hamilton modeling a striped cap with a matching dress, circa 1933",,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Handwritten on edge of negative: FPL-91 [Famous Players Lasky; later Paramount],California--Hollywood,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzm2h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzm2h/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzm31,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0233.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,evening dresses (garments)|~|coats (garments)|~|necklaces|~|pendants (jewelry),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1929-11-26,"This photograph appears in Peggy Hamilton’s Los Angeles Times feature ""Fashions,"" December 22, 1929. The photograph credit for this ""Fashions"" page is Moss Photos.|~|Peggy Hamilton modeling an ermine coat worn over a silk evening gown and   accessorized with a pendant necklace with a green semi-precious stone framed by baguette diamonds from Walton's jewelers in Los Angeles and Pasadena.",1 photographic negative,uclamss_1373_0233,"November 26, 1929","Peggy Hamilton modeling an ermine coat and silk gown  accessorized with a pendant necklace, 1929",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text from negative sleeve: Peggy. Ermine coat photo satin dress. B-11108 [Negative sleeve stamped: Metro-Goldwyn-Mayer Studios].,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzm31,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzm31/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzm4j,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0234.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,"dresses (garments)|~|hats|~|brooches (pins (jewelry),",copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1933,"Peggy Hamilton modeling a striped cap trimmed with a bow brooch, and a matching striped dress",1 photographic negative,uclamss_1373_0234,[circa 1933],"Peggy Hamilton modeling a striped cap with a matching dress, circa 1933",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Handwritten on edge of negative: FLP-89 Famous Players Lasky; later Paramount],California--Hollywood,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzm4j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzm4j/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzm52,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0235.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,fur|~|coats (garments),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,"Bachrach, Ernest, $d 1899-1973 ",N,zxx,1930,"This photograph appears in Peggy Hamilton’s Los Angeles Times feature ""Fashions,"" December 28, 1930, pg. H3.|~|Peggy Hamilton modeling a white Russian ermine coat from Colburn's Exclusive Fur Shop of South Flower Street in Los Angeles, over an evening gown.",1 photographic negative,uclamss_1373_0235,1930,"Peggy Hamilton modeling a white ermine coat, 1930",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text from negative sleeve: R-2. Peggy Hamilton. RKO Photo. 1930-December.|~|Handwritten on edge of negative: R 2,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzm52,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzm52/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzm6k,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0236.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,evening dresses (garments)|~|capes (outerwear)|~|fur|~|velvet (fabric weave),copyrighted,,,,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1931-12,"This photograph appeared in Peggy Hamilton's Los Angeles Times column ""EARLY SPRING FROM LOCAL SHOPS"" on January 11, 1931, pg. H3.|~|Peggy Hamilton modeling a white Russian ermine cape from Colburn's Exclusive Fur Shop of South Flower.",1 photographic negative,uclamss_1373_0236,December 1931,"Peggy Hamilton modeling an ermine cape, 1931",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text from negative sleeve: R-1. Peggy Hamilton. RKO Photo. 1930 - December,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzm6k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzm6k/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzm73,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0237.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,evening dresses (garments)|~|fur|~|coats (garments)|~|velvet (fabric weave),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,"Bachrach, Ernest, $d 1899-1973 ",N,zxx,1930,"Peggy Hamilton modeling a white Russian ermine coat from Colburn's Exclusive Fur Shop of South Flower Street in Los Angeles, over a black velvet evening gown.|~|A different photograph of Peggy Hamilton wearing this coat appears in her Los Angeles Times feature ""Fashions,"" December 28, 1930, pg. H3.",1 photographic negative,uclamss_1373_0237,1930,"Peggy Hamilton modeling a white ermine coat, 1930",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,on edge of negative: R 10|~|Text from negative sleeve: R-10. Peggy Hamilton. RKO Photo. 1930-December.,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzm73,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzm73/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzm8m,ark:/21198/zz0008hs10,5,Imported,Work,adams/masters/uclamss_1373_0238i.tif,,,,private,still image,,,copyrighted,,,,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,eng,,,1 note,uclamss_1373_0238i,,"uclamss_1373_0238i  -- note: ""Hats & Heads"" - not sure which images this applies to",,Access to this collection is generously supported by Arcadia funds.,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzm8m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzm8m/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzm94,ark:/21198/zz0008hs10,5,Imported,Work,adams/masters/uclamss_1373_0239i.tif,,,,private,still image,,,copyrighted,,,,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,eng,,,1 note,uclamss_1373_0239i,,uclamss_1373_0239i - reverse of 0238i - not sure which images the relates to,,Access to this collection is generously supported by Arcadia funds.,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzm94,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzm94/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzmbn,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0240.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|acetate film,net (textile)|~|cocktail dresses|~|embroidery (visual works),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984","Adrian, $d 1903-1959",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1929-02-05,"Three of the 7 garments represented in the February 5, 1929 photo session are documented as being by Adrian; the remaining 4 appear to be Adrian designs as well.|~|Adrian (Adolph Greenberg), an American costume designer during the 1930s and 1940s, designed costumes for over 250 films. In the 1940's he became a fashion designer as well.|~|A detail of this photograph appears in Peggy Hamilton’s Los Angeles Times feature ""Fashions,"" August 3, 1930, pg.|~|Peggy Hamilton modeling a short dark dress. The back and front of the bodice have triangular pieces of sheer net fabric embellished with metallic embroidery.",1 photographic negative,uclamss_1373_0240,"February 5, 1929","Peggy Hamilton modeling an Adrian cocktail dress (probably by Adrian), 1929",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: favorite. Head. 11164. [printed on negative sleeve:] Metro-Goldwyn-Mayer.,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzmbn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzmbn/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzmc5,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0241.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,net (textile)|~|cocktail dresses|~|embroidery (visual works),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984","Adrian, $d 1903-1959",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1929-02-05,"Three of the 7 garments represented in the February 5, 1929 photo session are documented as being by Adrian; the remaining 4 appear to be Adrian designs as well.|~|Adrian (Adolph Greenberg), an American costume designer during the 1930s and 1940s, designed costumes for over 250 films. In the 1940's he became a fashion designer as well.|~|Peggy Hamilton modeling a short dark dress. At the top of the front of the bodice is a triangular piece of sheer net fabric  embellished with metallic embroidery. The back of the bodice has a similar but deeper embroidered triangular net piece.|~|Details of other photographs in which Hamilton is wearing this dress appear in Peggy Hamilton’s Los Angeles Times feature ""Fashions,"" August 3, 1930. pg. G3 and August 24, 1930, pg. G3",1 photographic negative,uclamss_1373_0241,"February 5, 1929","Peggy Hamilton modeling an Adrian cocktail dress (probably by Adrian), 1929",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text from negative sleeve: Head [printed on negative sleeve:] Metro-Goldwyn-Mayer.|~|Printed on edge of negative: FEB 5 29. PUB. 528. NO. PR. Handwritten on edge of negative: 410. 11166,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzmc5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzmc5/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzmdp,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0242.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|acetate film,net (textile)|~|cocktail dresses|~|embroidery (visual works),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984","Adrian, $d 1903-1959",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1929-02-05,"Three of the 7 garments represented in the February 5, 1929 photo session are documented as being by Adrian; the remaining 4 appear to be Adrian designs as well.|~|A detail of this photograph, head and shoulders, appears in Peggy Hamilton’s Los Angeles Times feature ""Fashions,"" August 3, 1930. pg. G3|~|Peggy Hamilton modeling a short dark dress with a train. The back and front of the bodice have triangular pieces of sheer net fabric embellished with metallic embroidery.|~|Adrian (Adolph Greenberg), an American costume designer during the 1930s and 1940s, designed costumes for over 250 films. In the 1940's he became a fashion designer as well.",1 photographic negative,uclamss_1373_0242,"February 5, 1929","Peggy Hamilton modeling an Adrian cocktail dress (probably by Adrian), 1929",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: favorite. Head. 11178. [printed on negative envelope:] Metro-Goldwyn- Mayer.|~|Printed on edge of negative: FEB 5 29. PUB. 528. NO. PR. Handwritten on edge of negative: 11178,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzmdp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzmdp/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzmf6,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0243.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,ensembles (costume)|~|gloves|~|coats (garments)|~|hats,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1931-05,"Metro-Goldwyn-Mayer photograph|~|Peggy Hamilton modeling a sports ensemble of a coat with belt, Beaudine hat and gloves in white angora wool|~|This photograph appears in Peggy Hamilton’s Los Angeles Times feature ""Fashions,"" July 12, 1931, pg. H3.",1 photographic negative,uclamss_1373_0243,May 1931,"Peggy Hamilton modeling a Beaudine Hat with a sports ensemble in white angora wool, 1931",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,"Text from negative sleeve: MGM 706. felt Hat. May 1931. Beaudine. Beaudine Hat.|~|Printed on edge of negative: APR 22, 1931. PUB 527 BULL. Handwritten on edge of negative: 1898. 706",California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzmf6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzmf6/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzmgq,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0244.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,dresses (garments)|~|ruffle|~|chiffon|~|hairstyles,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984","Adrian, $d 1903-1959",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1933-03-07,"Adrian (Adolph Greenberg), an American costume designer during the 1930s and 1940s, designed costumes for over 250 films. In the 1940's he became a fashion designer as well.|~|Peggy Hamilton modeling a permanent wave, styled by an operator at the Weaver Jackson Larchmont Salon. Hamilton is wearing a gown with a dark bodice and an underblouse with a chiffon (probably) ruffle down the front by Adrian of Metro-Goldwyn-Mayer-Studios.",1 photographic negative,uclamss_1373_0244,"March 7, 1933","Peggy Hamilton modeling an Adrian gown and a Weaver Jackson hairstyle, 1933",,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text from negative sleeve: Head dress B6771. MGM B6771. March 1933. [printed on negative sleeve:] Metro-Godwyn-Mayer Studios.|~|Printed on edge of negative: MAR. 7 33. PUB 530 BULL.,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzmgq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzmgq/manifest
