"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Name.repository","Title","Alt ID.local","Description.note"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0w4b","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0279.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0279","uclalsc_2995564_0279",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0w5v","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0280.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0280","uclalsc_2995564_0280",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0w6c","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0281.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0281","uclalsc_2995564_0281",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0w7w","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0282.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0282","uclalsc_2995564_0282",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0w8d","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0283.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0283","uclalsc_2995564_0283",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0w9x","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0284.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0284","uclalsc_2995564_0284",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0wbf","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0285.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0285","uclalsc_2995564_0285",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0wcz","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0286.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0286","uclalsc_2995564_0286",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0wdg","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0287.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0287","uclalsc_2995564_0287",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0wf0","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0288.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0288","uclalsc_2995564_0288",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0wgh","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0289.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0289","uclalsc_2995564_0289",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0wh1","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0290.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0290","uclalsc_2995564_0290",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0wjj","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0291.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0291","uclalsc_2995564_0291",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0wk2","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0292.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0292","uclalsc_2995564_0292",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0wmk","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0293.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0293","uclalsc_2995564_0293",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0wn3","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0294.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0294","uclalsc_2995564_0294",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0wpm","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0295.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0295","uclalsc_2995564_0295",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0wq4","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0296.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0296","uclalsc_2995564_0296",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0wrn","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0297.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0297","uclalsc_2995564_0297",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0ws5","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0298.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0298","uclalsc_2995564_0298",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0wtp","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0299.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0299","uclalsc_2995564_0299",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0wv6","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0300.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0300","uclalsc_2995564_0300",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0wwq","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0301.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0301","uclalsc_2995564_0301",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0wx7","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0302.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0302","uclalsc_2995564_0302",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0wzr","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0303.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0303","uclalsc_2995564_0303",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0x0r","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0304.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0304","uclalsc_2995564_0304",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0x18","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0305.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0305","uclalsc_2995564_0305",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0x2s","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0306.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0306","uclalsc_2995564_0306",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0x39","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0307.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0307","uclalsc_2995564_0307",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0x4t","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0308.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0308","uclalsc_2995564_0308",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0x5b","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0309.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0309","uclalsc_2995564_0309",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0x6v","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0310.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0310","uclalsc_2995564_0310",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0x7c","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0311.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0311","uclalsc_2995564_0311",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0x8w","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0312.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0312","uclalsc_2995564_0312",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0x9d","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0313.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0313","uclalsc_2995564_0313",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0xbx","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0314.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0314","uclalsc_2995564_0314",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0xcf","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0315.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0315","uclalsc_2995564_0315",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0xdz","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0316.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0316","uclalsc_2995564_0316",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0xfg","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0317.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0317","uclalsc_2995564_0317",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0xg0","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0318.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0318","uclalsc_2995564_0318",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0xhh","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0319.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0319","uclalsc_2995564_0319",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0xj1","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0320.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0320","uclalsc_2995564_0320",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0xkj","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0321.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0321","uclalsc_2995564_0321",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0xm2","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0322.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0322","uclalsc_2995564_0322",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0xnk","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0323.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0323","uclalsc_2995564_0323",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0xp3","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0324.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0324","uclalsc_2995564_0324",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0xqm","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0325.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0325","uclalsc_2995564_0325",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0xr4","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0326.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0326","uclalsc_2995564_0326",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0xsn","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0327.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0327","uclalsc_2995564_0327",""
