Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Subject.conceptTopic,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Name.subject,Rights.servicesContact,Subject.category,Language,Name.repository,Name.photographer,Subject.descriptiveTopic,Rights.permissionNote,Relation.isPartOf,Name.creator,Date.creation,Date.normalized,Description.note,Coverage.geographic,Alt ID.local,Title,Format.dimensions,Format.extent,Description.latitude,Description.longitude,Local identifier,AltTitle.other,Finding Aid URL,Description.abstract,thumbnailImageName,masterImageName,Bucketeer State,IIIF Access URL,Representative Image,Masthead
Arkatov (James) Collection,ark:/21198/zz001hps84,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hps84_1300150_master.tif,,,,still image,Black-and-white photographs,Singers $z United States,copyrighted,Y,unknown,"McFerrin, Bobby",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"February, 2001",2001-02,Black and white photograph of American singer Bobby McFerrin singing into a microphone.,California--Los Angeles,uclamus_340_b1_f13,"Bobby McFerrin singing, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hps84_1300150_thumbnail.jpg,21198-zz001hps84_1300150_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hps84,,
Arkatov (James) Collection,ark:/21198/zz001hps9n,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hps9n_1300163_master.tif,,,,still image,Black-and-white photographs,Saxophonists--United States,copyrighted,Y,unknown,"McLean, Jackie",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Saxophones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"October, 1996",1996-10,Black and white photograph of American alto saxophonist Jackie McLean playing the saxophone.,California--Los Angeles,uclamus_340_b1_f13,"Jackie McLean playing the saxophone, Los Angeles, October 1996 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hps9n_1300163_thumbnail.jpg,21198-zz001hps9n_1300163_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hps9n,,
Arkatov (James) Collection,ark:/21198/zz001hpsb5,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hpsb5_1300144_master.tif,,,,still image,Black-and-white photographs,Singers $z United States,copyrighted,Y,unknown,"McFerrin, Bobby",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"February, 2001",2001-02,Black and white photograph of American singer Bobby McFerrin singing into a microphone.,California--Los Angeles,uclamus_340_b1_f13,"Bobby McFerrin singing, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hpsb5_1300144_thumbnail.jpg,21198-zz001hpsb5_1300144_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hpsb5,,
Arkatov (James) Collection,ark:/21198/zz001hq4s5,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hq4s5_1300188_master.tif,,,,still image,Black-and-white photographs,Jazz musicians $z United States|~|Pianists $z United States,copyrighted,Y,unknown,"Mehldau, Brad",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"February, 1997",1997-02,"Black and white photograph of American jazz pianist, composer, and band leader   Brad Mehldau playing the piano.",California--Los Angeles,uclamus_340_b1_f13,Brad Mehldau playing the piano in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq4s5_1300188_thumbnail.jpg,21198-zz001hq4s5_1300188_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hq4s5,,
Arkatov (James) Collection,ark:/21198/zz001hq4tp,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hq4tp_1300175_master.tif,,,,still image,Black-and-white photographs,Jazz musicians $z United States|~|Bass guitarists--United States,copyrighted,Y,unknown,"Meeks, Charles",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Bass guitar,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"April, 1997",1997-04,"Black and white photograph of Charles Meeks, American bass guitarist. He is playing the bass guitar which is hanging on his shoulder strap.",California--Los Angeles,uclamus_340_b1_f13,Charles Meeks playing the bass guitar in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq4tp_1300175_thumbnail.jpg,21198-zz001hq4tp_1300175_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hq4tp,,
Arkatov (James) Collection,ark:/21198/zz001hq4v6,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hq4v6_1300199_master.tif,,,,still image,Black-and-white photographs,Jazz musicians $z United States,copyrighted,Y,unknown,"Mehldau, Brad",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"February, 1997",1997-02,"Black and white photograph of American jazz pianist, composer, and band leader   Brad Mehldau playing an upright piano.",California--Los Angeles,uclamus_340_b1_f13,Brad Mehldau playing the piano in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq4v6_1300199_thumbnail.jpg,21198-zz001hq4v6_1300199_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hq4v6,,
Arkatov (James) Collection,ark:/21198/zz001hq4wq,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hq4wq_1300172_master.tif,,,,still image,Black-and-white photographs,Pianists $z England,copyrighted,Y,unknown,"McPartland, Marian",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"August, 1996",1996-08,Black and white photograph of English pianist and bandleader Marian McPartland at the piano.,California--Los Angeles,uclamus_340_b1_f13,"Marian McPartland playing piano in Los Angeles, August 1996 [descriptive]",8 x 10 in.,1 photograph: b&w,,,,,,,21198-zz001hq4wq_1300172_thumbnail.jpg,21198-zz001hq4wq_1300172_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hq4wq,,
Arkatov (James) Collection,ark:/21198/zz001hq4x7,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hq4x7_1300208_master.tif,,,,still image,Black-and-white photographs,Pianists $z United States|~|Jazz singers $z United States,copyrighted,Y,,"Mehldau, Brad",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"February, 1997",1997-02,"Black and white photograph of American jazz pianist, composer, and band leader   Brad Mehldau playing an upright piano.",California--Los Angeles,uclamus_340_b1_f13,Brad Mehldau playing the piano in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq4x7_1300208_thumbnail.jpg,21198-zz001hq4x7_1300208_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hq4x7,,
Arkatov (James) Collection,ark:/21198/zz001hq4zr,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hq4zr_1300166_master.tif,,,,still image,Black-and-white photographs,Jazz musicians $z United States|~|Pianists $z United States,copyrighted,Y,unknown,"McKenna, Dave",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"June 10, 1997",1997-06-10,Black and white photograph of American swing pianist Dave McKenna.,California--Los Angeles,uclamus_340_b1_f13,Dave McKenna playing the piano in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq4zr_1300166_thumbnail.jpg,21198-zz001hq4zr_1300166_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hq4zr,,
Arkatov (James) Collection,ark:/21198/zz001hq50r,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hq50r_1300230_master.tif,,,,still image,Black-and-white photographs,Drummers (Musicians) $z United States,copyrighted,Y,unknown,"Parker, Leon",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Drums,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"September, 1995",1995-09,Black and white photograph of jazz percussionist and composer Leon Parker playing the drums.,California--Los Angeles,uclamus_340_b2_f14,"Leon Parker playing the drums, Los Angeles, September 1995 [descriptive].",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq50r_1300230_thumbnail.jpg,21198-zz001hq50r_1300230_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hq50r,,
Arkatov (James) Collection,ark:/21198/zz001hq518,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hq518_1300238_master.tif,,,,still image,Black-and-white photographs,Guitarists--United States,copyrighted,Y,unknown,"Parks, Dean",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Guitars,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"March, 1998",1998-03,Black and white photograph of American guitarist Dean Parks.,California--Los Angeles,uclamus_340_b2_f14,"Dean Parks playing the guitar in Los Angeles , February 2000[descriptive]",8 x 10 in.,1 photograph: b&w,,,,,,,21198-zz001hq518_1300238_thumbnail.jpg,21198-zz001hq518_1300238_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hq518,,
Arkatov (James) Collection,ark:/21198/zz001hq52s,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hq52s_1300221_master.tif,,,,still image,Black-and-white photographs,Jazz musicians $z United States|~|Flute players--United States,copyrighted,Y,unknown,"Payne, Cecil",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Flutes,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"June, 1999",1999-06,"Black and white photograph of Cecil Payne.  Payne, who is one of the finest American baritone saxophonists, is playing the flute.",California--Los Angeles,uclamus_340_b2_f14,Cecil Payne playing the flute in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq52s_1300221_thumbnail.jpg,21198-zz001hq52s_1300221_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hq52s,,
Arkatov (James) Collection,ark:/21198/zz001hq539,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hq539_1300169_master.tif,,,,still image,Black-and-white photographs,Jazz musicians $z United States|~|Pianists $z United States,copyrighted,Y,unknown,"McKenna, Dave",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"June 10, 1997",1997-06-10,Black and white photograph of American swing pianist Dave McKenna playing piano.,California--Los Angeles,uclamus_340_b1_f13,Dave McKenna playing the piano in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq539_1300169_thumbnail.jpg,21198-zz001hq539_1300169_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hq539,,
Arkatov (James) Collection,ark:/21198/zz001hq54t,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hq54t_1300244_master.tif,,,,still image,color photographs,Pianists $z California $z Los Angeles,copyrighted,Y,unknown,"Pasqua, Alan",,Entertainment|~|People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Pianos,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"June, 2001",2001-06,Color photograph of keyboardist Alan Pasqua playing a grand piano.,California--Los Angeles,uclamus_340_b2_f14,"Alan Pasqua playing piano in Los Angeles, June 2001 [descriptive]",3.5 x 5 in.,1 photograph : color,,,,,,,21198-zz001hq54t_1300244_thumbnail.jpg,21198-zz001hq54t_1300244_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hq54t,,
Arkatov (James) Collection,ark:/21198/zz001hq55b,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hq55b_1300251_master.tif,,,,still image,Black-and-white photographs,Pianists $z California $z Los Angeles,copyrighted,Y,unknown,"Pasqua, Alan",,Entertainment|~|People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Pianos,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"June, 2001",2001-06,Black-and-white photograph of keyboardist Alan Pasqua playing a grand piano.,California--Los Angeles,uclamus_340_b2_f14,"Alan Pasqua playing piano in Los Angeles, June 2001 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq55b_1300251_thumbnail.jpg,21198-zz001hq55b_1300251_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hq55b,,
Arkatov (James) Collection,ark:/21198/zz001hq56v,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hq56v_1300292_master.tif,,,,still image,Black-and-white photographs,Trumpet players $z United States,copyrighted,Y,unknown,"Payton, Nicholas",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses|~|Trumpets,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"May 15, 1996",1996-05-15,Black and white photograph of American trumpeter and bandleader Nicholas Payton playing trumpet. An unidentified musician is playing double bass in the background.,California--Los Angeles,uclamus_340_b2_f14,"Nicholas Payton playing trumpet in Los Angeles, May 15, 1996 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq56v_1300292_thumbnail.jpg,21198-zz001hq56v_1300292_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hq56v,,
Arkatov (James) Collection,ark:/21198/zz001hq57c,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hq57c_1300311_master.tif,,,,still image,Black-and-white photographs,Trumpet players $z United States,copyrighted,Y,unknown,"Payton, Nicholas",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Trumpets|~|Saxophones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"May 15, 1996",1996-05-15,Black and white photograph of American trumpeter and bandleader Nicholas Payton playing trumpet. An unidentified musician is playing saxophone next to him.,California--Los Angeles,uclamus_340_b2_f14,"Nicholas Payton playing trumpet in Los Angeles, May 15, 1996 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq57c_1300311_thumbnail.jpg,21198-zz001hq57c_1300311_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hq57c,,
Arkatov (James) Collection,ark:/21198/zz001hq58w,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hq58w_1300326_master.tif,,,,still image,Black-and-white photographs,Saxophonists--United States,copyrighted,Y,unknown,"Person, Eric",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Saxophones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"February, 1997",1997-02,Black and white photograph of American saxophonist Eric Person playing a soprano saxophone.,California--Los Angeles,uclamus_340_b2_f14,"Eric Person playing soprano sax in Los Angeles, February 1997 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq58w_1300326_thumbnail.jpg,21198-zz001hq58w_1300326_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hq58w,,
Arkatov (James) Collection,ark:/21198/zz001hq59d,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hq59d_1300301_master.tif,,,,still image,Black-and-white photographs,Trumpet players $z United States,copyrighted,Y,unknown,"Payton, Nicholas",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Trumpets,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"May 15, 1996",1996-05-15,Black and white photograph of American trumpeter and bandleader Nicholas Payton playing trumpet. An unidentified musician is playing saxophone next to him.,California--Los Angeles,uclamus_340_b2_f14,"Nicholas Payton playing trumpet in Los Angeles, May 15, 1996 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq59d_1300301_thumbnail.jpg,21198-zz001hq59d_1300301_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hq59d,,
Arkatov (James) Collection,ark:/21198/zz001hq5bx,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hq5bx_1300322_master.tif,,,,still image,Black-and-white photographs,Saxophonists--United States,copyrighted,Y,unknown,"Person, Eric",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Saxophones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"February, 1997",1997-02,Black and white photograph of American saxophonist Eric Person on soprano saxophone.,California--Los Angeles,uclamus_340_b2_f14,"Eric Person playing soprano sax in Los Angeles, February 1997 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq5bx_1300322_thumbnail.jpg,21198-zz001hq5bx_1300322_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hq5bx,,
Arkatov (James) Collection,ark:/21198/zz001hq5cf,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hq5cf_1300259_master.tif,,,,still image,color photographs,Pianists $z California $z Los Angeles,copyrighted,Y,unknown,"Pasqua, Alan",,Entertainment|~|People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Pianos,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"June, 2001",2001-06,Color photograph of keyboardist Alan Pasqua playing a grand piano.,California--Los Angeles,uclamus_340_b2_f14,"Alan Pasqua playing piano in Los Angeles, June 2001 [descriptive]",3.5 x 5 in.,1 photograph : color,,,,,,,21198-zz001hq5cf_1300259_thumbnail.jpg,21198-zz001hq5cf_1300259_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hq5cf,,
Arkatov (James) Collection,ark:/21198/zz001hq5dz,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hq5dz_1300268_master.tif,,,,still image,Black-and-white photographs,Pianists $z California $z Los Angeles,copyrighted,Y,unknown,"Pasqua, Alan",,Entertainment|~|People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Pianos,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"June, 2001",2001-06,Black-and-white photograph of keyboardist Alan Pasqua playing a grand piano.,California--Los Angeles,uclamus_340_b2_f14,"Alan Pasqua playing piano in Los Angeles, June 2001 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq5dz_1300268_thumbnail.jpg,21198-zz001hq5dz_1300268_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hq5dz,,
Arkatov (James) Collection,ark:/21198/zz001hq5fg,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hq5fg_1300281_master.tif,,,,still image,Black-and-white photographs,Trumpet players $z United States,copyrighted,Y,unknown,"Payton, Nicholas",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Trumpets,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"May 15, 1996",1996-05-15,Black and white photograph of American trumpeter and bandleader Nicholas Payton playing trumpet.,California--Los Angeles,uclamus_340_b2_f14,"Nicholas Payton playing trumpet in Los Angeles, May 15, 1996 [descriptive]",8 x 10 in.,1 photograph: b & w,,,,,,,21198-zz001hq5fg_1300281_thumbnail.jpg,21198-zz001hq5fg_1300281_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hq5fg,,
Arkatov (James) Collection,ark:/21198/zz001hq79c,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hq79c_1300466_master.tif,,,,still image,Black-and-white photographs,Saxophonists--United States|~|Double bassists $z United States,copyrighted,Y,unknown,"Colley, Scott|~|Potter, Chris",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses|~|Saxophones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"[June 19, 2001?]",2001-06-19,Black and white photograph of Chris Potter playing soprano saxophone and Scott Colley on double bass.,California--Los Angeles,uclamus_340_b2_f14,Chris Potter and Scott Colley are performing in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq79c_1300466_thumbnail.jpg,21198-zz001hq79c_1300466_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hq79c,,
Arkatov (James) Collection,ark:/21198/zz001hq7bw,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hq7bw_1300388_master.tif,,,,still image,Black-and-white photographs,Trumpet players $z United States|~|Saxophonists--United States,copyrighted,Y,unknown,"Edwards, Teddy, $d 1924-2003|~|Ponomarev, Valery",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Trumpets|~|Saxophones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"August, 1996",1996-08,"Black and white photograph of American trumpet player Teddy Edwards with American saxophonist Valery Ponomarev, performing. Ponomarev defected to the West from his native Russia in 1973.",California--Los Angeles,uclamus_340_b1_f5,"Teddy Edwards playing the tenor sax and Valery Ponomarev playing the trumpet, Los Angeles, August 1996 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq7bw_1300388_thumbnail.jpg,21198-zz001hq7bw_1300388_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hq7bw,,
Arkatov (James) Collection,ark:/21198/zz001hq7cd,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hq7cd_1300409_master.tif,,,,still image,Black-and-white photographs,Trumpet players $z United States,copyrighted,Y,unknown,"Ponomarev, Valery",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Trumpets,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"August, 1996",1996-08,Black and white photograph of American trumpeter Valery Ponomarev playing the trumpet. Ponomarev defected to the West from his native Russia in 1973.,California--Los Angeles,uclamus_340_b2_f14,"Valery Ponomarev playing the trumpet, Los Angeles, August 1996 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq7cd_1300409_thumbnail.jpg,21198-zz001hq7cd_1300409_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hq7cd,,
Arkatov (James) Collection,ark:/21198/zz001hq7dx,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hq7dx_1300460_master.tif,,,,still image,Black-and-white photographs,Jazz musicians $z United States|~|Saxophonists--United States|~|Double bassists $z United States,copyrighted,Y,unknown,"Colley, Scott|~|Potter, Chris",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses|~|Saxophones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"[June 19, 2001?]",2001-06-19,Black and white photograph of Chris Potter playing saxophone and Scott Colley on double bass.,California--Los Angeles,uclamus_340_b2-f14,Chris Potter and Scott Colley are performing in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq7dx_1300460_thumbnail.jpg,21198-zz001hq7dx_1300460_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hq7dx,,
Arkatov (James) Collection,ark:/21198/zz001hq7ff,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hq7ff_1300358_master.tif,,,,still image,Black-and-white photographs,Guitarists--United States,copyrighted,Y,unknown,"Pisano, John, 1931-",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Guitars,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"May, 2007",2007-05,Black and white photograph of American guitarist John Pisano.,California--Los Angeles,uclamus_340_b2_f14,"John Pisano playing guitar in Los Angeles, May 2007 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq7ff_1300358_thumbnail.jpg,21198-zz001hq7ff_1300358_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hq7ff,,
Arkatov (James) Collection,ark:/21198/zz001hq7gz,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001hq7gz_1300440_master.tif,,,,still image,Black-and-white photographs,Jazz musicians $z United States|~|Saxophonists--United States,copyrighted,Y,unknown,,,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Saxophones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"June 19, 2001",2001-06-19,Black and white photograph of saxophonist Chris Potter playing soprano saxophone.,California--Los Angeles,uclamus_340_b2_f14,Chris Potter playing the soprano saxonphone in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001hq7gz_1300440_thumbnail.jpg,21198-zz001hq7gz_1300440_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hq7gz,,
