Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Subject,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Name.subject,Coverage.geographic,Relation.isPartOf,Publisher.publisherName,Rights.countryCreation,Rights.rightsHolderContact,Name.photographer,Relation.hasVersion,Rights.permission,Name.repository,Name.architect,Date.normalized,Alternate Identifier.local,Title,Description.note,Date.creation,Description.longitude,Description.latitude,Format.extent,Format.medium,Format.dimensions,Description.caption,Description.fundingNote,Alternate Identifier.url,Description.abstract,Bucketeer State,IIIF Access URL
Los Angeles Daily News Negatives,ark:/21198/zz00288s03,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_14995-03.tif,,,,Criminals $z California $z Inglewood|~|Detectives $z California $z Inglewood|~|Crime|~|People,still image,copyrighted,news photographs|~|cellulose nitrate film,"Dyer, Albert, $d 1905-1938",Inglewood (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-06-29,uclamss_1387_14995-03,"Detectives escorting child murderer Albert Dyer through a hallway, Inglewood, 1937",Detectives escorting child murderer Albert Dyer through a hallway. Dyer strangled three Inglewood girls and dumped their bodies in Baldwin Hills.,"[circa June 29, 1937]",,,1 photograph,b&w nitrate negative,,"Handwritten annotation from nitrate negative: Albert Dyer|~|Text from original nitrate sleeve: Dyer, Albert; At scene of Everett-Stephens murders - Inglewood; Under arrest; Being questioned; With Dr. Samuel Marcus; Alone",Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288s1m,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_14995-04.tif,,,,Criminals $z California $z Inglewood|~|Crime,still image,copyrighted,news photographs|~|cellulose nitrate film,"Dyer, Albert, $d 1905-1938",Inglewood (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-06-29,uclamss_1387_14995-04,"Confessed child-murderer Albert Dyer sitting in a chair with a towel around his neck, Inglewood, 1937",Confessed child-murderer Albert Dyer sitting in a chair with a towel around his neck. Dyer strangled Jeanette Stephens and Melba and Madeline Everett before dumping their bodies in Baldwin Hills.,"[circa June 29, 1937]",,,1 photograph,b&w nitrate negative,,"Text from original nitrate sleeve: Dyer, Albert; At scene of Everett-Stephens murders - Inglewood; Under arrest; Being questioned; With Dr. Samuel Marcus; Alone",Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288s24,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_14997-00.tif,,,,Detectives $z California $z Inglewood|~|Homeless persons $z California $z Inglewood|~|Legal,still image,copyrighted,news photographs|~|cellulose nitrate film,,Inglewood (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-06-29,uclamss_1387_14997-00,"Luther Dow, a suspect in the Stephens-Everett murders, being questioned by police, Inglewood, 1937","Luther Dow, a 33-year-old transient being questioned at a police station after a woman identified him as a suspect for the Inglewood Stephens-Everett triple murder. The culprit was later found to be Albert Dyer, a crossing guard who confessed.","[circa June 29, 1937]",,,1 photograph,b&w nitrate negative,,"Text from original nitrate sleeve: Dow, Luther B. (33 yrs.); (suspect in Everett-Stephens murders); Muir -- Capt.",Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288s3n,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_14998-00.tif,,,,Investigation $z California $z Los Angeles|~|Homicides $z California $z Los Angeles|~|People|~|Legal,still image,copyrighted,news photographs|~|cellulose nitrate film,"West, Homer",Los Angeles (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-07,uclamss_1387_14998-00,"Homer West, a suspect in the triple murder of three Inglewood girls, Los Angeles, 1937","Homer West, a suspect in the triple murder of three Inglewood girls. The girls: Madeline Everett (7), Melba Marie Everett (9) and Jeanette Stephens (8) were strangled one by one in a park. Ultimately, West was let off and Albert Dyer was convicted of the murders and sentenced to death after he willingly plead guilty.",July 1937,,,1 photograph,b&w nitrate negative,,"Handwritten annotation from nitrate negative:  Homer West (""West"" may possibly read ""Wells"")|~|Text from original nitrate sleeve:  West, Homer (suspect in Everett-Stephens murders)",Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288s45,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_15000-00.tif,,,,Detectives $z California $z Los Angeles|~|Witnesses $z California $z Los Angeles|~|Crime,still image,copyrighted,news photographs|~|cellulose nitrate film,"Fish, Marie|~|Fish, Charles",Los Angeles (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-07-06,uclamss_1387_15000-00,"Charles and Marie Fish, material witnesses in the Everett-Stephens murders, Los Angeles, 1937","Charles and Marie Fish being questioned by detectives. The Fishes were former friends of Albert Dyer, confessed murder of Inglewood schoolgirls Jeanette Stephens and Melba and Madeline Everett. They were held in the County Jail as material witnesses pending investigation.","[circa July 6, 1937]",,,1 photograph,b&w nitrate negative,,"Text from original nitrate sleeve: Fish, Charles and Marie (suspects in Everett-Stephens murders)",Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288s5p,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_15006-00.tif,,,,Criminals $z California $z Los Angeles|~|Employees $z California $z Los Angeles|~|Crime,still image,copyrighted,news photographs|~|cellulose nitrate film,"Keefe, Charles A., $d 1901-",Los Angeles (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-07-03,uclamss_1387_15006-00,"Suspects in the Everett-Stephens murders Charles A. Keefe and Roy Degman entering a room, Los Angeles, 1937","Laborer Charles A. Keefe and former criminal Roy Degman entering a room. Both men were suspected of murdering three Inglewood schoolgirls, Melba and Madeline Everett and Jeanette Stephens. Albert Dyer, a crossing guard, ended the search for the killer when he confessed to the murders.","[circa July 3, 1937]",,,1 photograph,b&w nitrate negative,,"Handwritten annotation from nitrate negative: Charles A. Keefe, Roy Lloyd Degman|~|Text from original nitrate sleeve: Keefe, Charles A.; Deginan, Ray Loyd [sic] (Inglewood suspects in Everett-Stephens murders)",Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288s66,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_15029-00.tif,,,,Wrestlers $z California $z Los Angeles|~|Wrestling $z California $z Los Angeles|~|Sports|~|Events|~|People,still image,copyrighted,news photographs|~|cellulose nitrate film,"Lutze, Nick, $d 1901-1955|~|Strongbow, Jules, $d 1906-1975",Los Angeles (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-07-07,15029|~|uclamss_1387_15029-00,"Jules Strongbow and Nick Lutze wrestle to a draw at the Olympic Coliseum.  July 7, 1937.",,"July 7, 1937",,,1 photograph,b&w nitrate negative,,Text from original nitrate sleeve:  Wrestling - Jules Strongbow vs. Nick Lutze,Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288s7q,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_15031-01.tif,,,,Sandwiches $z California $z Los Angeles|~|Lawyers $z California $z Los Angeles|~|Legal,still image,copyrighted,news photographs|~|cellulose nitrate film,"Williams, Eugene $d 1891-1972",Los Angeles (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-07-06,uclamss_1387_15031-01,"Deputy District Attorney Eugene Williams discussing the Albert Dyer triple murder case, Los Angeles, 1937","Deputy District Attorney Eugene Williams eating a sandwich and drinking milk while discussing the Albert Dyer triple murder case. Dyer had strangled three Inglewood schoolgirls, Jeanette Stephens and Melba and Madeline Everett, before dumping their bodies in Baldwin Hills. Williams is center.","[circa July 6, 1937]",,,1 photograph,b&w nitrate negative,,"Text from original nitrate sleeve: Investigation Everett-Stephens Kidnap Murder; Williams, Eugene",Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288s87,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_15031-02.tif,,,,Lawyers $z California $z Los Angeles|~|Legal,still image,copyrighted,news photographs|~|cellulose nitrate film,"Williams, Eugene $d 1891-1972",Los Angeles (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-07-06,uclamss_1387_15031-02,"Deputy District Attorney Eugene Williams discussing the Albert Dyer triple murder case with his colleagues, Los Angeles, 1937","Deputy District Attorney Eugene Williams discussing the Albert Dyer triple murder case with his colleagues. Dyer had strangled three Inglewood schoolgirls, Jeanette Stephens and Melba and Madeline Everett, before dumping their bodies in Baldwin Hills. Williams is second from the left in the back row.","[circa July 6, 1937]",,,1 photograph,b&w nitrate negative,,"Text from original nitrate sleeve: Investigation Everett-Stephens Kidnap Murder; Williams, Eugene",Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288s9r,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_15035-01.tif,,,,Photographers $z California $z Los Angeles|~|Criminals $z California $z Los Angeles|~|Crime|~|People|~|Media,still image,copyrighted,news photographs|~|cellulose nitrate film,"Dyer, Albert, $d 1905-1938",Los Angeles (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-07-06,uclamss_1387_15035-01,"Photographers taking pictures of confessed child murderer Albert Dyer, Los Angeles, 1937",Photographers taking pictures of confessed child murderer Albert Dyer. Dyer strangled Inglewood schoolgirls Jeanette Stephens and Melba and Madeline Everett before dumping their bodies in Baldwin Park.,"[circa July 6, 1937]",,,1 photograph,b&w nitrate negative,,"Text from original nitrate sleeve: Dyer, Albert; Everett-Stephens murders; Crowds; Police procedures",Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288sb8,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_15035-02.tif,,,,Crowds $z California $z Los Angeles|~|Events,still image,copyrighted,news photographs|~|cellulose nitrate film,,Los Angeles (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-06-29,uclamss_1387_15035-02,"Crowd of people waiting outside the Superior Court of Los Angeles to harass murderer Albert Dyer, Los Angeles, 1937","A crowd of people waiting outside the Superior Court of Los Angeles, presumably to harass confessed child murderer Albert Dyer. Dyer strangled three Inglewood schoolgirls, Jeanette Stephens and Melba and Madeline Everett, before dumping their bodies in Baldwin Hills.","[circa July 6, 1937]",,,1 photograph,b&w nitrate negative,,"Text from original nitrate sleeve: Dyer, Albert; Everett-Stephens murders; Crowds; Police procedures",Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288scs,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_15035-03.tif,,,,Law enforcement $z California $z Los Angeles|~|Criminals $z California $z Los Angeles|~|Crime|~|People|~|Legal|~|Media,still image,copyrighted,news photographs|~|cellulose nitrate film,"Dyer, Albert, $d 1905-1938",Los Angeles (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-07-06,uclamss_1387_15035-03,"Confessed child-murderer Albert Dyer posing as he has his fingerprints taken, Los Angeles, 1937",Confessed child murderer Albert Dyer posing as he has his fingerprints taken. Dyer strangled Inglewood schoolgirls Jeanette Stephens and Melba and Madeline Everett before dumping their bodies in Baldwin Hills.,"[circa July 6, 1937]",,,1 photograph,b&w nitrate negative,,"Text from original nitrate sleeve: Dyer, Albert; Everett-Stephens murders; Crowds; Police procedures|~|Handwritten annotation from nitrate negative: Albert Dyer",Access to this collection is generously supported by Arcadia funds.,,,failed,
Los Angeles Daily News Negatives,ark:/21198/zz00288sd9,ark:/21198/zz00294nz8,2,Needs QA,Work,ladailynews/image/uclamss_1379_15035-04.tif,,,,Criminals $z California $z Los Angeles|~|Crime|~|People,still image,copyrighted,news photographs|~|cellulose nitrate film,"Dyer, Albert, $d 1905-1938",Los Angeles (Calif.),"Los Angeles Daily News Negatives. Department of Special Collections, Charles E. Young Research Library, University of California at Los Angeles.",Los Angeles Daily News,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,Y,"University of California, Los Angeles. Library. Department of Special Collections",,1937-07-06,uclamss_1387_15035-04,"Confessed child-murderer Albert Dyer having his picture taken, Los Angeles, 1937",Confessed child murderer Albert Dyer having his picture taken for police purposes. Dyer strangled Inglewood schoolgirls Jeanette Stephens and Melba and Madeline Everett before dumping their bodies in Baldwin Park.,"[circa July 6, 1937]",,,1 photograph,b&w nitrate negative,,"Text from original nitrate sleeve: Dyer, Albert; Everett-Stephens murders; Crowds; Police procedures",Access to this collection is generously supported by Arcadia funds.,,,failed,
