Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Rights.copyrightStatus,Rights.permission,Rights.countryCreation,Rights.servicesContact,Type.genre,Rights.permissionNote,Name.subject,Subject,Rights.creatorPersonName,Rights.rightsHolderName,AltTitle.uniform,Relation.isPartOf,Name.photographer,Name.repository,Name.creator,Alt ID.local,Format.extent,Date.creation,Title,Description.note,Format.dimensions,Alt ID.url,Alt ID.OPAC,Description.abstract,Bucketeer State,IIIF Access URL
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz000936rp,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz000936rp-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Santa Catarina Juquila (Oaxaca)",,,"San Sebastien Penoles Mixtec or Santa Catarina Estetla, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f19_24,1 slide in plastic mount,1985,"Santa Catarina Estetla, dancers holding leaves, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000936rp
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz000936s6,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz000936s6-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Santa Catarina Juquila (Oaxaca)",,,"San Sebastien Penoles Mixtec or Santa Catarina Estetla, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f19_30,1 slide in plastic mount,1985,"Santa Catarina Estetla, dancers holding leaves, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000936s6
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz000936tq,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz000936tq-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Santa Catarina Juquila (Oaxaca)",,,"San Sebastien Penoles Mixtec or Santa Catarina Estetla, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f19_29,1 slide in plastic mount,1985,"Santa Catarina Estetla, dancers holding leaves, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000936tq
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz000936v7,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz000936v7-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Santa Catarina Juquila (Oaxaca)",,,"San Sebastien Penoles Mixtec or Santa Catarina Estetla, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f19_27,1 slide in plastic mount,1985,"Santa Catarina Estetla, dancers holding leaves, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000936v7
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz000936wr,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz000936wr-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Santa Catarina Juquila (Oaxaca)",,,"San Sebastien Penoles Mixtec or Santa Catarina Estetla, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f19_28,1 slide in plastic mount,1985,"Santa Catarina Estetla, dancers holding leaves, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000936wr
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz000936x8,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz000936x8-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Santa Catarina Juquila (Oaxaca)",,,"San Sebastien Penoles Mixtec or Santa Catarina Estetla, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f19_31,1 slide in plastic mount,1985,"Santa Catarina Estetla, dancers holding leaves, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000936x8
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz000936zs,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz000936zs-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--San Pedro Cajonos",,,"San Pedro Cajones - Region de la Sierra, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f20_3,1 slide in plastic mount,1985,"San Pedro Cajonos, dancers, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000936zs
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0009370s,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0009370s-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--San Pedro Cajonos",,,"San Pedro Cajones - Region de la Sierra, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f20_2,1 slide in plastic mount,1985,"San Pedro Cajonos, dancers, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009370s
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz00093719,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz00093719-1-master.tif,,,,still image,,Y,copyrighted,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Santa Catarina Juquila (Oaxaca)",,,"San Sebastien Penoles Mixtec or Santa Catarina Estetla, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f19_32,1 slide in plastic mount,1985,"Santa Catarina Estetla, dancers holding leaves, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093719
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0009372t,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0009372t-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--San Pedro Cajonos",,,"San Sebastien Penoles Mixtec or Santa Catarina Estetla, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f20_1,1 slide in plastic mount,1985,"San Pedro Cajonos, dancers, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009372t
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0009373b,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0009373b-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--San Pedro Cajonos",,,"San Pedro Cajones - Region de la Sierra, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f20_4,1 slide in plastic mount,1985,"San Pedro Cajonos, dancers, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009373b
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0009385v,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0009385v-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--San Pedro Cajonos",,,"San Pedro Cajones - Region de la Sierra, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f20_5,1 slide in plastic mount,1985,"San Pedro Cajonos, dancers, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009385v
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0009386c,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0009386c-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--San Pedro Cajonos",,,"San Pedro Cajones - Region de la Sierra, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f20_8,1 slide in plastic mount,1985,"San Pedro Cajonos, dancers, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009386c
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0009387w,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0009387w-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--San Pedro Cajonos",,,"San Pedro Cajones - Region de la Sierra, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f20_20,1 slide in plastic mount,1985,"San Pedro Cajonos, dancers holding textile strips, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009387w
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0009388d,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0009388d-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--San Pedro Cajonos",,,"San Pedro Cajones - Region de la Sierra, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f20_13,1 slide in plastic mount,1985,"San Pedro Cajonos, dancers, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009388d
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0009389x,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0009389x-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--San Pedro Cajonos",,,"San Pedro Cajones - Region de la Sierra, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f20_16,1 slide in plastic mount,1985,"San Pedro Cajonos, dancers, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009389x
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz000938bf,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz000938bf-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--San Pedro Cajonos",,,"San Pedro Cajones - Region de la Sierra, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f20_6,1 slide in plastic mount,1985,"San Pedro Cajonos, dancers, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000938bf
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz000938cz,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz000938cz-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--San Pedro Cajonos",,,"San Pedro Cajones - Region de la Sierra, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f20_9,1 slide in plastic mount,1985,"San Pedro Cajonos, dancers, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000938cz
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz000938dg,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz000938dg-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--San Pedro Cajonos",,,"San Pedro Cajones - Region de la Sierra, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f20_21,1 slide in plastic mount,1985,"San Pedro Cajonos, dancers holding textile strips, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000938dg
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz000938f0,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz000938f0-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--San Pedro Cajonos",,,"San Pedro Cajones - Region de la Sierra, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f20_12,1 slide in plastic mount,1985,"San Pedro Cajonos, dancers, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000938f0
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz000938gh,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz000938gh-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--San Pedro Cajonos",,,"San Pedro Cajones - Region de la Sierra, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f20_17,1 slide in plastic mount,1985,"San Pedro Cajonos, dancers, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000938gh
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz000938h1,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz000938h1-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--San Pedro Cajonos",,,"San Pedro Cajones - Region de la Sierra, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f20_7,1 slide in plastic mount,1985,"San Pedro Cajonos, dancers, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000938h1
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz000938jj,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz000938jj-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--San Pedro Cajonos",,,"San Pedro Cajones - Region de la Sierra, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f20_10,1 slide in plastic mount,1985,"San Pedro Cajonos, dancers, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000938jj
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz000938k2,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz000938k2-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tuxtepec (Oaxaca)",,,"Tuxtepec - Papaloapan, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f21_20,1 slide in plastic mount,1985,"Tuxtepec, women holding pineapples, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000938k2
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz000938mk,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz000938mk-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--San Pedro Cajonos",,,"San Pedro Cajones - Region de la Sierra, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f20_14,1 slide in plastic mount,1985,"San Pedro Cajonos, dancers, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000938mk
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz000938n3,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz000938n3-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--San Pedro Cajonos",,,"San Pedro Cajones - Region de la Sierra, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f20_18,1 slide in plastic mount,1985,"San Pedro Cajonos, dancers holding textile strips, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000938n3
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz000938q4,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz000938q4-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--San Pedro Cajonos",,,"San Pedro Cajones - Region de la Sierra, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f20_11,1 slide in plastic mount,1985,"San Pedro Cajonos, dancers, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000938q4
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz000938rn,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz000938rn-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tuxtepec (Oaxaca)",,,"Tuxtepec - Papaloapan, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f21_1,1 slide in plastic mount,1985,"Tuxtepec, women holding pineapples, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000938rn
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz000938s5,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz000938s5-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--San Pedro Cajonos",,,"San Sebastien Penoles Mixtec or Santa Catarina Estetla, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f20_15,1 slide in plastic mount,1985,"San Pedro Cajonos, dancers, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000938s5
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz000938tp,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz000938tp-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--San Pedro Cajonos",,,"San Pedro Cajones - Region de la Sierra, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f20_19,1 slide in plastic mount,1985,"San Pedro Cajonos, dancers holding textile strips, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000938tp
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz000938v6,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz000938v6-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tuxtepec (Oaxaca)",,,"Tuxtepec - Papaloapan, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f21_8,1 slide in plastic mount,1985,"Tuxtepec, women dancers holding pineapples, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000938v6
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz000938wq,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz000938wq-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tuxtepec (Oaxaca)",,,"Tuxtepec - Papaloapan, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f21_14,1 slide in plastic mount,1985,"Tuxtepec, women holding pineapples, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000938wq
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz000938x7,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz000938x7-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tuxtepec (Oaxaca)",,,"Tuxtepec - Papaloapan, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f21_2,1 slide in plastic mount,1985,"Tuxtepec, women holding pineapples, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000938x7
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz000938zr,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz000938zr-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tuxtepec (Oaxaca)",,,"Tuxtepec - Papaloapan, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f21_21,1 slide in plastic mount,1985,"Tuxtepec, women holding pineapples, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000938zr
West (Andrew) Photographs of the Guelaguetza.  Collection 1713,ark:/21198/zz0009390r,ark:/21198/zz00089bwz,2,Completed,Work,guelaguetza/masters/21198-zz0009390r-1-master.tif,,,,still image,copyrighted,Y,,,color slides,,,"Guelaguetza Festival, Oaxaca de Juárez, Mexico.|~|Folk dancing--Mexico--Tuxtepec (Oaxaca)",,,"Tuxtepec - Papaloapan, 1985","Andrew West Photographs of the Guelaguetza. Department of Special Collections, Charles E. Young Research Library, UCLA.","West, Andrew, 1954-","University of California, Los Angeles. $b Library Special Collections",,clus_1713_b1_f21_27,1 slide in plastic mount,1985,"Tuxtepec, women dancers and pineapples, 1985",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009390r
