Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Subject.descriptiveTopic,Name.repository,Rights.permission,Relation.isPartOf,Name.subject,Subject.uniformTitle,Subject.conceptTopic,Name.producer,Name.photographer,Name.creator,Name.director,Title,Alt ID.local,Format.extent,Format.dimensions,Format.medium,Description.note,Description.longitude,Description.latitude,Description.caption,Date.created,Coverage.geographic,Date.normalized,Description.fundingNote,Alt ID.collection,AltTitle.other,Description.abstract,Finding Aid URL,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Rotha (Paul) Papers,ark:/21198/zz002bz8bt,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0172.tif,,,,,private,still image,copyrighted,black-and-white film|~|cellulose nitrate film,,Engineers|~|Power for the Highlands (Motion picture),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,"Rotha, Paul, $d 1907-1984","Suschitzky, Wolfgang",,"Chambers, J. D. (Jack D.), $d 1913-","Close-up of an engineer, on a filmstrip from Power for the Highlands, Scotland, 1943",uclamss_2001_0172,11 frames on black-and-white film,35mm,,"Close-up of engineer outside, gazing into the distance, wearing a tweed jacket with a shirt and necktie and smoking a pipe.|~|The film “Power for the Highlands” is about the possibilities of Hydro-Electric power for the Highlands.",,,"Text from negative sleeve: ""Power for the Highlands"" Negs. for stills. [Printed on sleeve:] Leica Negative Album",1943,Scotland,1943,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz8bt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz8bt/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz8cb,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0173.tif,,,,,private,still image,copyrighted,black-and-white film|~|cellulose nitrate film,,Engineers|~|Power for the Highlands (Motion picture),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,"Rotha, Paul, $d 1907-1984","Suschitzky, Wolfgang",,"Chambers, J. D. (Jack D.), $d 1913-","Close-up of an engineer, on a filmstrip from Power for the Highlands, Scotland, 1943",uclamss_2001_0173,10 frames on black-and-white film,35mm,,"The film “Power for the Highlands” is about the possibilities of Hydro-Electric power for the Highlands.|~|Close-up of engineer outside, gazing into the distance, wearing a tweed jacket with a shirt and necktie and smoking a pipe.",,,"Text from negative sleeve: ""Power for the Highlands"" Negs. for stills. [Printed on sleeve:] Leica Negative Album",1943,Scotland,1943,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz8cb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz8cb/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz8dv,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0174.tif,,,,,private,still image,copyrighted,black-and-white film|~|cellulose nitrate film,,Engineers|~|Sailors $x Scottish $z Scotland|~|Soldiers $x Scottish $z Scotland|~|Power for the Highlands (Motion picture)|~|Ghillies,"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,"Rotha, Paul, $d 1907-1984","Suschitzky, Wolfgang",,"Chambers, J. D. (Jack D.), $d 1913-","A sailor, an engineer, a ghillie and a soldier discuss hydro-electric power, on a filmstrip from Power for the Highlands, Scotland, 1943",uclamss_2001_0174,11 frames on black-and-white film,35mm,,"A sailor, an engineer, a ghillie and a soldier  travelling on a train discuss the future of the Highlands and hydro-electric power|~|The film “Power for the Highlands” is about the possibilities of Hydro-Electric power for the Highlands.",,,"Text from negative sleeve: ""Power for the Highlands"" Negs. for stills. [Printed on sleeve:] Leica Negative Album",1943,Scotland,1943,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz8dv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz8dv/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz8fc,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0175.tif,,,,,private,still image,copyrighted,black-and-white film|~|cellulose nitrate film,,Engineers|~|Sailors $x Scottish $z Scotland|~|Power for the Highlands (Motion picture)|~|Ghillies,"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,"Rotha, Paul, $d 1907-1984","Suschitzky, Wolfgang",,"Chambers, J. D. (Jack D.), $d 1913-","A sailor, an engineer, a ghillie and a soldier discuss hydro-electric power, on a filmstrip from Power for the Highlands, Scotland, 1943",uclamss_2001_0175,10 frames on black-and-white film,35mm,,"The film “Power for the Highlands” is about the possibilities of Hydro-Electric power for the Highlands.|~|A sailor, an engineer, a ghillie and a soldier travelling on a train discuss the future of the Highlands and hydro-electric power",,,"Text from negative sleeve: ""Power for the Highlands"" Negs. for stills. [Printed on sleeve:] Leica Negative Album",1943,Scotland,1943,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz8fc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz8fc/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz8gw,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0176.tif,,,,,private,still image|~|moving image,copyrighted,black-and-white film|~|cellulose nitrate film,,Soldiers $x Scottish $z Scotland|~|Power for the Highlands (Motion picture),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,"Rotha, Paul, $d 1907-1984",,,"Suschitzky, Wolfgang|~|Chambers, J. D. (Jack D.), $d 1913-","Close-up of a soldier, on a filmstrip from Power for the Highlands, Scotland, 1943",uclamss_2001_0176,10 frames on black-and-white film,35mm,,The film “Power for the Highlands” is about the possibilities of Hydro-Electric power for the Highlands.|~|Close-up of a Scottish soldier in a train car,,,"Text from negative sleeve: ""Power for the Highlands"" Negs. for stills. [Printed on sleeve:] Leica Negative Album",1943,Scotland,1943,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz8gw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz8gw/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz8hd,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0177.tif,,,,,private,still image,copyrighted,black-and-white film|~|cellulose nitrate film,,Soldiers $x Scottish $z Scotland|~|Power for the Highlands (Motion picture),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,"Rotha, Paul, $d 1907-1984","Suschitzky, Wolfgang",,"Chambers, J. D. (Jack D.), $d 1913-","Close-up of a soldier, on a filmstrip from Power for the Highlands, Scotland, 1943",uclamss_2001_0177,11 frames on black-and-white film,35mm,,Close-up of a soldier in a train car|~|The film “Power for the Highlands” is about the possibilities of Hydro-Electric power for the Highlands.,,,"Text from negative sleeve: ""Power for the Highlands"" Negs. for stills. [Printed on sleeve:] Leica Negative Album",1943,Scotland,,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz8hd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz8hd/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz8jx,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0178.tif,,,,,private,still image,copyrighted,black-and-white film|~|cellulose nitrate film,,Engineers|~|Power for the Highlands (Motion picture),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,"Rotha, Paul, $d 1907-1984","Suschitzky, Wolfgang",,"Chambers, J. D. (Jack D.), $d 1913-","Close-up of an engineer, on a filmstrip from Power for the Highlands, Scotland, 1943",uclamss_2001_0178,12 frames on black-and-white film,35mm,,The film “Power for the Highlands” is about the possibilities of Hydro-Electric power for the Highlands.|~|Close-up of engineer in train car wearing a tweed jacket with a shirt and necktie,,,"Text from negative sleeve: ""Power for the Highlands"" Negs. for stills. [Printed on sleeve:] Leica Negative Album",1943,Scotland,1943,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz8jx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz8jx/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz8kf,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0179.tif,,,,,private,still image,copyrighted,black-and-white film|~|cellulose nitrate film,,Engineers|~|Power for the Highlands (Motion picture),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,"Rotha, Paul, $d 1907-1984","Suschitzky, Wolfgang",,"Chambers, J. D. (Jack D.), $d 1913-","Close-up of an engineer, on a filmstrip from Power for the Highlands, Scotland, 1943",uclamss_2001_0179,12 frames on black-and-white film,35mm,,Close-up of engineer in train car wearing a tweed jacket with a shirt and necktie|~|The film “Power for the Highlands” is about the possibilities of Hydro-Electric power for the Highlands.,,,"Text from negative sleeve: ""Power for the Highlands"" Negs. for stills. [Printed on sleeve:] Leica Negative Album",1943,Scotland,1943,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz8kf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz8kf/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz8mz,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0180.tif,,,,,private,still image|~|moving image,copyrighted,cellulose nitrate film,,Soldiers $x Scottish $z Scotland|~|Power for the Highlands (Motion picture),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,"Rotha, Paul, $d 1907-1984","Suschitzky, Wolfgang",,"Chambers, J. D. (Jack D.), $d 1913-","Two soldiers on a train, on a filmstrip from Power for the Highlands, Scotland, 1943",uclamss_2001_0180,11 frames on black-and-white film,35mm,,"Two soldiers travelling on a train (with an engineer, a ghillie and a sailor) discuss the future of the Highlands and hydro-electric power|~|The film “Power for the Highlands” is about the possibilities of Hydro-Electric power for the Highlands.",,,"Text from negative sleeve: ""Power for the Highlands"" Negs. for stills. [Printed on sleeve:] Leica Negative Album",1934,Scotland,,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz8mz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz8mz/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz8ng,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0181.tif,,,,,private,still image,copyrighted,black-and-white film|~|cellulose nitrate film,,Soldiers $x Scottish $z Scotland|~|Power for the Highlands (Motion picture),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,"Rotha, Paul, $d 1907-1984","Suschitzky, Wolfgang",,"Chambers, J. D. (Jack D.), $d 1913-","Two soldiers on a train, on a filmstrip from Power for the Highlands, Scotland, 1943",uclamss_2001_0181,11 frames on black-and-white film,35mm,,"The film “Power for the Highlands” is about the possibilities of Hydro-Electric power for the Highlands.|~|Two soldiers travelling on a train (with an engineer, a ghillie and a sailor) discuss the future of the Highlands and hydro-electric power",,,"Text from negative sleeve: ""Power for the Highlands"" Negs. for stills. [Printed on sleeve:] Leica Negative Album",1943,Scotland,1943,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz8ng,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz8ng/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz8p0,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0182.tif,,,,,private,still image,copyrighted,black-and-white film|~|cellulose nitrate film,,Engineers|~|Sailors $x Scottish $z Scotland|~|Power for the Highlands (Motion picture),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,"Rotha, Paul, $d 1907-1984","Suschitzky, Wolfgang",,"Chambers, J. D. (Jack D.), $d 1913-","Sailor and engineer on the train, on a filmstrip from Power for the Highlands, Scotland, 1943",uclamss_2001_0182,11 frames on black-and-white film,35mm,,The film “Power for the Highlands” is about the possibilities of Hydro-Electric power for the Highlands.|~|A sailor and an engineer travelling on a train (with a ghillie and 2 soldiers) discuss the future of the Highlands and hydro-electric power,,,"Text from negative sleeve: ""Power for the Highlands"" Negs. for stills. [Printed on sleeve:] Leica Negative Album",1943,Scotland,1934,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz8p0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz8p0/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz8qh,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0183.tif,,,,,private,still image,copyrighted,black-and-white film|~|cellulose nitrate film,,Sailors $x Scottish $z Scotland|~|Power for the Highlands (Motion picture),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films|~|Engineers,"Rotha, Paul, $d 1907-1984","Suschitzky, Wolfgang",,"Chambers, J. D. (Jack D.), $d 1913-","Sailor and engineer on a train, on a filmstrip from Power for the Highlands, Scotland, 1943",uclamss_2001_0183,101 frames on black-and-white film,35mm,,The film “Power for the Highlands” is about the possibilities of Hydro-Electric power for the Highlands.|~|A sailor and an engineer travelling on a train (with a ghillie and 2 soldiers) discuss the future of the Highlands and hydro-electric power,,,"Text from negative sleeve: ""Power for the Highlands"" Negs. for stills. [Printed on sleeve:] Leica Negative Album",1943,Scotland,1943,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz8qh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz8qh/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz8r1,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0184.tif,,,,,private,still image,copyrighted,black-and-white film|~|cellulose nitrate film,,Power for the Highlands (Motion picture),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,"Rotha, Paul, $d 1907-1984","Suschitzky, Wolfgang",,"Chambers, J. D. (Jack D.), $d 1913-","Two soldiers on a train, on a filmstrip from Power for the Highlands, Scotland, 1943",uclamss_2001_0184,12 frames on black-and-white film,35mm,,"The film “Power for the Highlands” is about the possibilities of Hydro-Electric power for the Highlands.|~|Two soldiers travelling on a train (with a sailor, an engineer and a ghillie) discuss the future of the Highlands and hydro-electric power",,,"Text from negative sleeve: ""Power for the Highlands"" Negs. for stills. [Printed on sleeve:] Leica Negative Album",1943,Scotland,1943,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz8r1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz8r1/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz8sj,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0185.tif,,,,,private,still image,copyrighted,black-and-white film|~|cellulose nitrate film,,Soldiers $x Scottish $z Scotland|~|Power for the Highlands (Motion picture),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,"Rotha, Paul, $d 1907-1984","Suschitzky, Wolfgang",,"Chambers, J. D. (Jack D.), $d 1913-","Two soldiers on a train, on a filmstrip from Power for the Highlands, Scotland, 1943",uclamss_2001_0185,9 frames on black-and-white film,35mm,,"Two soldiers travelling on a train (with a a sailor, an engineer and a ghillie) discuss the future of the Highlands and hydro-electric power|~|The film “Power for the Highlands” is about the possibilities of Hydro-Electric power for the Highlands.",,,"Text from negative sleeve: ""Power for the Highlands"" Negs. for stills. [Printed on sleeve:] Leica Negative Album",1943,Scotland,1943,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz8sj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz8sj/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz8t2,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0186.tif,,,,,private,moving image,copyrighted,Motion pictures (visual work)|~|cellulose nitrate film,,Engineers|~|Power for the Highlands (Motion picture),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,"Rotha, Paul, $d 1907-1984","Suschitzky, Wolfgang",,"Chambers, J. D. (Jack D.), $d 1913-","Close-up of an engineer, on a filmstrip from Power for the Highlands, Scotland, 1943",uclamss_2001_0186,10 frames on black-and-white film,35mm,b&w nitrate negative,Close-up of engineer in train car wearing a tweed jacket with a shirt and necktie|~|The film “Power for the Highlands” is about the possibilities of Hydro-Electric power for the Highlands.,,,"Text from negative sleeve: ""Power for the Highlands"" Negs. for stills. [Printed on sleeve:] Leica Negative Album",1943,Scotland,1943,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz8t2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz8t2/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz8vk,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0187.tif,,,,,private,still image,copyrighted,black-and-white film|~|cellulose nitrate film,,Sailors $x Scottish $z Scotland|~|Power for the Highlands (Motion picture),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,"Rotha, Paul, $d 1907-1984","Suschitzky, Wolfgang",,"Chambers, J. D. (Jack D.), $d 1913-","Distant view of a train in the Highlands, on a filmstrip from Power for the Highlands, Scotland, 1943",uclamss_2001_0187,10 frames on black-and-white film,35mm,,Description.note : 	The film “Power for the Highlands” is about the possibilities of Hydro-Electric power for the Highlands.|~|Distant view of a train crossing a bridge in the Highlands of Scotland,,,"Text from negative sleeve: ""Power for the Highlands"" Negs. for stills. [Printed on sleeve:] Leica Negative Album",1943,Scotland,1943,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz8vk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz8vk/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz8w3,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0188.tif,,,,,private,still image,copyrighted,black-and-white film|~|cellulose nitrate film,,Power for the Highlands (Motion picture),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,,"Rotha, Paul, $d 1907-1984|~|Suschitzky, Wolfgang",,"Chambers, J. D. (Jack D.), $d 1913-","Close-up of a soldier, on a filmstrip from Power for the Highlands, Scotland, 1943",uclamss_2001_0188,10 frames on black-and-white film,35mm,,The film “Power for the Highlands” is about the possibilities of Hydro-Electric power for the Highlands.|~|Close-up of a soldier in a train car,,,"Text from negative sleeve: ""Power for the Highlands"" Negs. for stills. [Printed on sleeve:] Leica Negative Album",1943,Scotland,1943,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz8w3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz8w3/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz8xm,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0189.tif,,,,,private,still image,copyrighted,black-and-white film|~|cellulose nitrate film,,Soldiers $x Scottish $z Scotland|~|Crofts $z Scotland|~|Power for the Highlands (Motion picture)|~|Dogs $z Scotland,"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,"Rotha, Paul, $d 1907-1984",,,"Suschitzky, Wolfgang|~|Chambers, J. D. (Jack D.), $d 1913-","Close-up of a soldier greeting his dog as he returns to his Highlands croft, on a filmstrip from Power for the Highlands, Scotland, 1943",uclamss_2001_0189,10 frames on black-and-white film,35mm,,"The film “Power for the Highlands” is about the possibilities of Hydro-Electric power for the Highlands.|~|Close-up of a soldier returning home to his croft in the Highlands, looking very happy",,,"Text from negative sleeve: ""Power for the Highlands"" Negs. for stills. [Printed on sleeve:] Leica Negative Album",1943,Scotland,1943,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz8xm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz8xm/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz8z4,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0190.tif,,,,,private,still image,copyrighted,black-and-white film|~|cellulose nitrate film,,Power for the Highlands (Motion picture),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,"Rotha, Paul, $d 1907-1984","Suschitzky, Wolfgang",,"Chambers, J. D. (Jack D.), $d 1913-","Close-up of a soldier, on a filmstrip from Power for the Highlands, Scotland, 1943",uclamss_2001_0190,9 frames on black-and-white film,35mm,,Close-up of a soldier outside with water in the background|~|The film “Power for the Highlands” is about the possibilities of Hydro-Electric power for the Highlands.,,,"Text from negative sleeve: ""Power for the Highlands"" Negs. for stills. [Printed on sleeve:] Leica Negative Album",1943,Scotland,1934,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz8z4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz8z4/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz904,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0191.tif,,,,,private,still image,copyrighted,black-and-white film|~|cellulose nitrate film,,Crofts $z Scotland|~|Power for the Highlands (Motion picture)|~|Dogs $z Scotland,"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films|~|Soldiers $x Scottish $z Scotland,,"Rotha, Paul, $d 1907-1984|~|Suschitzky, Wolfgang","Chambers, J. D. (Jack D.), $d 1913-",,"A soldier greets his dog as he returns to his Highlands croft, on a filmstrip from Power for the Highlands, Scotland, 1943",uclamss_2001_0191,10 frames on black-and-white film,35mm,,The film “Power for the Highlands” is about the possibilities of Hydro-Electric power for the Highlands.|~|Soldier returning to his croft in the Highlands kneels and smiles as he greets his dog,,,"Text from negative sleeve: ""Power for the Highlands"" Negs. for stills. [Printed on sleeve:] Leica Negative Album",1943,Scotland,1943,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz904,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz904/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz91n,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0192.tif,,,,,private,still image,copyrighted,black-and-white film|~|cellulose nitrate film,,Power for the Highlands (Motion picture),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,"Rotha, Paul, $d 1907-1984","Suschitzky, Wolfgang",,"Chambers, J. D. (Jack D.), $d 1913-","A soldier greets his dog as he returns to his Highlands croft, on a filmstrip from Power for the Highlands, Scotland, 1943",uclamss_2001_0192,9 frames on black-and-white film,35mm,,Soldier returning to his croft in the Highlands kneels and smiles as he greets his dog|~|The film “Power for the Highlands” is about the possibilities of Hydro-Electric power for the Highlands,,,"Text from negative sleeve: ""Power for the Highlands"" Negs. for stills. [Printed on sleeve:] Leica Negative Album",1943,Scotland,1943,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz91n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz91n/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz925,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0193.tif,,,,,private,still image,copyrighted,black-and-white film|~|cellulose nitrate film,,Power for the Highlands (Motion picture)|~|Longshoremen $z Scotland,"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,"Rotha, Paul, $d 1907-1984","Suschitzky, Wolfgang",,"Chambers, J. D. (Jack D.), $d 1913-","Close-up of a longshoreman, on a filmstrip from Power for the Highlands, Scotland, 1943",uclamss_2001_0193,10 frames on black-and-white film,35mm,,The film “Power for the Highlands” is about the possibilities of Hydro-Electric power for the Highlands.|~|Close-up of a longshoreman with two ship masts in the background,,,"Text from negative sleeve: ""Power for the Highlands"" Negs. for stills. [Printed on sleeve:] Leica Negative Album",1943,Scotland,,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz925,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz925/manifest
