Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,Duplicate,Delete in Title,Thumbnail,Type.genre,Type.typeOfResource,Rights.copyrightStatus,Subject,Name.subject,Name.creator,Rights.servicesContact,Language,Name.repository,Name.artist,Rights.permission,Name.photographer,Name.correspondent,Description.note,Alt ID.local,AltTitle.other,Title,Date.creation,Format.extent,Date.normalized,Coverage.geographic,Alt ID.collection,Description.caption,Alt ID.url,Summary,Relation.url,Opac url,Finding Aid URL,Alt ID.mp4,Format.medium,Relation.isPartOf
Huxley (Aldous) Collection,ark:/21198/zz002b0pss,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0pss-1-master.wav,349,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape69,"Aldous Huxley, reading aloud (tape 69)",,n.d.,22:52 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0pt9,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0pt9-1-master.wav,350,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape70,"Aldous Huxley, reading aloud (tape 70)",,n.d.,29:28 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0pvt,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0pvt-1-master.wav,351,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape71,"Aldous Huxley, reading aloud (tape 71)",,n.d.,31:05 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0pwb,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0pwb-1-master.wav,352,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape72,"Aldous Huxley, reading aloud (tape 72)",,n.d.,30:42 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0pxv,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0pxv-1-master.wav,353,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape73,"Aldous Huxley, reading aloud (tape 73)",,n.d.,30:20 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0pzc,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0pzc-1-master.wav,354,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape74,"Aldous Huxley, reading aloud, poetry (tape 74)",,n.d.,31:04 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0q0c,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0q0c-1-master.wav,355,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape75,"Aldous Huxley, reading aloud, poetry (tape 75)",,n.d.,31:12 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0q1w,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0q1w-1-master.wav,356,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape76,"Aldous Huxley, reading aloud, poetry (tape 76)",,n.d.,30:28 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0q2d,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0q2d-1-master.wav,357,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape77,"Aldous Huxley, reading aloud, poetry (tape 77)",,n.d.,30:42 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0q3x,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0q3x-1-master.wav,358,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape78,"Aldous Huxley, reading aloud, poetry (tape 78)",,n.d.,29:44 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0q4f,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0q4f-1-master.wav,359,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape79,"Aldous Huxley, reading aloud, poetry (tape 79)",,n.d.,24:36 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0q5z,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0q5z-1-master.wav,360,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape80,"Aldous Huxley, reading aloud, poetry (tape 80)",,n.d.,30:19 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0q6g,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0q6g-1-master.wav,361,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape81,"Aldous Huxley, reading aloud, poetry (tape 81)",,n.d.,25:44 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0q70,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0q70-1-master.wav,362,,,,,,sound recording-nonmusical,copyrighted,,,"Krishnamurti, J. (Jiddu), 1895-1986",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape82,"Jiddu Krishnamurti, speaking to audience [?] (tape 82)",,n.d.,48:57 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0q8h,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0q8h-1-master.wav,363,,,,,,sound recording-nonmusical,copyrighted,,,"Krishnamurti, J. (Jiddu), 1895-1986|~|Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape83,"Jiddu Krishnamurti, speaking to audience [?], Aldous Huxley conducting meditation; audio from unidentified film [?] (tape 83)",,n.d.,44:12 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0q91,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0q91-1-master.wav,364,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape84,Aldous Huxley reading aloud (tape 84),,n.d.,42:23 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0qbj,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0qbj-1-master.wav,365,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape85,"Aldous Huxley reading aloud, poetry (tape 85)",,n.d.,48:31 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0sk4,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0sk4-1-master.wav,366,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape86,"Aldous Huxley reading aloud, Shakespeare and religion; Buddhist text (tape 86)",,n.d.,32:17 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0smn,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0smn-1-master.wav,367,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape87,"Aldous Huxley reading aloud,  Buddhist texts (tape 87)",,n.d.,33:30 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0sn5,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0sn5-1-master.wav,368,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape88,Aldous Huxley reading aloud (tape 88),,n.d.,25:29 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0spp,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0spp-1-master.wav,369,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape89,Aldous Huxley reading aloud (tape 89),,n.d.,20:49 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0sq6,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0sq6-1-master.wav,370,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape90,Aldous Huxley reading aloud (tape 90),,n.d.,23:05 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0srq,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0srq-1-master.wav,371,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape91,Aldous Huxley reading aloud (tape 91),,n.d.,30:32 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0ss7,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0ss7-1-master.wav,372,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape92,"Aldous Huxley reading aloud, poetry, French (tape 92)",,n.d.,20:59 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0t8z,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0t8z-1-master.wav,373,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape93,"Aldous Huxley reading aloud, poetry (tape 93)",,n.d.,28:08 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0t9g,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0t9g-1-master.wav,374,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape94,"Aldous Huxley reading aloud, poetry (tape 94)",,n.d.,20:04 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0tb0,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0tb0-1-master.wav,375,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape95,"Aldous Huxley reading aloud, poetry (tape 95)",,n.d.,30:44 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0tch,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0tch-1-master.wav,376,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape96,"Aldous Huxley reading aloud, poetry (tape 96)",,n.d.,23:18 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0td1,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0td1-1-master.wav,377,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape97,"Aldous Huxley reading aloud, poetry (tape 97)",,n.d.,31:34 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0tfj,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0tfj-1-master.wav,378,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape98,"Aldous Huxley reading aloud, poetry (tape 98)",,n.d.,31:34 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0tg2,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0tg2-1-master.wav,379,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape99,"Aldous Huxley reading aloud, poetry (tape 99)",,n.d.,31:14 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0thk,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0thk-1-master.wav,380,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape100,Aldous Huxley reading aloud (tape 100),,n.d.,31:13 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0tj3,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0tj3-1-master.wav,381,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape101,"Aldous Huxley reading aloud, poetry, French (tape 101)",,n.d.,24:59 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0tkm,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0tkm-1-master.wav,382,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape102,"Aldous Huxley reading aloud, poetry, French (tape 102)",,n.d.,30:35 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0tm4,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0tm4-1-master.wav,383,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape103,"Aldous Huxley reading aloud, poetry (tape 103)",,n.d.,30:04 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0tnn,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0tnn-1-master.wav,384,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape104,"Aldous Huxley reading aloud, poetry (tape 104)",,n.d.,21:44 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0tp5,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0tp5-1-master.wav,385,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape105,"Aldous Huxley reading aloud, poetry (tape 105)",,n.d.,30:51 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0tqp,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0tqp-1-master.wav,386,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape106,"Aldous Huxley reading aloud, poetry (tape 106)",,n.d.,30:36 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0tr6,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0tr6-1-master.wav,387,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape107a,"Aldous Huxley discussion with faculty of Lake Forest College, Lake Forest, Ill (tape 107A)",,1960 Apr. 8,65:02 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0tsq,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0tsq-1-master.wav,388,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape107b,"Aldous Huxley, interview, Mike Wallace, ""Democracy Today & Tomorrow"", ABC-TV (tape 107B)",,1958 May 18,58:07 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0tt7,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0tt7-1-master.wav,389,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape108,"Aldous Huxley, lecture, ""The future is in our hands"" (tape 108)",,1959 Apr 27,58:56 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0tw8,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0tw8-1-master.wav,390,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape109a,"Aldous Huxley, discussion with Walter Allen and John Morgan, BBC, regarding ""On Art and Artists"" (tape 109A)",,1964 Dec 12,29:29 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0txs,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0txs-1-master.wav,391,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape109b,"Aldous Huxley, discussion with Walter Allen ""Talking about books: A discussion of books with Utopian themes"" (tape 109B)",,n.d.,28:56 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0tz9,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0tz9-1-master.wav,392,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording|~|(original tape damaged),uclamss_2009_tape110,"Aldous Huxley, lecture, Integrate education (tape 110)",,1959 Feb 9,42:14 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0v09,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0v09-1-master.wav,393,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape111,"Aldous Huxley, lecture, Man and his planet (tape 111)",,1959 Feb 16,60:55 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0v1t,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0v1t-1-master.wav,394,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape112,"Aldous Huxley, lecture, More nature in art (tape 112)",,1959 Mar 2,54:36 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0v2b,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0v2b-1-master.wav,395,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape113,"Aldous Huxley, lecture, More Population Explosion (The), Part I (tape 113)",,1959 Mar 9,37:54 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0v4c,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0v4c-1-master.wav,396,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape114,"Aldous Huxley, lecture, More Population Explosion (The), Part II (tape 114)",,1959 Mar 9,25:00 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0v5w,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0v5w-1-master.wav,397,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape115,"Aldous Huxley, lecture, How original is original sin, Part I (tape 115)",,1959 Mar16,39:40 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0v6d,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0v6d-1-master.wav,398,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape116,"Aldous Huxley, lecture, How original is original sin, Part II (tape 116)",,1959 Mar 16,19:53 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0v8f,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0v8f-1-master.wav,399,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape117,"Aldous Huxley, lecture, Communist science drops conscience, Part I (tape 117)",,1959 Apr 7,36:07 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b0vbg,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b0vbg-1-master.wav,400,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape118,"Aldous Huxley, lecture, Communist science drops conscience, Part II (tape 118)",,1959 Apr 7,31:42 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b10kg,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b10kg-1-master.wav,401,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape119,"Aldous Huxley, lecture, War and nationalism, part I (tape 119)",,1959 Apr 13,38:10 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b10m0,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b10m0-1-master.wav,402,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape120,"Aldous Huxley, lecture, War and nationalism, part II (tape 120)",,1959 Apr 13,24:47 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b10nh,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b10nh-1-master.wav,403,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape121,"Aldous Huxley, lecture, World's Future (The), Part I (tape 121)",,1959 Apr 20,35:34 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b10p1,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b10p1-1-master.wav,404,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape122,"Aldous Huxley, lecture, World's Future (The), Part II (tape 122)",,1959 Apr 20,31:13 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b10qj,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b10qj-1-master.wav,405,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape123,"Aldous Huxley, moderator, Darwin and Biology (tape 123)",,1959 Oct 23,54:32 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b10xn,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b10xn-1-master.wav,406,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape124,"Aldous Huxley, lecture, Art, Artist, and Society, UCSB (tape 124)",,1959 Jun 1,60:18 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b10z5,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b10z5-1-master.wav,407,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape125,"Aldous Huxley, lecture, Individual Life of Man (The) (tape 125)",,1959 Sept 21,54:02 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1105,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1105-1-master.wav,408,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape126,"Aldous Huxley, lecture,Problem of Human Nature (The) (tape 126)",,1959 Sept 28,50:20 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b111p,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b111p-1-master.wav,409,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape127,"Aldous Huxley, lecture, Ego(The) (tape 127)",,1959 Oct 5,61:14 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1126,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1126-1-master.wav,410,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape128,"Aldous Huxley, lecture, Unconscious (The) (tape 128)",,1959 Oct 12,64:52 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b113q,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b113q-1-master.wav,411,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape129,"Aldous Huxley, lecture, Language (tape 129)",,1959 Oct 26,53:52 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1147,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1147-1-master.wav,412,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape130,"Aldous Huxley, moderator, Darwin and Social Sciences (tape 130)",,1959 Nov 6,54:04 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b115r,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b115r-1-master.wav,413,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape131,"Aldous Huxley, lecture, Art (tape 131)",,1959 Nov 9,62:10 min.,,,,,,,,,,,,
