Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Thumbnail,Type.typeOfResource,Type.genre,Subject,Name.repository,Name.creator,Name.subject,Subject geographic,Name.photographer,Rights.copyrightStatus,Date.creation,Date.normalized,Alt ID.local,Description.note,Coverage.temporal,Title,AltTitle.descriptive,Coverage.geographic,AltTitle.uniform,Alt ID.collection,Language,"Latitude, Longitude ",Relation.isPartOf,Format.dimensions,Format.medium ,Format.extent,AltTitle.creator
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jk0h3,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","April 24, 1938",1938-04-24,125.1.7|~|6137-7|~|cleth_196906_amr6137_item07.wav,"Drum. Vocal: Male solo for much of item; Chorus enters after about 4:30.<br>Item time: 9:12 min.<br>Occasional pops and hiss. Vocal signal is weak; drum often drowns out vocal.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Chirakkal.<br>Country of recording: India",1938-1939,Narasimha song (Thottam) from Cherukunu,,Chirakkal (India),,,,,,,,09:12 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jk0k4,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional|~|Group song,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","April 19, 1938",1938-04-19,6138-1|~|126.1.1|~|cleth_196906_amr6138_item01.wav,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Mambaram.<br>Country of recording: India|~|Vocal: Male leader - Chorus.<br>Item time: 1:36 min.<br>Static and pops. Signal weak compared to noise.",1938-1939,Opani patu (Catalogue of the Prophets),,Mambaram (India),,,,,,,,01:36 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jk0mn,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional|~|Group song,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","April 19, 1938",1938-04-19,cleth_196906_amr6138_item02.wav|~|6138-2|~|126.1.2,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Mambaram.<br>Country of recording: India|~|Vocal: Male leader - Chorus.<br>Item time: 5:19 min.<br>Static and pops. Signal weak compared to noise. Fades out.",1938-1939,Origin of the Moplah Kings of Cherur,,Mambaram (India),,,,,,,,05:19 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jk0n5,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","April 19, 1938",1938-04-19,cleth_196906_amr6138_item03.wav|~|6138-3|~|126.1.3,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Mambaram.<br>Country of recording: India|~|Vocal: Male solo.<br>Item time: 2:21 min.<br>Static.",1938-1939,Names of the Prophet and incidents at his birth,(In Arabic),Mambaram (India),,,ara Arabic,,,,,02:21 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jk0pp,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","April 19, 1938",1938-04-19,cleth_196906_amr6138_item04.wav|~|126.1.4|~|6138-4,"Percussion. Vocal: Male leader - Chorus.<br>Item time: 5:00 min.<br>Noisy recording, with static, hiss and occasional pops. Quality gradually degrades.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Mallapuram (Mamburam) [Malappuram].<br>Country of recording: India",1938-1939,Song about Malappuram Naca (Channons?),Festival,Mallapuram (India),,,,,,,,05:00 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jk0q6,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","April 19, 1938",1938-04-19,cleth_196906_amr6138_item05.wav|~|126.1.5|~|6138-5,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Mallapuram (Mamburam) [Malappuram].<br>Country of recording: India|~|Vocal: Small male ensemble (duo or trio?).<br>Item time: 2:03 min.<br>Noisy recording, with static, hiss and occasional pops.",1938-1939,Moral discourse (sadupadesha),,Mallapuram (India),,,,,,,,02:03 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jk0rq,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","April 19, 1938",1938-04-19,126.1.6|~|6138-6|~|cleth_196906_amr6138_item06.wav,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Mallapuram (Mamburam) [Malappuram].<br>Country of recording: India|~|Vocal: Male solo.<br>Item time: 4:03 min.<br>Ballad about the battle of Badar (cf the Prophet Muhammad). Very noisy, with static, hiss and pops. Dropout at :15.",1938-1939,Ballad about the battle of Badar,,Mallapuram (India),,,,,,,,04:03 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jk0s7,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","April 19, 1938",1938-04-19,126.1.7|~|cleth_196906_amr6138_item07.wav|~|6138-7,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Mallapuram (Mamburam) [Malappuram].<br>Country of recording: India|~|Vocal: Male solo.<br>Item time: 2:57 min.<br>Opani patu - conversation of the Prophet with the King of Damascus. Noisy, with static, hiss and pops. Fades out.",1938-1939,Opani patu,,Mallapuram (India),,,,,,,,02:57 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jk0tr,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","April 19, 1938",1938-04-19,6139-1|~|127.1.1|~|cleth_196906_amr6139_item01.wav,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Mallapuram (Mamburam) [Malappuram].<br>Country of recording: India|~|Vocal: Male solo.<br>Item time: 1:35 min.<br>Static, occasional pops. Signal fades a bit at :55.",1938-1939,Koran fragment,Religious (Islam),Mallapuram (India),,,,,,,,01:35 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jk0v8,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","April 19, 1938",1938-04-19,127.1.2|~|cleth_196906_amr6139_item02.wav|~|6139-2,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Mallapuram (Mamburam) [Malappuram].<br>Country of recording: India|~|Vocal: Male solo.<br>Item time: 2:15 min.<br>Static, occasional pops.",1938-1939,Koran fragment - introductory speech at marriage,Religious (Islam),Mallapuram (India),,,,,,,,02:15 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jk0ws,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional|~|Group song,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","April 19, 1938",1938-04-19,cleth_196906_amr6139_item03.wav|~|127.1.3|~|6139-3,"Sticks. Vocal: Small male group.<br>Item time: 8:26 min.<br>Static, occasional pops. Third song begins very quietly. Several dropouts from third song on. Some material repeated at end of item.|~|Performers: Fishermen of the village.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Parappanangadi.<br>Country of recording: India",1938-1939,Four Islamic kolatam songs,Kolatam (sticks)|~|Religious (Islam),Parappanangadi (India),,,,,,,,08:26 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jk0x9,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional|~|Group song,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","April 20, 1938",1938-04-20,cleth_196906_amr6139_item04.wav|~|127.1.4|~|6139-4,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Pollangode Estate [Pullangode Rubber Estate, Manjeri (vicinity)].<br>Country of recording: India|~|Sticks. Vocal: Male group.<br>Item time: 4:51 min.<br>Music starts 8 sec into item. A lot of background noise at first. At 2:00 sounds like a new song.",1938-1939,Moplah coolees singing Kolatam,Kolatam (sticks),Pollangode Estate (India),,,,,,,,04:51 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jk0zt,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional|~|Group song,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","April 20, 1938",1938-04-20,6139-5|~|cleth_196906_amr6139_item05.wav|~|127.1.5,"Vocal: Mixed (?) male and female.<br>Item time: 3:27 min.<br>Some hiss.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Pollangode Estate [Pullangode Rubber Estate, Manjeri (vicinity)].<br>Country of recording: India",1938-1939,Four coolees singing in pairs,,Pollangode Estate (India),,,,,,,,03:27 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jk10t,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","April 20, 1938",1938-04-20,cleth_196906_amr6139_item06.wav|~|6139-6|~|127.1.6,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Pollangode Estate [Pullangode Rubber Estate, Manjeri (vicinity)].<br>Country of recording: India|~|Vocal: Male solo.<br>Item time: 2:24 min.<br>Begins abruptly. Some hiss.",1938-1939,Song about the Prophet Muhammad,Religious (Islam),Pollangode Estate (India),,,,,,,,02:24 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jk12v,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional|~|Group song,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","April 20, 1938",1938-04-20,127.1.7|~|cleth_196906_amr6139_item07.wav|~|6139-7,"Footstomping (?) Vocal: Female leader - Chorus.<br>Item time: 2:05 min.<br> Fades in. Some hiss. Fades out.|~|Performers: Moplah women|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Pollangode Estate [Pullangode Rubber Estate, Manjeri (vicinity)].<br>Country of recording: India",1938-1939,Song about Paradise,Religious (Islam),Pollangode Estate (India),,,,,,,,02:05 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jk13c,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional|~|Group song,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","April 20, 1938",1938-04-20,cleth_196906_amr6139_item08.wav|~|127.1.8|~|6139-8,"Footstomping (?) Vocal: Female leader - Chorus.<br>Item time: 1:59 min.<br>Some hiss. Fades out.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Pollangode [Pullangode Rubber Estate, Manjeri (vicinity)] Estate.<br>Country of recording: India|~|Performers: Moplah women",1938-1939,Song about the Prophet Muhammad,Religious (Islam),Pollangode Estate (India),,,,,,,,01:59 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jk14w,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional|~|Group song,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","April 20, 1938",1938-04-20,6140-1|~|cleth_196906_amr6140_item01.wav|~|128.1.1,"Vocal: Male group.<br>Item time: 1:56 min.<br>Begins in middle of the item? Weak signal. Numerous dropouts and hiss. Ends abruptly.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Pollangode Estate [Pullangode Rubber Estate, Manjeri (vicinity)].<br>Country of recording: India",1938-1939,Cherimes: Prayer for health of Master,,Pollangode Estate (India),,,,,,,,01:56 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jk15d,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional|~|Group song,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","April 20, 1938",1938-04-20,cleth_196906_amr6140_item02.wav|~|6140-2|~|128.1.2,"Performers: Aranadan Hillfolk|~|Vocal: Male and female solo.<br>Item time: 3:20? min.<br>Numerous dropouts. Hiss, occasional pops. 10 sec dropout at 1:45. Uncertain when item ends.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Pollangode Estate [Pullangode Rubber Estate, Manjeri (vicinity)].<br>Country of recording: India",1938-1939,Cry,,Pollangode Estate (India),,,,,,,,03:20? min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jk16x,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional|~|Group song,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","April 20, 1938",1938-04-20,6140-3|~|128.1.3|~|cleth_196906_amr6140_item03.wav,"Vocal: Mixed group.<br>Item time: 2:10? min.<br>Numerous dropouts. Hiss. Uncertain when item begins.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Pollangode Estate [Pullangode Rubber Estate, Manjeri (vicinity)].<br>Country of recording: India|~|Performers: Aranadan Hillfolk",1938-1939,Three men singing with trance-like dance,Dance,Pollangode Estate (India),,,,,,,,02:10? min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jk17f,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","April 20, 1938",1938-04-20,128.1.4|~|cleth_196906_amr6140_item04.wav|~|6140-4,"Vocal: Male solo.<br>Item time: 2:51 min.<br>Starts out with a lot of dropouts. Quickly improves.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Pollangode Estate [Pullangode Rubber Estate, Manjeri (vicinity)].<br>Country of recording: India",1938-1939,Moplah description of woman,,Pollangode Estate (India),,,,,,,,02:51 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jk18z,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","April 20, 1938",1938-04-20,128.1.5|~|6140-5|~|cleth_196906_amr6140_item05.wav,"Sticks? Vocal: Male solo.<br>Item time: 1:57 min.<br>A lot of static, occasional dropouts at the beginning of the item. Quality improves somewhat although hiss remains.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Pollangode Estate [Pullangode Rubber Estate, Manjeri (vicinity)].<br>Country of recording: India|~|Performers: Hindu tapper",1938-1939,Krishna song,,Pollangode Estate (India),,,,,,,,01:57 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jk19g,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","April 22, 1938",1938-04-22,cleth_196906_amr6140_item06.wav|~|128.1.6|~|6140-6,"Vocal: Male solo.<br>Item time: 2:44 min.<br>Some hiss.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Calicut.<br>Country of recording: India|~|Performers: Blind singer, Saiyad Ismail (vakil) Khira of Kalpeni",1938-1939,Laccadavian song about Prophet and spread of Islam,(In Arabic),Calicut (India),,,ara Arabic,,,,,02:44 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jk1b0,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","April 22, 1938",1938-04-22,6140-7|~|cleth_196906_amr6140_item07.wav|~|128.1.7,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Calicut.<br>Country of recording: India|~|Vocal: Male solo.<br>Item time: 0:38 min.<br>A lot of static. Starts and stops, then starts again. Fades out.",1938-1939,Boatlanding song,Boatlanding,Calicut (India),,,,,,,,00:38 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jk1ch,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional|~|Group song,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","April 22, 1938",1938-04-22,cleth_196906_amr6140_item08.wav|~|6140-8|~|128.1.8,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Calicut.<br>Country of recording: India|~|Drums; Auxiliary percussion. Vocal: Leader - Small group.<br>Item time: 1:48 min.<br>Begins abruptly. Long dropout at about :30. Static and hiss. Fades out.",1938-1939,Fall of Adam,,Calicut (India),,,,,,,,01:48 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jk1d1,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan","Bakr, Kauruthi Abu ",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","April 22, 1938",1938-04-22,6140-9|~|cleth_196906_amr6140_item09.wav|~|128.1.9,"Vocal: Male solo.<br>Item time: ?  min.<br>Uncertain when this item ends. Total time for Archive Master Items 6140-9 through 11 is 4:11.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Calicut.<br>Country of recording: India|~|Performer: Kauruthi Abu Bakr",1938-1939,Marriage song - blessing the groom,Wedding,Calicut (India),,,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jk1g2,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan","Bakr, Kauruthi Abu ",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","April 22, 1938",1938-04-22,6140-10|~|128.1.10|~|cleth_196906_amr6140_item10.wav,"Performer: Kauruthi Abu Bakr|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Calicut.<br>Country of recording: India|~|Vocal: Male solo.<br>Item time: ?  min.<br>Uncertain when this item begins and ends. Total time for Archive Master Items 6140-9 through 11 is 4:11.",1938-1939,Rowing song,Rowing,Calicut (India),,,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002jk1hk,ark:/21198/zz002gcntd,4,Derived,Work,,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan","Bakr, Kauruthi Abu ",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","April 22, 1938",1938-04-22,128.1.11|~|6140-11|~|cleth_196906_amr6140_item11.wav,"Performer: Kauruthi Abu Bakr|~|Vocal: Male solo.<br>Item time: ?  min.<br>Uncertain when this item begins. Total time for Archive Master Items 6140-9 through 11 is 4:11.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Calicut.<br>Country of recording: India",1938-1939,Bridegroom going to bride's house,Wedding,Calicut (India),,,,,,,,,
