Object Type,Parent ARK,Item ARK,File name,local ID,Title,Publisher.place,Contributor.editor,volume | issue,Date.created (single),Date.created,Language | code,TypeOfResource,Genre,PhysicalDescription.extent,Institution/Repository,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Note.content,Subject.topic
Work,ark:/21198/z1bc6271,ark:/21198/z1nw1n1f,ihc_bohemia_19241102.pdf,ihc_bohemia_19241102,Revista Bohemia 1924-11-02,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 15 | no. 43,1924-11-02,2 de noviembre de 1924,spa,text,magazines (periodicals),28 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1j40wbg,ihc_bohemia_19241109.pdf,ihc_bohemia_19241109,Revista Bohemia 1924-11-09,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 15 | no. 44,1924-11-09,9 de noviembre de 1924,spa,text,magazines (periodicals),28 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1dc04p1,ihc_bohemia_19241116.pdf,ihc_bohemia_19241116,Revista Bohemia 1924-11-16,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 15 | no. 45,1924-11-16,16 de noviembre de 1924,spa,text,magazines (periodicals),28 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z18k9cwv,ihc_bohemia_19241123.pdf,ihc_bohemia_19241123,Revista Bohemia 1924-11-23,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 15 | no. 46,1924-11-23,23 de noviembre de 1924,spa,text,magazines (periodicals),28 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z14t8n5j,ihc_bohemia_19241130.pdf,ihc_bohemia_19241130,Revista Bohemia 1924-11-30,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 15 | no. 47,1924-11-30,30 de noviembre de 1924,spa,text,magazines (periodicals),28 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1127wdp,ihc_bohemia_19241207.pdf,ihc_bohemia_19241207,Revista Bohemia 1924-12-07,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 15 | no. 48,1924-12-07,7 de diciembre de 1924,spa,text,magazines (periodicals),32 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1wd63b3,ihc_bohemia_19241214.pdf,ihc_bohemia_19241214,Revista Bohemia 1924-12-14,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 15 | no. 49,1924-12-14,14 de diciembre de 1924,spa,text,magazines (periodicals),32 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1rn5bmc,ihc_bohemia_19241221.pdf,ihc_bohemia_19241221,Revista Bohemia 1924-12-21,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 15 | no. 50,1924-12-21,21 de diciembre de 1924,spa,text,magazines (periodicals),28 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1mw4kx3,ihc_bohemia_19241228.pdf,ihc_bohemia_19241228,Revista Bohemia 1924-12-28,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 15 | no. 51,1924-12-28,28 de diciembre de 1924,spa,text,magazines (periodicals),28 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1h43v80,ihc_bohemia_19250104.pdf,ihc_bohemia_19250104,Revista Bohemia 1925-01-04,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 01,1925-01-04,4 de enero de 1925 ,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1cc33h6,ihc_bohemia_19250111.pdf,ihc_bohemia_19250111,Revista Bohemia 1925-01-11,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 02,1925-01-11,11 de enero de 1925 ,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z17m2bqk,ihc_bohemia_19250118.pdf,ihc_bohemia_19250118,Revista Bohemia 1925-01-18,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 03,1925-01-18,18 de enero de 1925,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z13v1kzd,ihc_bohemia_19250125.pdf,ihc_bohemia_19250125,Revista Bohemia 1925-01-25,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 04,1925-01-25,25 de enero de 1925,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1059jq2,ihc_bohemia_19250201.pdf,ihc_bohemia_19250201,Revista Bohemia 1925-02-01,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 05,1925-02-01,1 de febrero de 1925,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1vd9275,ihc_bohemia_19250208.pdf,ihc_bohemia_19250208,Revista Bohemia 1925-02-08,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 06,1925-02-08,8 de febrero de 1925,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1qn89kb,ihc_bohemia_19250215.pdf,ihc_bohemia_19250215,Revista Bohemia 1925-02-15,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 07,1925-02-15,15 de febrero de 1925,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1kw7jvm,ihc_bohemia_19250222.pdf,ihc_bohemia_19250222,Revista Bohemia 1925-02-22,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 08,1925-02-22,22 de febrero de 1925 ,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1g46t4m,ihc_bohemia_19250301.pdf,ihc_bohemia_19250301,Revista Bohemia 1925-03-01,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 09,1925-03-01,1 de marzo de 1925,spa,text,magazines (periodicals),40 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1bc629x,ihc_bohemia_19250308.pdf,ihc_bohemia_19250308,Revista Bohemia 1925-03-08,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 10,1925-03-08,8 de marzo de 1925 ,spa,text,magazines (periodicals),28 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z16m59k6,ihc_bohemia_19250315.pdf,ihc_bohemia_19250315,Revista Bohemia 1925-03-15,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 11,1925-03-15,15 de marzo de 1925 ,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z12z389n,ihc_bohemia_19250322.pdf,ihc_bohemia_19250322,Revista Bohemia 1925-03-22,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 12,1925-03-22,22 de marzo de 1925 ,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1z62rt8,ihc_bohemia_19250329.pdf,ihc_bohemia_19250329,Revista Bohemia 1925-03-29,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 13,1925-03-29,29 de marzo de 1925 ,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1tf214s,ihc_bohemia_19250405.pdf,ihc_bohemia_19250405,Revista Bohemia 1925-04-05,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 14,1925-04-05,5 de abril de 1925 ,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1pp18gz,ihc_bohemia_19250412.pdf,ihc_bohemia_19250412,Revista Bohemia 1925-04-12,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 15,1925-04-12,12 de abril de 1925,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1jx0hqs,ihc_bohemia_19250419.pdf,ihc_bohemia_19250419,Revista Bohemia 1925-04-19,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 16,1925-04-19,19 de abril de 1925 ,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1f49rzc,ihc_bohemia_19250426.pdf,ihc_bohemia_19250426,Revista Bohemia 1925-04-26,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 17,1925-04-26,26 de abril de 1925 ,spa,text,magazines (periodicals),28 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z19c9160,ihc_bohemia_19250503.pdf,ihc_bohemia_19250503,Revista Bohemia 1925-05-03,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 18,1925-05-03,3 de mayo de 1925 ,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z15q6zvr,ihc_bohemia_19250510.pdf,ihc_bohemia_19250510,Revista Bohemia 1925-05-10,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 19,1925-05-10,10 de mayo de 1925 ,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z11z6758,ihc_bohemia_19250517.pdf,ihc_bohemia_19250517,Revista Bohemia 1925-05-17,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 20,1925-05-17,17 de mayo de 1925 ,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1x65qqb,ihc_bohemia_19250524.pdf,ihc_bohemia_19250524,Revista Bohemia 1925-05-24,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 21,1925-05-24,24 de mayo de 1925 ,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1sf500d,ihc_bohemia_19250531.pdf,ihc_bohemia_19250531,Revista Bohemia 1925-05-31,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 22,1925-05-31,31 de mayo de 1925 ,spa,text,magazines (periodicals),28 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1np476s,ihc_bohemia_19250607.pdf,ihc_bohemia_19250607,Revista Bohemia 1925-06-07,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 23,1925-06-07,7 de junio de 1925 ,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1hx3gfm,ihc_bohemia_19250614.pdf,ihc_bohemia_19250614,Revista Bohemia 1925-06-14,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 24,1925-06-14,14 de junio de 1925 ,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1d52qq6,ihc_bohemia_19250621.pdf,ihc_bohemia_19250621,Revista Bohemia 1925-06-21,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 25,1925-06-21,21 de junio de 1925 ,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z18h0pg3,ihc_bohemia_19250628.pdf,ihc_bohemia_19250628,Revista Bohemia 1925-06-28,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 26,1925-06-28,28 de junio de 1925 ,spa,text,magazines (periodicals),30 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z14q9xrt,ihc_bohemia_19250705.pdf,ihc_bohemia_19250705,Revista Bohemia 1925-07-05,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 27,1925-07-05,5 de julio de 1925,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z10z963s,ihc_bohemia_19250712.pdf,ihc_bohemia_19250712,Revista Bohemia 1925-07-12,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 28,1925-07-12,12 de julio de 1925,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1w68pkz,ihc_bohemia_19250719.pdf,ihc_bohemia_19250719,Revista Bohemia 1925-07-19,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 29,1925-07-19,19 de julio de 1925,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1rf7xv7,ihc_bohemia_19250726.pdf,ihc_bohemia_19250726,Revista Bohemia 1925-07-26,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 30,1925-07-26,26 de julio de 1925,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1mp762d,ihc_bohemia_19250802.pdf,ihc_bohemia_19250802,Revista Bohemia 1925-08-02,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 31,1925-08-02,2 de agosto de 1925 ,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1h154t6,ihc_bohemia_19250809.pdf,ihc_bohemia_19250809,Revista Bohemia 1925-08-09,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 32,1925-08-09,9 de agosto de 1925 ,spa,text,magazines (periodicals),32 pages,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1c84d3w,ihc_bohemia_19250816.pdf,ihc_bohemia_19250816,Revista Bohemia 1925-08-16,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 33,1925-08-16,16 de agosto de 1925,spa,text,magazines (periodicals),30 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z17h3nc5,ihc_bohemia_19250823.pdf,ihc_bohemia_19250823,Revista Bohemia 1925-08-23,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 34,1925-08-23,23 de agosto de 1925 ,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z13r2wpw,ihc_bohemia_19250830.pdf,ihc_bohemia_19250830,Revista Bohemia 1925-08-30,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 35,1925-08-30,30 de agosto de 1925 ,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z10024zv,ihc_bohemia_19250906.pdf,ihc_bohemia_19250906,Revista Bohemia 1925-09-06,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 36,1925-09-06,6 de septiembre de 1925 ,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1v71ndp,ihc_bohemia_19250913.pdf,ihc_bohemia_19250913,Revista Bohemia 1925-09-13,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 37,1925-09-13,13 de septiembre de 1925 ,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1qg0wpz,ihc_bohemia_19250920.pdf,ihc_bohemia_19250920,Revista Bohemia 1925-09-20,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 38,1925-09-20,20 de septiembre de 1925 ,spa,text,magazines (periodicals),34 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1ks8vbz,ihc_bohemia_19250927.pdf,ihc_bohemia_19250927,Revista Bohemia 1925-09-27,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 39,1925-09-27,27 de septiembre de 1925 ,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1g183kg,ihc_bohemia_19251004.pdf,ihc_bohemia_19251004,Revista Bohemia 1925-10-04,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 40,1925-10-04,4 de octubre de 1925 ,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1b87bxn,ihc_bohemia_19251011.pdf,ihc_bohemia_19251011,Revista Bohemia 1925-10-11,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 41,1925-10-11,11 de octubre de 1925 ,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z16h6m7s,ihc_bohemia_19251018.pdf,ihc_bohemia_19251018,Revista Bohemia 1925-10-18,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 42,1925-10-18,18 de octubre de 1925 ,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z12r5vh2,ihc_bohemia_19251025.pdf,ihc_bohemia_19251025,Revista Bohemia 1925-10-25,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 43,1925-10-25,25 de octubre de 1925 ,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1z05bz5,ihc_bohemia_19251108.pdf,ihc_bohemia_19251108,Revista Bohemia 1925-11-08,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 45,1925-11-08,8 de noviembre de 1925 ,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1t74m7v,ihc_bohemia_19251115.pdf,ihc_bohemia_19251115,Revista Bohemia 1925-11-15,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 46,1925-11-15,15 de noviembre de 1925,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
Work,ark:/21198/z1bc6271,ark:/21198/z1pk2jzw,ihc_bohemia_19251122.pdf,ihc_bohemia_19251122,Revista Bohemia 1925-11-22,Havana (Cuba),Miguel Ángel Quevedo y Pérez,vol. 16 | no. 47,1925-11-22,22 de noviembre de 1925 ,spa,text,magazines (periodicals),32 pages ,Instituto de Historia de Cuba,unknown,published,"http://www.ihc.cu/, webmaster@ihc.cu",,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals
