Object Type,Title,Item ARK,Parent ARK,File Name,Item Sequence,Contents note,Date.created,Date.normalized,Format.extent,Genre,Language,Local identifier,Place of origin,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,viewingHint,Name.editor,Subject topic,volume | issue,IIIF Manifest URL
Work,Revista Bohemia 1910-05-07,ark:/21198/z12v4jsk,ark:/21198/z1bc6271,,,,7 de mayo de 1910,1910-05-06,15 pages,magazines (periodicals),spa,ihc_bohemia_19100507,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y Pérez,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 01,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12v4jsk/manifest
Work,Revista Bohemia 1928-09-23,ark:/21198/z19p54fz,ark:/21198/z1bc6271,,,,23 de septiembre de 1928,1928-09-23,82 pages,magazines (periodicals),spa,ihc_bohemia_19280923,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 20 | no. 39,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19p54fz/manifest
Work,Revista Bohemia 1928-09-30,ark:/21198/z15x4crp,ark:/21198/z1bc6271,,,,30 de septiembre de 1928,1928-09-30,75 pages,magazines (periodicals),spa,ihc_bohemia_19280930,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 20 | no. 40,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15x4crp/manifest
Work,Revista Bohemia 1928-10-07,ark:/21198/z1253n24,ark:/21198/z1bc6271,,,,7 de octubre de 1928,1928-10-07,79 pages,magazines (periodicals),spa,ihc_bohemia_19281007,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 20 | no. 41,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1253n24/manifest
Work,Revista Bohemia 1928-10-14,ark:/21198/z1xd34hx,ark:/21198/z1bc6271,,,,14 de octubre de 1928,1928-10-14,75 pages,magazines (periodicals),spa,ihc_bohemia_19281014,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 20 | no. 42,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xd34hx/manifest
Work,Revista Bohemia 1928-10-21,ark:/21198/z1sn2cs6,ark:/21198/z1bc6271,,,,21 de octubre de 1928,1928-10-21,79 pages,magazines (periodicals),spa,ihc_bohemia_19281021,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 20 | no. 43,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sn2cs6/manifest
Work,Revista Bohemia 1928-10-28,ark:/21198/z1p00bf2,ark:/21198/z1bc6271,,,,28 de octubre de 1928,1928-10-28,77 pages,magazines (periodicals),spa,ihc_bohemia_19281028,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 20 | no. 44,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p00bf2/manifest
Work,Revista Bohemia 1928-11-04,ark:/21198/z1j69kpb,ark:/21198/z1bc6271,,,,4 de noviembre de 1928,1928-11-04,80 pages,magazines (periodicals),spa,ihc_bohemia_19281104,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 20 | no. 45,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j69kpb/manifest
Work,Revista Bohemia 1928-11-11,ark:/21198/z1df8v0g,ark:/21198/z1bc6271,,,,11 de noviembre de 1928,1928-11-11,81 pages,magazines (periodicals),spa,ihc_bohemia_19281111,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 20 | no. 46,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1df8v0g/manifest
Work,Revista Bohemia 1928-11-18,ark:/21198/z18p83b1,ark:/21198/z1bc6271,,,,18 de noviembre de 1928,1928-11-18,80 pages,magazines (periodicals),spa,ihc_bohemia_19281118,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 20 | no. 47,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18p83b1/manifest
Work,Revista Bohemia 1928-11-25,ark:/21198/z14x7bm9,ark:/21198/z1bc6271,,,,25 de noviembre de 1928,1928-11-25,84 pages,magazines (periodicals),spa,ihc_bohemia_19281125,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 20 | no. 48,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14x7bm9/manifest
Work,Revista Bohemia 1928-12-02,ark:/21198/z1156kww,ark:/21198/z1bc6271,,,,2 de diciembre de 1928,1928-12-02,80 pages,magazines (periodicals),spa,ihc_bohemia_19281202,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 20 | no. 49,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1156kww/manifest
Work,Revista Bohemia 1928-12-09,ark:/21198/z1wd63cj,ark:/21198/z1bc6271,,,,9 de diciembre de 1928,1928-12-09,80 pages,magazines (periodicals),spa,ihc_bohemia_19281209,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 20 | no. 50,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wd63cj/manifest
Work,Revista Bohemia 1928-12-16,ark:/21198/z1rr422j,ark:/21198/z1bc6271,,,,16 de diciembre de 1928,1928-12-16,74 pages,magazines (periodicals),spa,ihc_bohemia_19281216,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 20 | no. 51,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rr422j/manifest
Work,Revista Bohemia 1928-12-23,ark:/21198/z1n039b4,ark:/21198/z1bc6271,,,,23 de diciembre de 1928,1928-12-23,110 pages,magazines (periodicals),spa,ihc_bohemia_19281223,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 20 | no. 52,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1n039b4/manifest
Work,Revista Bohemia 1929-01-06,ark:/21198/z1h72jkz,ark:/21198/z1bc6271,,,,6 de enero de 1929,1929-01-06,80 pages,magazines (periodicals),spa,ihc_bohemia_19290106,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 01,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h72jkz/manifest
Work,Revista Bohemia 1929-01-13,ark:/21198/z1cg1swp,ark:/21198/z1bc6271,,,,13 de enero de 1929,1929-01-13,80 pages,magazines (periodicals),spa,ihc_bohemia_19290113,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 02,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cg1swp/manifest
Work,Revista Bohemia 1929-01-20,ark:/21198/z17q127n,ark:/21198/z1bc6271,,,,20 de enero de 1929,1929-01-20,82 pages,magazines (periodicals),spa,ihc_bohemia_19290120,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 03,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17q127n/manifest
Work,Revista Bohemia 1929-01-27,ark:/21198/z13z09gg,ark:/21198/z1bc6271,,,,27 de enero de 1929,1929-01-27,84 pages,magazines (periodicals),spa,ihc_bohemia_19290127,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 04,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13z09gg/manifest
Work,Revista Bohemia 1929-02-03,ark:/21198/z1059jrh,ark:/21198/z1bc6271,,,,3 de febrero de 1929 ,1929-02-03,82 pages,magazines (periodicals),spa,ihc_bohemia_19290203,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 05,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1059jrh/manifest
Work,Revista Bohemia 1929-02-17,ark:/21198/z1vh7rpj,ark:/21198/z1bc6271,,,,17 de febrero de 1929,1929-02-17,82 pages,magazines (periodicals),spa,ihc_bohemia_19290217,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 07,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vh7rpj/manifest
Work,Revista Bohemia 1929-02-24,ark:/21198/z1qr70xr,ark:/21198/z1bc6271,,,,24 de febrero de 1929,1929-02-24,80 pages,magazines (periodicals),spa,ihc_bohemia_19290224,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 08,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qr70xr/manifest
Work,Revista Bohemia 1929-03-03,ark:/21198/z1m06876,ark:/21198/z1bc6271,,,,3 de marzo de 1929,1929-03-03,80 pages,magazines (periodicals),spa,ihc_bohemia_19290303,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 09,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1m06876/manifest
Work,Revista Bohemia 1929-03-10,ark:/21198/z1g75hjx,ark:/21198/z1bc6271,,,,10 de marzo de 1929,1929-03-10,82 pages,magazines (periodicals),spa,ihc_bohemia_19290310,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 10,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1g75hjx/manifest
Work,Revista Bohemia 1929-03-17,ark:/21198/z1bg4rvn,ark:/21198/z1bc6271,,,,17 de marzo de 1929 ,1929-03-17,92 pages,magazines (periodicals),spa,ihc_bohemia_19290317,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 11,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bg4rvn/manifest
Work,Revista Bohemia 1929-03-24,ark:/21198/z16q412t,ark:/21198/z1bc6271,,,,24 de marzo de 1929,1929-03-24,82 pages,magazines (periodicals),spa,ihc_bohemia_19290324,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 12,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16q412t/manifest
Work,Revista Bohemia 1929-03-31,ark:/21198/z12z38b3,ark:/21198/z1bc6271,,,,31 de marzo de 1929,1929-03-31,90 pages,magazines (periodicals),spa,ihc_bohemia_19290331,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 13,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12z38b3/manifest
Work,Revista Bohemia 1929-04-06,ark:/21198/z1z91g70,ark:/21198/z1bc6271,,,,6 de abril de 1929,1929-04-06,80 pages,magazines (periodicals),spa,ihc_bohemia_19290406,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 14,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z91g70/manifest
Work,Revista Bohemia 1929-04-14,ark:/21198/z1tj0qgt,ark:/21198/z1bc6271,,,,14 de abril de 1929,1929-04-14,80 pages,magazines (periodicals),spa,ihc_bohemia_19290414,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 15,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tj0qgt/manifest
Work,Revista Bohemia 1929-04-21,ark:/21198/z1pr9zrj,ark:/21198/z1bc6271,,,,21 de abril de 1929,1929-04-21,78 pages,magazines (periodicals),spa,ihc_bohemia_19290421,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 16,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pr9zrj/manifest
Work,Revista Bohemia 1929-04-28,ark:/21198/z1k0973t,ark:/21198/z1bc6271,,,,28 de abril de 1929,1929-04-28,78 pages,magazines (periodicals),spa,ihc_bohemia_19290428,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 17,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k0973t/manifest
Work,Revista Bohemia 1929-05-05,ark:/21198/z1f78gc3,ark:/21198/z1bc6271,,,,5 de mayo de 1929,1929-05-05,80 pages,magazines (periodicals),spa,ihc_bohemia_19290505,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 18,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f78gc3/manifest
Work,Revista Bohemia 1929-05-12,ark:/21198/z19g7qnc,ark:/21198/z1bc6271,,,,12 de mayo de 1929,1929-05-12,80 pages,magazines (periodicals),spa,ihc_bohemia_19290512,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 19,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19g7qnc/manifest
Work,Revista Bohemia 1929-05-19,ark:/21198/z15q6zw6,ark:/21198/z1bc6271,,,,19 de mayo de 1929,1929-05-19,84 pages,magazines (periodicals),spa,ihc_bohemia_19290519,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 20,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15q6zw6/manifest
Work,Revista Bohemia 1929-05-26,ark:/21198/z1224xkh,ark:/21198/z1bc6271,,,,26 de mayo de 1929 ,1929-05-26,80 pages,magazines (periodicals),spa,ihc_bohemia_19290526,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 21,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1224xkh/manifest
Work,Revista Bohemia 1929-06-02,ark:/21198/z1x94f3m,ark:/21198/z1bc6271,,,,2 de junio de 1929,1929-06-02,84 pages,magazines (periodicals),spa,ihc_bohemia_19290602,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 22,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x94f3m/manifest
Work,Revista Bohemia 1929-06-09,ark:/21198/z1sj3pdb,ark:/21198/z1bc6271,,,,9 de junio de 1929,1929-06-09,82 pages,magazines (periodicals),spa,ihc_bohemia_19290609,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 23,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sj3pdb/manifest
Work,Revista Bohemia 1929-06-16,ark:/21198/z1ns2xrh,ark:/21198/z1bc6271,,,,16 de junio de 1929,1929-06-16,82 pages,magazines (periodicals),spa,ihc_bohemia_19290616,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 24,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ns2xrh/manifest
Work,Revista Bohemia 1929-06-23,ark:/21198/z1j1261w,ark:/21198/z1bc6271,,,,23 de junio de 1929,1929-06-23,80 pages,magazines (periodicals),spa,ihc_bohemia_19290623,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 25,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j1261w/manifest
Work,Revista Bohemia 1929-06-30,ark:/21198/z1d81f78,ark:/21198/z1bc6271,,,,30 de junio de 1929,1929-06-30,82 pages,magazines (periodicals),spa,ihc_bohemia_19290630,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 26,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1d81f78/manifest
Work,Revista Bohemia 1929-07-07,ark:/21198/z18h0phj,ark:/21198/z1bc6271,,,,7 de julio de 1929 ,1929-07-07,78 pages,magazines (periodicals),spa,ihc_bohemia_19290707,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 27,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18h0phj/manifest
Work,Revista Bohemia 1929-07-14,ark:/21198/z14t8n60,ark:/21198/z1bc6271,,,,14 de julio de 1929,1929-07-14,84 pages,magazines (periodicals),spa,ihc_bohemia_19290714,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 28,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14t8n60/manifest
Work,Revista Bohemia 1929-07-21,ark:/21198/z1127wf4,ark:/21198/z1bc6271,,,,21 de julio de 1929 ,1929-07-21,82 pages,magazines (periodicals),spa,ihc_bohemia_19290721,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 29,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1127wf4/manifest
Work,Revista Bohemia 1929-07-28,ark:/21198/z1w97d0p,ark:/21198/z1bc6271,,,,28 de julio de 1929,1929-07-28,80 pages,magazines (periodicals),spa,ihc_bohemia_19290728,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 30,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w97d0p/manifest
Work,Revista Bohemia 1929-08-04,ark:/21198/z1rj6n9d,ark:/21198/z1bc6271,,,,4 de agosto de 1929,1929-08-04,80 pages,magazines (periodicals),spa,ihc_bohemia_19290804,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 31,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rj6n9d/manifest
Work,Revista Bohemia 1929-08-11,ark:/21198/z1ms5wm4,ark:/21198/z1bc6271,,,,11 de agosto de 1929,1929-08-11,78 pages,magazines (periodicals),spa,ihc_bohemia_19290811,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 32,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ms5wm4/manifest
Work,Revista Bohemia 1929-08-18,ark:/21198/z1h154vn,ark:/21198/z1bc6271,,,,18 de agosto de 1929 ,1929-08-18,80 pages,magazines (periodicals),spa,ihc_bohemia_19290818,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 33,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h154vn/manifest
Work,Revista Bohemia 1929-08-25,ark:/21198/z1c84d4b,ark:/21198/z1bc6271,,,,25 de agosto de 1929,1929-08-25,84 pages,magazines (periodicals),spa,ihc_bohemia_19290825,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 34,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c84d4b/manifest
Work,Revista Bohemia 1929-09-01,ark:/21198/z17m2br1,ark:/21198/z1bc6271,,,,1 de septiembre de 1929,1929-09-01,82 pages,magazines (periodicals),spa,ihc_bohemia_19290901,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",individuals,Miguel Ángel Quevedo y de la Lastra,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 21 | no. 35,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17m2br1/manifest
