"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Visibility","Thumbnail","Type.typeOfResource","Type.genre","Subject","Name.repository","Name.creator","Name.subject","Subject geographic","Name.photographer","Rights.statementLocal","Rights.copyrightStatus","Date.creation","Date.normalized","Alt ID.local","Description.note","Subject temporal","Title","AltTitle.descriptive","Coverage.geographic","AltTitle.uniform","AltIdentifier.local","Language","Description.latitude","Description.longitude","Relation.isPartOf","Format.dimensions","Format.medium","Format.extent","AltTitle.creator","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002k2pgx","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002k2pgx_2380481_master.tif","","","","","","still image","black-and-white photographs|~|black-and-white negatives","Musical instruments $z India|~|Idiophones","University of California, Los Angeles. Ethnomusicology Archive","","Barve, Madhukar","","Jairazbhoy, Nazir Ali, 1927-2009","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","1963","1963","bake_NAJ_N63_074.tif","Kastha tarang (xylophone)|~|Photograph taken when Nazir Jairazbhoy was in India making field recordings, 1963-1964.","","Kastha tarang of Madhukar Barve, Mumbai (India), 1963","","Mumbai (India)","","","","","","","35mm","b&w negative","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2pgx","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2pgx/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002k2phf","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002k2phf_2380484_master.tif","","","","","","still image","black-and-white photographs|~|black-and-white negatives","Musical instruments $z India|~|Musicians $z India|~|Chordophones","University of California, Los Angeles. Ethnomusicology Archive","","Barve, Manahar|~|Barve, Madhukar","","Jairazbhoy, Nazir Ali, 1927-2009","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","1963","1963","bake_NAJ_N63_075.tif","violin|~|Madhukar Barve, Manahar Barve|~|Photograph taken when Nazir Jairazbhoy was in India making field recordings, 1963-1964.","","Madhukar Barve playing violin beside his father, Manahar Barve, Mumbai (India), 1963","","Mumbai (India)","","","","","","","35mm","b&w negative","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2phf","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2phf/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002k2pjz","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002k2pjz_2380487_master.tif","","","","","","still image","black-and-white photographs|~|black-and-white negatives","Musical instruments $z India|~|Musicians $z India|~|Chordophones","University of California, Los Angeles. Ethnomusicology Archive","","Barve, Manahar|~|Barve, Madhukar","","Jairazbhoy, Nazir Ali, 1927-2009","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","1963","1963","bake_NAJ_N63_076.tif","violin|~|Madhukar Barve, Manahar Barve|~|Photograph taken when Nazir Jairazbhoy was in India making field recordings, 1963-1964.","","Madhukar Barve playing violin beside his father, Manahar Barve, Mumbai (India), 1963","","Mumbai (India)","","","","","","","35mm","b&w negative","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2pjz","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2pjz/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002k2pkg","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002k2pkg_2380490_master.tif","","","","","","still image","black-and-white photographs|~|black-and-white negatives","Musical instruments $z India|~|Musicians $z India|~|Chordophones","University of California, Los Angeles. Ethnomusicology Archive","","Barve, Madhukar","","Jairazbhoy, Nazir Ali, 1927-2009","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","1963","1963","bake_NAJ_N63_077.tif","violin|~|Madhukar Barve|~|Photograph taken when Nazir Jairazbhoy was in India making field recordings, 1963-1964.","","Madhukar Barve playing a violin, Mumbai (India), 1963","","Mumbai (India)","","","","","","","35mm","b&w negative","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2pkg","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2pkg/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002k2pm0","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002k2pm0_2380493_master.tif","","","","","","still image","black-and-white photographs|~|black-and-white negatives","Membranophones |~|Musical instruments $z India|~|Musicians $z India|~|Chordophones","University of California, Los Angeles. Ethnomusicology Archive","","Barve, Madhukar","","Jairazbhoy, Nazir Ali, 1927-2009","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","1963","1963","bake_NAJ_N63_078.tif","Madhukar Barve|~|violin, tabla|~|Photograph taken when Nazir Jairazbhoy was in India making field recordings, 1963-1964.","","Madhukar Barve playing a violin, another musician playing tabla, Mumbai (India), 1963","","Mumbai (India)","","","","","","","35mm","b&w negative","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2pm0","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2pm0/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002k2pnh","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002k2pnh_2380496_master.tif","","","","","","still image","black-and-white photographs|~|black-and-white negatives","Musical instruments $z India|~|Musicians $z India|~|Chordophones|~|Dilrubā","University of California, Los Angeles. Ethnomusicology Archive","","Barve, Manahar","","Jairazbhoy, Nazir Ali, 1927-2009","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","1963","1963","bake_NAJ_N63_079.tif","Manahar Barve|~|dilrubā|~|Photograph taken when Nazir Jairazbhoy was in India making field recordings, 1963-1964.","","Manahar Barve playing a dilrubā, Mumbai (India), 1963","","Mumbai (India)","","","","","","","35mm","b&w negative","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2pnh","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2pnh/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002k2pp1","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002k2pp1_2380499_master.tif","","","","","","still image","black-and-white photographs|~|black-and-white negatives","Musical instruments $z India|~|Musicians $z India|~|Chordophones|~|Dilrubā","University of California, Los Angeles. Ethnomusicology Archive","","Barve, Manahar","","Jairazbhoy, Nazir Ali, 1927-2009","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","1963","1963","bake_NAJ_N63_080.tif","Manahar Barve|~|dilruba|~|Photograph taken when Nazir Jairazbhoy was in India making field recordings, 1963-1964.","","Manahar Barve playing a dilrubā, Mumbai (India), 1963","","Mumbai (India)","","","","","","","35mm","b&w negative","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2pp1","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2pp1/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002k2pqj","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002k2pqj_2380502_master.tif","","","","","","still image","black-and-white photographs|~|black-and-white negatives","Musical instruments $z India|~|Idiophones |~|Musicians $z India|~|Musical saw","University of California, Los Angeles. Ethnomusicology Archive","","Barve, Manahar","","Jairazbhoy, Nazir Ali, 1927-2009","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","1963","1963","bake_NAJ_N63_081.tif","Manahar Barve|~|Photograph taken when Nazir Jairazbhoy was in India making field recordings, 1963-1964.","","Manahar Barve playing a musical saw, Mumbai (India), 1963","","Mumbai (India)","","","","","","","35mm","b&w negative","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2pqj","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2pqj/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002k2pr2","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002k2pr2_2380505_master.tif","","","","","","still image","black-and-white photographs|~|black-and-white negatives","Musical instruments $z India|~|Idiophones |~|Musicians $z India|~|Musical saw","University of California, Los Angeles. Ethnomusicology Archive","","Barve, Manahar","","Jairazbhoy, Nazir Ali, 1927-2009","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","1963","1963","bake_NAJ_N63_082.tif","Manahar Barve|~|Photograph taken when Nazir Jairazbhoy was in India making field recordings, 1963-1964.","","Manahar Barve playing a musical saw, Mumbai (India), 1963","","Mumbai (India)","","","","","","","35mm","b&w negative","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2pr2","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2pr2/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002k2psk","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002k2psk_2380508_master.tif","","","","","","still image","black-and-white photographs|~|black-and-white negatives","Musical instruments $z India|~|Musicians $z India|~|Chordophones|~|Santūr","University of California, Los Angeles. Ethnomusicology Archive","","Barve, Manahar","","Jairazbhoy, Nazir Ali, 1927-2009","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","1963","1963","bake_NAJ_N63_083.tif","santūr (dulcimer)~|Photograph taken when Nazir Jairazbhoy was in India making field recordings, 1963-1964.","","Manahar Barve playing a santūr, Mumbai (India), 1963","","Mumbai (India)","","","","","","","35mm","b&w negative","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2psk","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2psk/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002k2pt3","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002k2pt3_2380511_master.tif","","","","","","still image","black-and-white photographs|~|black-and-white negatives","Musical instruments $z India|~|Musicians $z India|~|Chordophones|~|Santūr","University of California, Los Angeles. Ethnomusicology Archive","","Barve, Manahar","","Jairazbhoy, Nazir Ali, 1927-2009","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","1963","1963","bake_NAJ_N63_084.tif","santūr (dulcimer)|~|Photograph taken when Nazir Jairazbhoy was in India making field recordings, 1963-1964.","","Manahar Barve playing a santūr, Mumbai (India), 1963","","Mumbai (India)","","","","","","","35mm","b&w negative","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2pt3","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2pt3/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002k2pvm","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002k2pvm_2380514_master.tif","","","","","","still image","black-and-white photographs|~|black-and-white negatives","Landscapes $z India","University of California, Los Angeles. Ethnomusicology Archive","","Jairazbhoy, Nazir Ali, 1927-2009","","Jairazbhoy, Nazir Ali, 1927-2009","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","1963","1963","bake_NAJ_N63_085.tif","Photograph taken when Nazir Jairazbhoy was in India making field recordings, 1963-1964.","","Nazir Jairazbhoy, Mumbai (India), 1963","","Mumbai (India)","","","","","","","35mm","b&w negative","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2pvm","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2pvm/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002k2pw4","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002k2pw4_2380517_master.tif","","","","","","still image","black-and-white photographs|~|black-and-white negatives","Landscapes $z India","University of California, Los Angeles. Ethnomusicology Archive","","","","Jairazbhoy, Nazir Ali, 1927-2009","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","1963","1963","bake_NAJ_N63_086.tif","Photograph taken when Nazir Jairazbhoy was in India making field recordings, 1963-1964.","","N63 Black and White Negatives: Frame 086   [Panoramic overview towards ocean, Mumbai?]","","","","","","","","","35mm","b&w negative","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2pw4","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2pw4/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002k2pxn","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002k2pxn_2380520_master.tif","","","","","","still image","black-and-white photographs|~|black-and-white negatives","Landscapes $z India","","","","","Jairazbhoy, Nazir Ali, 1927-2009","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","1963","1963","bake_NAJ_N63_087.tif","Photograph taken when Nazir Jairazbhoy was in India making field recordings, 1963-1964.","","N63 Black and White Negatives: Frame 087   [Group portrait]","","","","","","","","","35mm","b&w negative","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2pxn","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2pxn/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002k2pz5","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002k2pz5_2380523_master.tif","","","","","","still image","black-and-white photographs|~|black-and-white negatives","Landscapes $z India","University of California, Los Angeles. Ethnomusicology Archive","","Kumthekar, K.","","Jairazbhoy, Nazir Ali, 1927-2009","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","September 10, 1963","1963-09-10","bake_NAJ_N63_088.tif","K. Kumthekar (?), tabla player. Amy Catlin-Jairazbhoy.|~|Photograph taken when Nazir Jairazbhoy was in India making field recordings, 1963-1964.","","Woman and 3 men, possibly including K. Kumthekar, India, 1963","","India","","","","","","","35mm","b&w negative","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2pz5","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2pz5/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002k2q05","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002k2q05_2380526_master.tif","","","","","","still image","black-and-white photographs|~|black-and-white negatives","Landscapes $z India","University of California, Los Angeles. Ethnomusicology Archive","","Jairazbhoy, Nazir Ali, 1927-2009","","Jairazbhoy, Nazir Ali, 1927-2009","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","1963-1964","1963/1964","bake_NAJ_N63_089.tif","Photograph taken when Nazir Jairazbhoy was in India making field recordings, 1963-1964.","","N63 Black and White Negatives: Frame 089   [Group portrait with Nazir Jairazbhoy & others]","","","","","","","","","35mm","b&w negative","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2q05","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2q05/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002k2q1p","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002k2q1p_2380529_master.tif","","","","","","still image","black-and-white photographs|~|black-and-white negatives","Landscapes $z India","University of California, Los Angeles. Ethnomusicology Archive","","","","Jairazbhoy, Nazir Ali, 1927-2009","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","1963-1964","1963/1964","bake_NAJ_N63_090.tif","Photograph taken when Nazir Jairazbhoy was in India making field recordings, 1963-1964.","","N63 Black and White Negatives: Frame 090   [Group portrait]","","","","","","","","","35mm","b&w negative","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2q1p","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2q1p/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002k2rsj","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002k2rsj_2380532_master.tif","","","","","","still image","black-and-white photographs|~|black-and-white negatives","Landscapes $z India","University of California, Los Angeles. Ethnomusicology Archive","","","","Jairazbhoy, Nazir Ali, 1927-2009","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","1963-1964","1963/1964","bake_NAJ_N63_091.tif","Photograph taken when Nazir Jairazbhoy was in India making field recordings, 1963-1964.","","N63 Black and White Negatives: Frame 091   [Group portrait]","","","","","","","","","35mm","b&w negative","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2rsj","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2rsj/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002k2rt2","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002k2rt2_2380535_master.tif","","","","","","still image","black-and-white photographs|~|black-and-white negatives","Musical instruments $z India|~|Idiophones |~|Musicians $z India","University of California, Los Angeles. Ethnomusicology Archive","","","","Jairazbhoy, Nazir Ali, 1927-2009","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","1963","1963","bake_NAJ_N63_092.tif","Photograph taken when Nazir Jairazbhoy was in India making field recordings, 1963-1964.","","Two wandering musicians (baton, metal rings) seated on the ground, Lonāvale (India), 1963","","Lonāvale (India), 1963","","","","","","","35mm","b&w negative","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2rt2","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2rt2/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002k2rvk","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002k2rvk_2380538_master.tif","","","","","","still image","black-and-white photographs|~|black-and-white negatives","Musicians $z India","University of California, Los Angeles. Ethnomusicology Archive","","","","Jairazbhoy, Nazir Ali, 1927-2009","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","1963","1963","bake_NAJ_N63_093.tif","Photograph taken when Nazir Jairazbhoy was in India making field recordings, 1963-1964.","","Wandering musician with basket at a music recording session, Lonāvale (India), 1963","","Lonāvale (India), 1963","","","","","","","35mm","b&w negative","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2rvk","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2rvk/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002k2rw3","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002k2rw3_2380541_master.tif","","","","","","still image","black-and-white photographs|~|black-and-white negatives","Musicians $z India","University of California, Los Angeles. Ethnomusicology Archive","","","","Jairazbhoy, Nazir Ali, 1927-2009","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","1963","1963","bake_NAJ_N63_094.tif","Photograph taken when Nazir Jairazbhoy was in India making field recordings, 1963-1964.","","Wandering musician with basket and bird beside a reel-to-reel tape recorder and microphone, Lonāvale (India), 1963","","Lonāvale (India), 1963","","","","","","","35mm","b&w negative","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2rw3","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2rw3/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002k2rz4","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002k2rz4_2380544_master.tif","","","","","","still image","black-and-white photographs|~|black-and-white negatives","Musicians $z India","University of California, Los Angeles. Ethnomusicology Archive","","","","Jairazbhoy, Nazir Ali, 1927-2009","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","1963","1963","bake_NAJ_N63_095.tif","Photograph taken when Nazir Jairazbhoy was in India making field recordings, 1963-1964.","","Wandering musician with basket and 2 birds beside a reel-to-reel tape recorder and microphone, Lonāvale (India), 1963","","Lonāvale (India), 1963","","","","","","","35mm","b&w negative","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2rz4","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2rz4/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002k2s04","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002k2s04_2380547_master.tif","","","","","","still image","black-and-white photographs|~|black-and-white negatives","Musicians $z India","University of California, Los Angeles. Ethnomusicology Archive","","","","Jairazbhoy, Nazir Ali, 1927-2009","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","1963","1963","bake_NAJ_N63_096.tif","Photograph taken when Nazir Jairazbhoy was in India making field recordings, 1963-1964.","","Two wandering musucians holding a rope with a man between them, Lonāvale (India), 1963","","Lonāvale (India), 1963","","","","","","","35mm","b&w negative","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2s04","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2s04/manifest"
"Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts","ark:/21198/zz002k2s1n","ark:/21198/zz002gcntd","2","Complete","Work","Bake-Jairazbhoy/image/srgb/21198-zz002k2s1n_2380550_master.tif","","","","","","still image","black-and-white photographs|~|black-and-white negatives","Aerophones |~|Musical instruments $z India|~|Musicians $z India","University of California, Los Angeles. Ethnomusicology Archive","","","","Jairazbhoy, Nazir Ali, 1927-2009","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","1963","1963","bake_NAJ_N63_097.tif","snake charmer and magician|~|pungi|~|Photograph taken when Nazir Jairazbhoy was in India making field recordings, 1963-1964.","","Wandering musician playing a pungi, Lonāvale (India), 1963","","Lonāvale (India), 1963","","","","","","","35mm","b&w negative","1 photograph","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2s1n","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2s1n/manifest"
