Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,viewingHint,Visibility,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Name.creator,Language,Subject.conceptTopic,Rights.permission,Subject geographic,Author,Name.cartographer,Name.repository,Name.subject,Title,Coverage.geographiccoordinates,Publisher.publisherName,Description.note,Publisher.placeOfOrigin,Format.extent,Coverage.geographic,Alt ID.oclc,AltIdentifier.callNo,Alt ID.catalogRecordNumber,Opac url,Coverage.geoscale,AltTitle.descriptive,Alt ID.local,Note,Date.creation,Date.normalized,Alt ID.lccn,Description.abstract,IIIF Manifest URL
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1zpz,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1zpz%2Fh803ft7q,cartographic,map|~|Road maps.,unknown,unknown,,eng,Roads--California,,California--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Map of Santa Paula California,,,,,,Santa Paula (Calif.),,,,,,,G4364_P2_1930_SantaPaula_a,,1930,1930,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1zpz/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1zqg,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1zqg%2Fm6979r9q,cartographic,map|~|Road maps.,unknown,unknown,Automobile Club of Southern California. Route and Map Service Dept.,eng,Santa Barbara County (Calif.)--Road maps,,Santa Barbara (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Automobile Road Map Touring Santa Barbara and Vicinity,,,,,,Santa Barbara (Calif.),,,,,,,G4364_P2_ACSC_38_a,,,1930,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1zqg/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1zsh,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1zsh%2Ftz69pr2q,cartographic,map,unknown,unknown,,eng,Santa Barbara (Calif.)--Aerial views,,Montecito (Calif.)--Maps|~|Santa Barbara (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of the City of Santa Barbara, California",,,,,,Montecito (Calif.)|~|Santa Barbara (Calif.),,,,,,"If You Like California, You Will Love Santa Barbara",G4364_P2_NO_SCALE_SBREB_1927_a,,1927,1927,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1zsh/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1zw2,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1zw2%2Fwm10cj9h,cartographic,map,unknown,unknown,,eng,Ventura County (Calif.)--Road maps,,Ventura County (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Official Map of the City of San Buenaventura, California",,,,,,Ventura County (Calif.),,,,,,Airplane View of the City of Ventura (Officially San Buenaventura) and Surroundings,G4364_P2_San_Buenaventura_a,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c1zw2/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c204m,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c204m%2Fqh30j74v,cartographic,map|~|Thematic maps.,unknown,unknown,,eng,,,Sacramento (Calif.)--Maps|~|Sacramento County (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Map of the City of Sacramento,,,,,,Sacramento (Calif.),,G4364 Sacramento 21.1 SCC ND,,,,"Points of Interest in and about Sacramento, Capital of California",G4364_Sacramento_P2_21_SCC_19_a,,[19--?],1900/1999,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c204m/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c2054,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2054%2Fkt68w905,cartographic,map,unknown,unknown,Bekins Van & Storage Co.,eng,,,Sacramento (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Latest City Map of Sacramento,,,,,,Sacramento (Calif.),,,,,,,G4364_Sacramento_P2_Bekins_ci1930_a,,ci1930|~|c1930,1930,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2054/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c20dr,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c20dr%2F7d72tb4g,cartographic,map|~|Road maps.,unknown,unknown,,eng,Roads--California--Maps,,San Gabriel (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,City of San Gabriel.,,[General Petroleum Corporation of California?],"Shows streets and block numbers.|~|Index, text, and advertisements on verso.|~|Covers the City of San Gabriel and vicinity, including portions of Monterey Park, Alhambra, San Marino, Wilmar, Rosemead, Temple and Arcadia.","[San Gabriel, Calif.?]",1 map ; 51 x 40 cm.,San Gabriel (Calif.),811153057,G4364 San Gabriel .P2 GPC c.1934,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7050321,,,G4364_SanGabriel_P2_GPC_c1934_a,,[1934?],1934,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c20dr/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c20qd,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c20qd%2F6302hp8t,cartographic,map,pd,unknown,Pacific-Southwest Trust & Savings Bank.,eng,,,"San Pedro (Los Angeles, Calif.)--Maps|~|Wilmington (Calif.)--Maps|~|California, Southern--Aerial views",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Midget map of San Pedro & Wilmington in the Los Angeles City harbor district; Motor and relief map of Southern California,,San Pedro and Wilmington Branches of Pacific-Southwest Trust & Savings Bank,"Motor and relief map of Southern California is bird's-eye view.|~|Includes ill., 2 insets, and indexes.|~|Relief represented by land forms.","[Los Angeles, Calif.?]|~|cau","1 map and 1 view : both sides, col. ; on sheet 24 x 31 cm.","California, Southern|~|Wilmington (Calif.)|~|San Pedro (Los Angeles, Calif.)",25280417,G4364 .San Pedro P2 51 PSWT&SB 1922,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2570613,51000,Motor and relief map of Southern California,G4364_SanPedro_P2_51_PSWTSB_1922_a,,c1922,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c20qd/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c20vg,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c20vg%2F3c201310,cartographic,map|~|Topographic maps.,pd_usfed,,Geological Survey (U.S.).,eng,,,Santa Barbara (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"California, Santa Barbara County, Santa Barbara special map",,U.S. Geological Survey,"""Triangulation by U.S. Coast and Geodetic Survey ; topography by R.B. Marshall, surveyed in 1902.""|~|Contour interval 50 feet.|~|Relief shown by contours and spot heights.|~|Text on verso.","[Washington, D.C.]",1 map : col. ; 45 x 37 cm.,Santa Barbara,24095579,G4364 Santa Barbara 62.5 USGS 1903,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7050324,,,G4364_SantaBarbara_62.5_USGS_1903_a,Ed. of Nov. 1903.,1903,1903,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c20vg/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c2101,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2101%2Fhw55f80t,cartographic,map,copyrighted,,,eng,Real property--California--Santa Barbara--Maps|~|Real property--California--Montecito--Maps,,Hope Ranch (Calif.) --Maps.|~|Montecito (Calif.)--Maps|~|Santa Barbara (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of Santa Barbara ""Sun-Kissed, Ocean-Washed, Mountain-Girded, Island-Guarded""",,,,,,Santa Barbara (Calif.)|~|Hope Ranch (Calif.)|~|Montecito (Calif.),,,,,,,G4364_SantaBarbara_G46_SP_ND_a,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2101/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c2122,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2122%2Fdk78wt4x,cartographic,map,unknown,unknown,,eng,,,Hope Ranch (Calif.) --Maps.|~|Montecito (Calif.)--Maps|~|Santa Barbara (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Map of Santa Barbara,,Bekins Van & Storage Inc.,"Text, ill., indexed map of Montecito, and advertisement on verso.|~|Also shows Hope Ranch.|~|UCLA copy is the right-hand portion, measuring 24 x 29 cm., on sheet measuring 28 x 31 cm.|~|Indexed.",[Los Angeles],"1 map ; 24 x 47 cm., folded to 23 x 13 cm.",Hope Ranch (Calif.)|~|Santa Barbara (Calif.)|~|Montecito (Calif.),25470181,G4364 Santa Barbara .P2 BVSI 1939,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6881315,,,G4364_SantaBarbara_P2_BVSI_1939_a,,c1939,1939,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2122/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c21d7,ark:/21198/zz0028tr8x,3,Pending,Work,,,,,private,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c21d7%2Fr916qq12,cartographic,map,copyrighted,unknown,Santa Barbara Real Estate Board.,eng,Landowners--California--Santa Barbara--Maps|~|Real property--California--Santa Barbara--Maps|~|Real property--California--Montecito--Maps|~|Landowners--California--Montecito--Maps,,Montecito (Calif.)--Maps|~|Santa Barbara (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of the city of Santa Barbara, California ; Montecito, California",,Santa Barbara Real Estate Board,"Terry & Kramer, Realtors-Insurors.|~|Includes text, statistics and advertisement.|~|Dated from statistics.|~|Show land ownership and block numbers.|~|Cadastral maps.","[Santa Barbara, Calif.]|~|cau",2 maps on 1 sheet ; both maps 37 x 51 cm.,California|~|Montecito|~|Montecito (Calif.)|~|Santa Barbara (Calif.),25476081,G4364 Santa Barbara .G46 .SBREB 1927,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2274094,,"Montecito, California",G4364_SBREB_1924_a,,[1924?],,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c21d7/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c21j9,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c21j9%2F4s887027,cartographic,map,pd_usfed,unknown,,eng,,,Los Angeles County (Calif.)--Maps|~|Santa Monica (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,California (Los Angeles County) Los Angeles Quadrangle,,,,,,Santa Monica (Calif.)|~|Los Angeles County (Calif.),,G4364 50 USGS 1931,,,,,G4364_50_USGS_1931_a,,1931,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c21j9/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c21kt,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c21kt%2Fx634fj8n,cartographic,map,copyrighted,,Automobile Club of Southern California.,eng,Roads--California--Los Angeles Metropolitan Area--Maps,,Los Angeles Metropolitan Area (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Automobile road map of metropolitan Los Angeles,,Automobile Club of Southern California,"""1235.""|~|compiled and copyright by the Automobile Club of Southern California.|~|Includes inset ""Map of the congested district of Los Angeles.""|~|Relief represented by hachures.|~|""366.""","Los Angeles, Calif|~|cau","1 map ; 52 x 36 cm., folded to 27 x 10 cm.",California|~|Los Angeles Metropolitan Area (Calif.),61751395,G4364.L8 1936 .A8,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6007619,169000,"Road map of metropolitan Los Angeles, California",G4364_L8_1936_A8_a,,1936,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c21kt/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c21mb,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c21mb%2Fzd71z272,cartographic,map,copyrighted,unknown,"Chandler, C. E.|~|Janss Investment Corporation. Engineering Dept.|~|Schott, Edgar C.|~|Alhambra (Calif.). Office of the City Engineer.",eng,Real property--California--Alhambra--Maps,,Los Angeles (Calif.)--Maps|~|Santa Clara (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Map of Westwood Hills and Holmby Hills,,City Engineer|~|The Corporation,"""C.E. Chandler 3-10-31.""|~|Cadastral map.|~|Panel title: Map of Westwood Hills, Holmby Hills, Westwood Village.|~|prepared by the Engineering Department, Janss Investment Corporation.","[Alhambra, Calif.]|~|cau|~|Los Angeles, Calif","map.|~|1 map ; 46 x 35 cm., folded to 25 x 13 cm.|~|1 map on 2 sheets ; sheets 212 x 105 cm. and 209 x 106 cm.",Alhambra|~|Los Angeles (Calif.)|~|California|~|Santa Clara (Calif.),24850543,G4364 (L.A.) 13.5 JIC 1931,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1822874,13600|~|2400,"Map of Westwood Hills, Holmby Hills, Westwood Village",G4364_LA_13_5_JIC_1931_a,,[1931]|~|1927|~|1944,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c21mb/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c21pc,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c21pc%2Ft824kk5k,cartographic,map,unknown,unknown,,eng,,,Los Angeles (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"City of Los Angeles, Incorporated under American Law April 4, 1850",,,,,,Los Angeles (Calif.),25010099,G4364 Los Angeles 1850,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2782865,,,G4364_LA_1850_a,,[1850],1850,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c21pc/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c21vz,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c21vz%2Fmw10xk1w,cartographic,map|~|Aerial views.,unknown,unknown,"Britton, Rey & Co.|~|Kuchel & Dresel.",eng,,,Los Angeles (Calif.)--Aerial views,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Los Angeles, Los Angeles County, Cal. 1857",,California Historical Society,"Includes illus.|~|Facsimile.|~|Drawn from nature & on stone by Kuchel & Dresel.|~|Accompanied by text. 1 l.|~|""Printed by Britton & Rey.""|~|""Kuchel & Dresel's California views.""",S[an] Francisco|~|[San Francisco]|~|cau,col. view 42 x 60 cm.,Los Angeles (Calif.),05570676,G4364 Los Angeles ns CHS 1857 C2,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1915684,,,G4364_LA_NS_CHS_1857_a,,[1857]|~|1959,,gm 72001159,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c21vz/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c21wg,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c21wg%2Fsc673x58,cartographic,map,copyrighted,unknown,,eng,,,"Sawtelle (Los Angeles, Calif.)--Maps",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Map of Sawtelle and vicinity,,Hosking Co.,Text and advertisements on verso.,"Los Angeles, Calif|~|cau",1 map ; 42 x 55 cm.,"Sawtelle (Los Angeles, Calif.)",25010085,G4634 Los Angeles N.S. HC 1926?,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2274089,,,G4364_LA_NS_HC_1926_a,,[1926?],,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c21wg/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c2211,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2211%2Fpr053k1p,cartographic,map,unknown,unknown,Bekins Van & Storage Co.,eng,,,Los Angeles (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,City Map of Los Angeles,,,,,,Los Angeles (Calif.),,,,,,,G4364_LA_P2_NS_Bekins_ND,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2211/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c22h8,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c22h8%2Fgc27xq29,cartographic,map,unknown,unknown,,eng,"Pasadena (Calif.)--Maps|~|Hollywood (Los Angeles, Calif.)--Maps|~|Beverly Hills (Calif.)--Maps",,Los Angeles (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Los Angeles Map by Antiquarian Booksellers Association of America,,,,,,Los Angeles (Calif.),,,,,,,G4364_G7_1942_a,,1942,1942,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c22h8/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c22js,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c22js%2Ftz60tp2z,cartographic,map,copyrighted,unknown,Mullen & Bluett.|~|Clason Map Company.,eng,Central business districts--California--Los Angeles--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,A map of the business section of Los Angeles,,Mullen & Bluett,Ill. and index on verso.|~|Panel title.|~|Oriented with north toward upper left.|~|prepared especially for your convenience by Mullen & Bluett.,"[Los Angeles, Calif.?]|~|cau",1 map : col. ; 46 x 28 cm.,Los Angeles|~|California,25234540,G4364 Los Angeles G7 Mullin n.s. 1927,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1011869,,,G4364_G7_Mullin_NS_1927_a,,c1927,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c22js/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c2300,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2300%2Ffb57hs06,cartographic,map,unknown,unknown,,eng,,,Los Angeles (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Los Angeles Investment Company Properties,,,,,,Los Angeles (Calif.),,G4364 L.A.  G7 FV 1913,,,,,G4364_LA_G7_FV_1913_a,,1913,1913,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2300/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c237m,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c237m%2F6h07m66f,cartographic,map,unknown|~|public domain,unknown,"Los Angeles Chamber of Commerce.|~|Violé, Félix. 1856-1925.",eng,,,Los Angeles (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Map of Los Angeles,,Baumgardt Pub. Co.,"Includes inset and advertisements.|~|compiled & drawn by Félix Violé for the Chamber of Commerce.|~|Advertisements, ill., and index on verso.|~|Relief represented by hachures.","cau|~|Los Angeles, Cal",1 map ; 69 x 52 cm.,Los Angeles (Calif.),25268136,G4364 Los Angeles P2 ns VioleÌ 1904,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3546627,,,G4364_LA_P2_ns_Viole_1904_copy1_a,,"1904, c1903",,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c237m/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c2384,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2384%2Fn093f635,cartographic,map,unknown|~|public domain,unknown,"Los Angeles Chamber of Commerce.|~|Violé, Félix. 1856-1925.",eng,,,Los Angeles (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Map of Los Angeles,,Baumgardt Pub. Co.,"compiled & drawn by Félix Violé for the Chamber of Commerce.|~|Relief represented by hachures.|~|Advertisements, ill., and index on verso.|~|Includes inset and advertisements.","cau|~|Los Angeles, Cal",1 map ; 69 x 52 cm.,Los Angeles (Calif.),25268136,G4364 Los Angeles P2 ns VioleÌ 1904,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3546627,,,G4364_LA_P2_ns_Viole_1904_copy2_a,,"1904, c1903",,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2384/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c239n,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c239n%2Fwz600594,cartographic,text|~|map,unknown,unknown,Santa Monica Land & Water Co.,eng,,,Los Angeles (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Palisades, Santa Monica by the Sea",,,,,,Los Angeles (Calif.),,,,,,,G4364_LA_P2_1911_a,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c239n/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c23b5,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c23b5%2F5d40c06f,cartographic,map,unknown|~|public domain,unknown,"Chadwick, J. P.",eng,"Roads--California, Southern--Maps",,Los Angeles (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Map of the city of Los Angeles,,J.P. Chadwick?,"On verso: Chadwick's automobile road map of Southern California, and map showing territory annexed to the City of Los Angeles, California, 1917.|~|Relief represented by hachures.|~|Distance list on verso.|~|Inset: The Shoestring.","[Los Angeles, Calif.?]|~|cau",1 map; 55 x 43 cm.,"California, Southern|~|Los Angeles (Calif.)",25010107,G4364 Los Angeles P2 1917,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=977218,,Chadwick's automobile road map of Southern California,G4364_LA_P2_1917_a,,[1917?],,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c23b5/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c23cp,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c23cp%2Ft220k44v,cartographic,map,pd,unknown,,eng,Los Angeles (Calif.)--Road maps,,Los Angeles (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,California Bank Map of Los Angeles,,,,,,Los Angeles (Calif.),,G4364 Los Angeles .P2 45 CB c.1910,,,,,G4364_LA_P2_45_CB_c1910_a,,1910,1910,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c23cp/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c23d6,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c23d6%2F8k19tt4r,cartographic,map,pd,unknown,Automobile Club of Southern California. Route and Map Service Dept.,eng,,,Los Angeles (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Principal automobile routes in and out of Los Angeles, California",,The Club,Indexed.|~|Relief represented by hachures.|~|Text on verso.|~|prepared by the Route and Map Service Department of the Automobile Club of Southern California.,Los Angeles|~|cau,"1 map ; 38 x 49 cm., folded to 27 x 11 cm.",Los Angeles (Calif.),25010092,G4364 Los Angeles P2 55 ACSC c1919,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=534234,54000,,G4364_LA_P2_55_ACSC_c1919_a,,[1919?],,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c23d6/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c23fq,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c23fq%2Fg028wb30,cartographic,map,pd,unknown,,eng,,,Los Angeles (Calif.)--Road maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"The Latest City Map of Los Angeles, Complements Bekins Van and Storage Company",,,,,,Los Angeles (Calif.),,G4364 LA P2. Bekins ca.1910s,,,,,G4364_LA_P2_Bekins_ca1910s_a,,191?,1910/1919,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c23fq/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c23g7,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c23g7%2F0b66gd01,cartographic,map|~|Thematic maps.,unknown,unknown,,eng,Fire extinction--California--Los Angeles|~|Fire Insurance--California--Los Angeles--Maps,,Los Angeles (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Lyon Fireproof Storage Company,,,,,,Los Angeles (Calif.),,,,,,,G4364_LA_P2_VAR_CMC_1914_a,,1914,1914,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c23g7/manifest
