Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,IIIF Access URL,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Name.subject,Subject,Name.architect,Language,Name.creator,Name.artist,Name.sculptor,Name.photographer,Name.repository,Relation.isPartOf,Alt ID.local,Title,Description.note,Description.fundingNote,Format.extent,Format.medium,Coverage.geographic,Description.caption,Date.normalized,Date.creation,Coverage.spatialLatitude,Coverage.spatialLongitude,Format.dimensions
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4wjb,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c127_005.tif,,,,,still image,black-and-white photographs|~|cellulose nitrate film,copyrighted,,Penguins $z California|~|Santa Catalina Island (Calif.)|~|Aviaries $z Califiornia $z Avalon,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c127_005,"Penguins gather along the edge of their wading pool in Santa Catalina Bird Park, Avalon, 1948","According to the negative sleeve, this should be a color image, but it is black-and-white.|~|Photograph of penguins standing beside their wading pool while on display at Santa Catalina Bird Park. The penguins and their pool are viewed from a slightly elevated angle. The round pool sits in the near distance at center. A penguin stands along its near edge and looks to camera. Beside him, a few more penguins stand along the right edge of the small pool. A square tarp above the pool enters frame at right and shades the penguins. One of the park's buildings stretches across the background.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Avalon,"Text from negative sleeve: Color 127 Cataline [sic] trip Aug. 7, 1948. 1. L to R. Josie Shaw, Mertie West, Hannah Lockwood, Zetta Witherby, Sarah Witherby 2.3.4. Three views of the water front - Ship and Cassino [sic] in back ground. 5. Penguins at the Bird Park 6. The Giddings place on the hill [handwritten:] I - L 8/19 [end handwritten]",1948-08-07,"August 7, 1948",,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4wkv,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c127_006.tif,,,,,still image,black-and-white photographs|~|cellulose nitrate film,copyrighted,,Harbors $z California $z Santa Catalina Island|~|Ships $x American $z California $z Avalon|~|Santa Catalina Island (Calif.)|~|Leisure $z California $z Avalon|~|Beaches $z California $z Avalon,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c127_006,"Beachgoers relax on the beach along Avalon Bay, Avalon, 1948","According to the negative sleeve, this should be a color image, but it is black-and-white.|~|Photograph of beachgoers lounging on the beach along Avalon Bay on Santa Catalina Island. Dozens of people relax on the beach that stretches across the bottom half of the image. The harbor's waters line the right side of the beach. In the distance, a wharf extends into frame from the left. Moored to it are 2 large ships that sit in the distance at center and right. A bluff on the far side of the bay rises in the distance at left.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Avalon,"Text from negative sleeve: Color 127 Cataline [sic] trip Aug. 7, 1948. 1. L to R. Josie Shaw, Mertie West, Hannah Lockwood, Zetta Witherby, Sarah Witherby 2.3.4. Three views of the water front - Ship and Cassino [sic] in back ground. 5. Penguins at the Bird Park 6. The Giddings place on the hill [handwritten:] I - L 8/19 [end handwritten]",1948-08-07,"August 7, 1948",,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4wmc,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c128_001.tif,,,,,still image,black-and-white photographs|~|cellulose nitrate film,copyrighted,,Ocean travel|~|Ships $x American $z California $z Los Angeles|~|Los Angeles Harbor (Calif.)|~|Passengers $z California $z Los Angeles,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c128_001,"Passengers stand on the deck of their ship while sailing through San Pedro harbor, Los Angeles, 1948","According to the negative sleeve, this should be a color image, but it is black-and-white.|~|Photograph of passengers standing on the deck of their Catalina-bound ship as it departs San Pedro Harbor. In the foreground, a blur spans the bottom edge at right. The top of a woman's hat occupies the left side of the bottom edge. The ship's deck sprawls across the mid-ground. Scores of passengers stand on the deck; most face towards the right as they sail through the harbor. At center, some open deck space winds between the crowd. One of the ship's tall smoke stacks rises from the deck in the near distance at left. It is surrounded by a few smaller funnels. In the distance at right, buildings line the wharves of San Pedro Harbor.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Los Angeles,"Text from negative sleeve: Color 128 Catalina trip Aug. 7, 1948. 6 films of passengers on boat while going out of San Pedro harbor. [handwritten:] I - L 8/19 [end handwritten]",1948-08-07,"August 7, 1948",,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4wnw,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c128_002.tif,,,,,still image,color photographs|~|color film (film),copyrighted,,Ocean travel|~|Ships $x American $z California $z Los Angeles|~|Los Angeles Harbor (Calif.)|~|Passengers $z California $z Los Angeles,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c128_002,"Passengers mill about their Catalina-bound ship as it leaves San Pedro harbor, Los Angeles, 1948","Photograph of passengers milling about their ship as it departs San Pedro Harbor. In the foreground at right, a woman sits on a bench, facing right. She sits below camera level. Behind her, more benches extend back in a line along the right side of the ship. Passengers either sit or file between the benches. At left, passengers walk along the ship's promenade deck. Farther back, three funnels rise from the deck at left. Rigging stretches overhead at right. In the far distance, another ship sails on the water at right.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,color negative,California--Los Angeles,"Text from negative sleeve: Color 128 Catalina trip Aug. 7, 1948. 6 films of passengers on boat while going out of San Pedro harbor. [handwritten:] I - L 8/19 [end handwritten]",1948-08-07,"August 7, 1948",,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4wpd,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c128_003.tif,,,,,still image,black-and-white photographs|~|cellulose nitrate film,copyrighted,,Ocean travel|~|Ships $x American $z California $z Los Angeles|~|Passengers $z California $z Los Angeles,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c128_003,"Passengers enjoy the top deck of their Catalina-bound ship as they depart San Pedro Harbor, Los Angeles, 1948","Photograph of passengers milling about their ship as it departs San Pedro Harbor for Catalina. In the foreground at right, a woman sits on a bench, facing camera. She sits below camera level. Behind her, more benches extend back in a line along the right side of the ship. Passengers either sit or file between the benches. At left, passengers walk along the ship's promenade deck. Upper deck cabins line the promenade at left. Midway down the ship, three funnels and a tall smoke stack rise from above the cabins at left. Some rigging is visible stretching overhead. In the far distance, the water is visible at right.|~|According to the negative sleeve, this should be a color image, but it is black-and-white.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Los Angeles,"Text from negative sleeve: Color 128 Catalina trip Aug. 7, 1948. 6 films of passengers on boat while going out of San Pedro harbor. [handwritten:] I - L 8/19 [end handwritten]",1948-08-07,"August 7, 1948",,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4wqx,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c128_004.tif,,,,,still image,black-and-white photographs|~|cellulose nitrate film,copyrighted,,Ocean travel|~|Ships $x American $z California $z Los Angeles|~|Los Angeles Harbor (Calif.)|~|Passengers $z California $z Los Angeles,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c128_004,"Passengers crowd the top deck of their ship as it departs San Pedro harbor, Los Angeles, 1948","Photograph of passengers standing on the deck of their Catalina-bound ship as it departs San Pedro Harbor. In the foreground and below camera level, a man stands with his back to camera at right. The top of a woman's hat sits along the left side of the bottom edge. The ship's deck sprawls across the mid-ground. Scores of passengers stand on the deck; most face towards the right as they sail through the harbor and many stand along its starboard side at right. At center, some open deck space winds between the crowd. One of the ship's tall smoke stacks rises from the deck in the near distance at left. It is surrounded by a few smaller funnels. In the distance at right, buildings line the wharves of San Pedro Harbor.|~|According to the negative sleeve, this should be a color image, but it is black-and-white.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Los Angeles,"Text from negative sleeve: Color 128 Catalina trip Aug. 7, 1948. 6 films of passengers on boat while going out of San Pedro harbor. [handwritten:] I - L 8/19 [end handwritten]",1948-08-07,"August 7, 1948",,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4wrf,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c128_005.tif,,,,,still image,black-and-white photographs|~|cellulose nitrate film,copyrighted,,Ocean travel|~|Ships $x American $z California $z Los Angeles|~|Los Angeles Harbor (Calif.)|~|Passengers $z California $z Los Angeles,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c128_005,"Passengers stand on the upper deck of their ship in San Pedro harbor, Los Angeles, 1948","According to the negative sleeve, this should be a color image, but it is black-and-white.|~|Photograph of passengers standing on their Catalina-bound ship's deck as it departs San Pedro Harbor. In the foreground, a few men stand, in partial view, with their backs to camera. One man stands along the left edge and the other 2 stand along the right edge. At center, benches sit in a line that stretches back towards the mid-ground. Beyond the benches, a large cluster of passengers gather at center and face towards the right. They look out towards another ship in the harbor that sits in the distance at right. On the passenger ship, a smokestack rises along the left edge. San Pedro's wharves are visible in the far distance at center.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Los Angeles,"Text from negative sleeve: Color 128 Catalina trip Aug. 7, 1948. 6 films of passengers on boat while going out of San Pedro harbor. [handwritten:] I - L 8/19 [end handwritten]",1948-08-07,"August 7, 1948",,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4wsz,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c129_001.tif,,,,,still image,black-and-white photographs|~|cellulose nitrate film,copyrighted,,Marines (Visual works)|~|Santa Catalina Island (Calif.)|~|Beaches $z California $z Two Harbors|~|Piers & wharves $z California $z Two Harbors|~|Boats $x American $z California $z Two Harbors,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c129_001,"People board a few small boats moored to the dock at Isthmus Cove, Two Harbors, 1948","Photograph of people boarding small boats moored alongside the wharf in Isthmus Cove at Two Harbors. The camera looks down from the edge of the wharf towards a smaller dock sitting at water level. The upper pier angles across the lower left corner in the foreground. Below, a larger boat noses towards the lower dock from the lower right corner. A girl lies across its bow. The lower dock sits atop the water in the mid-ground, off-center to the left. It angles back towards the left. Three boats moor along its right edge. People fill the near boat and the far boat. To the left of the boats, people stand on the dock, waiting to board. The water flows into the distance where it meets the beach, which stretches across the background.|~|This negative and others on this film are numbered or filed incorrectly as c129 and should be c130.|~|According to the negative sleeve, this should be a color image, but it is black-and-white.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Two Harbors,"Text from negative sleeve: Color 130 Catalina trip Aug. 7, 1948. 1. Two harbors. Getting on boat for Emerald Bay. 2. Two harbors 3. The barge at Two Harbors 4. Everett Shaw facing camera, Will Shaw and Will Witherby walking to him 5. The harbor on west side of Catalina at Isthmus. Will Witherby in front.",1948-08,"August, 1948",33.442091,-118.497969,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4wtg,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c129_002.tif,,,,,still image,black-and-white photographs|~|cellulose nitrate film,copyrighted,"Shaw, William Henry, $d 1870-1960|~|Witherby, William M., $d 1874-1962|~|Shaw, Everett, $d 1906-1996",Santa Catalina Island (Calif.)|~|Piers & wharves $z California $z Two Harbors,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c129_002,"Everett Shaw, Will Witherby and Will Shaw stroll along the pier, Two Harbors, 1948","According to the negative sleeve, this should be a color image, but it is black-and-white.|~|This negative and others on this film are numbered or filed incorrectly as c129 and should be c130.|~|Photograph of Everett Shaw (center), Will Witherby and Will Shaw walking along the wharf at Two Harbors. The wharf enters frame along the bottom edge and angles back to the left. In the near distance, Everett Shaw stands at center and faces towards camera. He looks towards Will Witherby and Will Shaw at right. Both Wills stand with their backs to camera as they approach Everett. Will Witherby stands in front of Will Shaw, mostly obscuring Will Shaw. More visitors to Two Harbors stroll along the wharf as well, in the distance at left. Across the background, palm trees line the beach and farther back, mountains rise.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Two Harbors,"Text from negative sleeve: Color 130 Catalina trip Aug. 7, 1948. 1. Two harbors. Getting on boat for Emerald Bay. 2. Two harbors 3. The barge at Two Harbors 4. Everett Shaw facing camera, Will Shaw and Will Witherby walking to him 5. The harbor on west side of Catalina at Isthmus. Will Witherby in front.",1948-08,"August, 1948",33.441888,-118.498095,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4wv0,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c129_003.tif,,,,,still image,Portrait photographs|~|black-and-white photographs|~|cellulose nitrate film,copyrighted,"Witherby, William M., $d 1874-1962",Harbors $z California $z Santa Catalina Island|~|Santa Catalina Island (Calif.)|~|Isthmuses,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c129_003,"Will Witherby poses on the isthmus and in front of Catalina Harbor, Two Harbors, 1948","According to the negative sleeve, this should be a color image, but it is black-and-white.|~|This negative and others on this film are numbered or filed incorrectly as c129 and should be c130.|~|Photograph of Will Witherby posing on the isthmus that spans Catalina Harbor and Isthmus Cove at Two Harbors. Will stands in the near distance at center. He faces slightly right and looks to camera while resting a hand in his pocket. The flat, grassy isthmus surrounds him. A few structures stand on the isthmus at right. The isthmus stretches back towards Catalina Harbor, which sits in the distance at center. Mountains rise in the far distance on either side of Catalina Harbor as it extends towards the horizon.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Two Harbors,"Text from negative sleeve: Color 130 Catalina trip Aug. 7, 1948. 1. Two harbors. Getting on boat for Emerald Bay. 2. Two harbors 3. The barge at Two Harbors 4. Everett Shaw facing camera, Will Shaw and Will Witherby walking to him 5. The harbor on west side of Catalina at Isthmus. Will Witherby in front.",1948-08,"August, 1948",33.437279,-118.500821,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4wwh,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c129_004.tif,,,,,still image,black-and-white photographs|~|cellulose nitrate film,copyrighted,,Marines (Visual works)|~|Harbors $z California $z Santa Catalina Island|~|Santa Catalina Island (Calif.)|~|Piers & wharves $z California $z Two Harbors|~|Boats $x American $z California $z Two Harbors,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c129_004,"Boats approach shore as they sail in Isthmus Cove, Two Harbors, 1948","Photograph of a few boats sailing through Catalina's Isthmus Cove, as viewed from the wharf in Two Harbors. The wharf is viewed close-up and enters frame from the lower left corner. It stretches straight into the distance along the left edge. The harbor's waters extend to the right of it. A small barge sits in the water at center and approaches camera. Behind and to the right of it, a fishing boat sits on the water. In the distance at center, a large sailing boat sits on the water and is viewed from its side. The water continues into the distance. A land formation is visible in the far distance at right.|~|According to the negative sleeve, this should be a color image, but it is black-and-white.|~|This negative and others on this film are numbered or filed incorrectly as c129 and should be c130.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Two Harbors,"Text from negative sleeve: Color 130 Catalina trip Aug. 7, 1948. 1. Two harbors. Getting on boat for Emerald Bay. 2. Two harbors 3. The barge at Two Harbors 4. Everett Shaw facing camera, Will Shaw and Will Witherby walking to him 5. The harbor on west side of Catalina at Isthmus. Will Witherby in front.",1948-08,"August, 1948",33.441904,-118.498059,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4wx1,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c129_005.tif,,,,,still image,black-and-white photographs|~|cellulose nitrate film,copyrighted,,Marines (Visual works)|~|Harbors $z California $z Santa Catalina Island|~|Santa Catalina Island (Calif.)|~|Passengers $z California $z Two Harbors|~|Piers & wharves $z California $z Two Harbors|~|Boats $x American $z California $z Two Harbors,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c129_005,"Passengers board a barge boat at Isthmus Cove, Two Harbors, 1948","According to the negative sleeve, this should be a color image, but it is black-and-white.|~|This negative and others on this film are numbered or filed incorrectly as c129 and should be c130.|~|Photograph of people boarding a passenger barge boat in Isthmus Cove at Two Harbors. The camera looks down towards a dock and boat. The dock sits along the left half of the image and the boat moors to the dock at right. At left, several passengers stand in a group on the dock and generally face towards the boat at right as they await their turn to board it. The boat sits in partial view; its bow extends beyond the frame at the lower right corner. Its bridge is enclosed and behind it, open-air passenger seating occupies the majority of the boat's space. Some passengers sit in benches that line both sides of the boat. More passengers cluster near the middle of the boat as they find their seats. In the background, the waters of Isthmus Cove stretch across the image. A few boats sail in the water at center and right. In the far distance at right, a land formation juts into the harbor.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Two Harbors,"Text from negative sleeve: Color 130 Catalina trip Aug. 7, 1948. 1. Two harbors. Getting on boat for Emerald Bay. 2. Two harbors 3. The barge at Two Harbors 4. Everett Shaw facing camera, Will Shaw and Will Witherby walking to him 5. The harbor on west side of Catalina at Isthmus. Will Witherby in front.",1948-08,"August, 1948",34.441904,-118.498059,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4wzj,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c131_001.tif,,,,,still image,black-and-white photographs|~|cellulose nitrate film,copyrighted,Catalina Casino,Boats $x American $z California $z Santa Catalina Island|~|Marines (Visual works)|~|Harbors $z California $z Santa Catalina Island|~|Santa Catalina Island (Calif.),,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c131_001,"Boats sail in Avalon Bay, Avalon, 1948","Photograph of a couple dozen boats sailing in Avalon Bay at Catalina Island. The bay is viewed from an elevated perspective and appears to tilt downward to the right. The bay stretches across the image and into the distance. In the near distance at center, a couple of people sit in a row boat. In front of them and near the bottom edge, three swimmers are visible. Beyond the rowboat, a couple people ride in a small paddle boat. Large boats are aligned into rows on the water. The rows of boats angle back towards Catalina Casino, which rises in the background at center.|~|According to the negative sleeve, this should be a color image, but it is black-and-white.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Avalon,"Text from negative sleeve: Color 131 Catalina Trip Aug. 7, 1948 1. Avalon bay and cassino [sic] 2 and 3. Same",1948-08-07,"August 7, 1948",33.344368,-118.324416,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4x0j,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c131_002.tif,,,,,still image,black-and-white photographs|~|cellulose nitrate film,copyrighted,,Boats $x American $z California $z Santa Catalina Island|~|Marines (Visual works)|~|Harbors $z California $z Santa Catalina Island|~|Santa Catalina Island (Calif.)|~|Leisure $z California $z Avalon|~|Beaches $z California $z Avalon,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c131_002,"Beachgoers lounge on the beachfront along Avalon Bay, Avalon, 1948","According to the negative sleeve, this should be a color image, but it is black-and-white.|~|Photograph of beachgoers to Avalon Bay lounging on the beachfront while boats sit in the harbor. A paved walkway enters frame along the bottom edge and stretches back on an angle to the right. On the far edge of the walkway, a couple groups of loungers relax on the sand at left and center. Both groups face away from camera. A fence stretches across the far side of the beach. Beyond the fence, Avalon Bay stretches into the distance. Dozens of boats sit out on the water.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Avalon,"Text from negative sleeve: Color 131 Catalina Trip Aug. 7, 1948 1. Avalon bay and cassino [sic] 2 and 3. Same",1948-08-07,"August 7, 1948",33.342883,-118.323875,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4x12,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c131_003.tif,,,,,still image,black-and-white photographs|~|cellulose nitrate film,copyrighted,,Marines (Visual works)|~|Harbors $z California $z Santa Catalina Island|~|Ships $x American $z California $z Avalon|~|Santa Catalina Island (Calif.)|~|Beaches $z California $z Avalon,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c131_003,"Ship moored at the wharf in Avalon Bay, Avalon, 1948","Photograph of a distant ship moored at the wharf in Avalon Bay at Catalina. A sliver of beach stretches across the foreground on an angle past the lower left corner. A couple beachgoers lounge on the beach at center and a few kids play in the wash. Beyond them, Avalon Bay stretches across the mid-ground. Boats float in alignment on the water at center and right. Behind the boats, a large ship is moored to the dock, off-center to the left. It is viewed from its side and faces left. A singular smokestack rises from the center of the ship. The wharf sits behind the ship and stretches between the ship and the left frame. A land formation rises in the distance at left.|~|According to the negative sleeve, this should be a color image, but it is black-and-white.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Avalon,"Text from negative sleeve: Color 131 Catalina Trip Aug. 7, 1948 1. Avalon bay and cassino [sic] 2 and 3. Same",1948-08-07,"August 7, 1948",33.342991,-118.324238,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4x2k,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c134_001.tif,,,,,still image,black-and-white photographs|~|cellulose nitrate film,copyrighted,,Boats $x American $z California $z Santa Catalina Island|~|Drowning|~|Piers & wharves $z California $z Avalon|~|Harbors $z California $z Santa Catalina Island|~|Santa Catalina Island (Calif.),,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c134_001,"Men on a boat try to save a drowning man, Avalon, 1948","According to the negative sleeve, this should be a color image, but it is black-and-white.|~|Photograph of men on a boat trying to rescue a drowning man in Avalon Cove. The scene is viewed from a slightly elevated perspective. A line of rope stretches across the foreground on an angle. Below and beyond it, the harbor's waters stretch across the image and into the distance. A mooring dock sits in the near distance at left. Along the left side of the dock, a gangplank ascends towards the top frame. At center and to the right of the dock, a large boat is moored. It faces camera. Several men appear to cluster towards the back of the boat. On the dock, one man stands beside a bollard on the near right corner of the dock. A few men stand farther down the dock and look towards the rear of the moored boat. In the background, people play in the water.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Avalon,"Text from negative sleeve: Color 134 Catalina Island trip Aug. 7, 1948. 1. Scene on the pleasure pier 2. L to R Mertie West, Josie Shaw, Will Shaw 3 and 4 A man was drowned and is on rear of boat where men are using pulmotor [sic] He died",1948-08-07,"August 7, 1948",,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j4x33,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_c134_002.tif,,,,,still image,black-and-white photographs|~|cellulose nitrate film,copyrighted,,Boats $x American $z California $z Santa Catalina Island|~|Drowning|~|Piers & wharves $z California $z Avalon|~|Harbors $z California $z Santa Catalina Island|~|Santa Catalina Island (Calif.)|~|Beaches $z California $z Avalon,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_c134_002,"Rescuers bring a drowning victim ashore, Avalon, 1948","According to the negative sleeve, this should be a color image, but it is black-and-white. This image also appears to have been scanned from its wrong side; the signage on the buildings in the background read backwards. It should be flipped along its short edge.|~|Photograph of men on a boat bringing a drowning victim ashore. A couple lines of rope extend across the foreground. Below and beyond them, the harbor's waters stretch across the image and into the distance. A mooring dock sits in the near distance, off-center to the right. Along the right side of the dock, a gangplank ascends towards the Pleasure Pier, which stands above the mooring dock. Crowds along the pier gather at its edge and look towards the water. At center and to the left of the dock, a large boat is moored. It faces camera. Several men appear to cluster towards the back of the boat. In the background, people play in the water at left. On the shore, a throng of people crowd the beach and look out towards the water. Behind them, buildings line the beachfront.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Avalon,"Text from negative sleeve: Color 134 Catalina Island trip Aug. 7, 1948. 1. Scene on the pleasure pier 2. L to R Mertie West, Josie Shaw, Will Shaw 3 and 4 A man was drowned and is on rear of boat where men are using pulmotor [sic] He died",1948-08-07,"August 7, 1948",33.343981,-118.324813,
