Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.typeOfResource,Rights.copyrightStatus,Name.subject,Subject.descriptiveTopic,Language,Name.repository,Rights.permission,Type.genre,Name.photographer,Name.creator,Relation.isPartOf,Name.collector,Name.architect,Subject.conceptTopic,Date.creation,Date.normalized,Description.longitude,Title,AltTitle.uniform,Alt ID.local,Format.extent,Description.latitude,Description.note,Coverage.geographic,Description.fundingNote,Format.dimensions,AltTitle.other,Alternate Identifier.local,Description.abstract,Description.caption,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b1cqv,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_xxxx_b0288.tif,,,,,private,still image,copyrighted,"Windemere Hotel (Santa Monica, Calif.)","Agaves $z California $z Santa Monica|~|Sunbathing $z California $z Santa Monica|~|Parks $z California $z Santa Monica|~|Trails & paths $z California $z Santa Monica|~|Palisades Park (Santa Monica, Calif.)|~|Beaches $z California $z Santa Monica",zxx,"University of California, Los Angeles. $b Library Special Collections",N,postcards|~|black-and-white photographs|~|cellulose nitrate film,"Taylor, $e photographer",,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Culture|~|Environment,[circa 1915-1925],1915/1925,,"Four postcards with views of coastal areas, Santa Monica, circa 1915-1925",,uclamss_1756_xxxx_b0288,1 photograph : b&w,,"Upper left: Postcard with a view of sun bathers on the beach in Santa Monica.|~|The photograph of Sunset Trail is by the photographer Taylor.|~|Lower left: Postcard with a view of the entrance to Sunset Trail in Santa Monica which leads from the Palisades Park down the cliff to the beach. The trail is bordered by a rustic eucalyptus branch fence. The entrance to the trail is marked by a large wooden sign supported by a wooden framework made of tree trunks. The tops of the cliffs are at right and are covered with an assortment of bushes, and the ocean is visible in the background at left. The Pacific Coast Highway is at the base of the trail in the background at left and is lined with utility poles.|~|Upper right: View from pier towards the Santa Monica cliffs and Palisades Park with cars parked along the highway. The Hotel Windermere by the Sea (renamed  Windemere Hotel) is visible beyond the park.|~|Lower right: Postcard with a view of Palisades Park in Santa Monica showing a walkway lined by plants, a palm tree and a palm tree, century plant.",Santa Monica (Calif.),Access to this collection is generously supported by Arcadia funds.,6.75 x 5 inches,"Lower left: Taylor photo / Santa Monica, Cal.|~|Lower right: Santa Monica, Cal.",,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1cqv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1cqv/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b1crc,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_xxxx_b0289.tif,,,,,private,still image,copyrighted,"St. Vincent Medical Center (Los Angeles, Calif.)","Hospitals $z California $z Los Angeles|~|Beaudry Park (Los Angeles, Calif.)|~|Nurses $x American $z California $z Los Angeles",zxx,"University of California, Los Angeles. $b Library Special Collections",N,exterior views|~|black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q (Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Science|~|Culture,[circa 1895-1905],1895/1905,,"St. Vincent Sanitarium, Beaudry Park, Los Angeles, circa 1895-1905",,uclamss_1756_xxxx_b0289,1 photograph : b&w,,"Photograph of nurses in front of the St. Vincent Sanitarium in Beaudry Park, Los Angeles. In front of the hospital are curving walkways and a large lawn with palm trees.|~|Beaudry Park was located near the intersection of Beaudry Ave. and Sunset Blvd. When acquired for the hospital by the Daughters of Charity of St. Vincent de Paul, the park was an oval-shaped parcel of open land.",Los Angeles (Calif.),Access to this collection is generously supported by Arcadia funds.,6.5 x 8.5 inches,"St. Vincent Sanitarium, Beaudry Park",,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1crc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1crc/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b1csw,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_xxxx_b0290.tif,,,,,private,still image,copyrighted,,Apartment hotels,zxx,"University of California, Los Angeles. $b Library Special Collections|~|Embassy Hotel Apartments (Santa Monica, Calif.)",N,exterior views|~|black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Landmarks|~|Business,[circa 1927-1934],1927/1934,-118.50223392248153,"Exterior view of the Embassy Hotel Apartments, Santa Monica, circa 1927-1934",,uclamss_1756_xxxx_b0290,1 photograph : b&w,34.02074602763874,"The Embassy Hotel Apartments, located at 1001 Third Street in Santa Monica, California, has been in operation since 1927",Santa Monica Calif.),Access to this collection is generously supported by Arcadia funds.,6.75 x 5 inches,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1csw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1csw/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b1ctd,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_xxxx_b0291.tif,,,,,private,still image,copyrighted,"Madison School (Santa Monica, Calif.)",Schools $z California $z Santa Monica,zxx,"University of California, Los Angeles. $b Library Special Collections",N,black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q (Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.",,,Government|~|Education,,,-118.49077820777893,"Madison School, Santa Monica, circa 1920-1930",,uclamss_1756_xxxx_b0291,1 photograph : b&w,34.022715679200395,"Exterior view of Madison School, a brick and stone building with a crenellated tower surmounted by a weathervane. the school was located at 1020 Arizona Ave.",Santa Monica (Calif.),Access to this collection is generously supported by Arcadia funds.,6.75 x 5 inches,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1ctd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1ctd/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b1cvx,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_xxxx_b0292.tif,,,,,private,still image,copyrighted,"McKinley School (Santa Monica, Calif.)",Schools $z California $z Santa Monica,zxx,"University of California, Los Angeles. $b Library Special Collections",N,black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Government|~|Education,,,-118.47615480422973,"McKinley School, Santa Monica, circa 1920-1929",,uclamss_1756_xxxx_b0292,1 photograph : b&w,34.03174970291349,"Exterior view of McKinley School, located at24th St. and Santa Monica Blvd.",Santa Monica (Calif.),Access to this collection is generously supported by Arcadia funds.,6.75 x 5 inches,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1cvx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1cvx/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b1cwf,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_xxxx_b0293.tif,,,,,private,still image,copyrighted,"John Muir School (Santa Monica, Calif.)",Schools $z California $z Santa Monica,zxx,"University of California, Los Angeles. $b Library Special Collections",N,exterior views|~|black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Government|~|Education,[circa 1920-1929],1920/1929,,"John Muir School, Santa Monica, circa 1920-1929",,uclamss_1756_xxxx_b0293,1 photograph : b&w,,"Exterior view of John Muir School, at 725 Ocean Park Blvd., with two cars parked in front. There are three large palm trees along the street curbs.",Santa Monica (Calif.),Access to this collection is generously supported by Arcadia funds.,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1cwf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1cwf/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b1cxz,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_xxxx_b0294.tif,,,,,private,still image,copyrighted,"Hotel Casa del Mar (Santa Monica, Calif.)",Clubhouses $z California $z Santa Monica|~|Renaissance revival (Architecture) $z California $z Santa Monica,zxx,"University of California, Los Angeles. $b Library Special Collections",N,black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Lifestyle|~|Culture|~|Environment,[circa 1926-1934],1926/1934,-118.49156141281128,"Castle Del Mar Beach Club, Santa Monica, circa 1926-1934",,uclamss_1756_xxxx_b0294,1 photograph : b&w,34.00576539871731,The Castle del Mar Beach Club is a beachside resort. It was built in a Neo-Renaissance-Mediterranean Revival style in 1926. Several patios with awnings are visible along with a labeled life boat.,Santa Monica (Calif.),Access to this collection is generously supported by Arcadia funds.,6.75 x 5 inches,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1cxz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1cxz/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b1czg,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_xxxx_b0295.tif,,,,,private,still image,copyrighted,,Coastlines $z California $z Santa Monica Bay|~|California Highway 1 (Calif.)|~|Dwellings $z California $z Topanga|~|Beaches $z California $z Topanga|~|Santa Monica Bay (Calif.),zxx,"University of California, Los Angeles. $b Library Special Collections",N,black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Transportation|~|Environment,1922,1922,,"View of Topanga Beach Drive and Topanga Beach, Topanga, 1922",,uclamss_1756_xxxx_b0295,1 photograph : b&w,,"View of Topanga Road, with a fruit stand along the cliff side, and Topanga Beach, lined with beach houses, with the coastline and Santa Monica Bay visible beyond",Topanga (Calif.),Access to this collection is generously supported by Arcadia funds.,6.75 x 5 inches,"Topanga Beach Road, 22",,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1czg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1czg/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b1d0g,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_xxxx_b0296.tif,,,,,private,still image,copyrighted,"Edgewater Beach Club (Santa Monica, Calif.)|~|Breakers Beach Club (Santa Monica, Calif.)|~|Hotel Casa del Mar (Santa Monica, Calif.)",Clubhouses $z California $z Santa Monica|~|Beaches $z California $z Santa Monica|~|Renaissance revival (Architecture) $z California $z Santa Monica,zxx,"University of California, Los Angeles. $b Library Special Collections",N,black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Lifestyle|~|Culture|~|Environment,[circa 1926-1927],1926/1927,-118.49149703979492,"View towards three beach clubs: the Breakers, Edgewater and Casa Del Mar, Santa Monica, circa 1926-1927",,uclamss_1756_xxxx_b0296,1 photograph : b&w,34.00549857816441,"View towards three popular early beach clubs: from left to right, the Breakers (under construction), Edgewater, and the Castle Del Mar Club (1910 Ocean Way).|~|The Breakers Beach Club, founded in 1926, was converted into the Grand Hotel in 1934 and eventually into an apartment complex. The Edgewater Beach Club, founded in 1927, was eventually demolished. The Casa Del Mar, founded in 1926, and is currently a hotel (2012).",Santa Monica (Calif.),Access to this collection is generously supported by Arcadia funds.,6.75 x 5 inches,"Castle Del Mar, Edgewater & Breakers Clubs",,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1d0g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1d0g/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b1d10,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_xxxx_b0297.tif,,,,,private,still image,copyrighted,"Marion Davies Estate (Santa Monica, Calif.)",Beaches $z California $z Santa Monica|~|Dwellings $z California $z Santa Monica,zxx,"University of California, Los Angeles. $b Library Special Collections",N,black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q (Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.",,,Lifestyle|~|People|~|Environment,[circa 1930-1940],1930/1940,-118.51368427276611,"Birdseye view towards the Marion Davies' Beach house, Santa Monica, circa 1930-1940",,uclamss_1756_xxxx_b0297,1 photograph : b&w,34.026010186072035,"Birdseye view from Palisades Park towards Marion Davies' beach house on the shore of Santa Monica Bay in Santa Monica, with the beach visible beyond. Across the highway from the beach estate are parked cars, street railroad tracks, utility poles and the brush-covered base of the palisades cliff.",Santa Monica (Calif.),Access to this collection is generously supported by Arcadia funds.,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1d10,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1d10/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b1d2h,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_xxxx_b0298.tif,,,,,private,still image,copyrighted,"Edgewater Beach Club (Santa Monica, Calif.)|~|Breakers Beach Club (Santa Monica, Calif.)|~|Hotel Casa del Mar (Santa Monica, Calif.)",Clubhouses $z California $z Santa Monica|~|Beaches $z California $z Santa Monica,zxx,"University of California, Los Angeles. $b Library Special Collections",N,black-and-white photographs|~|cellulose nitrate film,"Taylor, $e photographer",,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Lifestyle|~|Culture|~|Environment,[circa 1927-1934],1927/1934,-118.49769830703735,"View towards three beach clubs: the Breakers, Edgewater and Castle Del Mar, Santa Monica, circa 1927-1934",,uclamss_1756_xxxx_b0298,1 photograph : b&w,34.008344620842834,"View from the pier towards three popular early beach clubs: from left to right, the Breakers,  Edgewater, and the Castle Del Mar Club (1910 Ocean Way).|~|The Breakers Beach Club, founded in 1926, was converted into the Grand Hotel in 1934 and eventually into an apartment complex. The Edgewater Beach Club, founded in 1927, was eventually demolished. The Casa Del Mar, founded in 1926, and is currently a hotel (2012).",Santa Monica (Calif.),Access to this collection is generously supported by Arcadia funds.,6.75 x 5 inches,"Santa Monica, Calif., c [copyright] Taylor / Breakers, Edgewater & Castle del Mar",,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1d2h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1d2h/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b1d31,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_xxxx_b0299.tif,,,,,private,still image,copyrighted,"First Presbyterian Church of Santa Monica (Santa Monica, Calif.)",Churches $z California $z Santa Monica,zxx,"University of California, Los Angeles. $b Library Special Collections",N,exterior views|~|black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Religion|~|Culture,[circa 1922-1930],1922/1930,-118.4986233,"First Presbyterian Church, Santa Monica, circa 1922-1930",,uclamss_1756_xxxx_b0299,1 photograph : b&w,34.016224,"Exterior view of the First Presbyterian Church located at the corner of Arizona Avenue and Second Street. The names of the streets are written on the curbs near the church. The sign in front of the church reads: ""Dr. McCartney Preaching at both services.""  A sign on the post on the left reads: ""Hart rooms & apartments popular prices."" One car is in the street on the left. There is a small house on either side of the church.|~|This building was completed in 1922 and is no longer standing.",Santa Monica (Calif.),Access to this collection is generously supported by Arcadia funds.,6.75 x 5 inches,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1d31,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1d31/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b1d4j,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_xxxx_b0300.tif,,,,,private,still image,copyrighted,"St. Monica Catholic Church (Santa Monica, Calif.)",Catholic churches $z California $z Santa Monica,zxx,"University of California, Los Angeles. $b Library Special Collections",N,exterior views|~|black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.",,"Martin, Albert C., $d 1879-1960",Religion|~|Culture,[between 1925 and 1934],1925/1934,-118.49709749221802,"St. Monica Catholic Church, Santa Monica, between 1925 and 1934",,uclamss_1756_xxxx_b0300,1 photograph : b&w,34.02276014033337,View towards St. Monica Catholic Church from the south-west. The church is located on the north-east corner of the intersection of California Ave. and 7th street in Santa Monica,Santa Monica (Calif.),Access to this collection is generously supported by Arcadia funds.,6.75 x 5 inches,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1d4j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1d4j/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b1d52,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_xxxx_b0301.tif,,,,,private,still image,copyrighted,Santa Monica Bay Woman’s Club,Clubhouses $z California $z Santa Monica,zxx,"University of California, Los Angeles. $b Library Special Collections",N,exterior views|~|black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Lifestyle|~|Culture,[circa 1914-1934],,-118.49785923957825,"Santa Monica Bay Woman's Club, Santa Monica",,uclamss_1756_xxxx_b0301,1 photograph : b&w,34.018856364106036,Exterior view of the clubhouse of the Santa Monica Bay Woman's Club. The two-story Classical Revival building is sheathed in stucco. Its tiled hip roof has bracketed eaves and a decorated frieze. Six arched casement windows with decorated surrounds and topped by fan lights span the second floor façade. The first floor has a wide inset entrance in the center flanked by triple rectangular casement windows with transoms and stained glass over each doorway. The glazed triple entry is framed by oak set into marble.|~|The Santa Monica Bay Woman's Club building was completed in 1914 and is  located at 1210 Fourth Street since 1914.The architect of the clubhouse was Henry C. Hollwedel.,Santa Monica (Calif.),Access to this collection is generously supported by Arcadia funds.,6.75 x 5 inches,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1d52,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1d52/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b1d6k,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_xxxx_b0302.tif,,,,,private,still image,copyrighted,Elks (Fraternal order),Fraternal lodges $z California $z Santa Monica,zxx,"University of California, Los Angeles. $b Library Special Collections",N,exterior views|~|black-and-white photographs|~|cellulose nitrate film,,"Taylor, $e photographer","C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Lifestyle|~|Culture,[between 1898 and 1934]|~|1898/1934,,-118.4800987,"Elks Temple, Santa Monica",,uclamss_1756_xxxx_b0302,1 photograph : b&w,33.9985349,"Exterior view of the former Elks Temple, or Lodge, located at the southeast corner of Main St. and Pier Ave. in Santa Monica. The letters ""BPOE"" along the cornice of each visible side of the building stand for: Benevolent and Protective Order of Elks. The BPOE is an American fraternal order and social club founded in 1868.",Santa Monica (Calif.),Access to this collection is generously supported by Arcadia funds.,6.75 x 5 inches,"#906, Elks Temple, Santa Monica Bay, c[opyright] Taylor",,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1d6k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1d6k/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b1d73,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_xxxx_b0303.tif,,,,,private,still image,copyrighted,,"Coastlines $z California $z Santa Monica Bay|~|Agaves $z California $z Santa Monica|~|Parks $z California $z Santa Monica|~|Palisades Park (Santa Monica, Calif.)|~|Fences $z California $z Santa Monica",zxx,"University of California, Los Angeles. $b Library Special Collections",N,landscapes (representations)|~|postcards|~|black-and-white photographs|~|cellulose nitrate film,"Taylor, $e photographer",,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Culture|~|Environment,[circa 1918-1925],1918/1925,,"Three post card views of the Palisades Park environs, Santa Monica, circa 1918-1925",,uclamss_1756_xxxx_b0303,1 photograph : b&w,,"Bottom photo: view facing south towards the cliff edge of the Palisade Park and the Santa Monica Bay shoreline below, with the Santa Monica Pier visible in the far distance.|~|Upper photo: view up the California Incline road, with a rustic eucalyptus branch fence on the right side and the cliff on the left side, with the twisted branch of the Palisades Park visible above along the cliff edge .|~|Middle photo: four century plants in Palisades Park with, facing north, with the Pacific coast highway and cliffs visible in the far distance.",Santa Monica (Calif.),Access to this collection is generously supported by Arcadia funds.,6 x 5 inches,"Upper photo: Palisades, Santa Monica|~|Middle photo: Palisades, Santa Monica Bay; c[opyright] Taylor ...|~|Bottom photo: Century plants, Palisades, Santa Monica",,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1d73,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1d73/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b1d8m,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_xxxx_b0304.tif,,,,,private,still image,copyrighted,,Commercial facilities $z California|~|Office buildings $z California,zxx,"University of California, Los Angeles. $b Library Special Collections",N,black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Business,[circa 1915-1925],1915/1925,,"Unidentified, tri-lobe-shaped commercial building, California, circa 1915-1925]",,uclamss_1756_xxxx_b0304,1 photograph : b&w,,View towards a commercial building on a street corner. The building has a distinctive tri-lobe shape and is six stories high. The broader base of the building allows for a terrace with plants to encircle the building at the second story level. Relief decoration encircles the building at the top story level. Two structures on the roof have lattice window openings and pinnacles. Workmen and ladders can be seen inside the empty retail spaces on the bottom level. Six trucks are parked next to the building.,(Calif.),Access to this collection is generously supported by Arcadia funds.,6.75 x 5 inches,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1d8m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1d8m/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b1d94,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_xxxx_b0305.tif,,,,,private,still image,copyrighted,"First Church of Christ, Scientist (Santa Monica, Calif.)",Christian Science churches $z California $z Santa Monica,zxx,"University of California, Los Angeles. $b Library Special Collections",N,exterior views|~|black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Religion|~|Culture,[circa 1920-1930],1920/1930,-118.48472714424133,"First Church of Christ, Scientist at Fifth Street and Arizona Avenue, Santa Monica, circa 1920-1930",,uclamss_1756_xxxx_b0305,1 photograph : b&w,34.02764183105164,View of the First Church of Christ Scientist at Fifth Street and Arizona Avenue,Santa Monica (Calif.),Access to this collection is generously supported by Arcadia funds.,6.75 x 5 inches,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1d94,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1d94/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b1dbn,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_xxxx_b0306.tif,,,,,private,still image,copyrighted,,Roads $z California $z Santa Monica Bay|~|Coastlines $z California $z Santa Monica Bay|~|California Highway 1 (Calif.),eng,"University of California, Los Angeles. $b Library Special Collections",N,landscapes (representations)|~|black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Transportation|~|Environment,[between 1915 and 1934],1915/1934,,"Coastline of Santa Monica Bay near Las Flores Canyon, Malibu",,uclamss_1756_xxxx_b0306,1 photograph : b&w,,"View of the Roosevelt Highway, which was the name given to California State Route 1 (Pacific Coast Highway) as it runs along the coast of the Pacific Ocean in the Santa Monica Bay.",Malibu (Calif.),Access to this collection is generously supported by Arcadia funds.,,"Roosevelt Highway, Santa Monica Bay",,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1dbn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1dbn/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b1dc5,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_xxxx_b0307.tif,,,,,private,,copyrighted,"Santa Monica High School (Santa Monica, Calif.)",Schools $z California $z Santa Monica,zxx,"University of California, Los Angeles. $b Library Special Collections",N,exterior views|~|black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Government|~|Education,[circa 1920-1930],1920/1930,-118.48520994186401,"Santa Monica High School, Santa Monica, circa 1920-1930",,uclamss_1756_xxxx_b0307,1 photograph : b&w,34.01108384683638,"Santa Monica High School, located on Prospect Hill between 4th and 6th Streets, Michigan and Fremont Avenues, was dedicated April 11, 1912.|~|Exterior view of the Santa Monica High School, a brick building with a low central tower landscaped with a lawn and palm trees.",Santa Monica (Calif.),Access to this collection is generously supported by Arcadia funds.,6.75 x 5 inches,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1dc5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1dc5/manifest
