"Project Name","Item ARK","Parent ARK","Object Type","File Name","Item Sequence","Type.typeOfResource","Rights.copyrightStatus","Name.sponsor","Name.subject","Publisher.publisherName","Rights.servicesContact","Subject.conceptTopic","Type.genre","Language","Name.repository","Name.designer","Subject.uniformTitle","Name.photographer","Name.creator","Subject.geographicPlace","Coverage.geographic","Description.note","Date.normalized","Publisher.placeOfOrigin","Title","Date.creation","Alt ID.local","Format.extent","Description.caption","AltTitle.parallel","AltTitle.other","Publisher.publisherName"
"Ethiopian Posters","21198/zz002hhm2r","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder007_008.tif","","still image","","","","United Nations Population Fund|~|Health Education Center (Addis Ababa, Ethiopia)","","Man-woman relationships $z Ethiopia|~|Women $x Health and hygiene $z Ethiopia|~|Pregnancy $x Nutritional aspects $z Ethiopia|~|Prenatal care $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Poster seems to be advocating for healthy eating habits by pregnant women.|~|A pregnant woman dressed in white is being fed traditional Ethiopian food by a bearded man.|~|Logos for Health Education Center and United Nations Population Fund at bottom of poster.|~|Text is primarily in Amharic. Only one of the publishers is in English.","2004/2005","[Addis Ababa (Ethiopia)]","Pregnant woman being fed Ethiopian food by man [descriptive]","[2004 or 2005?]","ucla_1922_box04_folder007_008","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hhm38","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder007_009.tif","","still image","","","","Welfare for the Street Mothers and Children Organization|~|Sweden. $b Styrelsen för internationell utveckling","","Women $z Ethiopia $x Social conditions|~|Women's rights $z Ethiopia","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Logos for SIDA and Welfare for the Street Mothers and Children Organization at bottom of poster.|~|Four bare-chested women in colorful skirts and necklaces stand outside and they appear to be singing. Possibly a women's rights' poster.","2001/2008","[Ethiopia]","Four women singing [descriptive]","[between 2001 and 2008]","ucla_1922_box04_folder007_009","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hhm4s","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder007_010.tif","","still image","","","","YaʼItyopyā bétasab mamriyā māhbar","","Contraception $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","A blue and purple peace symbol takes up most of the poster. Two sperm are traveling up the left side of the peace sign, while two eggs (?) travel up the right side. The first sperm and first egg meet in the middle of the symbol. A purple silhouette of a person is seated under the peace symbol.|~|Logo for Family Guidance Association of Ethiopia in upper right corner.","1965/2010","[Ethiopia]","Emergency contraception","[between 1965 and 2010]","ucla_1922_box04_folder007_010","1 poster : col.","FGAE/Pop. Council","","",""
"Ethiopian Posters","21198/zz002hhm59","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder008_001.tif","","still image","","United States. Dept. of Health and Human Services|~|Center for Disease Control|~|Ethiopia. $b YaṬénā ṭebaqā ministér|~|Johns Hopkins University. $b Technical Support for the Ethiopian HIV/AIDS Art Initiative","","","","Pain $v Classification","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Readable logos on the bottom of the poster: Ministry of Health; Department of Health & Human Services, USA; Center for Disease Control and Prevention; Technical Support for the Ethiopian HIV/AIDS Art Initiative (TSEHAI), Johns Hopkins University|~|Six faces ranging from happy yellow to gradually crying red are paired with verbal descriptions and activity tolerance levels for people to communicate with patients having problems expressing pain levels. Numerical scale goes from 1 to 10.","2005/2010","","Universal pain assessment tool","[between 2005 and 2010]","ucla_1922_box04_folder008_001","1 poster : col.","Verbal description scale; Wong-Baker Facial Grimace scale; Activity tolerance scale.|~|This pain assessment tool is intended to help patient care providers assess pain according to individual patient needs. Explain and use 0-10 scale for patient self-assessment. Use the faces or behavioral observations to interpret expressed pain when patient cannot communicate his/her pain intensity.","","",""
"Ethiopian Posters","21198/zz002hhm6t","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder008_002.tif","","still image","","Cheshire Foundation Ethiopia|~|Finland. $b Suurlähetystö (Ethiopia)","","","","Women $x Health and hygiene $z Ethiopia|~|Maternal health services $z Ethiopia|~|Children $x Health and hygiene $z Ethiopia|~|Infant health services $z Ethiopia|~|Child health services $z Ethiopia|~|Prenatal care $z Ethiopia|~|Infants $x Health and hygiene $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Five images of a pregnant woman and later that woman with a child. Top left: mother consulting a nurse and receiving medication. Top right: mother receiving an examination from a nurse. Center: mother carrying a happy child. Bottom left: A room of mothers and pregnant women listening to a nurse give a presentation. Bottom right: mother holds a child while a nurse gives the child medicine.","1985/2010","[Ethiopia?]","Maternal and child health care for healthy citizen","[between 1985 and 2010]","ucla_1922_box04_folder008_002","1 poster : col.","Cheshire Foundation Ethiopia, Addis Ababa Project; and Finland Embassy","","Maternal and child health care for healthy citizens",""
"Ethiopian Posters","21198/zz002hhm7b","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder008_003.tif","","still image","","","International Federation of Red Cross and Red Crescent Societies|~|International Committee of the Red Cross","","","","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","A left hand holds a white flag with the word ""Humanity"" on it, along with a word in Ge'ez script. Red, green, and yellow stripes connect a red cross to the flag, in a sweeping design.","2000","[Ethiopia]","May 8 World Red Cross and Red Crescent Day","2000","ucla_1922_box04_folder008_003","1 poster : col.","The power of humanity.|~|Artistic Printing Enterprise","","Again|~|Humanity",""
"Ethiopian Posters","21198/zz002hhm8v","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder008_004.tif","","still image","","","","","","Children $x Health and hygiene $z Ethiopia|~|Child health services $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","A young child in a blue shirt and yellow shorts is seated and receiving drops of medicine from an adult hand.|~|Text is primarily in Amharic, with printer in English.","2000","[Ethiopia]","Child receiving medicine drops [descriptive]","[2000?]","ucla_1922_box04_folder008_004","1 poster : col.","Central Printing Press","","",""
"Ethiopian Posters","21198/zz002hhm9c","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder008_005.tif","","still image","","International Planned Parenthood Federation|~|Consortium of Reproductive Health Associations|~|Sweden. $b Styrelsen för internationell utveckling","","YaʼItyopyā bétasab mamriyā māhbar","","Maternal health services $z Ethiopia|~|Prenatal care $z Ethiopia|~|Childbirth $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","In the upper picture, a man and pregnant woman walk towards a clinic. They are holding an umbrella. In the bottom picture, the same man and woman are leaving a building with the addition of a young boy, and an older woman carrying a newborn baby. A nurse stands behind them, smiling.|~|Logos for International Planned Parenthood Foundation, SIDA, Consortium of Reproductive Health Associations, and Family Guidance Association of Ethiopia are at the bottom of the poster.","2005/2006","","Pregnant woman and man seek out a clinic [descriptive]","[2005 or 2006?]","ucla_1922_box04_folder008_005","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hhmbw","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder008_006.tif","","still image","","International Planned Parenthood Federation|~|Consortium of Reproductive Health Associations|~|Sweden. $b Styrelsen för internationell utveckling","","YaʼItyopyā bétasab mamriyā māhbar","","Contraception $z Ethiopia|~|Birth control $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","A man and woman sit in a nurse's office discussing different forms of contraception. Several different options are laid out on the table in front of them. An image of an IUD and uterus are on the wall.|~|Text is primarily in Amharic.|~|Logos for International Planned Parenthood Foundation, SIDA, Consortium of Reproductive Health Associations, and Family Guidance Association of Ethiopia are at the bottom of the image.","2005/2006","[Ethiopia]","Couple consults with a nurse regarding birth control options [descriptive]","[2005 or 2006?]","ucla_1922_box04_folder008_006","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hhmcd","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder008_007.tif","","still image","","","","","","","posters","","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","","","DUP - see Ark #21198/zz002hhmbw","","ucla_1922_box04_folder008_007","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hhmdx","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder008_008.tif","","still image","","","","YaʼItyop̣yā yamadh̲ānit ʼastadādarenā quṭeṭer bālaselṭān","","Tobacco smoke $x Health aspects|~|Tobacco smoke pollution|~|Passive smoking $x Health aspects","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","A pregnant woman covers her face and hugs her son close to her leg as a man next to her smokes. The air around them is white with cigarette smoke.","2004/2006","[Addis Ababa (Ethiopia)]","Warnings against smoking around pregnant women and children [descriptive]","[between 2004 and 2006?]","ucla_1922_box04_folder008_008","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hhmff","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder008_009.tif","","still image","","","","YaʼItyop̣yā yamadh̲ānit ʼastadādarenā quṭeṭer bālaselṭān","","Temperance $z Ethiopia|~|Smoking cessation $z Ethiopia|~|Tobacco use $z Ethiopia $x Prevention","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Five people stand outside a tin roofed house. A man crumples up a case of cigarette cartons over a bundle of what looks to be tobacco leaves and a broken bottle of alcohol. The family looks very happy at this.","2005/2006","[Addis Ababa (Ethiopia)]","Stop smoking, drinking, and chewing tobacco [descriptive]","[2005 or 2006?]","ucla_1922_box04_folder008_009","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hhmgz","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder008_010.tif","","still image","","","YaʼItyoṗyā qay masqal māh̲ebar","","","","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Poster appears to be in commemoration of the 60th anniversary of the Ethiopian Red Cross Society.|~|Two men stand on a rocky shore by some water. One wearing a white shirt and denim shorts is facing away from the camera, looking down at the water. His sleeves are rolled up. Another man, wearing khaki pants rolled up past his knees and a khaki jacket, carries a block of stone on his shoulder.","1995","[Addis Ababa (Ethiopia)?]","60th anniversary of the Ethiopian Red Cross Society [descriptive]","[1995?]","ucla_1922_box04_folder008_010","1 poster : col.","Printed by Commercial Printing Enterprise.","","",""
"Ethiopian Posters","21198/zz002hhmhg","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder009_001.tif","","still image","","International Committee of the Red Cross","","YaʼItyoṗyā qay masqal māh̲ebar","","Geneva Conventions $d (1949 August 12) $x Anniversaries, etc.","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","A white circle, quartered by black, with a red cross in the center. Upper left quarter: Red Cross workers attend a wounded soldier. Upper right quarter: Red Cross workers rescuing people from a sinking ship. Bottom left quarter: An armed man sits behind a fence. Bottom right quarter: Several people are standing in a group. Underneath the circle is a book and a quill with a red ""50"" written over it. Poster is mostly yellow.","1999","[Ethiopia]","50th anniversary of the Geneva Conventions","[1999]","ucla_1922_box04_folder009_001","1 poster : col.","The power of humanity.","","Fiftieth anniversary of the Geneva Conventions",""
"Ethiopian Posters","21198/zz002hhmj0","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder009_002.tif","","still image","","","International Federation of Red Cross and Red Crescent Societies","YaʼItyoṗyā qay masqal māh̲ebar","","","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","SisayB (Firm)","","","","","Ethiopia","Seven silhouetted people stand next to each other covered in a red swath reading Together For Humanity! They are encircled by a pink oval, and at the top of the oval is a white circle with a red cross. Primary colors are red, pink, and purple.","2007-05-08","[Ethiopia]","Together for humanity! World Red Cross & Red Crescent Day!","May 8, 2007","ucla_1922_box04_folder009_002","1 poster : col.","Sep. & printed by ETH-CANA plc","","World Red Cross & Red Crescent Day!|~|World Red Cross and Red Crescent Day!",""
"Ethiopian Posters","21198/zz002hhmkh","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder009_003.tif","","still image","","","International Federation of Red Cross and Red Crescent Societies","YaʼItyoṗyā qay masqal māh̲ebar","","","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","SisayB (Firm)","","","","","Ethiopia","Poster features three photos. First photo: Red Cross workers helping to dig. Second photo: A young woman is donating blood. Third photo: Next to a white Toyota 4WD, a Red Cross worker is assisting a woman.|~|In the center of the poster are an abstract pair of red hands holding a circle. The circle surrounds the blue silhouettes of a man and woman holding hands. At the base of the red hands is the symbol of the Red Cross.","2005-05-08","[Ethiopia]","Protecting human dignity: World Red Cross & Red Crescent Day","May 8, 2005","ucla_1922_box04_folder009_003","1 poster : col.","Printed by Central Printing Press.","","World Red Cross & Red Crescent Day|~|World Red Cross and Red Crescent Day",""
"Ethiopian Posters","21198/zz002hhmm1","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder009_004.tif","","still image","","","International Federation of Red Cross and Red Crescent Societies","YaʼItyoṗyā qay masqal māh̲ebar","","","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","The date is unclear if it is Gregorian or Ethiopian 1999/2000.|~|Five stick figures stand with their arms stretched upwards. Over them is ""The power of humanity"" and a red cross. They are enclosed in a white rectangle, colored like they are standing behind a pane of glass. Sweeping stripes of red, yellow, and green are behind them.","1999-05-08/2008-05-08","[Ethiopia]","Power of humanity","May 8, 1999/2000 or May 8, 2007/2008","ucla_1922_box04_folder009_004","1 poster : col.","May 8 World Red Cross and Red Crescent Day","","",""
"Ethiopian Posters","21198/zz002hhmnj","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder009_005.tif","","still image","","","International Federation of Red Cross and Red Crescent Societies","YaʼItyoṗyā qay masqal māh̲ebar","","Voluntarism $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","SisayB (Firm)","","","","","Ethiopia","A man with an orange shirt and a peach turban drinks something from a jug. Behind him is a Red Cross vehicle.","2006-05-08","[Ethiopia]","Universal assistance through volunteering: May 8, World Red Cross and Red Crescent Day","May 8, 2006","ucla_1922_box04_folder009_005","1 poster : col.","Reaching the most vulnerable!","","World Red Cross and Red Crescent Day|~|May 8, World Red Cross and Red Crescent Day",""
"Ethiopian Posters","21198/zz002hhmp2","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder009_006.tif","","still image","","","","YaʼItyoṗyā qay masqal māh̲ebar","","Mines (Military explosives) (International law)|~|Land mines $z Ethiopia","posters","eng|~|fre|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","The same poster primarily in English is in box 04, folder 015.|~|A woman in a dress and turban stands with the assistance of crutches. Her right leg is missing. Behind her is what seems to be an explosion of red, orange, and yellow, and a side view of a skull. An assortment of mines are on the ground around her. Border of poster is yellow with red text.","1995","[Ethiopia]","Cesser; Stop","1995","ucla_1922_box04_folder009_006","1 poster : col.","Printed in Commercial Printing Enterprise","Stop","",""
"Ethiopian Posters","21198/zz002hhmqk","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder009_007.tif","","still image","","","","Ethiopia. $b YaṬénā ṭebaqā ministér|~|Ṡara-wabā māh̲bar","","Malaria $z Ethiopia $x Prevention","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Text is primarily in Amharic. One of the publishers is in English.|~|A mother and child sleep on a bed covered by mosquito netting to prevent malaria. Logos for the Anti-Malaria Association and Ministry of Health are under the image.","1999/2010","[Addis Ababa (Ethiopia)]","Woman and child sleeping in a bed surrounded by mosquito netting [descriptive]","[between 1999 and 2010]","ucla_1922_box04_folder009_007","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hhmr3","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder009_008.tif","","still image","","","International Committee of the Red Cross","YaʼItyoṗyā qay masqal māh̲ebar","","","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Text is primarily in Amharic, with printer in English.|~|A yellow globe is in the center of the poster, with a large white arrow pointing to the left side of it. In the middle of the arrow is a red cross. Background is seafoam green with text in blue.","1996","[Ethiopia]","Red Cross globe [descriptive]","1996","ucla_1922_box04_folder009_008","1 poster : col.","Artistic Printers","","",""
"Ethiopian Posters","21198/zz002hhmsm","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder009_009.tif","","still image","","","","Ethiopia. $b YaṬénā ṭebaqā ministér|~|YaʼItyoṗyā qay masqal māh̲ebar","","Outhouses $z Ethiopia|~|Water $x Purification $z Ethiopia","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","Ethiopians $x Health and hygiene","Ethiopia","Poster may possibly be about water purification or constructing an outhouse.|~|Twelve photos placed in a grid with text boxes under each photo. Poster goes from red-orange at the top, fades to white at the center, and then back to red-orange at the bottom. Logos for the Ethiopian Red Cross and Federal Ministry of Health are in the bottom corners.|~|Photos show several people in blue coveralls working with tanks of water, buckets, cots, tents, and tarps. One barrel is marked ""shower water."" Some pictures look like they are possibly showing outhouse covers?","1965/2010","[Addis Ababa (Ethiopia)?]","Poster in Amharic of twelve pictures against an red-orange background showing workers, tents, water barrels, etc. [descriptive]","[between 1965 and 2010]","ucla_1922_box04_folder009_009","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hhmt4","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder009_010.tif","","still image","","","YaʼItyoṗyā qay masqal māh̲ebar","YaʼItyoṗyā qay masqal māh̲ebar","","","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","An abstract picture of a pair of blue hands cradling a red cross. Image is framed in purple.","1996","[Ethiopia]","Hands carrying a red cross [descriptive]","1996","ucla_1922_box04_folder009_010","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hhmvn","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder010_001.tif","","still image","","","","","","Back $x Care and hygiene|~|Safety education $z Ethiopia|~|Lifting and carrying $x Safety measures|~|Backache $x Prevention.","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","A very similar poster in box 1, folder 19 was published by the Ethiopian Ministry of Health and World Health Organization. This poster lacks their logos.|~|Poster depicts a man on the left lifting a rectangular object properly by squatting and lifting with his legs. The man on the right is lifting the object improperly, by bending over at the waist. Man is dressed in blue with brown shoes. Header text is printed in blue.","2004/2005","[Addis Ababa (Ethiopia)?]","Man demonstrates proper and improper lifting techniques [descriptive]","[2004 or 2005?]","ucla_1922_box04_folder010_001","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hhmw5","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder010_002.tif","","still image","","","","","","Safety education $z Ethiopia|~|Ladders $x Safety measures","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Possibly belongs to a series of safety posters put out by the Ministry of Health and World Health Organization, issued around 2004 or 2005.|~|Man in a blue shirt and blue overalls on a ladder. Man on the left demonstrates dangerous usage of a ladder, leaning backwards waving one hand. Man on the right is using the ladder properly and safely: braced, leaning forward, and both hands grabbing the sides.","2004/2005","[Addis Ababa (Ethiopia)?]","Man demonstrates proper and improper usage of a ladder [descriptive]","[2004 or 2005?]","ucla_1922_box04_folder010_002","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hhmxp","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder010_003.tif","","still image","","","","World Health Organization|~|Ethiopia. $b YaṬénā ṭebaqā ministér","","Ethiopians $x Health and hygiene","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","This poster is printed in landscape layout. There is an identical poster printed in portrait layout in box 04, folder013.|~|Text poster printed in blue and black on a white background. Ministry of Health and World Health Organization logos printed in bottom corners.","2007/2008","[Addis Ababa (Ethiopia)]","Ministry of Health text poster [descriptive]","[2007 or 2008]","ucla_1922_box04_folder010_003","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hhmz6","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder010_004.tif","","still image","","","","Global Fund to Fight AIDS, Tuberculosis, and Malaria|~|Ethiopia. $b YaṬénā ṭebaqā ministér|~|Malaria Consortium","","Malaria $z Ethiopia $x Prevention","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Logos on the lower right side of the poster: Ministry of Health, Malaria Consortium, The Global Fund to Fight AIDS, Tuberculosis, and Malaria|~|A woman with a head covering sits in a chair, holding a glass and her hand out. A man stands behind her holding her arms. A nurse is handing the woman a pill. Another man is seated at a desk, gesturing at a chart with a sun and a moon drawn on it.","2003/2010","[Addis Ababa (Ethiopia)]","Woman receiving malaria medication from a nurse [descriptive]","[between 2003 and 2010]","ucla_1922_box04_folder010_004","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hhn06","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder010_005.tif","","still image","","UNICEF|~|World Health Organization|~|Ethiopia. $b YaṬénā ṭebaqā ministér|~|Rotary International","","","","Ethiopians $x Health and hygiene","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","Ethiopia $v Calendars","Ethiopia","A calendar poster. An image of a silver key is at the top of the poster. Four hands are shown in the center of the poster holding up fingers for the numbers one through four. Text in a blue box is to the right of each of the hands.|~|Sponsor logos are along the bottom of the poster: Federal Ministry of Health, World Health Organization, Rotary International, and UNICEF.","2009","[Addis Ababa (Ethiopia)?]","Poster calendar with four hands holding up fingers for the numbers 1 through 4 [descriptive]","2009","ucla_1922_box04_folder010_005","1 poster : col.","Compugraphy Printers","","",""
"Ethiopian Posters","21198/zz002hhn1q","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder010_006.tif","","still image","","UNICEF|~|World Health Organization|~|Christian Relief & Development Association (Ethiopia)|~|Ethiopia. $b YaṬénā ṭebaqā ministér|~|CORE Group|~|United States. $b Agency for International Development","","","","Poliomyelitis $z Ethiopia|~|Vaccination of children $z Ethiopia","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Sponsor logos along all sides of the poster, including CORE Group, Ministry of Health, CRDA, AFP Surveillance, an unidentified logo of a silhouette of a person's head with a hand squeezing medicine droplets into their open mouth, USAID, WHO, and UNICEF.|~|Two images in the center of the poster. The left image: A woman holds a baby while someone else squeezes medicine into the baby's mouth. The right image: two boys stand with the aid of crutches with their right legs in braces. One boy is in red sweats and the other boy is in a red sweatshirt and jeans.|~|Poster is mostly white with text in a white box on top, two images in the middle, and text in a green box at the bottom.","2001/2010","[Addis Ababa (Ethiopia)?]","Poster advocating taking anti-polio medicines [descriptive]","[between 2001 and 2010]","ucla_1922_box04_folder010_006","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hhn27","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder010_007.tif","","still image","","","","","","","posters","","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","","","DUP - see Ark #21198/zz002hhn1q","","ucla_1922_box04_folder010_007","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hhn3r","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder010_008.tif","","still image","","","Arba Minch Rehabilitation Center","Arba Minch Rehabilitation Center","","People with disabilities $x Services for $z Ethiopia|~|Rehabilitation centers $z Ethiopia|~|People with disabilities $x Rehabilitation $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","Abiy Girma","","","","","Ethiopia","Poster in mostly shades of blue and purple. Images show a girl with crutches; a woman pouring something in a glass for a young man, a cane in the background; a woman working at a desk; a man seated behind a sewing machine; and a woman and a boy in a booth of some kind.","2007","[Addis Ababa (Ethiopia)]","Ethio-Millennium AMRC 2000","2007","ucla_1922_box04_folder010_008","1 poster : col.","Departments: Physiotherapy dept. Administration dept. Orthopedic dept. SEEV dept.|~|Print @ Spot's|~|Light for the world.","","Arba Minch Rehabilitation Center|~|Arbaminch Rehabilitation Center",""
"Ethiopian Posters","21198/zz002hhn48","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder010_009.tif","","still image","","","","Ethiopia. $b YaŚarātañānā māh̲barāwi gudāy mi/r. $b Directorate of Harmonious Industrial Relations","","Industrial safety $z Ethiopia|~|Ladders $x Safety measures","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Two images on this safety poster. Top image: someone accidentally drops a pick on the man below him. Bottom image: a ladder has a broken rung. The broken rung is drawn to look like a snapped bone.","1977/2010","[Addis Ababa (Ethiopia)]","When working upstairs, think of the man below","[between 1977 and 2010]","ucla_1922_box04_folder010_009","1 poster : col.","Ministry of Labour & Social Affairs, Directorate of Harmonious Industrial Relations","","Broken rungs, broken bones",""
"Ethiopian Posters","21198/zz002hhn5s","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder010_010.tif","","still image","","","","Ethiopia. $b YaŚarātañānā māh̲barāwi gudāy mi/r. $b Directorate of Harmonious Industrial Relations","","Industrial safety $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Three images on this safety poster, with arrows pointing at them. The top image is an aisle, with instructions to keep the aisle clear. The second image is a pair of gears. The third image is the same set of gears, but encased behind a safety cage.","1977/2010","[Addis Ababa (Ethiopia)]","Geared for production, guarded for protection","[between 1977 and 2010]","ucla_1922_box04_folder010_010","1 poster : col.","Ministry of Labour & Social Affairs, Directorate of Harmonious Industrial Relations|~|Keep gangways clear.","","",""
"Ethiopian Posters","21198/zz002hhn69","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder010_011.tif","","still image","","","","Ethiopia. $b YaŚarātañānā māh̲barāwi gudāy mi/r. $b Directorate of Harmonious Industrial Relations","","Industrial safety $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Poster shows a man slipping on something and in the process of falling over.","1977/2010","[Addis Ababa (Ethiopia)]","Accident is not the first indication that things are going wrong. It's the last indication.","[between 1977 and 2010]","ucla_1922_box04_folder010_011","1 poster : col.","Ministry of Labour & Social Affairs, Directorate of Harmonious Industrial Relations","","",""
"Ethiopian Posters","21198/zz002hhn7t","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder010_012.tif","","still image","","","","Ethiopia. $b YaŚarātañānā māh̲barāwi gudāy mi/r. $b Directorate of Harmonious Industrial Relations","","Industrial safety $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Safety poster with two images. Top image: Man working with a pallet of boxes, standing next to a precariously balanced stack of boxes, ready to tip over onto him. Bottom image: Man on a scaffold laying bricks and drops bricks on man working below him.","1977/2010","[Addis Ababa (Ethiopia)]","Bonded for safety, loaded to kill","[between 1977 and 2010]","ucla_1922_box04_folder010_012","1 poster : col.","Ministry of Labour & Social Affairs, Directorate of Harmonious Industrial Relations","","Avoid falling objects",""
