"Project Name","Item ARK","Parent ARK","Object Type","File Name","Item Sequence","Type.typeOfResource","Rights.copyrightStatus","Subject","Name.subject","Type.genre","Name.repository","Rights.servicesContact","Language","Rights.permission","Name.photographer","Name.artist","Name.architect","Title","AltIdentifier.local","Format.extent","Format.medium","Relation.isPartOf","Description.fundingNote","Coverage.geographic","Description.latitude","Description.longitude","Description.note","Date.creation","Date.normalized","Description.caption","Coverage.temporal","AltIdentifier.collection"
"Connell (Will) Papers, 1928-1961","21198/zz002h2s7x","21198/zz002h2fpt","Work","connell/image/uclamss_893_0482.tif","","still image","copyrighted","Artists $x American $z New Mexico $z Santa Fe|~|Artist colonies $z New Mexico $z Santa Fe","Henderson, William Penhallow, $d 1877-1943","Portrait photographs|~|black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","William Penhallow Henderson in a suit at his home, Santa Fe, 1932","uclamss_893_0482","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","New Mexico--Santa Fe","35.675287","-105.924683","Half-length portrait photograph of William Penhallow Henderson in a suit standing outside at his Santa Fe home (555 Camino del Monte Sol).|~|William Penhallow Henderson was an American painter, architect and furniture designer.","1932","1932","Text from negative sleeve: Willy and Alice Corbin Henderson","",""
"Connell (Will) Papers, 1928-1961","21198/zz002h2s8f","21198/zz002h2fpt","Work","connell/image/uclamss_893_0483.tif","","still image","copyrighted","Artists $x American $z New Mexico $z Santa Fe|~|Artist colonies $z New Mexico $z Santa Fe","Henderson, William Penhallow, $d 1877-1943","Portrait photographs|~|black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","William Penhallow Henderson in a cowboy hat and glasses, Santa Fe, 1932","uclamss_893_0483","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","New Mexico--Santa Fe","35.675287","-105.924683","Bust-length portrait photograph of William Penhallow Henderson in a cowboy hat, white shirt, neckerchief and glasses, at his Santa Fe home (555 Camino del Monte Sol).|~|William Penhallow Henderson was an American painter, architect and furniture designer","1932","1932","Text from negative sleeve: Willy and Alice Corbin Henderson","",""
"Connell (Will) Papers, 1928-1961","21198/zz002h2s9z","21198/zz002h2fpt","Work","connell/image/uclamss_893_0484.tif","","still image","copyrighted","Dwellings $z New Mexico $z Santa Fe|~|Pueblo revival (Architecture) $z New Mexico $z Santa Fe|~|Artist colonies $z New Mexico $z Santa Fe","William Penhallow Henderson and Alice Corbin Residence (Santa Fe, N.M.)","interior views|~|black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Interior view of the house of William Penhallow Henderson and Alice Corbin, Santa Fe, 1932","uclamss_893_0484","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","New Mexico--Santa Fe","35.675287","-105.924683","Interior view of a room in the Pueblo Revival Style house of William Penhallow Henderson and Alice Corbin Henderson, with a ceiling of wooden beams supported by corbels, and decorated with a painting above a fireplace, an Indian style throw rug on the floor and a potted cactus. The house is located at 555 Camino del Monte Sol.|~|Alice Corbin Henderson was an American poet, author and poetry editor. William Penhallow Henderson was an American painter, architect and furniture designer.","1932","1932","Text from negative sleeve: Willy and Alice Corbin Henderson","",""
"Connell (Will) Papers, 1928-1961","21198/zz002h2sbg","21198/zz002h2fpt","Work","connell/image/uclamss_893_0485.tif","","still image","copyrighted","Poets $z New Mexico $z Santa Fe|~|Editors $z New Mexico $z Santa Fe|~|Dwellings $z New Mexico $z Santa Fe|~|Artists $x American $z New Mexico $z Santa Fe|~|Pueblo revival (Architecture) $z New Mexico $z Santa Fe|~|Artist colonies $z New Mexico $z Santa Fe","Henderson, Alice Corbin, $d 1881-1949|~|Henderson, William Penhallow, $d 1877-1943|~|William Penhallow Henderson and Alice Corbin Residence (Santa Fe, N.M.)","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","William Penhallow Henderson and Alice Corbin Henderson outside their house, Santa Fe, 1932","uclamss_893_0485","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","New Mexico--Santa Fe","35.675287","-105.924683","ExWilliam Penhallow Henderson and Alice Corbin Henderson outside their house with a covered porch and projecting wooden roof beams (vigas). A bell in a bell stand is in the foreground. The house is located at 555 Camino del Monte Sol.|~|Alice Corbin Henderson was an American poet, author and poetry editor. William Penhallow Henderson was an American painter, architect and furniture designer","1932","1932","Text from negative sleeve: Willy and Alice Corbin Henderson","",""
"Connell (Will) Papers, 1928-1961","21198/zz002h2sc0","21198/zz002h2fpt","Work","connell/image/uclamss_893_0486.tif","","still image","copyrighted","Dwellings $z New Mexico $z Santa Fe|~|Pueblo revival (Architecture) $z New Mexico $z Santa Fe|~|Artist colonies $z New Mexico $z Santa Fe","William Penhallow Henderson and Alice Corbin Residence (Santa Fe, N.M.)","exterior views|~|black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","Henderson, William Penhallow, $d 1877-1943","Exterior view of the house of William Penhallow Henderson and Alice Corbin, Santa Fe, 1932","uclamss_893_0486","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","New Mexico--Santa Fe","35.675287","-105.924683","Alice Corbin Henderson was an American poet, author and poetry editor. William Penhallow Henderson was an American painter, architect and furniture designer.|~|Exterior view of the house of William Penhallow Henderson and Alice Corbin  projecting wooden roof beams (vigas),  rounded corners and 2 different levels in a landscape with dry earth showing through a somewhat  scrubby looking growth of flowers, yucca and with shrubs growing against the house. The house is located at 555 Camino del Monte Sol.","1932","1932","Text from negative sleeve: Willy and Alice Corbin Henderson","",""
"Connell (Will) Papers, 1928-1961","21198/zz002h2sdh","21198/zz002h2fpt","Work","connell/image/uclamss_893_0487.tif","","still image","copyrighted","Artists' studios $z New Mexico $z Santa Fe|~|Artist colonies $z New Mexico $z Santa Fe","Henderson, William Penhallow, $d 1877-1943","Portrait photographs|~|black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","William Penhallow Henderson in a cowboy hat, Santa Fe, 1932","uclamss_893_0487","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","New Mexico--Santa Fe","35.675287","-105.924683","William Penhallow Henderson was an American painter, architect and furniture designer.|~|Bust-length, 3/4 view portrait photograph of William Penhallow Henderson in a cowboy hat, white shirt and neckerchief at his Santa Fe home (555 Camino del Monte Sol).","1932","1932","Text from negative sleeve: Willy and Alice Corbin Henderson","",""
"Connell (Will) Papers, 1928-1961","21198/zz002h2sf1","21198/zz002h2fpt","Work","connell/image/uclamss_893_0488.tif","","still image","copyrighted","Poets $z New Mexico $z Santa Fe|~|Editors $z New Mexico $z Santa Fe|~|Artist colonies $z New Mexico $z Santa Fe","Henderson, Alice Corbin, $d 1881-1949","Portrait photographs|~|black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Alice Corbin Henderson seated at her home, Santa Fe, 1932","uclamss_893_0488","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","New Mexico--Santa Fe","35.675287","-105.924683","Alice Corbin Henderson was an American poet, author and poetry editor.|~|Half-length portrait photograph of Alice Corbin Henderson seated on a back porch at her home in Santa Fe, wearing a dark colored dress with a sterling silver bead necklace. The house is located at 555 Camino del Monte Sol.","1932","1932","Text from negative sleeve: Willy and Alice Corbin Henderson","",""
"Connell (Will) Papers, 1928-1961","21198/zz002h2sgj","21198/zz002h2fpt","Work","connell/image/uclamss_893_0489.tif","","still image","copyrighted","Poets $z New Mexico $z Santa Fe|~|Poets $z New Mexico $z Taos|~|Authors $x American $z New Mexico $z Taos|~|Authors $x American $z New Mexico $z Santa Fe|~|Artist colonies $z New Mexico $z Santa Fe","Johnson, Walter Willard, $d 1897-1968","acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Walter Willard ""Spud"" Johnson standing next to a Pueblo Revival building, Santa Fe or Taos, 1932","uclamss_893_0489","1 photographic negative","b&w acetate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","New Mexico","","","Photograph of Walter Willard ""Spud"" Johnson wearing a striped shirt and tie and a bib apron, and standing next to the wall of a Pueblo revival type building with an animal skull placed on top.|~|Walter Willard ""Spud"" Johnson was a poet and author of literary criticism, editorial comments and other prose who lived in New Mexico from 1922 to his death in 1968 and who was a major part of the new Mexico literary scene. He was also the publisher of Laughing Horse literary magazine, printed on a small hand press, which he started with others while a student at UC Berkeley and continued in New Mexico. In 1953 he took up painting and drawing as well.","1932","1932","Text from negative sleeve: Spud Johnson","",""
"Connell (Will) Papers, 1928-1961","21198/zz002h2sh2","21198/zz002h2fpt","Work","connell/image/uclamss_893_0490.tif","","still image","copyrighted","Poets $z New Mexico $z Santa Fe|~|Poets $z New Mexico $z Taos|~|Authors $x American $z New Mexico $z Taos|~|Authors $x American $z New Mexico $z Santa Fe|~|Artist colonies $z New Mexico $z Santa Fe","Johnson, Walter Willard, $d 1897-1968","acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Walter Willard ""Spud"" Johnson seated next to his hand press, Santa Fe or Taos, 1932","uclamss_893_0490","1 photographic negative","b&w acetate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","New Mexico","","","Photograph of Walter Willard ""Spud"" Johnson wearing a striped shirt and tie and a bib apron, seated at his small hand press|~|Walter Willard ""Spud"" Johnson was a poet and author of literary criticism, editorial comments and other prose who lived in New Mexico from 1922 to his death in 1968 and who was a major part of the new Mexico literary scene. He was also the publisher of Laughing Horse literary magazine, printed on a small hand press, which he started with others while a student at UC Berkeley and continued in New Mexico. In 1953 he took up painting and drawing as well.","1932","1932","Text from negative sleeve: Spud Johnson","",""
"Connell (Will) Papers, 1928-1961","21198/zz002h2sjk","21198/zz002h2fpt","Work","connell/image/uclamss_893_0491.tif","","still image","copyrighted","Poets $z New Mexico $z Santa Fe|~|Poets $z New Mexico $z Taos|~|Authors $x American $z New Mexico $z Taos|~|Authors $x American $z New Mexico $z Santa Fe|~|Artist colonies $z New Mexico $z Santa Fe","Johnson, Walter Willard, $d 1897-1968","acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Walter Willard ""Spud"" Johnson seated next to his hand press, Santa Fe or Taos, 1932","uclamss_893_0491","1 photographic negative","b&w acetate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","New Mexico","","","Walter Willard ""Spud"" Johnson was a poet and author of literary criticism, editorial comments and other prose who lived in New Mexico from 1922 to his death in 1968 and who was a major part of the new Mexico literary scene. He was also the publisher of Laughing Horse literary magazine, printed on a small hand press, which he started with others while a student at UC Berkeley and continued in New Mexico. In 1953 he took up painting and drawing as well.|~|Photograph of Walter Willard ""Spud"" Johnson wearing a striped shirt and tie and a bib apron, seated at his small hand press","1932","1932","Text from negative sleeve: Spud Johnson","",""
"Connell (Will) Papers, 1928-1961","21198/zz002h2sk3","21198/zz002h2fpt","Work","connell/image/uclamss_893_0492.tif","","still image","copyrighted","Poets $z New Mexico $z Santa Fe|~|Poets $z New Mexico $z Taos|~|Authors $x American $z New Mexico $z Taos|~|Authors $x American $z New Mexico $z Santa Fe|~|Artist colonies $z New Mexico $z Santa Fe","Johnson, Walter Willard, $d 1897-1968|~|Johnson, Walter Willard, $d 1897-1968","acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Walter Willard ""Spud"" Johnson seated next to his hand press, Santa Fe or Taos, 1932","uclamss_893_0492","1 photographic negative","b&w acetate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","New Mexico","","","Photograph of Walter Willard ""Spud"" Johnson seated in front of a window and a table with a checkered tablecloth. Three horse figurines are placed on an upper window ledge above Johnson's head.|~|Walter Willard ""Spud"" Johnson was a poet and author of literary criticism, editorial comments and other prose who lived in New Mexico from 1922 to his death in 1968 and who was a major part of the new Mexico literary scene. He was also the publisher of Laughing Horse literary magazine, printed on a small hand press, which he started with others while a student at UC Berkeley and continued in New Mexico. In 1953 he took up painting and drawing as well.","1932","1932","Text from negative sleeve: Spud Johnson","",""
"Connell (Will) Papers, 1928-1961","21198/zz002h2smm","21198/zz002h2fpt","Work","connell/image/uclamss_893_0493.tif","","still image","copyrighted","Artists $x American $z New Mexico $z Santa Fe|~|Artist colonies $z New Mexico $z Santa Fe","Parsons, Orrin Sheldon, $d 1966-1943","Portrait photographs|~|acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Sheldon Parsons in cowboy attire, Santa Fe, 1932","uclamss_893_0493","1 photographic negative","b&w acetate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","New Mexico--Santa Fe","","","Half-length portrait photograph of Sheldon Parsons wearing a sweater, trousers and neckerchief and holding a cowboy hat over his chest.|~|Sheldon Parsons studied at the National Academy of Design and was a successful portrait artist in New York City from 1896 to 1912. He moved to Santa Fe around 1912,  became a founding member of the Santa Fe colony of artists and changed from portrait painting to  landscape painting.","1932","1932","","",""
"Connell (Will) Papers, 1928-1961","21198/zz002h2sn4","21198/zz002h2fpt","Work","connell/image/uclamss_893_0494.tif","","still image","copyrighted","Artists $x American $z New Mexico $z Santa Fe|~|Artist colonies $z New Mexico $z Santa Fe","Parsons, Orrin Sheldon, $d 1966-1943","Portrait photographs|~|acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Sheldon Parsons in cowboy attire, Santa Fe, 1932","uclamss_893_0494","1 photographic negative","b&w acetate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","New Mexico--Santa Fe","","","Sheldon Parsons studied at the National Academy of Design and was a successful portrait artist in New York City from 1896 to 1912. He moved to Santa Fe around 1912,  became a founding member of the Santa Fe colony of artists and changed from portrait painting to  landscape painting.|~|Half-length portrait photograph of Sheldon Parsons wearing a cowboy had, sweater, and neckerchief and holding a pipe.","1932","1932","","",""
"Connell (Will) Papers, 1928-1961","21198/zz002h2spn","21198/zz002h2fpt","Work","connell/image/uclamss_893_0495.tif","","still image","copyrighted","Dwellings $z New Mexico $z Santa Fe|~|Artists $x American $z New Mexico $z Santa Fe|~|Artist colonies $z New Mexico $z Santa Fe","Parsons, Orrin Sheldon, $d 1966-1943|~|Sheldon Parsons Residence (Santa Fe, N.M.)","acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Sheldon Parsons working on a painting in his studio home, Santa Fe, 1932","uclamss_893_0495","1 photographic negative","b&w acetate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","New Mexico--Santa Fe","35.681743","-105.923258","Sheldon Parsons studied at the National Academy of Design and was a successful portrait artist in New York City from 1896 to 1912. He moved to Santa Fe around 1912,  became a founding member of the Santa Fe colony of artists and changed from portrait painting to landscape painting.|~|Photograph of Sheldon Parsons standing in front of a painting, holding a pallet and brushes in his Santa Fe studio home. Parsons wears a white shirt and tie, slacks and a cowboy hat. His house is located at 3 & 5 Cerro Gordo Road.","1932","1932","","",""
"Connell (Will) Papers, 1928-1961","21198/zz002h2sq5","21198/zz002h2fpt","Work","connell/image/uclamss_893_0496.tif","","still image","copyrighted","Dwellings $z New Mexico $z Santa Fe|~|Pueblo revival (Architecture) $z New Mexico $z Santa Fe|~|Artist colonies $z New Mexico $z Santa Fe","Sheldon Parsons Residence (Santa Fe, N.M.)","interior views|~|acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Interior view of the house of Sheldon Parsons, Santa Fe, 1932","uclamss_893_0496","1 photographic negative","b&w acetate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","New Mexico--Santa Fe","35.681743","-105.923258","Sheldon Parsons studied at the National Academy of Design and was a successful portrait artist in New York City from 1896 to 1912. He moved to Santa Fe around 1912,  became a founding member of the Santa Fe colony of artists and changed from portrait painting to landscape painting.|~|View of a room in the Sheldon Parsons Residence and art studio, located at 3 & 5 Cerro Gordo Road in Santa Fe, with a rustic bent branch rocking chair, an Indian throw rug, 2 paintings on the walls and potted plants on the window sill.","1932","1932","","",""
"Connell (Will) Papers, 1928-1961","21198/zz002h2srp","21198/zz002h2fpt","Work","connell/image/uclamss_893_0497.tif","","still image","copyrighted","Dwellings $z New Mexico $z Santa Fe|~|Pueblo revival (Architecture) $z New Mexico $z Santa Fe|~|Artist colonies $z New Mexico $z Santa Fe","Sheldon Parsons Residence (Santa Fe, N.M.)","exterior views|~|acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Exterior view of the house of Sheldon Parsons, Santa Fe, 1932","uclamss_893_0497","1 photographic negative","b&w acetate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","New Mexico--Santa Fe","35.681743","-105.923258","Sheldon Parsons studied at the National Academy of Design and was a successful portrait artist in New York City from 1896 to 1912. He moved to Santa Fe around 1912,  became a founding member of the Santa Fe colony of artists and changed from portrait painting to landscape painting.|~|View of the west facade of the house and studio of painter Sheldon Parsons, a narrow porch beneath projecting wooden roof beams (vigas).","1932","1932","","",""
"Connell (Will) Papers, 1928-1961","21198/zz002h2ss6","21198/zz002h2fpt","Work","connell/image/uclamss_893_0498.tif","","still image","copyrighted","Dwellings $z New Mexico $z Santa Fe|~|Pueblo revival (Architecture) $z New Mexico $z Santa Fe|~|Artist colonies $z New Mexico $z Santa Fe","Sheldon Parsons Residence (Santa Fe, N.M.)","exterior views|~|acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Exterior view of the house of Sheldon Parsons, Santa Fe, 1932","uclamss_893_0498","1 photographic negative","b&w acetate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","New Mexico--Santa Fe","35.681743","-105.923258","Sheldon Parsons studied at the National Academy of Design and was a successful portrait artist in New York City from 1896 to 1912. He moved to Santa Fe around 1912, became a founding member of the Santa Fe colony of artists and changed from portrait painting to landscape painting.|~|View of the narrow porch beneath projecting wooden roof beams (vigas) along the west facade of the Santa Fe house and studio of painter Sheldon Parsons. The house is located at 3 & 5 Cerro Gordo Road.","1932","1923","","",""
"Connell (Will) Papers, 1928-1961","21198/zz002h2stq","21198/zz002h2fpt","Work","connell/image/uclamss_893_0499.tif","","still image","copyrighted","Dwellings $z New Mexico $z Santa Fe|~|Pueblo revival (Architecture) $z New Mexico $z Santa Fe|~|Artist colonies $z New Mexico $z Santa Fe","Sheldon Parsons Residence (Santa Fe, N.M.)","interior views|~|acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Interior view of the house of Sheldon Parsons, Santa Fe, 1932","uclamss_893_0499","1 photographic negative","b&w acetate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","New Mexico--Santa Fe","35.681743","-105.923258","Sheldon Parsons studied at the National Academy of Design and was a successful portrait artist in New York City from 1896 to 1912. He moved to Santa Fe around 1912, became a founding member of the Santa Fe colony of artists and changed from portrait painting to landscape painting.|~|View of a room in the studio home of Santa Fe artist Sheldon Parsons located at 3 & 5 Cerro Gordo Road. The ceiling has of massive wooden beams and the room is furnished with a wooden table and chairs, a rustic candelabrum, terracotta pots and an Indian throw rug, and there is a fire place in the far corner.","1932","1932","","",""
"Connell (Will) Papers, 1928-1961","21198/zz002h2sv7","21198/zz002h2fpt","Work","connell/image/uclamss_893_0500.tif","","still image","copyrighted","Dwellings $z New Mexico $z Santa Fe|~|Pueblo revival (Architecture) $z New Mexico $z Santa Fe|~|Artist colonies $z New Mexico $z Santa Fe","Sheldon Parsons Residence (Santa Fe, N.M.)","interior views|~|acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Interior view of the house of Sheldon Parsons, Santa Fe, 1932","uclamss_893_0500","1 photographic negative","b&w acetate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","New Mexico--Santa Fe","35.681743","-105.923258","Sheldon Parsons studied at the National Academy of Design and was a successful portrait artist in New York City from 1896 to 1912. He moved to Santa Fe around 1912, became a founding member of the Santa Fe colony of artists and changed from portrait painting to landscape painting.|~|View towards a corner fireplace in a room in the in the studio home of Santa Fe artist Sheldon Parsons, located at 3 & 5 Cerro Gordo Road. The corner is furnished with a sheepskin rug, an Indian throw rug and three  wooden chairs. Decorative elements include terracotta pots, a wooden cross and paintings on the walls, and a potted plane on the window seat.","1932","1932","","",""
"Connell (Will) Papers, 1928-1961","21198/zz002h2swr","21198/zz002h2fpt","Work","connell/image/uclamss_893_0501.tif","","still image","copyrighted","Tableware","Sunkist Growers, inc.","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Fork and cut glass-type plate and goblet photographed for Sunkist, 1937","uclamss_893_0501","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","","","","","1937","1937","Text from negative sleeve: Sunkist. 1937","",""
"Connell (Will) Papers, 1928-1961","21198/zz002h2sx8","21198/zz002h2fpt","Work","connell/image/uclamss_893_0502.tif","","still image","copyrighted","Oranges|~|Orange juice|~|Grocers","Sunkist Growers, inc.","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Grocer holding a glass of orange juice behind a table full of oranges for Sunkist advertisement, 1937","uclamss_893_0502","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","","","","Grocer, wearing a white shirt, vest, bow tie and apron, holding a glass of orange juice and standing behind a table full of oranges for Sunkist advertisement","1937","1937","","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j8x5x","21198/zz002h2fpt","Work","connell/image/uclamss_893_0001.tif","","still image","copyrighted","Gas-governors|~|Gas industry $z California $z Los Angeles","Wilgus Manufacturing Company","acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Gas regulator equipment created by the Wilgus Manufacturing Company, Los Angeles, circa 1931","uclamss_893_0001","1 photographic negative","b&w negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California--Los Angeles","","","Photograph of ten assembled pieces of gas regulator equipment created by the Wilgus Manufacturing Company. The parts are metal-cast with embedded inscriptions identifying the company and, on some, the part number, for example: “Wilgus Mfg. Co. L. A. Cal.,"" and ""518-725."" They are displayed on a wooden plank supported by 3 wooden stands, against board backdrop. Three men look from behind the backdrop. The location is an industrial setting in a brick-walled room, perhaps the Wilgus Manufacturing plant located at 1722 East Sixteenth Street from 1921 to at least 1944.|~|Date based on image ark no. 21198/zz002j8xf2","[circa 1931]","1931","Text from negative sleeve: Wilgus Gas Gauge #3","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j8x6f","21198/zz002h2fpt","Work","connell/image/uclamss_893_0002.tif","","still image","copyrighted","Gas-governors|~|Gas industry $z California $z Los Angeles","Wilgus Manufacturing Company","acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Gas regulator equipment created by the Wilgus Manufacturing Company, Los Angeles, circa 1931","uclamss_893_0002","1 photographic negative","b&w negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California--Los Angeles","","","Date based on image ark no. 21198/zz002j8xf2|~|Close-up view of gas regulator equipment manufactured by the Wilgus Manufacturing Company. The location might be the Wilgus Manufacturing plant located at 1722 East Sixteenth Street from 1921 to at least 1944.","[circa 1931]","1931","Text from negative sleeve: Wilgus Gas Gauge #6","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j8x7z","21198/zz002h2fpt","Work","connell/image/uclamss_893_0003.tif","","still image","copyrighted","Gas-governors|~|Gas industry $z California $z Los Angeles","Wilgus Manufacturing Company","acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Gas regulator equipment created by the Wilgus Manufacturing Company, Los Angeles, circa 1931","uclamss_893_0003","1 photographic negative","b&w negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California--Los Angeles","","","Date based on image ark no. 21198/zz002j8xf2|~|Photograph of nine disc-shaped gas regulator parts in varying sizes created by the Wilgus Manufacturing Company. The parts are metal-cast with embedded inscriptions identifying the company and, on some, the part number, for example: “Wilgus Mfg. Co. L. A. Cal. U.S.A. 787-987,” “Wilgus Mfg. Co. Gas Regulator.” The photograph may have been taken at the Wilgus Manufacturing plant located at 1722 East Sixteenth Street from 1921 to at least 1944.","[circa 1931]","1931","Text from negative sleeve: Wilgus Gas Gauge #14","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j8x8g","21198/zz002h2fpt","Work","connell/image/uclamss_893_0004.tif","","still image","copyrighted","Gas industry $z California|~|Gas-governors","Wilgus Manufacturing Company","acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Oil field with gas regulator equipment by the Wilgus Manufacturing Company, California, circa 1931","uclamss_893_0004","1 photographic negative","b&w negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Date based on image ark no. 21198/zz002j8xf2|~|Photograph of a man in trousers, white shirt, tie and hat in an oil field standing next to gas regulator equipment created by the Wilgus Manufacturing Company.","[circa 1931]","1931","Text from negative sleeve: Wilgus Gas Gauge #41","",""
