Object Type,Title,Item ARK,Parent ARK,File Name,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.artist,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject topic,Subject geographic,Subject temporal,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Work,La Llamarada,ark:/21198/z1rb8z4k,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160629_1225.tif,,,,,,,,,,1 poster,,posters,spa,,Desconocido,,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century|~|Posters, Cuban--21st century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rb8z4k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rb8z4k/manifest
Work,La Luna en el Jardín,ark:/21198/z1ff5kvj,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160627_0556.tif,,,,,2012,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Yemeli Cruz|~|Adanoe Lima,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff5kvj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ff5kvj/manifest
Work,La Madre,ark:/21198/z1hq5shx,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160627_0656.tif,,,,,1971,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Antonio Pérez (Ñiko) González,,,Soviet Union,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hq5shx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hq5shx/manifest
Work,La Manigua o La Mujer Cubana,ark:/21198/z13z018g,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160629_1168.tif,,,,,1915,,,,181.61 cm x 270.51 cm,1 poster,,posters,spa,,Desconocido,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13z018g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13z018g/manifest
Work,La Masacre de Chicago,ark:/21198/z1d814zz,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160627_0417.tif,,,,,1972,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Miguel A. Navarro,,,United States,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d814zz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1d814zz/manifest
Work,La Muerte de un Burócrata,ark:/21198/z1k66bk8,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160627_0168.tif,,,,,1999,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Raydel Viqueira,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k66bk8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k66bk8/manifest
Work,La Muerte de un burócrata,ark:/21198/z1sx86nc,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160627_0112.tif,,,,,1966,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Alfredo González Rostgaard,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sx86nc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sx86nc/manifest
Work,La Naranja Mecánica,ark:/21198/z1pk28nj,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160627_0229.tif,,,,,2009,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Carlos Suárez Muría,,,England,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pk28nj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pk28nj/manifest
Work,La Naranja Mecánica,ark:/21198/z1qj99sc,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160627_0221.tif,,,,,2009,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Nelson Ponce,,,England,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qj99sc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qj99sc/manifest
Work,La Niña Sobre la Esfera,ark:/21198/z1795z7s,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160627_0666.tif,,,,,1969,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Eduardo Muñoz Bachs,,,Soviet Union,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1795z7s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1795z7s/manifest
Work,La Noche Más Larga,ark:/21198/z18k93mz,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160627_0387.tif,,,,,1968,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Antonio Fernández Reboiro,,,Bulgaria,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18k93mz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18k93mz/manifest
Work,La Noche de los Inocentes,ark:/21198/z15x43dw,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160627_0171.tif,,,,,2007,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Osmany Torres,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15x43dw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15x43dw/manifest
Work,La Nueva Escuela,ark:/21198/z1pg3k6s,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160627_0647.tif,,,,,1973,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Antonio Pérez (Ñiko) González,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pg3k6s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pg3k6s/manifest
Work,La Odisea Blanca,ark:/21198/z1961b42,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160627_0650.tif,,,,,1975,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,René Azcuy Cárdenas,,,Bulgaria,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1961b42,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1961b42/manifest
Work,La Pared de las Palabras,ark:/21198/z16t2f8r,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160628_1144.tif,,,,,2014,,,,104.14 cm x 167.64 cm,1 poster,,posters,spa,,Erick Grass,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t2f8r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16t2f8r/manifest
Work,La Pared de las Palabras,ark:/21198/z1903xbg,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160628_1097.tif,,,,,2015,,,,104.14 cm x 167.64 cm,1 poster,,posters,spa,,Jorge Eduardo Ramírez,,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1903xbg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1903xbg/manifest
Work,La Pared,ark:/21198/z1806w7j,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160627_0720.tif,,,,,2006,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Arnulfo Espinosa,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1806w7j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1806w7j/manifest
Work,La Pasajera,ark:/21198/z18d1pr1,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160627_0627.tif,,,,,1965,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Eduardo Muñoz Bachs,,,Poland,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18d1pr1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18d1pr1/manifest
Work,La Patagonia Rebelde,ark:/21198/z1cc2tb8,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160628_0987.tif,,,,,1976,,,,132.08 cm x 198.12 cm,1 poster,,posters,spa,,Eduardo Muñoz Bachs,,,Argentina,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cc2tb8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cc2tb8/manifest
Work,La Película de Ana,ark:/21198/z16706sz,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160628_1090.tif,,,,,2012,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Alberto Nodarse,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16706sz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16706sz/manifest
Work,La Película de Ana,ark:/21198/z1b00zch,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160627_0495.tif,,,,,2012,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Pablo Monterrey,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b00zch,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b00zch/manifest
Work,La Piedra en la Boca,ark:/21198/z1sn23gv,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160627_0383.tif,,,,,1974,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Roberto Martínez Díaz,,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sn23gv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sn23gv/manifest
Work,La Piel como Lienzo,ark:/21198/z19g7fdx,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160627_0797.tif,,,,,2016,,,,127.0 cm x 177.8 cm,1 poster,,posters,spa,,Desconocido,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g7fdx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19g7fdx/manifest
Work,La Première Charge à la Machette,ark:/21198/z1db9vfn,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160627_0773.tif,,,,,1969,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,René Azcuy Cárdenas,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1db9vfn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1db9vfn/manifest
Work,La Prueba,ark:/21198/z1bs0ks8,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160628_0902.tif,,,,,2008,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Néstor Coll Acosta,,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bs0ks8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bs0ks8/manifest
Work,La Quimera del Oro,ark:/21198/z1t45mm4,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160627_0468.tif,,,,,1971,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Antonio Pérez (Ñiko) González,,,United States,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t45mm4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1t45mm4/manifest
Work,La Reina del Hampa,ark:/21198/z1f7866j,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160629_1181.tif,,,,,,,,,,1 poster,,posters,spa,,Desconocido,,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century|~|Posters, Cuban--21st century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f7866j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f7866j/manifest
Work,La Rosa Blanca,ark:/21198/z16q3qv1,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160629_1175.tif,,,,,,,,,,1 poster,,posters,spa,,Desconocido,,,Mexico,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century|~|Posters, Cuban--21st century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q3qv1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16q3qv1/manifest
Work,La Salación,ark:/21198/z1fx93zf,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160627_0254.tif,,,,,1966,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Eduardo Muñoz Bachs,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fx93zf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fx93zf/manifest
Work,La Selva de Xanú,ark:/21198/z1h14vjx,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160627_0424.tif,,,,,1973,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Jorge Dimas González Linares,,,Vietnam,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h14vjx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h14vjx/manifest
Work,La Senda de los Guerrilleros,ark:/21198/z1qg0mfh,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160628_1023.tif,,,,,1965,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Eduardo Muñoz Bachs,,,Czechoslovakia,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qg0mfh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qg0mfh/manifest
Work,La Señora Venus y el Diablo,ark:/21198/z1kp9vps,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160628_1024.tif,,,,,1969,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Eduardo Muñoz Bachs,,,Germany,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kp9vps,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kp9vps/manifest
Work,La Séptima Bala,ark:/21198/z1nw1bqp,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160627_0384.tif,,,,,1974,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,RobertoMartínez Díaz,,,Soviet Union,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nw1bqp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1nw1bqp/manifest
Work,La Soga,ark:/21198/z1sn23fd,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160627_0174.tif,,,,,2009,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Giselle Monzón,,,United States,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sn23fd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sn23fd/manifest
Work,La Telaraña,ark:/21198/z17d4nq0,ark:/21198/z1db9vb9|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPcinemateca/images/ICAIC_Carteles_20160627_0635.tif,,,,,1975,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,René Azcuy Cárdenas,,,Hungary,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9990668403606533,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17d4nq0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17d4nq0/manifest
