Object Type,Title,Item ARK,Parent ARK,File Name,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.artist,Named subject,Note,Place of origin,Publisher.publisherName,Repository,Resource type,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject topic,Subject geographic,Subject temporal
Work,II Muestra Nacional de Nuevos Realizadores,ark:/21198/z1nw1br4,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0771.tif,,,,,2003,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Pedro Juan Abreu,,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,Ciclón,ark:/21198/z1j40m2k,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0772.tif,,,,,1999,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Pedro Juan Abreu,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,
Work,La Première Charge à la Machette,ark:/21198/z1db9vfn,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0773.tif,,,,,1969,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,René Azcuy Cárdenas,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,
Work,Esteban,ark:/21198/z18k93pv,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0774.tif,,,,,2016,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Víctor López,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,11 Festival Internacional del Cine Pobre,ark:/21198/z14x72bd,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0775.tif,,,,,,,,,,1 poster,,posters,spa,,Desconocido,,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century|~|Posters, Cuban--21st century",,
Work,El Viajero Inmóvil,ark:/21198/z11569m0,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0776.tif,,,,,2008,,,,177.8 cm x 118.11 cm,1 poster,,posters,spa,,Nelson García,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,39 aniversario ICAIC,ark:/21198/z1wd5t2t,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0777.tif,,,,,1998,,,,189.23 cm x 114.3 cm,1 poster,,posters,spa,,Desconocido,,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,
Work,2da Muestra de Cine Jóven,ark:/21198/z1rn52bg,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0778.tif,,,,,1989,,,,111.76 cm x 160.02 cm,1 poster,,posters,spa,,Lázaro Gracia,,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,
Work,Dubujos de S. M. Eisenstein. Exposicion Homenaje al 50 Aniversario de la Revolución de Octubre,ark:/21198/z1mw49n6,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0779.tif,,,,,1967,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Fernando Pérez O´Reilly,,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,
Work,V Muestra Audiovisual de la AHS,ark:/21198/z1h43k1j,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0780.tif,,,,,1992,,,,121.92 cm x 193.04 cm,1 poster,,posters,spa,,Barceló,,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,
Work,XI Festival Internacional del Nuevo Cine Latinoamericano,ark:/21198/z1cc2t9t,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0781.tif,,,,,1989,,,,114.3 cm x 177.8 cm,1 poster,,posters,spa,,Juan Antonio Carbonell Gómez,,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,
Work,Homenaje al 50 Aniversario de la Revolución de Octubre,ark:/21198/z17q0s0t,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0782.tif,,,,,1967,,,,114.3 cm x 177.8 cm,1 poster,,posters,spa,,Fernando O´Reilly,,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,
Work,Semana de Cine Chileno Contemporáneo,ark:/21198/z13z0171,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0783.tif,,,,,2007,,,,92.71 cm x 177.8 cm,1 poster,,posters,spa,,Laura Llopíz,,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,El Benny,ark:/21198/z10598gm,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0784.tif,,,,,2006,,,,104.14 cm x 191.77 cm,1 poster,,posters,spa,,Osmany Torres,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,Cine Anticonformista,ark:/21198/z1vd8rzg,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0785.tif,,,,,1965,,,,96.52 cm x 175.26 cm,1 poster,,posters,spa,,René Azcuy,,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,
Work,Re-jau-la,ark:/21198/z1qn819f,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0786.tif,,,,,2012,,,,127.0 cm x 177.8 cm,1 poster,,posters,spa,,Annick Woungly-Massaga,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,Subjetivismo,ark:/21198/z1kw78m5,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0787.tif,,,,,2012,,,,127.0 cm x 177.8 cm,1 poster,,posters,spa,,Adrian Berazain,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,Monólogo,ark:/21198/z1g75781,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0788.tif,,,,,2012,,,,127.0 cm x 177.8 cm,1 poster,,posters,spa,,Misas,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,Coro de Ciudad,ark:/21198/z1bg4gm6,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0789.tif,,,,,2012,,,,127.0 cm x 177.8 cm,1 poster,,posters,spa,,Gabriela Gutierrez,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,El Gran Robo del Tren,ark:/21198/z16q3qtk,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0790.tif,,,,,2012,,,,127.0 cm x 177.8 cm,1 poster,,posters,spa,,Felix Chi,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,Malos en una Ciudad Mala,ark:/21198/z12z3026,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0791.tif,,,,,2012,,,,127.0 cm x 177.8 cm,1 poster,,posters,spa,,Pablo Monterrey,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,Good Bye Lolek,ark:/21198/z1z62gkt,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0792.tif,,,,,2012,,,,127.0 cm x 177.8 cm,1 poster,,posters,spa,,Laura Díaz Milán,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,72 horas,ark:/21198/z1tf1qwj,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0793.tif,,,,,2012,,,,127.0 cm x 177.8 cm,1 poster,,posters,spa,,Miguel Hidalgo,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,1er Festival de Cine Europeo en Cuba,ark:/21198/z1pp108z,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0794.tif,,,,,2016,,,,127.0 cm x 177.8 cm,1 poster,,posters,spa,,Tinti|~|Frank Baltodano|~|Daniel Plutin,,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,Las Noches de Constantinopla,ark:/21198/z1k08xt4,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0795.tif,,,,,2001,,,,127.0 cm x 177.8 cm,1 poster,,posters,spa,,"TN3 (Laura Llópiz, Osmany Torres, Aivín Pineda)",,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,Héroe de Culto,ark:/21198/z1f7864n,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0796.tif,,,,,2015,,,,127.0 cm x 177.8 cm,1 poster,,posters,spa,,Yaimel López,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,La Piel como Lienzo,ark:/21198/z19g7fdx,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0797.tif,,,,,2016,,,,127.0 cm x 177.8 cm,1 poster,,posters,spa,,Desconocido,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,"Oslo, Todo es Posible en Cuba",ark:/21198/z15q6pm9,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0798.tif,,,,,2012,,,,127.0 cm x 177.8 cm,1 poster,,posters,spa,,Michele Miyares Hollands,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,La Trucha,ark:/21198/z11z5xx1,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0799.tif,,,,,2013,,,,127.0 cm x 177.8 cm,1 poster,,posters,spa,,Giselle Monzón,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,11 Muestra Joven,ark:/21198/z1x65fgw,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0800.tif,,,,,2011,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Raúl Valdés,,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,Hombre de la Sonrisa Amplia y la Mirada Triste,ark:/21198/z1sf4psm,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0801.tif,,,,,2016,,,,127.0 cm x 177.8 cm,1 poster,,posters,spa,,Yolanda Durán,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,La Isla y los Signos,ark:/21198/z1ns2ngm,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0802.tif,,,,,2014,,,,127.0 cm x 177.8 cm,1 poster,,posters,spa,,Pilar Fernández Melo,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,Autorretrato,ark:/21198/z1j11wsn,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0803.tif,,,,,2011,,,,127.0 cm x 177.8 cm,1 poster,,posters,spa,,Nelson Domínguez,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,La guarida del Topo,ark:/21198/z1d8150t,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0804.tif,,,,,2011,,,,127.0 cm x 177.8 cm,1 poster,,posters,spa,,Katia Hernández|~|Enrique Smith,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,Semana de Comedias Polacas,ark:/21198/z18h0d7n,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0805.tif,,,,,2010,,,,127.0 cm x 177.8 cm,1 poster,,posters,spa,,R. Karjzer,,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,39 Aniversario ICAIC,ark:/21198/z14q9nhc,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0806.tif,,,,,1998,,,,114.3 cm x 182.88 cm,1 poster,,posters,spa,,Nelson Haedo,,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,
Work,Marcas de la Memoria,ark:/21198/z10z8wvj,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0807.tif,,,,,2014,,,,127.0 cm x 177.8 cm,1 poster,,posters,spa,,Patricio Herrera Vega,,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,Una Luz de Inteligencia y amor,ark:/21198/z1w68dcz,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0808.tif,,,,,2015,,,,127.0 cm x 177.8 cm,1 poster,,posters,spa,,Patricio Herrera Vega,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,Casa Vieja,ark:/21198/z1rj6c2z,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0809.tif,,,,,,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Giselle Monzón,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century|~|Posters, Cuban--21st century",,
Work,La Cosa Humana,ark:/21198/z1ms5md4,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0810.tif,,,,,2015,,,,127.0 cm x 193.04 cm,1 poster,,posters,spa,,Víctor Junco,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,XIII Festival internacional del Nuevo Cine Latinoamericano,ark:/21198/z1h14vkc,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0811.tif,,,,,1991,,,,128.27 cm x 182.88 cm,1 poster,,posters,spa,,Roberto Matta,,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--20th century",,
Work,34 Festival Internacional del Nuevo Cine Latinoamericano,ark:/21198/z1c843tk,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0812.tif,,,,,2012,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Jorge Méndez Calas|~|Víctor Junco|~|10K,,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,Homenaje al 50 Aniversario del Noticiero ICAIC Latinoamericano,ark:/21198/z17h3c38,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0813.tif,,,,,2009,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Maikel Mirabal,,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,11no. Fesitval Internacional de Documentales Santiago Álvarez in Memoriam,ark:/21198/z13r2md0,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0814.tif,,,,,2009,,,,127.0 cm x 177.8 cm,1 poster,,posters,spa,,Maikel Mirabal,,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,Semana de Cine de Singapur en La Habana,ark:/21198/z1001vq1,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0815.tif,,,,,2016,,,,127.0 cm x 177.8 cm,1 poster,,posters,spa,,Lamothe,,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,Mujeres de la Clandestinidad,ark:/21198/z1vb02nf,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0816.tif,,,,,2016,,,,127.0 cm x 177.8 cm,1 poster,,posters,spa,,Miguel Leiva,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,3ra.Muestra de Cine Holandés,ark:/21198/z1qj99wq,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0817.tif,,,,,2011,,,,127.0 cm x 177.8 cm,1 poster,,posters,spa,,Liseloy (Lisette y Eloy Dubrosvki),,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,Semana de Cine Noruego,ark:/21198/z1ks8k4z,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0818.tif,,,,,2010,,,,127.0 cm x 177.8 cm,1 poster,,posters,spa,,Liseloy (Lisette y Eloy Dubrosvki),,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,Muestra de Cine de Andrej Wajda,ark:/21198/z1g17tbn,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0819.tif,,,,,2008,,,,121.92 cm x 175.26 cm,1 poster,,posters,spa,,Liseloy (Lisette y Eloy Dubrosvki),,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,Héctor García Mesa. Homenaje,ark:/21198/z1b872nr,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0820.tif,,,,,2008,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Liseloy (Lisette y Eloy Dubrosvki),,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,Homenaje a Charles Chaplin,ark:/21198/z16h69zg,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0821.tif,,,,,2015,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Jorge Rodríguez,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,Candidatos Polacos al Oscar,ark:/21198/z12r5k8m,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0822.tif,,,,,2012,,,,127.0 cm x 177.8 cm,1 poster,,posters,spa,,Liseloy (Lisette y Eloy Dubrosvki),,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,Semana de Cine Africano,ark:/21198/z1z33s8v,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0823.tif,,,,,2011,,,,124.46 cm x 172.72 cm,1 poster,,posters,spa,,Orlando Gorrris,,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,35 Festival Internacional del Nuevo Cine Latinoamericano,ark:/21198/z1tb31jh,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0824.tif,,,,,2013,,,,129.54 cm x 193.04 cm,1 poster,,posters,spa,,Pepe Menéndez|~|Lily,,,,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
Work,Cuba Libre,ark:/21198/z1pk28qf,ark:/21198/z1db9vb9,Masters/othermasters/depcinemateca/images/ICAIC_Carteles_20160627_0825.tif,,,,,2015,,,,127.0 cm x 177.8 cm,1 poster,,posters,spa,,Pepe Menéndez,,,Cuba,,"Cinemateca de Cuba, Instituto Cubano del Arte e Industria Cinematográficos",still image,unknown,"http://www.cubacine.cult.cu/, ysla@cubarte.cult.cu",,"Film posters, Cuban|~|Posters, Cuban--21st century",,
