Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,Filename,Item Sequence,IIIF Access URL,Rights.copyrightStatus,Subject,Subject.uniformTitle,Name.subject,Rights.countryCreation,Language,Name.repository,Type.typeOfResource,Rights.permission,Name.creator,Name.interviewer,Type.genre,Name.sponsor,Date.creation,Relation.isPartOf,Title,AltIdentifier.local,Opac url,Description.fundingNote,Finding Aid URL,Date.normalized,Format.extent,Summary,Description.note,Rights.servicesContact,Coverage.geographic,Description.latitude,Description.longitude,Relation.relatedTo,media.duration,media.format,IIIF Manifest URL,Waveform
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dw0m1,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_061_016_a|~|uclapasc_342_061_016_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw0m1%2Fd673gw5z,copyrighted,,,"Wonder, Stevie",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,"Underwood, Lee",sound recording,,circa 1975 November,,Interview with Stevie Wonder by Lee Underwood,"Collection PASC 342, Box 61",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1975-11-01,(1 audiocassette; Duration: 01:06:54),,"Transcribed from container: ""Stevie Wonder by Lee Underwood, November 1975."" 

On side A, Stevie Wonder talks about his next album releasing, which will be a double album; goes over the concept of Ordinary Pain on his new album; whether he was pressured to release the album for the Grammys; how he feels listening to his old songs; staying loyal to himself; what his plans are for his new $13 million, 7-year contract with Motown. He also talks about how, as a multimillionaire, he knows who to trust; the constant comparisons between him and Elton John; being a father; and why he hasn't transitioned to television. 

On side B, Wonder talks about his goal to have a national TV show and his own record; his open relationship with his wife; whether he considers himself a sex symbol on stage; his appendicitis; and his plans to transcribe the new album.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dw0nj,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_061_017_a|~|uclapasc_342_061_017_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw0nj%2Fp227ng58,copyrighted,,,"Wonder, Stevie|~|Riperton, Minnie|~|Sylvers (Musical group)|~|Hardaway, Lula",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,"Sako, Tsuyoko",sound recording,,1976 January 15 and1 1976 Nov 1 and 10,,"""Lula Mae Hardaway by Tsuyoko Sako; The Sylvers (?); Minnie Riperton and Stevie Wonder""","Collection PASC 342, Box 61",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1976-01-15 / 1976-11-10,(1 audiocassette; Duration: 01:03:45),,Transcribed from container: Refers to Stevie Wonder and Minnie Riperton.,"Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.","Los Angeles, Calif.",,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dw0p2,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_062_001_a|~|uclapasc_342_062_001_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw0p2%2Fk300f88s,copyrighted,,,"Thomas, Philip Michael",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,"Johnson, Connie",sound recording,,1976 July 21,,"""Philip Thomas by Connie Johnson""","Collection PASC 342, Box 62",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1976-07-21,(1 audiocassette; Duration: 00:31:34),,"Transcribed from container: ""Philip Thomas by Connie Johnson, 1976."" 

Also known as Philip Michael Thomas.

There is content on side A and B.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dw0qk,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_062_002_a,,,copyrighted,,,"Wilson, Mary, $d 1944-",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,"
Mary Wilson",,"""Mary Wilson""","Collection PASC 342, Box 62",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,"
Mary Wilson",(1 audiocassette: Duration: 00:39:21),,"Transcribed from container: ""Mary Wilson, July 21 1976.""","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dw0r3,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_062_003_a,,,copyrighted,,,"Winfield, Paul",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,1972 September 15,,"""Paul Winfield, Los Angeles""","Collection PASC 342, Box 62",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1972-09-15,(1 audiocassette; Duration: 00:39:21),,"Transcribed from container: ""Paul Winfield, Los Angeles, September 15 1972.""","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",Los Angeles (Calif.),,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dw0sm,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_062_004_a|~|uclapasc_342_062_004_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw0sm%2Fkk75mg19,copyrighted,,,"Withers, Bill, $c vocalist",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,"Jones, Regina",sound recording,,1975 October 16,,Interview with Bill Withers by Regina Jones (tape 1 of 2),"Collection PASC 342, Box 62",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1975-10-16,(1 audiocassette; Duration: 01:34:06),,"Transcribed from container: ""Bill Withers by Regina Jones #1, Los Angeles, October 16 1975."" 

On side A, Bill Withers talks about his new album, which came out almost 2 years after his previous release; his creative process; his roots in West Virgina; his lawsuit with Sussec Record Company; living in the limelight versus having a private life; and setting up his new production company. 

On side B, Withers talks about how to better oneself; a statement he made in Jet Magazine; how he measures his value; and what he seeks in life and what makes him happy.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",Los Angeles (Calif.),,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dw0t4,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_062_005_a,,,copyrighted,,,"Withers, Bill, $c vocalist",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,"Jones, Regina",sound recording,,1975 October 16,,Interview with Bill Withers by Regina Jones (tape 2 of 2),"Collection PASC 342, Box 62",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1975-10-16,(1 audiocassette; Duration: 00:37:36),,"Transcribed from container: ""Bill Withers by Regina Jones #2 and #3, Los Angeles, October 16 1975."" 

Bill Withers talks about differentiating between the expectations of labels of ""entertaining"" within the industry and oneself. He also discusses family and philosophisezes on getting to know himself. He speaks about the opportunities he's had; what he created while he couldn't legally make music; and what it's like to be an entrepreneur in the business.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",Los Angeles (Calif.),,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dw0vn,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_062_006_a|~|uclapasc_342_062_006_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw0vn%2Fkk71kx44,copyrighted,,,"Withers, Bill, $c vocalist|~|Lloyd, Charles, $d 1938-",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,"Sako, Tsuyoko",sound recording,,1976 Janurary 9,,Interview with Bill Withers by Tsuyoko Sako and Interview with Albert Popwell,"Collection PASC 342, Box 62",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1976-01-09,(1 audiocassette; Duration: 01:12:20),,"Transcribed from container:""Bill Withers by Tsuyoko Sako, January 9 1976 and Charles Lloyd (?), ca. 1974."" 

Interview with Bill Withers is on side A. Interview with Albert Popwell is on side B.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",Los Angeles (Calif.),,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dw0w5,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_062_007_a|~|uclapasc_342_062_007_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw0w5%2Fnj330z8b,copyrighted,,,"Jones, Buster",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,1973 April 3,,"""Buster Jones, Los Angeles""","Collection PASC 342, Box 62",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1973-04-03,(1 audiocassette; Duration: 01:04:15),,"Transcribed from container: ""Buster Jones, Los Angeles, April 3 1973.""","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",Los Angeles (Calif.),,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dw0xp,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_062_008_a,,,copyrighted,,,"Jagger, Mick",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,"Jones, Regina",sound recording,,1978 August 16,,Interview with Mick Jagger by Regina Jones,"Collection PASC 342, Box 62",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1978-08-16,(1 audiocassette; Duration: 00:31:06),,"Transcribed from container: ""Mick Jagger by Regina Jones, August 16 1978."" 

On this tape, Mick Jagger talks about the headline of SOUL's article on him titled, ""White Artist Selling Negro Soul,"" which was in the first issue of SOUL. Jones asks his intentions for specifcally promoting to Black audiences and his interest in the Black press; and if he has any feelings about young white artists playing the blues and other old black genres. He talks about playing with Bob Marley and being influenced by Stevie Wonder; whether he believes in God; finding complete satisfaction in life; his love for Reggae music; if he's ever felt any resentment from Black performers he's admired, due to the success he's had; his response to the backlash of his comment about Black ladies liking to ""ball all night""; his lawsuit with Marsha Hunt; children; Peter Tarsh; his feelings around gaining success; and his plans for touring. ","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dw0z6,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_062_009_b|~|uclapasc_342_062_009_a,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw0z6%2Fgd74317s,copyrighted,,,"Jackson, Jesse, 1941-|~|Reeves, George|~|Dyson, Ronnie|~|Kerr, George",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,"Terry, Mike",sound recording,,circa 1978 September,,"Interviews with Jesse Jackson, George Reeves, and Ronnie by Mike Terrence","Collection PASC 342, Box 62",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1978-09-01,(1 audiocassette; Duration: 01:05:38),,"Transcribed from container: ""Jesse Jackson, George Reeves, and Ronnie by Mike Terry, September 1978; George Kerr; Ronnie Dyson, New York, 1970."" 

On side A, Jesse Jacskson talks about the resolution of the Redd Foxx situation and his role in mediation; the president of ABC, George Reeves; Jackson's plans to meet with Mick Jagger and his objections to Jagger's obscene lyrics in relation to Black girls. After this interview concludes, Mike Terrence interviews George Reeves about the Redd Foxx situation. After this call, Terrence switches to a call with Jesse Jackson. Jackson discusses his original venture towards professional football; his goals for Black artists; and his typical working environment in the studio and with artists, like Linda Jones. 

On side B, a 20-year-old singer named Ronnie speaks about coming into his success on Broadway; his biggest inspiration, Nat King Cole; whether he took professional classes; his typical opening and closing acts/songs; his opinion on the popularity and negative effects of narcotics amongst artists; growing up singing in the church; his style, dedication, and attitude towards performing; and his first album release. Ronnie's mother speaks about her past experience singing in the church and what it's like having a son earn success at such a young age.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",New York (N.Y).,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dw106,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_062_010_a|~|uclapasc_342_062_010_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw106%2Fsv42bt1b,copyrighted,,,"Hutchinson-Whitt, Sheila|~|Hutchinson Hawes, Jeanette|~|Emotions (Musical group)|~|Hutchinson, Wanda",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,1977 January 8,,Interview with The Emotions,"Collection PASC 342, Box 62",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1977-01-08,(1 audiocassette; Duration: 00:44:35),,"Transcribed from container: ""Emotions, January 8 1977."" 

Side A of of these tape is identical to tape uclapasc0342_061_010. 

On side B, The Emotions discuss the opportunities they've been able to seek out through music and with their producer Maurice; when their father first told them that they should be exposed to music and performance; and coming up as the Hutchinson Sunbeams, singing a variety of music genres.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dw11q,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_062_011_a|~|uclapasc_342_062_011_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw11q%2Fr675fz77,copyrighted,,,"Brothers Johnson|~|Womack, Bobby",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,1976 February 23,,"Interviews with Bobby Womack, John Amos, and The Brothers Johnson","Collection PASC 342, Box 62",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1976-02-23,(1 audiocassette; Duration: 00:58:23),,"Transcribed from container: ""Bobby Womack, John Amos, The Brothers Johnson, February 23 1976."" 

On side A, Bobby Womack speaks about his efforts to support Jack Wise and his family, while Wise is hospitalized; controversy with James Brown; his plans for Salute Foundation, which supports artists that may not have received recognition they deserved or were cheated out of money and success in the industry. He speaks about an event at the Palladium, which include artists such as, Wilson Pickett, Al Green, Aretha Franklin, HB Bottoms, Stevie Wonder, Richard Pryor, Barry White, Rod Stewart, James Taylor, Carly Simon, Mick Jagger, and Redd Foxx. Lastly he discusses his intentions to make the event palatable for all audiences, not just a ""black"" event.  

On side B, John Amos speaks about the highlight of the SOUL album and its being highlighted in local radio stations. Amos discusses the quote that will be used for a consumer ad; Credo Mutwa, the South African witch doctor; and Richard Rainbow. ","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dw127,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_062_012_a|~|uclapasc_342_062_012_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw127%2Fdk57p13k,copyrighted,,,"James, Rick, $d 1948-2004",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,"Pitts, Leonard",sound recording,,1979 January 10,,"""Rick James by Leonard Pitts""","Collection PASC 342, Box 62",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1979-01-10,(1 audiocassette: Duration: 01:02:48),,"Transcribed from container: ""Rick James by Leonard Pitts, January 10 1979."" 

There is content on side A and B.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dw13r,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_062_013_a|~|uclapasc_342_062_013_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw13r%2F6r700g9c,copyrighted,,,"Ali, Muhammad, 1942-",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,1979 January 4,,Interview with Muhammad Ali ,"Collection PASC 342, Box 62",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1979-01-04,(1 audiocassette; Duration: 01:33:08),,"Transcribed from container: ""Muhammad Ali, January 4 1979."" 

On side A, Muhammand Ali talks about the role he played in a historical film; his relationship with his God, Allah; what he feels his responsibilities are at his level of success; youth that look up to him; and his international presence as Muhammad Ali. He also discusses upcoming and previous fights with Sphinx and Frazier; how he percieves the Nation of Islam; and whether he will let boxing rest. He talks about his world organization; his appeal to world leaders, like Farrkhan in South Africa; and whether he perceives himself as a leader. Lastly, on the tape, there is a recording of church choir rehearsal. 

On side B, there is a recording of an opera. About 11 minutes in, the tape switches to recording of an interview of a man reading a poem about the heart. After 19 minutes, the tape switches back to the opera recording. ","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dw148,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_062_014_a,,,copyrighted,,,"Dogs of War (Music pool)|~|Green, Ernest|~|McWilliams, R. C.|~|Sladek, Ed|~|Hernandez, Ricardo|~|Hill, George|~|Thomas, Eddie",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,circa 1977 March,,"""Dogs of War, Chicago""","Collection PASC 342, Box 62",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1977-03-01,(1 audiocassette: Duration: 00:31:54),,"Transcribed from container: ""Dogs of War, Chicago, March 1977.""","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",Chicago (Ill.),,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dw15s,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_062_015_a,,,copyrighted,,,"Crawford, Randy",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,1976 December 22,,"""Randy Crawford by Janet Robinson""","Collection PASC 342, Box 62",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1976-12-22,(1 audiocassette: Duration: 00:30:43),,"Transcribed from container: ""Randy Crawford by Janet Robinson, December 22 1976.""","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dw169,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_062_016_a|~|uclapasc_342_062_016_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw169%2Fk384xg9d,copyrighted,,,"Beard, Stymie, $d 1925-1981",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,circa 1976-1977,,"""Stymie, Vegas""","Collection PASC 342, Box 62",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1976/ 1977,(1 audiocassette: Duration: 01:05:39),,"Transcribed from container: ""Stymie, Vegas, ca. 1976-1977.""

There is content on side A and B.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",Las Vegas (Nev.),,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dw17t,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_062_017_b|~|uclapasc_342_062_017_a,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw17t%2Fjj32gr4f,copyrighted,,,"Cole, Natalie, $d 1950-",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,circa 1975 ,,Interview with Natalie Cole,"Collection PASC 342, Box 62",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1975,(1 audiocassette; duration: 00:55:26),,"Transcribed from container: ""Natalie Cole, 1975."" 

On side A, Natalie Cole talks about how many interviews she's been on in since she's been on tour; doing drugs but eventually finding God throgh music; the rock 'n roll theme of her music; her sister and her acting career; her record company Capital;  her songs, ""Your Face,"" and ""Inseperable."" She also talks about how she is percieved in the world and whether this image is an accurate representation of her; how long she's been back on the east coast; and her experience coming into blackness during her college experiences at USC and University of Massachusetts, at a time during the large protests on college campuses and Black social movements were gaining momentum. 

On side B, she continues talking about her experiences on the west coast, specifically in California, in comparison to the east coast. She also compares men on both coasts, which on radio stations are playing her record, her managment fund, and her upcoming performance with Freddy Hovery.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
