Object Type,Item ARK,Parent ARK,File Name,Title,AltTitle.translated,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Contributor,Name.producer,Format.extent,issue,Format.medium,Resource type,Genre,Language,Local identifier,Name.creator,Place of origin,Publisher.publisherName,Repository,Rights.copyrightStatus,Rights.rightsHolderContact,Subject
Work,ark:/21198/z1hb15r9,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1970_b_0732.wav,Oloba and the Origin of Egungun.,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,August 1970,1970-08,Dr. Adedeji|David Agboola|Adeniji,"Institute of African Studies, University of Ibadan",1hr 4mins 53secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,70|782,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Intellectuals--Interviews|~|History|~|Arts and Culture"
Work,ark:/21198/z1ck0dzp,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1970_b_0741.wav,Oloba and the Origin of Egungun,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,August 1970,1970-08,Dr. Adedeji|David Agboola|Adeniji,"Institute of African Studies, University of Ibadan",30mins 54secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,70|783,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Intellectuals--Interviews|~|History|~|Arts and Culture"
Work,ark:/21198/z17s9p7t,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1970_b_0767.wav,Masquerade Dances from Abuja,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1970,1970,,"Institute of African Studies, University of Ibadan",10 mins 24 secs,1,Reel-to-Reel Tape,sound recording,sound recordings,hau,744,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Folk music festivals|~|Art and Culture|~|Songs and Music
Work,ark:/21198/z1418xk9,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1970_b_0768.wav,Nago Gbogu from Shada,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1970,1970,,"Institute of African Studies, University of Ibadan",08 mins 52 secs,2,Reel-to-Reel Tape,sound recording,sound recordings,hau,744,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Folk music festivals|~|Art and Culture|~|Songs and Music
Work,ark:/21198/z10885vz,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1970_b_0769.wav,Nago Masquerade from Bunogo,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1970,1970,,"Institute of African Studies, University of Ibadan",11 mins 52 secs,3,Reel-to-Reel Tape,sound recording,sound recordings,hau,744,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Folk music festivals|~|Art and Culture|~|Songs and Music
Work,ark:/21198/z1vm6crj,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1970_b_0770.wav,Ba-doko from Ija,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1970,1970,,"Institute of African Studies, University of Ibadan",02 mins 13 secs,4,Reel-to-Reel Tape,sound recording,sound recordings,hau,744,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Folk music festivals|~|Art and Culture|~|Songs and Music
Work,ark:/21198/z1qv5n2p,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1970_b_0773.wav,Ba-doko from Ija (Continued),,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1970,1970,,"Institute of African Studies, University of Ibadan",06 mins 08 secs,4,Reel-to-Reel Tape,sound recording,sound recordings,hau,745,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Folk music festivals|~|Art and Culture|~|Songs and Music
Work,ark:/21198/z1m34w8c,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1970_b_0774.wav,Bodo-Nwagu from Zuba,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1970,1970,,"Institute of African Studies, University of Ibadan",02 mins 55 secs,5,Reel-to-Reel Tape,sound recording,sound recordings,hau,745,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Folk music festivals|~|Art and Culture|~|Songs and Music
Work,ark:/21198/z1gb44hk,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1970_b_0775.wav,Akakayi and Amawa from Madalla,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1970,1970,,"Institute of African Studies, University of Ibadan",03 mins 52 secs,6,Reel-to-Reel Tape,sound recording,sound recordings,hau,745,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Folk music festivals|~|Art and Culture|~|Songs and Music
Work,ark:/21198/z1bk3ct9,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1970_b_0776.wav,Grand Finale,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1970,1970,,"Institute of African Studies, University of Ibadan",08 mions 25 secs,7,Reel-to-Reel Tape,sound recording,sound recordings,hau,745,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Folk music festivals|~|Art and Culture|~|Songs and Music
Work,ark:/21198/z16t2n5w,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1970_b_0782.wav,A Talk on Marriage,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1970,1970,,"Institute of African Studies, University of Ibadan",06 Mins 22 secs,1,Reel-to-Reel Tape,sound recording,sound recordings,jbu,746,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Folklore--Nigeria|~|Folk Tales|~||~|Art and Culture|~|Personal Naratives
Work,ark:/21198/z1321wfg,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1970_b_0783.wav,Folktale about Twins,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1970,1970,,"Institute of African Studies, University of Ibadan",10 mins 57 secs,2,Reel-to-Reel Tape,sound recording,sound recordings,jbu,746,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Folklore--Nigeria|~|Folk Tales|~||~|Art and Culture|~|Personal Naratives
Work,ark:/21198/z1zd03db,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1970_b_0784.wav,Story about Hare and Tortoise,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1970,1970,,"Institute of African Studies, University of Ibadan",05 mins 03 secs,3,Reel-to-Reel Tape,sound recording,sound recordings,jbu,746,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Folklore--Nigeria|~|Folk Tales|~||~|Art and Culture|~|Personal Naratives
Work,ark:/21198/z1tm9bp2,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1971_a_0101.wav,Music of the Benue-Plateau State of Nigeria Vol. 1,Kwagh-hil Tiv dance,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1971,1971,Samson O.O. Amali,"Institute of African Studies, University of Ibadan",5 mins 14 Secs,Side 1 Track 1,Phonograph Record,sound recording,sound recordings,tiv,IAS 13|~|Collection NCR 7,,,,"Institute of African Studies, University of Ibadan",copyrighted,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Cultural Heritage|~|Performing Arts |~|Folk Songs
Work,ark:/21198/z1pv8kwf,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1971_a_0102.wav,Music of the Benue-Plateau State of Nigeria Vol. 1,The Royal Orchestra of the Och'idoma,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1971,1971,Samson O.O. Amali,"Institute of African Studies, University of Ibadan",6 mins 39 Secs,Side 1 Track 2,Phonograph Record,sound recording,sound recordings,idu,IAS 13|~|Collection NCR 7,,,,"Institute of African Studies, University of Ibadan",copyrighted,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Cultural Heritage|~|Performing Arts |~|Folk Songs
Work,ark:/21198/z1k37v3j,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1971_a_0103.wav,Music of the Benue-Plateau State of Nigeria Vol. 1,Jarawa dance group,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1971,1971,Samson O.O. Amali,"Institute of African Studies, University of Ibadan",1 mins 41 Secs,Side 1 Track 3,Phonograph Record,sound recording,sound recordings,jar,IAS 13|~|Collection NCR 7,,,,"Institute of African Studies, University of Ibadan",copyrighted,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Cultural Heritage|~|Performing Arts |~|Folk Songs
Work,ark:/21198/z1fb73dn,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1971_a_0104.wav,Music of the Benue-Plateau State of Nigeria Vol. 1,Ijuwo Folktale,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1971,1971,Samson O.O. Amali,"Institute of African Studies, University of Ibadan",4 mins 33 Secs,Side 1 Track 4,Phonograph Record,sound recording,sound recordings,akf,IAS 13|~|Collection NCR 7,,,,"Institute of African Studies, University of Ibadan",copyrighted,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Cultural Heritage|~|Performing Arts |~|Folk Songs
Work,ark:/21198/z19k6bqc,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1971_b_0122a.wav,Introduction of Babalawo Babalola Ifatoogun (Education and Training),,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,March 1971,1971-03,Prof. J. Pemberton|Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",8 mins 41 secs,1,Reel-to-Reel Tape,sound recording,sound recordings,yor|~|eng,1792,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Conference proceedings|~|Intellectuals--Interviews"
Work,ark:/21198/z15t5m1h,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1971_b_0169.wav,Installaton of the Alaafin,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1971,1971,,"Institute of African Studies, University of Ibadan",13 mins 26 secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,125,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Arts and Culture"
Work,ark:/21198/z1253jrv,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1971_b_0174.wav,Installaton of the Alaafin,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1971,1971,,"Institute of African Studies, University of Ibadan",13 mins 25 secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,1250,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest |~|Arts and culture"
Work,ark:/21198/z1xd327h,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1971_b_0175.wav,Installaton of the Alaafin,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1971,1971,,"Institute of African Studies, University of Ibadan",28 mins 40 secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,1254,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest |~|Arts and culture"
Work,ark:/21198/z1sn29gb,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1971_b_0304.wav,The Nigerian Civil War at the Bonny Sector as Narrated by Johnson T. Hart,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1971,1971,Johnson T. Hart,"Institute of African Studies, University of Ibadan",23 mins 30 secs,1,Reel-to-Reel Tape,sound recording,sound recordings,ijn,842,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Niger River Delta (Nigeria)|~| Intellectuals--Interviews, Oral Histories"
Work,ark:/21198/z1nw1jq5,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1971_b_0307.wav,The Nigerian Civil War at the Bonny Sector as Narrated by Johnson T. Hart,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1971,1971,Johnson T. Hart,"Institute of African Studies, University of Ibadan",14 mins 42 secs,2,Reel-to-Reel Tape,sound recording,sound recordings,ijn,843,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Niger River Delta (Nigeria)|~| Intellectuals--Interviews, Oral Histories"
Work,ark:/21198/z1j40t1m,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1971_b_0327.wav,The Awo Alaafin,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1971,1971,The Babalawo of Oyo,"Institute of African Studies, University of Ibadan",32 mins 50 secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,866,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~| Art and Culture|~|Recitations|~|Personal Narratives"
Work,ark:/21198/z1dc02c5,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1971_b_0451.wav,Adamo Music,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,November 1971,1971-11,Frank Shied,"Institute of African Studies, University of Ibadan",31mins 29secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,72|809,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest |~|Songs and Music|~|Performing Arts"
Work,ark:/21198/z18k99mf,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1971_b_0452.wav,Ekiti Music,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,December 1971,1971-12,Frank Speed,"Institute of African Studies, University of Ibadan",13mins 56secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,72|810,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest |~|Songs and Music|~|Performing Arts"
Work,ark:/21198/z14x789f,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1971_b_0453.wav,The Dundun Music,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1971,1971,Frank Ssaed,"Institute of African Studies, University of Ibadan",31 mins 55 secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,832,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southern|~|Art and Culture|~|Cultural heritage|~|Performing arts|~|Songs and music"
Work,ark:/21198/z1156hmg,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1971_b_0454.wav,Ijala and Sekere,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1971,1971,Frank Ssaed,"Institute of African Studies, University of Ibadan",32 mins 01 secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,833,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southern|~|Art and Culture|~|Cultural heritage|~|Performing arts|~|Songs and music"
Work,ark:/21198/z1wd612p,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1971_b_0455.wav,Ogbele Music,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,November 1971,1971-11,Frank Speed,"Institute of African Studies, University of Ibadan",21mins 53secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,72|815,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest |~|Songs and Music|~|Performing Arts"
Work,ark:/21198/z1rn589h,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1971_b_0659.wav,Kiriji,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1971,1971,Wale Ogunyemi,"Institute of African Studies, University of Ibadan",22 mins 08 secs,1,Reel-to-Reel Tape,sound recording,sound recordings,yor,823,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Performing arts|~|Drama|~|Nigerian drama (English)"
Work,ark:/21198/z1mw4hm7,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1971_b_0660.wav,Kiriji,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1971,1971,Wale Ogunyemi,"Institute of African Studies, University of Ibadan",29 mins 25 secs,2,Reel-to-Reel Tape,sound recording,sound recordings,yor,824,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Performing arts|~|Drama|~|Nigerian drama (English)"
Work,ark:/21198/z1h43rzq,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1971_b_0664.wav,Kiriji,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1972,1972,Wale Ogunyemi,"Institute of African Studies, University of Ibadan",29 mins 02 secs,3,Reel-to-Reel Tape,sound recording,sound recordings,yor,825,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Performing arts|~|Drama|~|Nigerian drama (English)"
Work,ark:/21198/z1cc317s,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1971_b_0665.wav,Kiriji,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1972,1972,Wale Ogunyemi,"Institute of African Studies, University of Ibadan",23 mins 44 secs,4,Reel-to-Reel Tape,sound recording,sound recordings,yor,826,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Performing arts|~|Drama|~|Nigerian drama (English)"
Work,ark:/21198/z17q0zx0,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_a_0032.wav,The Kings of Otukpo and Adoka Benue State,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Photos are by Odumu O. and R. Armstrong,1972,1972,R. Armstrong|~|Odumu O.,"Institute of African Studies, University of Ibadan",12 mins 59 secs,Side 1,,sound recording,sound recordings,idu,IAS 43|~|Collection NCR 18,,,,"Institute of African Studies, University of Ibadan",copyrighted,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
Work,ark:/21198/z13z075m,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_a_0033.wav,The Kings of Otukpo and Adoka Benue State,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Photos are by Odumu O. and R. Armstrong,1972,1972,R. Armstrong|~|Odumu O.,"Institute of African Studies, University of Ibadan",14 mins 42 secs,Side 2,,sound recording,sound recordings,idu,IAS 43|~|Collection NCR 18,,,,"Institute of African Studies, University of Ibadan",copyrighted,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
Work,ark:/21198/z1059gd6,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_a_0034.wav,Onyonkpo,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1972,1972,Samson O.O. Amali,"Institute of African Studies, University of Ibadan",13 mins 1 secs,Side 1,,sound recording,sound recordings,idu,IAS 44|~|Collection NCR 22,,,,"Institute of African Studies, University of Ibadan",copyrighted,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
Work,ark:/21198/z1vd8zw2,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_a_0035.wav,Onyonkpo,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1972,1972,Samson O.O. Amali,"Institute of African Studies, University of Ibadan",17 mins 18 Secs,Side 2,,sound recording,sound recordings,idu,IAS 44|~|Collection NCR 22,,,,"Institute of African Studies, University of Ibadan",copyrighted,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
Work,ark:/21198/z1qn8771,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_a_0095.wav,Music of the Benue-Plateau State of Nigeria Vol. 2,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1972,1972,Samson O.O. Amali,"Institute of African Studies, University of Ibadan",5 mins 25 Secs,Side 1 Track 1,Phonograph Record,sound recording,sound recordings,anc,IAS 15|~|Collection NCR 8,,,,"Institute of African Studies, University of Ibadan",copyrighted,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Cultural Heritage|~|Performing Arts |~|Folk Songs
Work,ark:/21198/z1kw7gh9,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_a_0096.wav,Music of the Benue-Plateau State of Nigeria Vol. 2,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1972,1972,Samson O.O. Amali,"Institute of African Studies, University of Ibadan",6 mins 25 Secs,Side 1 Track 2,Phonograph Record,sound recording,sound recordings,anc,IAS 15|~|Collection NCR 8,,,,"Institute of African Studies, University of Ibadan",copyrighted,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Cultural Heritage|~|Performing Arts |~|Folk Songs
Work,ark:/21198/z1g46qtb,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_a_0097.wav,Music of the Benue-Plateau State of Nigeria Vol. 2,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1972,1972,Samson O.O. Amali,"Institute of African Studies, University of Ibadan",4 mins,Side 1 Track 3,Phonograph Record,sound recording,sound recordings,anc,IAS 15|~|Collection NCR 8,,,,"Institute of African Studies, University of Ibadan",copyrighted,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Cultural Heritage|~|Performing Arts |~|Folk Songs
Work,ark:/21198/z1bg4pjs,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_a_0098.wav,Music of the Benue-Plateau State of Nigeria Vol. 2,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1972,1972,Samson O.O. Amali,"Institute of African Studies, University of Ibadan",7 mins 4 Secs,Side 2 Track 1,Phonograph Record,sound recording,sound recordings,anc,IAS 16|~|Collection NCR 8,,,,"Institute of African Studies, University of Ibadan",copyrighted,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Cultural Heritage|~|Performing Arts |~|Folk Songs
Work,ark:/21198/z16q3xsm,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_a_0099.wav,Music of the Benue-Plateau State of Nigeria Vol. 2,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1972,1972,Samson O.O. Amali,"Institute of African Studies, University of Ibadan",4 mins 59 Secs,Side 2 Track 2,Phonograph Record,sound recording,sound recordings,anc,IAS 16|~|Collection NCR 8,,,,"Institute of African Studies, University of Ibadan",copyrighted,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Cultural Heritage|~|Performing Arts |~|Folk Songs
Work,ark:/21198/z12z3617,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_a_0100.wav,Music of the Benue-Plateau State of Nigeria Vol. 2,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1972,1972,Samson O.O. Amali,"Institute of African Studies, University of Ibadan",16 mins 49 Secs,Side 2 Track 3,Phonograph Record,sound recording,sound recordings,anc,IAS 16|~|Collection NCR 8,,,,"Institute of African Studies, University of Ibadan",copyrighted,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Cultural Heritage|~|Performing Arts |~|Folk Songs
Work,ark:/21198/z1z62phd,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_b_0302.wav,Orun Festival1,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,September 1972,1972-09,Frank Syoed,"Institute of African Studies, University of Ibadan",1hr 4mins 1sec,,Reel-to-Reel Tape,sound recording,sound recordings,yor,1266,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest |~|History |~|Folk Dance Music |~|Folk Festival |~|Arts and Culture |~|Performing Arts"
Work,ark:/21198/z1tf1xt4,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_b_0305.wav,Orun Festival,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,September 1972,1972-09,Frank Syoed,"Institute of African Studies, University of Ibadan",1hr 4mins 7secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,1267,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest |~|History |~|Folk Dance Music |~|Folk Festival |~|Arts and Culture |~|Performing Arts"
Work,ark:/21198/z1pp1653,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_b_0306.wav,Orun Festival,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,September 1972,1972-09,Frank Syoed,"Institute of African Studies, University of Ibadan",11mins 18secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,1265,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest |~|History |~|Folk Dance Music |~|Folk Festival |~|Arts and Culture |~|Performing Arts"
Work,ark:/21198/z1jx0ffc,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_b_0332.wav,Northern Music,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1972,1972,,"Institute of African Studies, University of Ibadan",31 mins 06 secs,,Reel-to-Reel Tape,sound recording,sound recordings,hau,877,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigera|~|Performing arts festivals|~|Art and Culture
