Object Type,Item ARK,Parent ARK,File name,local ID,Title,AltTitle.translated,AltTitle.other,Creator,Contributor,Contributor.producer,volume/year,issue,Date.created,Date.created (single),Language | code,TypeOfResource,Genre,Extent,Dimensions,Medium,Insitution/Repository,collection name,collection number,collection number,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Abstract,Note.content,Subject.topic
Work,ark:/21198/z16q3xsm,ark:/21198/z1jd6x7k,ias_meap_1972_a_0099.mp3,IAS 16|~|Collection NCR 8,Music of the Benue-Plateau State of Nigeria Vol. 2,,,,Samson O.O. Amali,"Institute of African Studies, University of Ibadan",,Side 2 Track 2,1972,1972,anc,sound recording,sound recordings,4 mins 59 Secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 8,Collection NCR 8,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,"B.el Vwan, song of the group of newly circumcised boys who are undergoing training",,Nigeria|~|Cultural Heritage|~|Performing Arts |~|Folk Songs
Work,ark:/21198/z12z3617,ark:/21198/z1jd6x7k,ias_meap_1972_a_0100.mp3,IAS 16|~|Collection NCR 8,Music of the Benue-Plateau State of Nigeria Vol. 2,,,,Samson O.O. Amali,"Institute of African Studies, University of Ibadan",,Side 2 Track 3,1972,1972,anc,sound recording,sound recordings,16 mins 49 Secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 8,Collection NCR 8,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,"Minawan, ''me no want'', satrical chant. Solo voice accompanied by denden (Hausa molo).",,Nigeria|~|Cultural Heritage|~|Performing Arts |~|Folk Songs
Work,ark:/21198/z1z62phd,ark:/21198/z1jd6x7k,ias_meap_1972_b_0302.mp3,1266,Orun Festival1,,,,Frank Syoed,"Institute of African Studies, University of Ibadan",,,September 1972,1972-09,yor,sound recording,sound recording,1hr 4mins 1sec,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,A performance centred around the Yoruba world view about the cosmogony,,"Nigeria, Southwest |~|History |~|Folk Dance Music |~|Folk Festival |~|Arts and Culture |~|Performing Arts"
Work,ark:/21198/z1tf1xt4,ark:/21198/z1jd6x7k,ias_meap_1972_b_0305.mp3,1267,Orun Festival,,,,Frank Syoed,"Institute of African Studies, University of Ibadan",,,September 1972,1972-09,yor,sound recording,sound recording,1hr 4mins 7secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,A performance centred around the Yoruba world view about the cosmogony,,"Nigeria, Southwest |~|History |~|Folk Dance Music |~|Folk Festival |~|Arts and Culture |~|Performing Arts"
Work,ark:/21198/z1pp1653,ark:/21198/z1jd6x7k,ias_meap_1972_b_0306.mp3,1265,Orun Festival,,,,Frank Syoed,"Institute of African Studies, University of Ibadan",,,September 1972,1972-09,yor,sound recording,sound recording,11mins 18secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,A performance centred around the Yoruba world view about the cosmogony,,"Nigeria, Southwest |~|History |~|Folk Dance Music |~|Folk Festival |~|Arts and Culture |~|Performing Arts"
Work,ark:/21198/z1jx0ffc,ark:/21198/z1jd6x7k,ias_meap_1972_b_0332.mp3,877,Northern Music,,,,,"Institute of African Studies, University of Ibadan",,,1972,1972,hau,sound recording,sound recordings,31 mins 06 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Northern music played for the production of ""Hassan"" for the 3rd All Nigeria Festival of the Arts,held in the city of Kaduna",,Nigera|~|Performing arts festivals|~|Art and Culture
Work,ark:/21198/z1f78d27,ark:/21198/z1jd6x7k,ias_meap_1972_b_0394.mp3,1007,Igede Music of Dawn and Day Music and Dance,,,,Bjorn Ranung,"Institute of African Studies, University of Ibadan",,,1972-1975,1972/1975,ige,sound recording,sound recordings,14 mins 23 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Folk music of the Igede people, the third largest ethnic group in Benue State, Nigeria",,"Nigeria, Southern|~|Art and Culture"
Work,ark:/21198/z19g7nbh,ark:/21198/z1jd6x7k,ias_meap_1972_b_0404.mp3,1006,Igede Music of Dawn and Day Music and Dance,,,,Bjorn Ranung,"Institute of African Studies, University of Ibadan",,,1972-1975,1972/1975,ige,sound recording,sound recordings,33 mins 15 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Folk music of the Igede people, the third largest ethnic group in Benue State, Nigeria",,"Nigeria, Southern|~|Art and Culture"
Work,ark:/21198/z15q6wjw,ark:/21198/z1jd6x7k,ias_meap_1972_b_0448.mp3,834,Orin Esa Egunugun,,,,Foyeke Ajangila,"Institute of African Studies, University of Ibadan",,,1972,1972,yor,sound recording,sound recordings,27 mins 53 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Interview with a veteran chanter of the Egungun cult music (esa egungun) with chanting by the interviewee,,"Nigeria, Southwest|~|Art and Culture|~||~|Songs and music|~|Performing arts|~|Songs and music"
Work,ark:/21198/z11z64v0,ark:/21198/z1jd6x7k,ias_meap_1972_b_0459.mp3,933,The Kwagh-Hir Masquerade Dancers from the Tiv Division of the Benue-Plateau State,,,,Frank Sdied,"Institute of African Studies, University of Ibadan",,,November 1972,1972-11,tiv,sound recording,sound recording,1hr 4mins 6secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Dance and Music performance by Kwagh-Hir Masquerade Dancers from the Tiv Division of the Benue - Plateau State.,,"Nigeria |~|Folk Dance Music|~|Tiv language|~|Songs, Tiv|~|Performing Arts|~|"
Work,ark:/21198/z1x65ndg,ark:/21198/z1jd6x7k,ias_meap_1972_b_0460.mp3,934,The Kwagh-Hir Masquerade Dancers from the Tiv Division of the Benue-Plateau State,,,,Frank Sdied,"Institute of African Studies, University of Ibadan",,,November 1972,1972-11,tiv,sound recording,sound recording,5mins 26secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Dance and Music performance by Kwagh-Hir Masquerade Dancers from the Tiv Division of the Benue - Plateau State.,,"Nigeria |~|Folk Dance Music|~|Tiv language|~|Songs, Tiv|~|Performing Arts|~|"
Work,ark:/21198/z1sf4wq6,ark:/21198/z1jd6x7k,ias_meap_1972_b_0639.mp3,1262,The Palmwine Drinkard,,,,Kola Ogunmola,"Institute of African Studies, University of Ibadan",,1,1972,1972,yor,sound recording,sound recordings,31 mins 58 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"A 1972 performance of Amos Tutuola's The Palmwine Drinkard by Kola Ogunmola and his theatre group, recorded at the Institute of African Studies, Ibadan.",,"Nigeria, Southwest|~|Art and Culture|~|Performing arts|~|Drama|~|Songs and Music"
Work,ark:/21198/z1np44zd,ark:/21198/z1jd6x7k,ias_meap_1972_b_0640.mp3,1263,The Palmwine Drinkard,,,,Kola Ogunmola,"Institute of African Studies, University of Ibadan",,2,1972,1972,yor,sound recording,sound recordings,29 mins 43 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"A 1972 performance of Amos Tutuola's The Palmwine Drinkard by Kola Ogunmola and his theatre group, recorded at the Institute of African Studies, Ibadan.",,"Nigeria, Southwest|~|Art and Culture|~|Performing arts|~|Drama|~|Songs and Music"
Work,ark:/21198/z1j123p5,ark:/21198/z1jd6x7k,ias_meap_1972_b_0641.mp3,1264,The Palmwine Drinkard,,,,Kola Ogunmola,"Institute of African Studies, University of Ibadan",,3,1972,1972,yor,sound recording,sound recordings,34 mins 57 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"A 1972 performance of Amos Tutuola's The Palmwine Drinkard by Kola Ogunmola and his theatre group, recorded at the Institute of African Studies, Ibadan.",,"Nigeria, Southwest|~|Art and Culture|~|Performing arts|~|Drama|~|Songs and Music"
Work,ark:/21198/z1d81bx0,ark:/21198/z1jd6x7k,ias_meap_1972_b_0749.mp3,850,"Eastwall, Umuagu Min. Lineage",,,,R.G. Armsrong|M. Onwuejeogwu,"Institute of African Studies, University of Ibadan",,1,1972,1972,ibo,sound recording,sound recordings,12 mins 25 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Nri ladies singing traditional working songs that accompany the act of painting mural decorations and other work occasions in Iyiazi Temple, Nri, Anambra State",,"Nigeria, Southern|~|Art and Culture|~|Performing arts|~|Cultural Heritage|~|Songs and Music"
Work,ark:/21198/z18h0m57,ark:/21198/z1jd6x7k,ias_meap_1972_b_0750.mp3,850,"Northwall, Umu Nri, Min. Lineage",,,,R.G. Armsrong|M. Onwuejeogwu,"Institute of African Studies, University of Ibadan",,2,1972,1972,ibo,sound recording,sound recordings,06 mins 41 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Nri ladies singing traditional working songs that accompany the act of painting mural decorations and other work occasions in Iyiazi Temple, Nri, Anambra State",,"Nigeria, Southern|~|Art and Culture|~|Performing arts|~|Cultural Heritage|~|Songs and Music"
Work,ark:/21198/z14q9vdh,ark:/21198/z1jd6x7k,ias_meap_1972_b_0751.mp3,850,"Westwall, Umu Anuta, Min. Lineage",,,,R.G. Armsrong|M. Onwuejeogwu,"Institute of African Studies, University of Ibadan",,3,1972,1972,ibo,sound recording,sound recordings,02 mins 25 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Nri ladies singing traditional working songs that accompany the act of painting mural decorations and other work occasions in Iyiazi Temple, Nri, Anambra State",,"Nigeria, Southern|~|Art and Culture|~|Performing arts|~|Cultural Heritage|~|Songs and Music"
Work,ark:/21198/z10z93r2,ark:/21198/z1jd6x7k,ias_meap_1972_b_0752.mp3,850,"Southwall, Umu Nechi, Min. Lineage",,,,R.G. Armsrong|M. Onwuejeogwu,"Institute of African Studies, University of Ibadan",,4,1972,1972,ibo,sound recording,sound recordings,10 mins 08 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Nri ladies singing traditional working songs that accompany the act of painting mural decorations and other work occasions in Iyiazi Temple, Nri, Anambra State. This song is sung in praise of a dead person.",,"Nigeria, Southern|~|Art and Culture|~|Performing arts|~|Cultural Heritage|~|Songs and Music"
Work,ark:/21198/z1w68m83,ark:/21198/z1jd6x7k,ias_meap_1972_b_0762.mp3,72|836,Symposium on Nigerian Antiquities,,,,,"Institute of African Studies, University of Ibadan",,,1972,1972,eng,sound recording,sound recording,"01 hrs; 04 mins, 08 secs",,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Symposium on Nigerian Antiquities at the Institute of African Studies,,"Nigeria, Southern|~|Conference proceedings|~|Education|~|Field Notes"
Work,ark:/21198/z1rf7vkt,ark:/21198/z1jd6x7k,ias_meap_1972_b_0765.mp3,851,Eastern and Northern Wall,,Interviews,,R.G. Armsrong|M. Onwuejeogwu,"Institute of African Studies, University of Ibadan",,2,1972,1972,ibo,sound recording,sound recordings,31 mins 54 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Nri ladies singing traditional working songs that accompany the act of painting mural decorations and other work occasions in Iyiazi Temple, Nri, Anambra State",,"Nigeria, Southern|~|Art and Culture|~|Performing arts|~|Cultural Heritage|~|Songs and Music"
Work,ark:/21198/z1ms5t98,ark:/21198/z1jd6x7k,ias_meap_1972_b_0766.mp3,72|837,Symposium on Nigerian Antiquities,,,,,"Institute of African Studies, University of Ibadan",,,1972,1972,eng,sound recording,sound recording,"01 hrs; 04 mins, 56 secs",,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Symposium on Nigerian Antiquities at the Institute of African Studies,,"Nigeria, Southern|~|Conference proceedings|~|Education|~|Field Notes"
Work,ark:/21198/z1h152js,ark:/21198/z1jd6x7k,ias_meap_1972_b_0771.mp3,72|838,Symposium on Nigerian Antiquities,,,,,"Institute of African Studies, University of Ibadan",,,April 1972,1972-04,eng,sound recording,sound recording,1hr 4mins 32secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Symposium on Nigerian Antiquities at the Institute of African Studies, University of Ibadan.",,"Nigeria, Southern|~|Education|~|Field Notes|~|Conference proceedings"
Work,ark:/21198/z1c849sm,ark:/21198/z1jd6x7k,ias_meap_1972_b_0772.mp3,949,Isoko Religion and Philosophy,,,,Fred Akporobaro,"Institute of African Studies, University of Ibadan",,,1972,1972,iso,sound recording,sound recording,"01 hrs; 25 mins, 12 secs",,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Thought in Isoko concepts of God, witchcraft, powers, fate, characters and destiny.",,"Nigeria, Southern|~|Intellectuals--Interviews|~|Arts and Culture"
Work,ark:/21198/z17h3k29,ark:/21198/z1jd6x7k,ias_meap_1973_a_0014.mp3,IASEP 1|~|Collection NCREP 1,Ediigwu Sings Ichicha Songs,,,,Robert G. Armstrong,"Institute of African Studies, University of Ibadan",,Side 1,1973,1973,tiv,sound recording,sound recordings,8 mins 51 secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCREP 1,Collection NCREP 1,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,Extended play about a man that sings,,"Nigeria, Southern|~|Cultural Heritage|~|Songs and Music"
Work,ark:/21198/z13r2tc1,ark:/21198/z1jd6x7k,ias_meap_1973_a_0015.mp3,IASEP 2|~|Collection NCREP 1,Ediigwu Sings Ichicha Songs,,,,Robert G. Armstrong,"Institute of African Studies, University of Ibadan",,Side 2,1973,1973,tiv,sound recording,sound recordings,9 mins 8 secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCREP 1,Collection NCREP 1,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,Extended play about a man that sings,,"Nigeria, Southern|~|Cultural Heritage|~|Songs and Music"
Work,ark:/21198/z10022pf,ark:/21198/z1jd6x7k,ias_meap_1973_a_0036.mp3,IAS  25|~|Collection NCR 22,Ohutu,Introduction,,,Aboje Eglli,"Institute of African Studies, University of Ibadan",,Side 1 Track 1,1973,1973,idu,sound recording,sound recordings,15 mins 14 Secs,,,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 22,Collection NCR 22,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,"The classical Alekwu chants of Otukpo, Benue State",,Idoma (African people)--Rites and ceremonies|~|Recitation
Work,ark:/21198/z1vb08k1,ark:/21198/z1jd6x7k,ias_meap_1973_a_0037.mp3,IAS  25|~|Collection NCR 13,Teegba jilam,Bring Me Help (Invocation to Ancient Alekwu),,,Aboje Eglli,"Institute of African Studies, University of Ibadan",,Side 1 Track 2,1973,1973,idu,sound recording,sound recordings,4 mins 33 Secs,,,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 13,Collection NCR 13,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,"The classical Alekwu chants of Otukpo, Benue State",,Idoma (African people)--Rites and ceremonies|~|Recitation
Work,ark:/21198/z1qj9ht9,ark:/21198/z1jd6x7k,ias_meap_1973_a_0038.mp3,IAS  25|~|Collection NCR 13,"Inalegwu kopooceji, Daada koOtukpo",Opoceeji Prayer: Genealogy of Otukpo,,,Aboje Eglli,"Institute of African Studies, University of Ibadan",,Side 1 Track 3,1973,1973,idu,sound recording,sound recordings,7 mins 22 Secs,,,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 13,Collection NCR 13,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,"The classical Alekwu chants of Otukpo, Benue State",,Idoma (African people)--Rites and ceremonies|~|Recitation
Work,ark:/21198/z1ks8s30,ark:/21198/z1jd6x7k,ias_meap_1973_a_0039.mp3,IAS 26|~|Collection NCR 13,Owo: Owo ko deje nyeeje aji,God Shared (good things) with the Leopard but Begrudged the Leopard Horns,,,Aboje Eglli,"Institute of African Studies, University of Ibadan",,Side 2 Track 1,1973,1973,idu,sound recording,sound recordings,2 mins 16 Secs,,,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 13,Collection NCR 13,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,"The classical Alekwu chants of Otukpo, Benue State",,Idoma (African people)--Rites and ceremonies|~|Recitation
Work,ark:/21198/z1g18192,ark:/21198/z1jd6x7k,ias_meap_1973_a_0040.mp3,IAS 26|~|Collection NCR 13,Ekwoogblla Icogba kaoce kIdoma,"Diverse Chants, Titles of the Kings of Idoma",,,Aboje Eglli,"Institute of African Studies, University of Ibadan",,Side 2 Track 2,1973,1973,idu,sound recording,sound recordings,4 mins 45 secs,,,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 13,Collection NCR 13,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,"The classical Alekwu chants of Otukpo, Benue State",,Idoma (African people)--Rites and ceremonies|~|Recitation
Work,ark:/21198/z1b878ms,ark:/21198/z1jd6x7k,ias_meap_1973_a_0041.mp3,IAS 26|~|Collection NCR 13,Onugbo mlOko,Onugbo and Oko Legend,,,Aboje Eglli,"Institute of African Studies, University of Ibadan",,Side 2 Track 3,1973,1973,idu,sound recording,sound recordings,5 mins 19 Secs,,,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 13,Collection NCR 13,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,"The classical Alekwu chants of Otukpo, Benue State",,Idoma (African people)--Rites and ceremonies|~|Recitation
Work,ark:/21198/z16h6hxh,ark:/21198/z1jd6x7k,ias_meap_1973_a_0042.mp3,IAS 26|~|Collection NCR 13,Ekwogblla mocetlla,Diverse Chants and Praises,,,Aboje Eglli,"Institute of African Studies, University of Ibadan",,Side 2 Track 4,1973,1973,idu,sound recording,sound recordings,1 mins 39 Secs,,,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 13,Collection NCR 13,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,"The classical Alekwu chants of Otukpo, Benue State",,Idoma (African people)--Rites and ceremonies|~|Recitation
Work,ark:/21198/z12r5s7n,ark:/21198/z1jd6x7k,ias_meap_1973_a_0050.mp3,IAS 27|~|Collection NCR 14,Aba OomonAnkpa,,,,R.G. Armstrong|~|Samson O.O.Amali,"Institute of African Studies, University of Ibadan",,Side 3 Track  8,1973,1973,idu,sound recording,sound recordings,5 mins 43 Secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 14,Collection NCR 14,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,Alekwooka Kochinokwu: Alekwu songs of the Ochinokwu Mask,,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
Work,ark:/21198/z1z3405c,ark:/21198/z1jd6x7k,ias_meap_1973_a_0051.mp3,IAS 27|~|Collection NCR 14,Iyau Kilgballa,,,,R.G. Armstrong|~|Samson O.O.Amali,"Institute of African Studies, University of Ibadan",,Side 3 Track 9,1973,1973,idu,sound recording,sound recordings,6 mins 22 Secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 14,Collection NCR 14,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,Alekwooka Kochinokwu: Alekwu songs of the Ochinokwu Mask,,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
Work,ark:/21198/z1tb37fn,ark:/21198/z1jd6x7k,ias_meap_1973_a_0052.mp3,IAS 27|~|Collection NCR 14,Ekwoogblla mlocetlla,,,,R.G. Armstrong|~|Samson O.O.Amali,"Institute of African Studies, University of Ibadan",,Side 3 Track 10,1973,1973,idu,sound recording,sound recordings,15 mins 13 Secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 14,Collection NCR 14,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,Alekwooka Kochinokwu: Alekwu songs of the Ochinokwu Mask,,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
Work,ark:/21198/z1pk2gpg,ark:/21198/z1jd6x7k,ias_meap_1973_a_0053.mp3,IAS 28|~|Collection NCR 14,Ogwugolegba,,,,R.G. Armstrong|~|Samson O.O.Amali,"Institute of African Studies, University of Ibadan",,Side 4 Track 11,1973,1973,idu,sound recording,sound recordings,2 mins 45 Secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 14,Collection NCR 14,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,Alekwooka Kochinokwu: Alekwu songs of the Ochinokwu Mask,,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
Work,ark:/21198/z1jt1qwv,ark:/21198/z1jd6x7k,ias_meap_1973_a_0054.mp3,IAS 28|~|Collection NCR 14,Inalegwu: Agabe mleje,,,,R.G. Armstrong|~|Samson O.O.Amali,"Institute of African Studies, University of Ibadan",,Side 4 Track 12,1973,1973,idu,sound recording,sound recordings,2 mins 36 Secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 14,Collection NCR 14,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,Alekwooka Kochinokwu: Alekwu songs of the Ochinokwu Mask,,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
Work,ark:/21198/z1f21057,ark:/21198/z1jd6x7k,ias_meap_1973_a_0055.mp3,IAS 28|~|Collection NCR 14,Oogwo,,,,R.G. Armstrong|~|Samson O.O.Amali,"Institute of African Studies, University of Ibadan",,Side 4 Track 13,1973,1973,idu,sound recording,sound recordings,1 mins 20 Secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 14,Collection NCR 14,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,Alekwooka Kochinokwu: Alekwu songs of the Ochinokwu Mask,,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
Work,ark:/21198/z19907hd,ark:/21198/z1jd6x7k,ias_meap_1973_a_0056.mp3,IAS 28|~|Collection NCR 14,"Ijeci, oogwo",,,,R.G. Armstrong|~|Samson O.O.Amali,"Institute of African Studies, University of Ibadan",,Side 4 Track  14,1973,1973,idu,sound recording,sound recordings,4 mins 43 Secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 14,Collection NCR 14,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,Alekwooka Kochinokwu: Alekwu songs of the Ochinokwu Mask,,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
Work,ark:/21198/z15h9gs4,ark:/21198/z1jd6x7k,ias_meap_1973_a_0057.mp3,IAS 28|~|Collection NCR 14,Ababoolokwu,,,,R.G. Armstrong|~|Samson O.O.Amali,"Institute of African Studies, University of Ibadan",,Side 4 Track 15,1973,1973,idu,sound recording,sound recordings,33 Secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 14,Collection NCR 14,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,Alekwooka Kochinokwu: Alekwu songs of the Ochinokwu Mask,,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
Work,ark:/21198/z11v7fhk,ark:/21198/z1jd6x7k,ias_meap_1973_a_0058.mp3,IAS 28|~|Collection NCR 14,Ahinya mlocetlla,,,,R.G. Armstrong|~|Samson O.O.Amali,"Institute of African Studies, University of Ibadan",,Side 4 Track 16,1973,1973,idu,sound recording,sound recordings,2 mins 5 Secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 14,Collection NCR 14,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,Alekwooka Kochinokwu: Alekwu songs of the Ochinokwu Mask,,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
