Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,viewingHint,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.creatorCorporate,Subject,Name.subject,Language,Name.photographer,Name.interviewer,Name.creator,Name.interviewee,Name.contributor,Publisher.publisherName,Format.extent,Relation.isPartOf,Title,Date.creation,Description.abstract,Coverage.geographic,Description.tableOfContents,AltTitle.uniform,Description.note,Alt ID.local,Publisher.placeOfOrigin,Format.medium,Description.caption,Format.dimensions,Relation.hasPart,IIIF Manifest URL
Mental Health Archive,ark:/21198/zz001njc23,ark:/21198/zz001d36st,1,In progress,Work,,45,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v42knb,private,individuals,,data tables,,,"Mental Health Archive Los Angeles (Long Beach Physical Documents Location, MHA Long Beach Folder, no Subfolders)|~|Mental Health Archive",,eng,,,none given,,,,Data Report,DMA,2008 ACT Slot Allocation Report,1-30-2008|~|01-30-2008,Table of ACT Slot Allocation for 1-30-2008,,,,Long Beach MHA,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njc23-1-master.pdf,Unknown,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njc23/manifest
Mental Health Archive,ark:/21198/zz001njc3m,ark:/21198/zz001d36st,1,In progress,Work,,47,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc1v0x,private,individuals,text,,,,"Mental Health Archive Los Angeles (Long Beach Physical Documents Location, MHA Long Beach Folder, no Subfolders)|~|Mental Health Archive",,eng,,,,,none given,Association of Community Human Service Agencies,,Los Angeles County,2008 ACHSA Mid Month (2-15-2008) Bulletin,02-15-2008,Association of Community Human Service Agencies Newsletter from 2-15-2008,,,"2008 ACHSA Mid Month of February Bulletin|~|ASCHA Volume 5, Issue 3",Long Beach MHA,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njc3m-1-master.pdf,,Newsletter,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njc3m/manifest
Mental Health Archive,ark:/21198/zz001njccr,ark:/21198/zz001d36st,1,In progress,Work,,1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ww986b,private,individuals,,report,,,"Mental Health Archive (LB, 425 West Anaheim Street Subfolder)|~|Mental Health Archive","Van Horn, Richard",eng,,,"Savage, Kim|~|Scalise, Julia",,,,,MHA,"History of Service to the Long Berach Community events listing to 1998 for the Intended Use of Property March 13, 2000 Meeting",3-13-2000,Long Beach MHA history listing from the Mid-1960's prepared by Kim Savage and Julia Scalise for a Richard Van Horn Monday March 13 Intended Use of the (425 W Anaheim) Property Meeting. Text Annotation by Julia Scalise.,Los Angeles County,,2000 History of Service to the Long Beach Community for March 13 Intended Use of Property Meeting,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njccr-1-master.pdf,Los Angeles County,Local History (Long Beach Mental Health),,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njccr/manifest
Mental Health Archive,ark:/21198/zz001njcd8,ark:/21198/zz001d36st,1,In progress,Work,,4,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nc7rqr,private,individuals,,proposal,,,"Mental Health Archive (LB, 425 West Anaheim Street Subfolder)|~|Mental Health Archive",,eng,,,"Scalise, Julia",,"Van Horn, Richard|~|Savage, Kim",Mental Health Asscociation of Los Angeles County,,DMH,2001 March 9 Intended use of 425 West Anaheim Street Property Submission,03-09-2001,Intended Use Submission of the 425 West Anaheim Street property as a continuation of rehabilitation of homeless adults with serious mental illness.,Long Beach,,Intended Use of 425 West Anaheim Street Property Submission,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njcd8-1-master.pdf,,Submission,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njcd8/manifest
Mental Health Archive,ark:/21198/zz001njcfs,ark:/21198/zz001d36st,1,In progress,Work,,3,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cv6866,private,individuals,,report,,,"Mental Health Archive (LB, 425 West Anaheim Street Subfolder)|~|Mental Health Archive",,eng,,,"Carver, Casey",,,,,DMH,2000 The Village ISA Memorandum December 2,12-2-2000,Casey Carver 2000 Anaheim Street Public Contacts itinerary and groups to Richard Van Horn via The Village I.S.A. Memorandum,Los Angeles County,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njcfs-1-master.pdf,Long Beach,memo,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njcfs/manifest
Mental Health Archive,ark:/21198/zz001njcg9,ark:/21198/zz001d36st,1,In progress,Work,,2,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r51g86,private,individuals,text,,,,"Mental Health Archive (LB, 425 West Anaheim Street Subfolder)|~|Mental Health Archive",,eng,,,"Scalise, Julia",,,MHA Los Angeles,,MHA,2000 Intended Use of 425 West Anaheim Street Property March 9 Revised Draft,03-09-2000,,Los Angeles County,,2000 March 9 Revised Draft ntended Use of 425 West Anaheim Street Property,Revised Draft for a Monday March 13 2000 Intended Use of the 425 West Anaheim property.,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njcg9-1-master.pdf,,Fax,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njcg9/manifest
Mental Health Archive,ark:/21198/zz001njcrf,ark:/21198/zz001d36st,1,In progress,Work,,1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17675s5,private,individuals,text,,,,"Mental Health Archive (LB, 1989 MHA Integrated Service Agency Proposal Subfolder)|~|Mental Health Archive",none given,eng,,,,,,Unknown,,DMH,1989 MHA ISA Concept Handwritten Notes (Unknown Author),1989|~|1989,,,,,"Scanned MHA ISA Concept Handwritten Notes (1989, needs verification if possible) by an unknown author on three yellow ""legal pad"" pages",http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njcrf-1-master.pdf,,notes,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njcrf/manifest
Mental Health Archive,ark:/21198/zz001njcsz,ark:/21198/zz001d36st,1,In progress,Work,,2,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15733kv,private,individuals,,proposal,,,"Mental Health Archive (LB, 1989 MHA Integrated Service Agency Proposal Subfolder)",,eng,,,,,,MHA,,DMH,1989 MHA ISA Revised Implementation Schedule Proposal,1989|~|1989-1990,"Revision Proposal Hiring Schedule based on funding on timetable for the hires of: the ISA Director, the Social and Vocational Director, the Housing Director, the ISA Director's Admin. Asst., the Research Director, the Controller, and the Research Director's Research Asst.",,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njcsz-1-master.pdf,,Hiring schedule,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njcsz/manifest
Mental Health Archive,ark:/21198/zz001njctg,ark:/21198/zz001d36st,1,In progress,Work,,3,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11g2brs,private,individuals,,proposal,,,"Mental Health Archive (LB, 1989 MHA Integrated Service Agency Proposal Subfolder)|~|Mental Health Archive",,eng,,,"Van Horn, Richard",,,MHA,Pilot Program request,DMH,1989 6-30 MHA ISA Proposal Section A,1989|~|1989,"MHA Integrated Service Agency (ISA) Pilot Proposal Request Section A (MHA history, ISA proposal, permissions, endorsements.)",,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njctg-1-master.pdf,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njctg/manifest
Mental Health Archive,ark:/21198/zz001njcv0,ark:/21198/zz001d36st,1,In progress,Work,,4,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p28pnm,private,individuals,,,,,"Mental Health Archive (LB, 1989 MHA Integrated Service Agency Proposal Subfolder)|~|Mental Health Archive",,eng,,,"Van Horn, Richard",,,MHA,Pilot Program Request,DMH,1989 6-30 MHA ISA Proposal Section B,1989|~|1989,"MHA Integrated Service Agency (ISA) Pilot Proposal Request Section B (ISA Job Positions and Descriptions, Certification of the Availability of Services, Statements of Support, Clarification of specific unsupported but advising their legal counsel or unavailable facilities.)",,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njcv0-1-master.pdf,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njcv0/manifest
Mental Health Archive,ark:/21198/zz001njcwh,ark:/21198/zz001d36st,1,In progress,Work,,5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h72697,private,individuals,,,,,"Mental Health Archive (LB, 1989 MHA Integrated Service Agency Proposal Subfolder)|~|Mental Health Archive",,eng,,,"Van Horn, Richard",,,MHA,Pilot Program Request,DMH,1989 6-30 MHA ISA Proposal Section C,1989|~|1989,"MHA Integrated Service Agency (ISA) Pilot Proposal Request Section C (Personal Service Plan, Methods of Service Delivery, Goals of Service Delivery, Style of Work, Consultation, Utilization of Services Owned by Bidders, Involvement of Clients and Families, Psychiatric and Involuntary Services, Services for Minority Members, Isa Residential Services, Members Experiencing Their First Psychotic Episode, Vocational Services, Serviced Proximity (to available staffed specialists,) Member's Rights.",,,,,MHA Integrated Service Agency (ISA) Pilot Proposal Request Section,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njcwh/manifest
Mental Health Archive,ark:/21198/zz001njcx1,ark:/21198/zz001d36st,1,In progress,Work,,6,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xw6998,private,individuals,,proposal,,,"Mental Health Archive (LB, 1989 MHA Integrated Service Agency Proposal Subfolder)",,eng,,,"Van Horn, Richard, 1939-",,,MHA,Pilot Program Request,DMH,1989 6-30 MHA ISA Proposal Section D,1989|~|1989,MHA Integrated Service Agency (ISA) Pilot Proposal Request Section D (Budget),,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njcx1-1-master.pdf,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njcx1/manifest
Mental Health Archive,ark:/21198/zz001njczj,ark:/21198/zz001d36st,1,In progress,Work,,8,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jq2rj4,private,individuals,,proposal,,,"Mental Health Archive (LB, 1989 MHA Integrated Service Agency Proposal Subfolder)|~|Mental Health Archive",,eng,,,,,"Van Horn, Richard",,,DMH,1989 6-30 MHA ISA Bid/Business Request,4-30-1989,"Paperwork formally requesting the opening of an MHA ISA 1336 Wilshire Blvd, Second Floor, Los Angeles, CA 90017",Los Angeles County,,1989 4-30 MHA ISA Proposal Front Matter,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njczj-1-master.pdf,Los Angeles County,Business License Request,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njczj/manifest
Mental Health Archive,ark:/21198/zz001njd0j,ark:/21198/zz001d36st,1,In progress,Work,,7,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11n9rmb,private,individuals,,proposal,,,"Mental Health Archive (LB, 1989 MHA Integrated Service Agency Proposal Subfolder)|~|Mental Health Archive",,eng,,,"Van Horn, Richard",,,MHA,,DMH,1989 6-30 MHA ISA Proposal Appendices,1989|~|1989,"All Appendices (A, B, C) for the MHA ISA Proposals (See MHA ISA Proposal Sections A-D)",,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njd0j-1-master.pdf,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njd0j/manifest
Mental Health Archive,ark:/21198/zz001njd12,ark:/21198/zz001d36st,1,In progress,Work,,10,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wq1v8h,private,individuals,text,,,,"Mental Health Archive (LB, 1989 MHA Integrated Service Agency Proposal Subfolder)",,eng,,,none given,,,MHA,,DMH,1989 10-27 Handwritten Notes Taken on the ISA Presentation to CCMH,10-27-1989|~|1989,,,,,Handwritten Notes Taken by unknown author about the 10-27 ISA Presentation to the California Coalition of Mental Health (CCMH),http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njd12-1-master.pdf,,Handwritten Notes,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njd12/manifest
Mental Health Archive,ark:/21198/zz001njd96,ark:/21198/zz001d36st,1,In progress,Work,,1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cn8vf2,private,individuals,,event program,,,"Mental Health Archive (LB, 2004 Advocacy Day subfolder)",,eng,,,,,,MHA,,DMH,2004 Legislative Information and Key Talking points for Mental Health Visits,2004|~|2004,"2004 Legislative Information and Key Talking points for Mental Health Visits (State Mental Health Funding-A History of Broken Promises: the 1968 Lanterman Peris Short Act, 1991 Realignment,  1994 Medi-Cal Managed Care. We have a Fail-First System, AB 3632, stop SSI/SSP COLA suspensions, keep funding for children)",,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njd96-1-master.pdf,,Talking Points,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njd96/manifest
Mental Health Archive,ark:/21198/zz001njdbq,ark:/21198/zz001d36st,1,In progress,Work,,2,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg8hrh,private,individuals,,event program,,,"Mental Health Archive (LB, 2004 Advocacy Day subfolder)|~|Mental Health Archive|~|Mental Health America Los Angeles MHA-LA",,eng,,,,,"Ort, Vicki",Mental Health America,,DMH,2004 Advocacy Day NAMI Flyer,05-27-2004|~|2004,"Mental Health Advocacy Day (May 27, 2004) Flier F.A.N.S (Fairness Awareness New Hope Success) for Mental Health theme for Sacramento State Capitol Rally.",,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njdbq-1-master.pdf,,flier,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njdbq/manifest
Mental Health Archive,ark:/21198/zz001njdc7,ark:/21198/zz001d36st,1,In progress,Work,,3,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tq7s33,private,individuals,,event program,,,"Mental Health Archive (LB, 2004 Advocacy Day subfolder)|~|Mental Health Archive|~|Mental Health America Los Angeles MHA-LA",,eng,,,,,"Ort, Vicki",Mental Health America,,DMH,2004 Advocacy Day Schedule,,Schedule and itinerary for the Capitol Mental Health Advocacy Day.,"Sacramento, CA",,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njdc7-1-master.pdf,,Schedule,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njdc7/manifest
Mental Health Archive,ark:/21198/zz001njddr,ark:/21198/zz001d36st,1,In progress,Work,,4,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz71cr,private,individuals,,event program,,,"Mental Health Archive (LB, 2004 Advocacy Day subfolder)|~|Mental Health Archive|~|Mental Health America Los Angeles MHA-LA",,eng,,,,,none given,Mental health America,,DMH,2004 Advocacy Day Talking Points in Brief,5-24-2004|~|2004,Listing of Talking Points summarized in note form complimenting the 2004 Advocacy Day Leg Info Talking Points release. (Note: several typos and grammar mistakes in this document unlike the other Legislative talking points release.),,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njddr-1-master.pdf,,Summary,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njddr/manifest
Mental Health Archive,ark:/21198/zz001njdkb,ark:/21198/zz001d36st,2,Completed,Work,,2,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff5hvq,,individuals,,data tables,,,"Mental Health Archive (LB, AB 2034 Transition Subfolder)|~|Mental Health Archive",,eng,,,,,none given,,Statistics,DMH,2007 AB2034 Stats 11-27,11-27-2004|~|2007,,,Statistics related to the demographics of people and population groups served affecting AB2034,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njdkb-1-master.pdf,California,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njdkb/manifest
Mental Health Archive,ark:/21198/zz001njdmv,ark:/21198/zz001d36st,2,Completed,Work,,3,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz128203c,,individuals,,event program,,,"Mental Health Archive (LB, AB 2034 Transition Subfolder)",,eng,,,,,"none given|~|Pilon, Dave",DMH,,DMH,2008 AB2034 Transition Meeting 2-27 and Conference Call Memo 1-25,02-27-2008|~|02-27-2008,2-27-2008 Transition (caused from AB2034) Meeting flier with annotations and 1-25-2008 Memo for those outside Los Angeles County (with handwritten notes included) detailing a AB2034 Transition conference Call. (Annotation and note taker unidentified.),,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njdmv-1-master.pdf,,Flier|~|Memo,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njdmv/manifest
Mental Health Archive,ark:/21198/zz001njf85,ark:/21198/zz001d36st,1,In progress,Work,,1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1df8gqb,private,individuals,,proposal,,,"Mental Health Archive (LB, Adult System Redesign Subfolder)|~|Mental Health Archive",,eng,,,,,none given,,,DMH,2008 5-21 Antelope Valley Proposed Transformation for Adult Services Chart,5-21-2008,Chart listing the dollar cost in Levels and Slots for the Antelope Valley MHSA Adult services transformation processes.,Antelope Vallley,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njf85-1-master.pdf,Antelope Vallley,Chart,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njf85/manifest
Mental Health Archive,ark:/21198/zz001njf9p,ark:/21198/zz001d36st,1,In progress,Work,,2,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18s6fdb,private,individuals,,data tables|~|proposal,,,"Mental Health Archive (LB, Adult System Redesign Subfolder)|~|Mental Health Archive",,eng,,,,,none given,,,DMH,2008 5-21 Long Beach Proposed Transformation for Adult Services Chart,05-21-2008,Chart listing the dollar cost in Levels and Slots for the Long Beach MHSA Adult services transformation processes.,Long Beach,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njf9p-1-master.pdf,Long Beach,Chart,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njf9p/manifest
Mental Health Archive,ark:/21198/zz001njfcq,ark:/21198/zz001d36st,1,In progress,Work,,4,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1515prt,private,individuals,,report,,,"Mental Health Archive (LB, Adult System Redesign Subfolder)|~|Mental Health Archive",,eng,,,,,none given,,Position,,American College  Asscociation of Community Human Services Agencies Position (Draft) on the Two Tiered Mental Health System,Unknown,Draft written numbered statement from ACHSA on the California Mental Health SYstem,California,,ACHSA Position (Draft) on the Two Tiered Mental Health System,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njfcq-1-master.pdf,CA,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njfcq/manifest
Mental Health Archive,ark:/21198/zz001njffr,ark:/21198/zz001d36st,1,In progress,Work,,2,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wh4fkn,private,individuals,text,,,,"Mental Health Archive (LB, AFH Wellness Center Subfolder)|~|Mental Health Archive",,eng,,,,,none given,MHA,,Project Return: The Next Step|~|MHA Los Angeles County|~|DMH,2004 Pearl Ella Johnson Wellness Center Overview,2004,,,,,"2004 Summary on who participates in PEJ, where and when it operates, and how it will be staffed,",http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njffr-1-master.pdf,,Summary,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njffr/manifest
Mental Health Archive,ark:/21198/zz001njfkt,ark:/21198/zz001d36st,1,In progress,Work,,1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n02z1k,private,individuals,,report,,,"Mental Health Archive (LB, AFH Wellness Center Subfolder)|~|Mental Health Archive",,eng,,,,,none given,MHA,,MHA Los Angeles County,1991 Pearl Ella Johnson at Agustus F. Hawkins Mental Health (Wellness) Center,1991,AFT Internal document about the first Wellness Center created locally by the MHA (in 1991),Los Angeles County,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njfkt-1-master.pdf,,Internal Document,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njfkt/manifest
Mental Health Archive,ark:/21198/zz001njfnv,ark:/21198/zz001d36st,1,In progress,Work,,1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ck0507,private,individuals,,letter,,,"Mental Health Archive (LB, Bill Compton Subfolder)|~|Mental Health Archive",,eng,,,"Van Horn, Richard",,,MHA,,DMH,1997 Jan 14 IAPSRS Bill Compton  Award Nomination,01-14-1997|~|1997,,Los Angeles County,,,Letter stating Bill Compton nominated for a IAPSRS Consumer Advocate Award,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njfnv-1-master.pdf,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njfnv/manifest
Mental Health Archive,ark:/21198/zz001njfpc,ark:/21198/zz001d36st,1,In progress,Work,,2,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vh7ddt,private,individuals,,letter,,,"Mental Health Archive (LB, Bill Compton Subfolder)|~|Mental Health Archive",,eng,,,"Van Horn, Richard",,,MHA,,DMH,2001 3-28 William Compton Clifford Beers Award Nomination,03-28-2001,,Los Angeles County|~|2001,,,March 2001 Clifford Beers Award Nomination for William Compton.,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njfpc-1-master.pdf,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njfpc/manifest
Mental Health Archive,ark:/21198/zz001njfqw,ark:/21198/zz001d36st,1,In progress,Work,,3,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bk33ww,private,individuals,,letter,,,"Mental Health Archive (LB, Bill Compton Subfolder)|~|Mental Health Archive",,eng,,,"Van Horn, Richard",,,MHA,,DMH,2003 1-06 William Compton Leadership for a Changing World Award Nomination,01-06-2003|~|2003,,Los Angeles County,,,2003 William Compton Leadership for a Changing World Award Nomination,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njfqw-1-master.pdf,,Award Nomination Questionaire,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njfqw/manifest
Mental Health Archive,ark:/21198/zz001njfrd,ark:/21198/zz001d36st,1,In progress,Work,,4,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pv89w4,private,individuals,,report,,,"Mental Health Archive (LB, Bill Compton Subfolder)|~|Mental Health Archive",,eng,,,"Compton, William",,,,,DMH,"2006 01 William Comption' Presentaqtioon to  NAPAS San Diego, CA",January 2006,,"San Diego, CA",,,"January 2006 William Compton's speech to the NAPAS in San Diego, CA",http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njfrd-1-master.pdf,"San Diego, CA",Speech,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njfrd/manifest
Mental Health Archive,ark:/21198/zz001njfsx,ark:/21198/zz001d36st,1,In progress,Work,,5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fb6tgv,private,individuals,,manuscripts (document genre),,,"Mental Health Archive (LB, Bill Compton Subfolder)|~|Mental Health Archive",,eng,,,"Compton, William",,,,,DMH,2007 William Comptom Resume,2007|~|2007,2007 William Compton Resume,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njfsx-1-master.pdf,Los Angeles County,Resume,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njfsx/manifest
Mental Health Archive,ark:/21198/zz001njftf,ark:/21198/zz001d36st,1,In progress,Work,,7,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19k62sz,private,individuals,,report,,,"Mental Health Archive (LB, Bill Compton Subfolder)|~|Mental Health Archive",,eng,,,,,,National Mental Health Consumers' Self-Help Clearinghouse.,,DMH,2007 9-14 William Comjpton Obituary,9-14-2007|~|09-14-2007,9-14-2007 William Compton Obituary from The National Mental Health Consumers' Self-Help Clearinghouse.,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njftf-1-master.pdf,,Obituary,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njftf/manifest
Mental Health Archive,ark:/21198/zz001njfwg,ark:/21198/zz001d36st,1,In progress,Work,,1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15t5b2n,private,individuals,,report,,,"Mental Health Archive (LB, Campaign for MH Yes on 63 Subfolder)",,eng,,,"Hernandez, Manny",,,Campaign for Mental Health Coalition,,Campaign for Mental Health Coalition,2004 7-6 Campaign for Mental Health Coalition Steering Committee Minutes,7-6-2004|~|07-06-2004,7-6-2004 Campaign for Mental Health Coalition Steering Committee Minutes.,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njfwg-1-master.pdf,,Minutes,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njfwg/manifest
Mental Health Archive,ark:/21198/zz001njfx0,ark:/21198/zz001d36st,1,In progress,Work,,3,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x942s1,private,individuals,,e-mail,pd_holder,,"Mental Health Archive (LB, Campaign for MH Yes on 63 Subfolder)|~|Mental Health Services--Law and Legislation--California|~|Mentally ill--Advocacy--California--Los Angeles County|~|Mental Health America Los Angeles MHA-LA",,eng,,,"Fratello, David",,"Van Horn, Richard",Mental Health America,18 p.,History of Public Mental Health Archive|~|Campaign for Mental Health Coalition|~|Mental Health America Prop 63 Campaign Files,2004 Prop 63 Ballot Issues,2004|~|July 2004,"E-mail message July 20, 2004, from MHA Executive Director Richard Van Horn and Deputy Campaign Manager Dave Fratello to all involved detailing and analyzing the Ballot issues involved in Prop 63.  Includes Attorney General's summary and Legislative Analyst's report on Prop 63; and arguments presented by supporters and opponents.",California,,Mental Health America Prop 63 Campaign Document,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njfx0/manifest
Mental Health Archive,ark:/21198/zz001njfzh,ark:/21198/zz001d36st,1,In progress,Work,,2,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kw76kw,private,individuals,,proposal,,,"Mental Health Archive (LB, Campaign for MH Yes on 63 Subfolder)|~|Mental Health Archive",,eng,,,none given,,,,,Yes on 63!,2004 7-15 Prop 63 Ballot Summary and Arguments,07-15-2004|~|2004,Prop 63 Ballot Summary and Arguments (for and against.),,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njfzh-1-master.pdf,California,Ballot Initative,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njfzh/manifest
Mental Health Archive,ark:/21198/zz001njg0h,ark:/21198/zz001d36st,1,In progress,Work,,5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sf4mrb,private,individuals,,data tables,,,"Mental Health Archive (LB, Campaign for MH Yes on 63 Subfolder)|~|Mental Health Archive",,eng,,,none given,,,Campaign for Mental Health.Org,,Yes on 63!,2004 07-21 Prop 63 Contrtibutions,07-21-2004|~|2004,07-21 2004 Prop 63 Contributions breakdown.,,,,,http://digilib.library.ucla.edu/neuropsych/pdf/masters/21198-zz001njg0h-1-master.pdf,,Contribution Financial Report,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001njg0h/manifest
