Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Coverage.geographic,Name.creator,Author,Rights.servicesContact,Language,Type.genre,Subject,Name.subject,Name.repository,Name.contributor,viewingHint,Text direction,Visibility,IIIF Range,Title,Date.normalized,Date.creation,Description.note,Description.inscription,Description.abstract
Cruikshank (Margaret) Collection,ark:/21198/zz001bgpz8,ark:/21198/zz001b3tkk,2,Completed,ChildWork,,3,,,,text,copyrighted,N,unpublished,United States,,"Grier, Barbara",,eng,,"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret|~|Naiad Press",,,,,,,Letter to Contributors to The Lesbian Path Regarding New Edition of Book,1981-04-27,"April 27, 1981",Rights.statementLocal: Need to obtain permission to publish from original author.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bgq08,ark:/21198/zz001bgpz8,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bgq08_744061_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bgq1s,ark:/21198/zz001b3tkk,2,Completed,ChildWork,,7,,,,text,copyrighted,unknown,unknown,United States,Unknown,,,eng,,"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret",,,,,,,Flyer for the Release of the New Edition of The Lesbian Path,1981,1981,Rights.statementLocal: Unsure whether or not permission is granted to reproduce flyers.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bgq29,ark:/21198/zz001bgq1s,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bgq29_744077_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bgq3t,ark:/21198/zz001b3tkk,2,Completed,ChildWork,,6,,,,text,copyrighted,unknown,unknown,Sacramento (Calif.)|~|United States,Lioness Books,,,eng,,"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret",,,,,,,Flyer for a Book Reading,1981-12-12,"December 12, 1981",Rights.statementLocal: Unsure whether or not permission is granted to reproduce flyers.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bgq4b,ark:/21198/zz001bgq3t,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bgq4b_744095_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bgq5v,ark:/21198/zz001b3tkk,2,Completed,ChildWork,,5,,,,text,copyrighted,unknown,unknown,United States,Amazon Bookstore,,,eng,,"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret",,,,,,,Flyer for a Book Reading,1981-12-12,"December 12, 1981",Rights.statementLocal: Unsure whether or not permission is granted to reproduce flyers.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bgq6c,ark:/21198/zz001bgq5v,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bgq6c_744127_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bgq7w,ark:/21198/zz001bbqgq,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bgq7w_744166_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bgq8d,ark:/21198/zz001b3tm3,2,Completed,ChildWork,,2,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Grier, Barbara|~|Carrier Pigeon|~|Naiad Press|~|Angel Press|~|Alyson, Sasha",,,,,,,Response to Letter Expressing Interest in Distributing The Lesbian Path,1981-02-02,"February 2, 1981",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bgq9x,ark:/21198/zz001bgq8d,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bgq9x_744179_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bgqbf,ark:/21198/zz001bgq8d,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bgqbf_744189_master.tif,2,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bgqcz,ark:/21198/zz001b3tm3,2,Completed,ChildWork,,3,,,,text,copyrighted,N,unpublished,United States,,"Alyson, Sasha",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret|~|Carrier Pigeon|~|Naiad Press|~|Alyson Publications",,,,,,,Letter Regarding Details of Reprinting and Distribution of The Lesbian Path,1981-02-10,"February 10, 1981",Rights.statementLocal: Need to obtain permission to publish from original author.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bgqdg,ark:/21198/zz001bgqcz,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bgqdg_744217_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bgqf0,ark:/21198/zz001b3tm3,2,Completed,ChildWork,,4,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Grier, Barbara|~|Carrier Pigeon|~|Naiad Press|~|Tilchen, Maida|~|Alyson, Sasha",,,,,,,Response to Letter Regarding Details of Reprinting and Distribution of The Lesbian Path,1981-02-13,"February 13, 1981",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bgqjj,ark:/21198/zz001bgqf0,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bgqjj_744247_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bgqk2,ark:/21198/zz001bgqf0,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bgqk2_744250_master.tif,2,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bgqmk,ark:/21198/zz001b3tm3,2,Completed,ChildWork,,5,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Grier, Barbara|~|Carrier Pigeon|~|Naiad Press|~|Alyson, Sasha",,,,,,,Response to Letter Regarding Details of Reprinting and Distribution of The Lesbian Path,1981-02-20,"February 20, 1981",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bgqn3,ark:/21198/zz001bgqmk,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bgqn3_744264_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bhnsn,ark:/21198/zz001b3tm3,2,Completed,ChildWork,,6,,,,text,copyrighted,Y,unpublished,San Francisco (Calif.)|~|United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies|~|Feminism and antisemitism","Rich, Adrienne|~|Miriam, Selma|~|Sinister Wisdom|~|Cliff, Michelle",,,,,,,Letter Asking for Support Regarding Review in Sinister Wisdom,1982-04-05,"April 5, 1982",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm2fm,ark:/21198/zz001bhnsn,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bm2fm_744831_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm2m6,ark:/21198/zz001b3tm3,2,Completed,ChildWork,,7,,,,text,copyrighted,Y,unpublished,San Francisco (Calif.)|~|United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies|~|Feminism and antisemitism","Rich, Adrienne|~|Miriam, Selma|~|Sinister Wisdom|~|Cliff, Michelle",,,,,,,Letter To Sinister Wisdom Suggesting Change in Editorial Policy,1982-04-05,"April 5, 1982",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm2ss,ark:/21198/zz001bm2m6,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bm2ss_744885_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm2t9,ark:/21198/zz001bm2m6,1,In progress,ChildWork,,2,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm2vt,ark:/21198/zz001b3tm3,2,Completed,ChildWork,,8,,,,text,copyrighted,Y,unpublished,San Francisco (Calif.)|~|United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies|~|Feminism and antisemitism","Rich, Adrienne|~|Gearhart, Sally M.|~|Miriam, Selma|~|Sinister Wisdom|~|Gurko, Jane|~|Hickok, Kathy|~|Poor, Mathile|~|Potter, Clare|~|Cliff, Michelle|~|Boucher, Sandy|~|Koolish, Lynda",,,,,,,Letter To Sinister Wisdom With List of Supporters,1982-04-20,"April 20, 1982",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm2zc,ark:/21198/zz001bm2vt,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bm2zc_744897_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm30c,ark:/21198/zz001bm2vt,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bm30c_744901_master.tif,2,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm32d,ark:/21198/zz001b3tm3,2,Completed,ChildWork,,9,,,,text,copyrighted,N,unpublished,San Francisco (Calif.)|~|United States|~|Amherst (Mass.),,"Rich, Adrienne",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies|~|Feminism and antisemitism","Cruikshank, Margaret|~|Gearhart, Sally M.|~|Miriam, Selma|~|Sinister Wisdom|~|Gurko, Jane|~|Hickok, Kathy|~|Poor, Mathile|~|Potter, Clare|~|Cliff, Michelle|~|Boucher, Sandy|~|Koolish, Lynda",,,,,,,Response to Letter to Sinister Wisdom Suggesting Change in Editorial Policy,1982-04-27,"April 27, 1982",Rights.statementLocal: Need to obtain permission to publish from original author.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm35z,ark:/21198/zz001bm32d,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bm35z_744929_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm36g,ark:/21198/zz001bm32d,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bm36g_744936_master.tif,2,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm3c2,ark:/21198/zz001b3tm3,2,Completed,ChildWork,,10,,,,text,copyrighted,Y,unpublished,San Francisco (Calif.)|~|United States|~|Amherst (Mass.),,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies|~|Feminism and antisemitism","Rich, Adrienne|~|Gearhart, Sally M.|~|Miriam, Selma|~|Sinister Wisdom|~|Gurko, Jane|~|Hickok, Kathy|~|Poor, Mathile|~|Potter, Clare|~|Cliff, Michelle|~|Boucher, Sandy|~|Koolish, Lynda",,,,,,,Letter to Sinister Wisdom Following Up Regarding Change in Editorial Policy,1982-05-03,"May 3, 1982",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm3f3,ark:/21198/zz001bm3c2,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bm3f3_744942_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm3h4,ark:/21198/zz001b3tm3,2,Completed,ChildWork,,11,,,,text,copyrighted,Y,unpublished,San Francisco (Calif.)|~|United States|~|Amherst (Mass.),,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies|~|Feminism and antisemitism","Rich, Adrienne|~|Gearhart, Sally M.|~|Miriam, Selma|~|Sinister Wisdom|~|Gurko, Jane|~|Hickok, Kathy|~|Poor, Mathile|~|Feminist Press|~|Potter, Clare|~|Cliff, Michelle|~|Boucher, Sandy|~|Koolish, Lynda",,,,,,,Letter to Supporters Regarding Sinister Wisdom's Change in Editorial Policy,1982-05-03,"May 3, 1982",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm3jn,ark:/21198/zz001bm3h4,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bm3jn_744954_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 8,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm3q7,ark:/21198/zz000s2z8d,2,Completed,Work,,7,,,,text,copyrighted,,,United States,,,,eng,,"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret",,,,,,,New Lesbian Writing - Book Reviews and Publicity Materials,1984,1984,"Reviews, publicity materials, and ephemera related to New Lesbian Writing.|~|Box 10, 2 Folders. See Box 14 for oversized periodical book reviews relating to New Lesbian Writing.",,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm3rr,ark:/21198/zz001bm3q7,2,Completed,ChildWork,,5,,,,text,copyrighted,N,unpublished,United States,,Unknown,,eng,,"Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret",,,,,,,Letter Regarding Mailing List Contacts,1984-04-14,"April 14, 1984","Rights.statementLocal: Need to obtain permission to publish from original author. Original author unknown (last name not provided).|~|Rights.statementLocal: Item contains author's address and telephone number. Contains names, addresses, and telephone numbers of mailing list recipients.",,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm3xb,ark:/21198/zz001bm3rr,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bm3xb_745013_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm3zv,ark:/21198/zz001bm3rr,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bm3zv_745016_master.tif,2,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm41c,ark:/21198/zz001bm3q7,2,Completed,ChildWork,,10,,,,text,copyrighted,unknown,unpublished,New Haven (Conn.),Golden Thread Booksellers,,,eng,,"Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret",,,,,,,New Lesbian Writing Book Party Flyer,1984-07,"July, 1984",Rights.statementLocal: Unsure whether permission is granted to reproduce flyers.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm4b1,ark:/21198/zz001bm41c,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bm4b1_745085_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm4cj,ark:/21198/zz001bm3q7,2,Completed,ChildWork,,11,,,,text,copyrighted,unknown,unpublished,Minneapolis (Minn.),Amazon Bookstore,,,eng,,"Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret",,,,,,,New Lesbian Writing Book Party Flyer,1984-07,"July, 1984",Rights.statementLocal: Unsure whether permission is granted to reproduce flyers.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm4d2,ark:/21198/zz001bm4cj,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bm4d2_745091_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm4fk,ark:/21198/zz001bm3q7,2,Completed,ChildWork,,12,,,,text,copyrighted,unknown,unpublished,Boston (Mass.),Glad Day Bookshop,,,eng,,"Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret",,,,,,,New Lesbian Writing Book Party Flyer,1984,1984,Rights.statementLocal: Unsure whether permission is granted to reproduce flyers.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm4g3,ark:/21198/zz001bm4fk,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bm4g3_745108_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm4hm,ark:/21198/zz001bm3q7,2,Completed,ChildWork,,9,,,,text,copyrighted,Y,unpublished,San Francisco (Calif.)|~|United States,,"Cruikshank, Margaret",,eng,,"Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies",,,,,,,,New Lesbian Writing Book Tour Biographic Information,1984-06,"June, 1984",Rights.statementLocal: Item contains author's phone number.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm4j4,ark:/21198/zz001bm4hm,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bm4j4_745114_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm4kn,ark:/21198/zz001bm3q7,2,Completed,ChildWork,,13,,,,text,copyrighted,Y,unpublished,San Francisco (Calif.)|~|United States,,"Cruikshank, Margaret",,eng,,"Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies",A Different Light Bookstore|~|Giovanni's Room|~|National Women's Studies Association|~|Glad Day Bookshop|~|Womancrafts,,,,,,,New Lesbian Writing Book Tour Schedule,1984,1984,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm4m5,ark:/21198/zz001bm4kn,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bm4m5_745121_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm4np,ark:/21198/zz001bm3q7,2,Completed,ChildWork,,8,,,,text,copyrighted,unknown,unpublished,Philadelphia (Pa.)|~|United States,Giovanni's Room|~|Philadelphia Lesbian and Gay Task Force,,,eng,,"Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret",,,,,,,New Lesbian Writing Book Party Flyer,1984-06-17,"June 17, 1984",Rights.statementLocal: Unsure whether permission is granted to reproduce flyers.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm4p6,ark:/21198/zz001bm4np,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bm4p6_745126_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm4qq,ark:/21198/zz001bm3q7,2,Completed,ChildWork,,14,,,,text,copyrighted,unknown,unpublished,United States,Grey Fox Press,,,eng,,"Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret",,,,,,,New Lesbian Writing Publication Flyer,1984,1984,Rights.statementLocal: Unsure whether permission is granted to reproduce flyers.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm4r7,ark:/21198/zz001bm4qq,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bm4r7_745129_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm4sr,ark:/21198/zz001bm3q7,2,Completed,ChildWork,,15,,,,text,copyrighted,unknown,unpublished,Philadelphia (Pa.)|~|United States,Philadelphia Lesbian and Gay Task Force,,,eng,,"Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret",,,,,,,New Lesbian Writing Book Tour Flyer,1984,1984,Rights.statementLocal: Unsure whether permission is granted to reproduce flyers.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm4t8,ark:/21198/zz001bm4sr,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bm4t8_745132_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm4vs,ark:/21198/zz001bm3q7,2,Completed,ChildWork,,2,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,,"Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies",Jane Addams Bookstore,,,,,,,Letter Inquiring About Book Party for New Lesbian Writing,1984-02-23,"February 23, 1984",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm4w9,ark:/21198/zz001bm4vs,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bm4w9_745135_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm4xt,ark:/21198/zz001bm3q7,2,Completed,ChildWork,,3,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,,"Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies",A Women's Place Bookstore|~|Old Wives' Tales Women's Visions and Books|~|Valencia Rose Bookstore,,,,,,,Letter to Contributors Regarding Book Tour Dates,1984-03-14,"March 14, 1984",Rights.statementLocal: Item contains author's phone number.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm4zb,ark:/21198/zz001bm4xt,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bm4zb_745144_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm50b,ark:/21198/zz001bm3q7,2,Completed,ChildWork,,1,,,,text,copyrighted,Y,unpublished,San Francisco (Calif.)|~|United States,,"Cruikshank, Margaret",,eng,,"Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies",,,,,,,,Letter to Contributors Regarding Publishing and Distribution,1983-10-25,"October 25, 1983",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm51v,ark:/21198/zz001bm50b,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bm51v_745154_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm52c,ark:/21198/zz001bm3q7,2,Completed,ChildWork,,4,,,,text,copyrighted,Y,unpublished,San Francisco (Calif.)|~|United States,,"Cruikshank, Margaret",,eng,,"Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies",A Different Light Bookstore,,,,,,,Letter Encouraging Ordering Book,1984-03-25,"March 25, 1984",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm53w,ark:/21198/zz001bm52c,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bm53w_745166_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm6hk,ark:/21198/zz001bm3q7,2,Completed,ChildWork,,6,,,,text,copyrighted,N,unpublished,Sacramento (Calif.)|~|United States,,"Bannon, Ann",,eng,,"Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret|~|Grey Fox Press",,,,,,,Letter Regarding Book Review,1984-04-29,"April 29, 1984",Rights.statementLocal: Need to obtain permission to publish from original author.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm6j3,ark:/21198/zz001bm6hk,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bm6j3_745175_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm6m4,ark:/21198/zz001bm3q7,2,Completed,ChildWork,,7,,,,text,copyrighted,unknown,unpublished,San Francisco (Calif.)|~|United States,Old Wives' Tales Women's Visions and Books,,,eng,,"Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret",,,,,,,New Lesbian Writing Book Tour Flyer,1984-04,"April, 1984",Rights.statementLocal: Unsure whether permission is granted to reproduce flyers.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm6nn,ark:/21198/zz001bm6m4,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bm6nn_745184_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm6p5,ark:/21198/zz001bm3q7,2,Completed,ChildWork,,18,,,,text,copyrighted,N,unpublished,United States,,"Corinne, Tee, 1943-2006",,eng,,"Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret",,,,,,,Letter Regarding Book Review,1984,1984,Rights.statementLocal: Need to obtain permission to publish from original author.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bm6qp,ark:/21198/zz001bm6p5,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bm6qp_745197_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bmsvz,ark:/21198/zz000s2z8d,2,Completed,Work,,3,,,,text,copyrighted,,,United States,,,,eng,,"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret",,,,,,,Lesbian Studies - Correspondence,1979/1982,Between 1979 and 1982,"Box 7, 11 Folders.|~|Requests for submissions to Lesbian Studies and correspondence between Cruikshank and contributors to Lesbian Studies and the Feminist Press, the publisher of Lesbian Studies. Cruikshank maintained a steady correspondence with many lesbian academics, writers, artists, teachers and activists, many of whom were published in her anthologies. The most notable of these include Madeline Davis, Jane Rule, Rosemary Curb, Nancy Manahan and Bonnie Zimmerman. This material also includes Cruikshank's correspondence with various lesbian, gay and women's studies publications and organizations, women's studies programs, writing workshops, and women's publishing presses. This selection focuses on correspondence relating to the overall structure of the anthology, its editing, publishing, and distribution.",,
